time/fps,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,train/learning_rate
60,699,13,4,-1512.5992215,26.230878829956055,200.0,0.0267947930842638,800,0.001
54,1499,29,8,-1355.94923775,47.9527587890625,200.0,0.03111959807574749,1600,0.001
53,2299,44,12,-1224.6611721666668,63.72081756591797,200.0,0.18082107603549957,2400,0.001
52,3099,60,16,-1073.164927375,72.77195739746094,200.0,0.41829076409339905,3200,0.001
52,3899,76,20,-890.6535898,66.82250213623047,200.0,0.36759504675865173,4000,0.001
51,4699,92,24,-803.8157437083332,68.93428802490234,200.0,0.6084610223770142,4800,0.001
51,5499,108,28,-710.5694258214286,71.91200256347656,200.0,0.7953155040740967,5600,0.001
51,6299,124,32,-640.5956434999999,65.58136749267578,200.0,0.7457348704338074,6400,0.001
51,7099,140,36,-589.9829605833332,59.252769470214844,200.0,0.7578279972076416,7200,0.001
51,7899,155,40,-547.540100625,53.649871826171875,200.0,0.9976648092269897,8000,0.001
51,8699,171,44,-508.38713561363636,45.66559982299805,200.0,0.6671924591064453,8800,0.001
51,9499,187,48,-476.0996126458333,51.54518508911133,200.0,0.8126106858253479,9600,0.001
51,10299,203,52,-448.7842432692307,46.536502838134766,200.0,0.7595000267028809,10400,0.001
51,11099,218,56,-425.27271473214284,38.34246826171875,200.0,0.877884566783905,11200,0.001
51,11899,234,60,-406.8113071333334,37.66852569580078,200.0,0.5618504285812378,12000,0.001
51,12699,250,64,-392.4111261718749,40.01298522949219,200.0,0.9687273502349854,12800,0.001
51,13499,266,68,-384.00258852941164,23.242393493652344,200.0,0.49322330951690674,13600,0.001
51,14299,282,72,-372.4707489305555,30.01136589050293,200.0,0.5085592269897461,14400,0.001
51,15099,297,76,-364.57388577631576,26.16635513305664,200.0,0.4856937527656555,15200,0.001
51,15899,313,80,-354.83011671249994,34.43154525756836,200.0,1.1143215894699097,16000,0.001
50,16699,329,84,-346.16837824999993,33.646934509277344,200.0,0.48661869764328003,16800,0.001
50,17499,345,88,-338.42401594318176,30.447532653808594,200.0,0.834410548210144,17600,0.001
50,18299,361,92,-331.3179216847826,29.198823928833008,200.0,0.35147184133529663,18400,0.001
50,19099,376,96,-322.5254055625,22.59703826904297,200.0,0.29928725957870483,19200,0.001
50,19899,392,100,-315.42244741,26.571426391601562,200.0,0.46443429589271545,20000,0.001
50,20699,408,104,-260.93563282,28.844188690185547,200.0,0.40367966890335083,20800,0.001
50,21499,424,108,-221.48480479999998,21.388671875,200.0,0.4653119146823883,21600,0.001
50,22299,440,112,-190.06064309999994,24.110151290893555,200.0,0.3177163302898407,22400,0.001
50,23099,456,116,-168.92759970999998,26.394962310791016,200.0,0.6275264620780945,23200,0.001
50,23899,472,120,-166.24944731,14.215744972229004,200.0,0.3793027102947235,24000,0.001
50,24699,488,124,-156.39961369,18.645435333251953,200.0,0.3220864236354828,24800,0.001
50,25499,504,128,-157.53446397,21.934471130371094,200.0,0.3577808141708374,25600,0.001
50,26299,520,132,-157.41288139,15.992988586425781,200.0,1.570936679840088,26400,0.001
50,27099,536,136,-154.86939787,22.73140525817871,200.0,0.33644941449165344,27200,0.001
50,27899,552,140,-160.05181363999998,15.655603408813477,200.0,0.6810913681983948,28000,0.001
50,28699,567,144,-161.29772977000002,17.54351043701172,200.0,0.3855430781841278,28800,0.001
50,29499,584,148,-162.29268208000002,17.787099838256836,200.0,0.406794935464859,29600,0.001
50,30299,600,152,-163.55411193999998,21.70828628540039,200.0,0.526048481464386,30400,0.001
50,31099,616,156,-163.66257591,21.617141723632812,200.0,0.40038150548934937,31200,0.001
50,31899,632,160,-162.66404171,19.33194923400879,200.0,0.7380502223968506,32000,0.001
50,32699,648,164,-165.1709082,16.01072883605957,200.0,0.3400450348854065,32800,0.001
50,33499,664,168,-160.11250979,18.342370986938477,200.0,0.21001259982585907,33600,0.001
50,34299,680,172,-155.56431036,23.0816593170166,200.0,0.5910097360610962,34400,0.001
50,35099,696,176,-150.37691577,12.60728645324707,200.0,0.596561849117279,35200,0.001
50,35899,712,180,-150.76996063,16.382484436035156,200.0,0.2831355929374695,36000,0.001
50,36699,728,184,-151.07582234,15.689550399780273,200.0,0.22481289505958557,36800,0.001
50,37499,744,188,-149.89638169000003,19.615049362182617,200.0,0.27607858180999756,37600,0.001
50,38299,760,192,-148.87033440000002,10.044508934020996,200.0,0.14609242975711823,38400,0.001
50,39099,776,196,-148.90802767000002,15.894665718078613,200.0,0.5144913196563721,39200,0.001
50,39899,792,200,-152.70642115,16.825902938842773,200.0,0.29493677616119385,40000,0.001
50,40699,808,204,-153.76710581999998,20.358198165893555,200.0,0.8013028502464294,40800,0.001
50,41499,824,208,-148.75507175999996,12.142864227294922,200.0,0.10567446053028107,41600,0.001
50,42299,840,212,-145.40370782,13.425664901733398,200.0,0.2018774449825287,42400,0.001
50,43099,857,216,-147.75455663,14.393475532531738,200.0,0.2584190368652344,43200,0.001
50,43899,873,220,-149.92674104999998,15.9237060546875,200.0,0.41679415106773376,44000,0.001
50,44699,889,224,-152.02807076000002,15.51801586151123,200.0,0.7664332389831543,44800,0.001
50,45499,906,228,-150.96735535000002,12.5375394821167,200.0,0.1818120777606964,45600,0.001
50,46299,922,232,-150.96669724,11.957691192626953,200.0,0.6545282602310181,46400,0.001
50,47099,939,236,-152.11354962,18.156476974487305,200.0,0.5407120585441589,47200,0.001
50,47899,955,240,-145.16756827,17.44402503967285,200.0,0.31700462102890015,48000,0.001
50,48699,972,244,-146.48761287999997,12.970800399780273,200.0,0.23736479878425598,48800,0.001
50,49499,989,248,-147.53837982000002,17.749011993408203,200.0,0.13760334253311157,49600,0.001
50,50299,1005,252,-147.13889182,13.49755859375,200.0,0.2065073400735855,50400,0.001
50,51099,1022,256,-149.45950226,16.735082626342773,200.0,0.322110116481781,51200,0.001
50,51899,1039,260,-150.44741641,19.99968910217285,200.0,0.28798359632492065,52000,0.001
49,52699,1056,264,-148.10842514,15.597044944763184,200.0,0.47734662890434265,52800,0.001
