time/fps,time/episodes,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,rollout/ep_rew_mean,train/n_updates,time/total_timesteps,train/critic_loss,train/learning_rate
59,4,13,200.0,25.96604347229004,-1449.6097579999998,699,800,0.024783385917544365,0.001
55,8,28,200.0,52.31391525268555,-1460.3042335,1499,1600,0.029185984283685684,0.001
54,12,43,200.0,73.96036529541016,-1386.0528845,2299,2400,0.05512968823313713,0.001
54,16,59,200.0,80.37427520751953,-1198.6349088125,3099,3200,0.3575916588306427,0.001
53,20,74,200.0,72.96893310546875,-1009.0577691000001,3899,4000,0.512412428855896,0.001
53,24,89,200.0,75.95490264892578,-866.4559814583332,4699,4800,0.6781614422798157,0.001
53,28,104,200.0,71.41260528564453,-760.5224705357142,5499,5600,0.813023567199707,0.001
53,32,120,200.0,70.29647827148438,-692.9318885625,6299,6400,0.9181128740310669,0.001
53,36,135,200.0,68.25454711914062,-632.8982986111112,7099,7200,1.252143144607544,0.001
53,40,150,200.0,62.15227508544922,-584.948084625,7899,8000,0.7889531254768372,0.001
53,44,165,200.0,62.209930419921875,-540.3401577272726,8699,8800,0.6373911499977112,0.001
52,48,181,200.0,55.34822082519531,-514.5544509583333,9499,9600,0.8653218150138855,0.001
52,52,196,200.0,64.93252563476562,-488.63344065384615,10299,10400,0.7100382447242737,0.001
52,56,211,200.0,44.52871322631836,-464.47276198214286,11099,11200,0.6894832849502563,0.001
52,60,226,200.0,40.23683166503906,-441.48311565,11899,12000,0.9507961869239807,0.001
52,64,242,200.0,31.496639251708984,-428.49601228124993,12699,12800,0.7660701274871826,0.001
52,68,257,200.0,37.17318344116211,-410.5840689852941,13499,13600,0.6648297905921936,0.001
52,72,272,200.0,37.5362663269043,-396.0726764583334,14299,14400,0.7644221186637878,0.001
52,76,287,200.0,37.852481842041016,-384.82151548684215,15099,15200,0.7902566194534302,0.001
52,80,303,200.0,27.38473129272461,-375.0119882,15899,16000,0.8223089575767517,0.001
52,84,318,200.0,26.640033721923828,-360.2515311309524,16699,16800,0.4906294345855713,0.001
52,88,333,200.0,29.467294692993164,-352.06743911363634,17499,17600,0.6537935733795166,0.001
52,92,348,200.0,21.418113708496094,-342.18160667391305,18299,18400,0.3809211850166321,0.001
52,96,363,200.0,28.711231231689453,-336.5494767916667,19099,19200,0.8720138072967529,0.001
52,100,379,200.0,21.74058723449707,-328.09841142000005,19899,20000,0.7711415886878967,0.001
52,104,394,200.0,18.636709213256836,-277.32688491000005,20699,20800,0.4716433584690094,0.001
52,108,409,200.0,24.67991828918457,-224.82271523000003,21499,21600,0.4682869017124176,0.001
52,112,424,200.0,21.058225631713867,-182.59370887,22299,22400,0.90953129529953,0.001
52,116,440,200.0,25.129505157470703,-162.17429522000003,23099,23200,0.5316647887229919,0.001
52,120,455,200.0,17.987258911132812,-156.33917189000002,23899,24000,0.8193532824516296,0.001
52,124,470,200.0,19.84033966064453,-160.33280665,24699,24800,0.5370780229568481,0.001
52,128,486,200.0,18.233736038208008,-162.79147186,25499,25600,0.37831827998161316,0.001
52,132,501,200.0,23.11109161376953,-162.68565568,26299,26400,0.7337562441825867,0.001
52,136,516,200.0,13.145356178283691,-160.96886747999997,27099,27200,0.25022292137145996,0.001
52,140,531,200.0,18.528762817382812,-161.24226023,27899,28000,0.3605532646179199,0.001
52,144,547,200.0,19.626407623291016,-164.07067569999998,28699,28800,0.4258422255516052,0.001
52,148,562,200.0,15.072516441345215,-163.27824991,29499,29600,0.6519377827644348,0.001
52,152,577,200.0,10.501181602478027,-161.36828101999998,30299,30400,0.5495352149009705,0.001
52,156,593,200.0,11.03704833984375,-161.79824443,31099,31200,0.16301575303077698,0.001
52,160,608,200.0,10.7802734375,-160.94099999999997,31899,32000,0.6170501708984375,0.001
52,164,623,200.0,18.09780502319336,-159.21460094,32699,32800,1.0698814392089844,0.001
52,168,639,200.0,12.654732704162598,-161.83264627999998,33499,33600,0.481303334236145,0.001
52,172,654,200.0,11.517901420593262,-159.5529573,34299,34400,0.4121752977371216,0.001
52,176,669,200.0,12.463194847106934,-159.78236237,35099,35200,1.062842607498169,0.001
52,180,685,200.0,17.204763412475586,-155.90873420999998,35899,36000,0.760511040687561,0.001
52,184,700,200.0,19.063472747802734,-157.24003829,36699,36800,0.5358240008354187,0.001
52,188,715,200.0,8.516611099243164,-154.00103818,37499,37600,0.8103230595588684,0.001
52,192,731,200.0,13.142901420593262,-156.12393667999999,38299,38400,0.5992802977561951,0.001
52,196,746,200.0,13.065661430358887,-154.11695229,39099,39200,0.3184415400028229,0.001
52,200,762,200.0,15.56694221496582,-155.29455017,39899,40000,0.9593808650970459,0.001
