time/fps,time/episodes,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,rollout/ep_rew_mean,train/n_updates,time/total_timesteps,train/critic_loss,train/learning_rate
61,4,12,200.0,25.023021697998047,-1395.4929232499999,699,800,0.021095847710967064,0.001
56,8,28,200.0,48.174598693847656,-1347.066573375,1499,1600,0.022305678576231003,0.001
55,12,43,200.0,64.93716430664062,-1237.6637580833333,2299,2400,0.08895642310380936,0.001
54,16,58,200.0,68.19719696044922,-1004.5824154375,3099,3200,0.17661067843437195,0.001
54,20,73,200.0,58.50973129272461,-823.1622008499999,3899,4000,0.2074015885591507,0.001
54,24,88,200.0,59.9498405456543,-752.2081447916667,4699,4800,0.728121817111969,0.001
54,28,103,200.0,57.7611083984375,-665.6918461428573,5499,5600,0.7617800831794739,0.001
54,32,117,200.0,58.57215118408203,-597.288889375,6299,6400,0.9990438222885132,0.001
54,36,132,200.0,41.34989547729492,-540.7644697777778,7099,7200,0.8966672420501709,0.001
54,40,147,200.0,43.2792854309082,-508.87701937500003,7899,8000,0.9236777424812317,0.001
54,44,162,200.0,45.44554138183594,-483.15046663636366,8699,8800,0.9085611701011658,0.001
54,48,177,200.0,32.67571258544922,-452.3084198541667,9499,9600,0.828220546245575,0.001
54,52,192,200.0,41.08129119873047,-428.8106874807693,10299,10400,0.8457047939300537,0.001
54,56,207,200.0,25.163650512695312,-414.90083966071427,11099,11200,0.4980853796005249,0.001
54,60,222,200.0,39.550689697265625,-397.3123728,11899,12000,0.7280661463737488,0.001
53,64,237,200.0,30.99885368347168,-378.360005640625,12699,12800,0.7947280406951904,0.001
53,68,252,200.0,28.490825653076172,-364.8528696470588,13499,13600,1.1249395608901978,0.001
53,72,266,200.0,24.845565795898438,-353.63617005555557,14299,14400,0.7773281335830688,0.001
53,76,281,200.0,22.663314819335938,-344.4567174605264,15099,15200,0.5204617381095886,0.001
53,80,296,200.0,23.48381805419922,-333.283327525,15899,16000,0.5508916974067688,0.001
53,84,311,200.0,17.8460750579834,-323.02277779761897,16699,16800,0.6570560932159424,0.001
53,88,326,200.0,20.667396545410156,-313.94790851136366,17499,17600,0.5896508693695068,0.001
53,92,341,200.0,18.074247360229492,-308.9598409891305,18299,18400,0.5553137063980103,0.001
53,96,356,200.0,21.44989585876465,-300.88942903125,19099,19200,0.6373391151428223,0.001
53,100,371,200.0,17.612407684326172,-295.95923504999996,19899,20000,0.9097165465354919,0.001
53,104,386,200.0,17.754791259765625,-248.01952703000003,20699,20800,0.5711778998374939,0.001
53,108,401,200.0,22.43121337890625,-199.75157826000003,21499,21600,0.6847105622291565,0.001
53,112,416,200.0,17.97140121459961,-165.21207227,22299,22400,0.6513299942016602,0.001
53,116,430,200.0,20.008651733398438,-158.04314601,23099,23200,0.6729711890220642,0.001
53,120,445,200.0,18.916353225708008,-160.50307560000002,23899,24000,0.3364256024360657,0.001
53,124,460,200.0,13.413668632507324,-149.7680321,24699,24800,0.642855703830719,0.001
53,128,475,200.0,15.320722579956055,-151.201462,25499,25600,0.7105454802513123,0.001
53,132,490,200.0,16.174182891845703,-152.61030832000003,26299,26400,0.5567227602005005,0.001
53,136,505,200.0,11.092123031616211,-156.82074789,27099,27200,0.8894885182380676,0.001
53,140,520,200.0,19.137985229492188,-151.14470566,27899,28000,0.3767416179180145,0.001
53,144,535,200.0,12.751446723937988,-148.34248873,28699,28800,0.8047530651092529,0.001
53,148,550,200.0,13.171883583068848,-149.07714253000003,29499,29600,0.9952073097229004,0.001
53,152,565,200.0,9.414414405822754,-148.42284781,30299,30400,0.9859004616737366,0.001
53,156,580,200.0,15.3558349609375,-146.50536621999998,31099,31200,0.3439200818538666,0.001
53,160,595,200.0,10.797202110290527,-145.90466606,31899,32000,0.301252156496048,0.001
53,164,610,200.0,11.75424575805664,-148.73040792,32699,32800,0.31567659974098206,0.001
53,168,625,200.0,12.653446197509766,-150.25343235000003,33499,33600,0.3062153458595276,0.001
53,172,640,200.0,15.961234092712402,-150.92345704999997,34299,34400,0.8964388370513916,0.001
53,176,655,200.0,19.21434783935547,-150.18585167999998,35099,35200,0.3822767734527588,0.001
53,180,670,200.0,14.28067684173584,-151.84194471,35899,36000,0.45577284693717957,0.001
53,184,685,200.0,14.11722183227539,-153.26435771,36699,36800,0.39722105860710144,0.001
53,188,700,200.0,14.547897338867188,-156.03182574000002,37499,37600,1.149140477180481,0.001
53,192,715,200.0,13.170525550842285,-154.23635721,38299,38400,0.4356221854686737,0.001
53,196,730,200.0,11.508296966552734,-151.96437693000001,39099,39200,0.358413428068161,0.001
53,200,745,200.0,7.691080570220947,-147.38404371,39899,40000,0.32778510451316833,0.001
