time/fps,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,train/learning_rate
61,699,12,4,-1437.8072165,25.695938110351562,200.0,0.03236570209264755,800,0.001
56,1499,28,8,-1418.4031105,51.588626861572266,200.0,0.0827549546957016,1600,0.001
55,2299,43,12,-1235.2622390833333,65.8502426147461,200.0,0.40587541460990906,2400,0.001
54,3099,58,16,-1058.781104625,71.42760467529297,200.0,0.189726784825325,3200,0.001
53,3899,74,20,-899.3249313999999,71.96844482421875,200.0,0.24508756399154663,4000,0.001
53,4699,89,24,-813.1837664166668,70.98738098144531,200.0,0.9057440161705017,4800,0.001
53,5499,104,28,-726.51075625,62.31337356567383,200.0,0.9756932258605957,5600,0.001
53,6299,119,32,-654.55475596875,63.816463470458984,200.0,1.1762155294418335,6400,0.001
53,7099,135,36,-605.0395997499999,54.093658447265625,200.0,1.4206668138504028,7200,0.001
53,7899,150,40,-553.644217525,44.175289154052734,200.0,1.3900398015975952,8000,0.001
53,8699,165,44,-509.0468107727274,41.15752029418945,200.0,1.0591486692428589,8800,0.001
53,9499,180,48,-479.03760420833333,34.67327117919922,200.0,1.7635611295700073,9600,0.001
53,10299,196,52,-454.06091740384625,38.2358512878418,200.0,0.8286569714546204,10400,0.001
52,11099,211,56,-430.0358828571429,30.99875259399414,200.0,1.1393922567367554,11200,0.001
52,11899,226,60,-418.84425680000004,26.69298553466797,200.0,1.1682393550872803,12000,0.001
52,12699,242,64,-400.23251851562503,20.40960693359375,200.0,0.8002569675445557,12800,0.001
52,13499,257,68,-382.19098179411765,17.695110321044922,200.0,1.073990821838379,13600,0.001
52,14299,272,72,-369.40083561111106,15.062134742736816,200.0,0.8635572195053101,14400,0.001
52,15099,287,76,-354.8757818157895,22.666189193725586,200.0,0.9333114624023438,15200,0.001
52,15899,303,80,-346.3682761875,18.39061737060547,200.0,0.925968587398529,16000,0.001
52,16699,318,84,-338.4060235238095,20.414569854736328,200.0,1.142720341682434,16800,0.001
52,17499,333,88,-327.2321685454545,16.524492263793945,200.0,0.5279861092567444,17600,0.001
52,18299,348,92,-321.71460857608696,13.018651962280273,200.0,0.5120223164558411,18400,0.001
52,19099,364,96,-317.35437935416667,15.377811431884766,200.0,0.5438331365585327,19200,0.001
52,19899,379,100,-309.72286193,19.728303909301758,200.0,0.45865654945373535,20000,0.001
52,20699,394,104,-257.2602492,10.655448913574219,200.0,0.5156523585319519,20800,0.001
52,21499,409,108,-207.32331442000003,12.122076034545898,200.0,0.5103880763053894,21600,0.001
52,22299,424,112,-178.43757118999994,15.191917419433594,200.0,0.33063194155693054,22400,0.001
52,23099,440,116,-162.34483152999996,11.015327453613281,200.0,0.5487194061279297,23200,0.001
52,23899,455,120,-156.92547086000002,17.449359893798828,200.0,0.435438334941864,24000,0.001
52,24699,470,124,-147.84645204999998,9.196171760559082,200.0,0.6895769834518433,24800,0.001
52,25499,485,128,-142.09702019999997,10.083854675292969,200.0,0.637722909450531,25600,0.001
52,26299,500,132,-142.70963444,6.118056297302246,200.0,0.2163476049900055,26400,0.001
52,27099,515,136,-141.24762743000002,12.563149452209473,200.0,0.8435571193695068,27200,0.001
52,27899,531,140,-142.35960551,8.151681900024414,200.0,0.6483984589576721,28000,0.001
52,28699,546,144,-145.79107939000002,7.041181564331055,200.0,0.24674001336097717,28800,0.001
52,29499,561,148,-150.5784749,13.419135093688965,200.0,0.6353862285614014,29600,0.001
52,30299,577,152,-151.63261176000003,6.272985458374023,200.0,0.22918424010276794,30400,0.001
52,31099,592,156,-155.13226312,11.500447273254395,200.0,0.3617492616176605,31200,0.001
52,31899,608,160,-149.60718879,2.947155475616455,200.0,0.5213053226470947,32000,0.001
52,32699,623,164,-153.79263406,11.415837287902832,200.0,0.5860204696655273,32800,0.001
52,33499,638,168,-156.33219499999998,9.43079948425293,200.0,0.70054030418396,33600,0.001
52,34299,654,172,-157.47343461000003,11.824161529541016,200.0,0.5947967171669006,34400,0.001
52,35099,669,176,-160.90255798,9.877482414245605,200.0,0.22046326100826263,35200,0.001
52,35899,684,180,-161.48146529,11.295309066772461,200.0,0.4237573742866516,36000,0.001
52,36699,700,184,-161.42018751999998,9.879443168640137,200.0,0.357747882604599,36800,0.001
52,37499,715,188,-161.58087401,18.44951629638672,200.0,0.91736900806427,37600,0.001
52,38299,730,192,-160.98701845999997,14.225286483764648,200.0,1.6279029846191406,38400,0.001
52,39099,746,196,-159.17274261999998,10.353082656860352,200.0,0.508507490158081,39200,0.001
52,39899,761,200,-160.13877348999998,14.674699783325195,200.0,0.7388889193534851,40000,0.001
52,40699,777,204,-164.25016981000002,15.11954402923584,200.0,0.7563529014587402,40800,0.001
52,41499,793,208,-164.38060783,8.482195854187012,200.0,0.28836071491241455,41600,0.001
52,42299,808,212,-165.59751684,11.979621887207031,200.0,1.000972867012024,42400,0.001
52,43099,824,216,-166.87200371000003,8.440262794494629,200.0,0.3860456943511963,43200,0.001
52,43899,840,220,-166.96109219000002,5.995920658111572,200.0,0.202998086810112,44000,0.001
52,44699,855,224,-165.63875821999997,6.162468910217285,200.0,0.27340418100357056,44800,0.001
52,45499,871,228,-170.71667275999997,12.894386291503906,200.0,0.8860165476799011,45600,0.001
52,46299,887,232,-169.02090143,10.987632751464844,200.0,0.3625863790512085,46400,0.001
52,47099,903,236,-169.22859844,5.399345397949219,200.0,0.3891147971153259,47200,0.001
52,47899,919,240,-171.29165837,9.2306547164917,200.0,0.5026022791862488,48000,0.001
52,48699,935,244,-173.19570976,12.582941055297852,200.0,0.4228331744670868,48800,0.001
