time/fps,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,train/learning_rate
61,699,13,4,-1454.38349725,26.69457244873047,200.0,0.0608406700193882,800,0.001
56,1499,28,8,-1520.186804625,50.12118148803711,200.0,0.14085373282432556,1600,0.001
55,2299,43,12,-1407.7823125833331,70.396484375,200.0,0.13725942373275757,2400,0.001
54,3099,58,16,-1215.134468625,81.23725891113281,200.0,0.13518798351287842,3200,0.001
53,3899,74,20,-991.3557617499998,74.09306335449219,200.0,0.22482019662857056,4000,0.001
53,4699,89,24,-852.1129801249999,73.21221923828125,200.0,0.5984519720077515,4800,0.001
53,5499,104,28,-743.8571169642855,69.02716064453125,200.0,0.5020647644996643,5600,0.001
53,6299,120,32,-662.62433184375,66.616455078125,200.0,0.8195719122886658,6400,0.001
53,7099,135,36,-602.5549385833333,56.67921447753906,200.0,0.6662499308586121,7200,0.001
52,7899,151,40,-578.7620493500001,50.75410842895508,200.0,1.2338730096817017,8000,0.001
52,8699,166,44,-539.6900142727274,47.384681701660156,200.0,2.924031972885132,8800,0.001
52,9499,181,48,-504.9970567708333,40.54437255859375,200.0,1.5390901565551758,9600,0.001
52,10299,196,52,-475.4349344807692,43.038455963134766,200.0,0.7605432271957397,10400,0.001
52,11099,212,56,-452.01983358928567,36.7657470703125,200.0,0.6261192560195923,11200,0.001
52,11899,227,60,-432.45215838333326,29.950096130371094,200.0,0.7914973497390747,12000,0.001
52,12699,242,64,-412.88179778125004,31.20307731628418,200.0,1.8170099258422852,12800,0.001
52,13499,258,68,-395.58895863235296,26.90189552307129,200.0,1.2492122650146484,13600,0.001
52,14299,273,72,-382.86894093055554,28.116374969482422,200.0,1.1481212377548218,14400,0.001
52,15099,288,76,-370.63353278947363,31.733001708984375,200.0,0.7073280811309814,15200,0.001
52,15899,304,80,-361.8074388375,25.11075782775879,200.0,0.7011417150497437,16000,0.001
