time/fps,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,train/learning_rate
60,699,13,4,-1470.5118682500001,26.267545700073242,200.0,0.0566798597574234,800,0.001
55,1499,28,8,-1415.27587275,49.05419921875,200.0,0.0888856053352356,1600,0.001
53,2299,44,12,-1290.9566848333332,67.27393341064453,200.0,0.22964617609977722,2400,0.001
53,3099,60,16,-1212.1399014375,83.01321411132812,200.0,0.2094259262084961,3200,0.001
52,3899,76,20,-1008.1882534999999,77.01234436035156,200.0,0.35723161697387695,4000,0.001
52,4699,91,24,-860.8992669166668,83.66388702392578,200.0,0.5112849473953247,4800,0.001
51,5499,107,28,-759.3714372857143,78.39874267578125,200.0,0.8552117943763733,5600,0.001
51,6299,123,32,-680.4204753125,72.03944396972656,200.0,1.1291614770889282,6400,0.001
51,7099,139,36,-618.721134888889,73.27941131591797,200.0,1.7212620973587036,7200,0.001
51,7899,155,40,-565.9862117,70.5966796875,200.0,1.2647048234939575,8000,0.001
51,8699,170,44,-523.0804035454546,60.77239990234375,200.0,0.719170093536377,8800,0.001
51,9499,186,48,-493.61140289583335,67.7739028930664,200.0,0.46231967210769653,9600,0.001
51,10299,202,52,-462.63742215384616,60.497032165527344,200.0,0.5435131192207336,10400,0.001
51,11099,218,56,-440.37363650000003,47.85107421875,200.0,0.7307965159416199,11200,0.001
51,11899,234,60,-413.14397310000004,55.954505920410156,200.0,0.7436349987983704,12000,0.001
51,12699,249,64,-391.17554531250005,44.679840087890625,200.0,0.6570972204208374,12800,0.001
51,13499,265,68,-378.995809882353,38.723899841308594,200.0,0.4797890782356262,13600,0.001
51,14299,280,72,-366.28078975,32.751155853271484,200.0,0.7661438584327698,14400,0.001
51,15099,296,76,-360.68633471052635,37.47569274902344,200.0,0.4813145399093628,15200,0.001
51,15899,312,80,-348.8625313625001,35.16649627685547,200.0,0.6743464469909668,16000,0.001
51,16699,327,84,-336.788204952381,32.97216033935547,200.0,0.5043524503707886,16800,0.001
51,17499,343,88,-328.4959223409091,33.33211898803711,200.0,0.7507290244102478,17600,0.001
51,18299,359,92,-323.3810865217392,36.605224609375,200.0,0.34630247950553894,18400,0.001
51,19099,375,96,-313.7520264583333,29.50968360900879,200.0,0.9710856080055237,19200,0.001
51,19899,390,100,-305.13227832999996,30.181106567382812,200.0,0.9262140989303589,20000,0.001
51,20699,406,104,-250.05723817999998,38.30106735229492,200.0,0.9914196133613586,20800,0.001
51,21499,422,108,-201.53843749,23.32073211669922,200.0,0.4849688410758972,21600,0.001
51,22299,438,112,-166.36436874000003,32.402252197265625,200.0,0.5862412452697754,22400,0.001
51,23099,454,116,-134.80337335000002,29.155624389648438,200.0,0.5080544948577881,23200,0.001
51,23899,469,120,-131.25549125999999,32.160465240478516,200.0,0.4959295690059662,24000,0.001
51,24699,485,124,-132.63599717,31.802698135375977,200.0,0.5473129749298096,24800,0.001
51,25499,501,128,-132.06270292000002,26.38497543334961,200.0,0.8524278998374939,25600,0.001
51,26299,517,132,-132.26908343000002,30.210205078125,200.0,0.4639855921268463,26400,0.001
51,27099,533,136,-131.41919937000003,25.063507080078125,200.0,0.3772645592689514,27200,0.001
51,27899,548,140,-132.18154188000003,31.142005920410156,200.0,0.36361387372016907,28000,0.001
