time/fps,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,train/learning_rate
51,28699,564,144,-131.39220265000003,20.43047523498535,200.0,0.48668211698532104,28800,0.001
51,29499,580,148,-132.01990791000003,22.088226318359375,200.0,0.4711998403072357,29600,0.001
51,30299,595,152,-135.63754165000003,24.932876586914062,200.0,0.5293707847595215,30400,0.001
51,31099,611,156,-134.97332616,26.256786346435547,200.0,0.31797054409980774,31200,0.001
51,31899,627,160,-137.90688347,21.124183654785156,200.0,0.2978553771972656,32000,0.001
51,32699,643,164,-141.94100717999999,21.477169036865234,200.0,0.6663624048233032,32800,0.001
50,33499,658,168,-141.16645555,24.28803825378418,200.0,0.5324320197105408,33600,0.001
50,34299,674,172,-145.24716871,21.554588317871094,200.0,1.015220046043396,34400,0.001
50,35099,690,176,-142.35294174999999,20.958560943603516,200.0,1.1246527433395386,35200,0.001
50,35899,706,180,-144.82814579,22.10636329650879,200.0,0.31204912066459656,36000,0.001
50,36699,721,184,-149.8226254,15.579110145568848,200.0,0.10092703253030777,36800,0.001
50,37499,737,188,-149.68008319999998,19.53864288330078,200.0,0.4768856167793274,37600,0.001
50,38299,753,192,-148.69286642,17.98025894165039,200.0,0.6252745389938354,38400,0.001
50,39099,769,196,-152.42780765999998,19.29747200012207,200.0,0.7496272921562195,39200,0.001
50,39899,785,200,-156.12140276,22.353940963745117,200.0,0.9689304232597351,40000,0.001
50,40699,801,204,-161.1058059,20.728824615478516,200.0,1.4542309045791626,40800,0.001
50,41499,817,208,-159.3513039,15.680804252624512,200.0,1.1080220937728882,41600,0.001
50,42299,833,212,-161.72506542000002,19.40848159790039,200.0,0.47615960240364075,42400,0.001
50,43099,849,216,-159.82393159000003,18.862581253051758,200.0,0.668392539024353,43200,0.001
50,43899,865,220,-164.5707878,16.503067016601562,200.0,0.11308185011148453,44000,0.001
50,44699,881,224,-164.49333550000003,23.0506534576416,200.0,0.369566947221756,44800,0.001
50,45499,898,228,-164.20574575999999,15.133501052856445,200.0,0.3467012047767639,45600,0.001
50,46299,914,232,-166.33874205999996,20.241586685180664,200.0,0.2608567476272583,46400,0.001
50,47099,930,236,-167.24941864000002,20.430986404418945,200.0,0.5411333441734314,47200,0.001
50,47899,946,240,-171.55389316,18.034616470336914,200.0,0.35185301303863525,48000,0.001
50,48699,963,244,-173.32546312000005,20.184144973754883,200.0,0.2540745735168457,48800,0.001
50,49499,979,248,-172.43175913000007,21.767087936401367,200.0,0.40625545382499695,49600,0.001
50,50299,996,252,-168.89125735000002,12.683262825012207,200.0,0.4189109802246094,50400,0.001
50,51099,1013,256,-170.78683377000004,15.411816596984863,200.0,0.2196560949087143,51200,0.001
50,51899,1029,260,-170.28917672,23.153575897216797,200.0,0.31971681118011475,52000,0.001
50,52699,1046,264,-168.57311231000003,25.64750862121582,200.0,0.7950384616851807,52800,0.001
50,53499,1063,268,-165.65655523,19.862855911254883,200.0,0.2550658583641052,53600,0.001
50,54299,1080,272,-163.76669245,19.617061614990234,200.0,0.4256249666213989,54400,0.001
50,55099,1096,276,-161.29842201000002,17.516380310058594,200.0,0.7946702241897583,55200,0.001
50,55899,1113,280,-159.78276839000003,14.552546501159668,200.0,1.2103866338729858,56000,0.001
50,56699,1130,284,-153.41861655,19.976696014404297,200.0,0.5579633712768555,56800,0.001
50,57499,1147,288,-154.59924867,24.33672332763672,200.0,1.03891122341156,57600,0.001
50,58299,1165,292,-150.81978712,17.36137580871582,200.0,0.5289578437805176,58400,0.001
50,59099,1182,296,-148.14713356000001,18.932920455932617,200.0,0.31278789043426514,59200,0.001
49,59899,1200,300,-147.80226531,11.926090240478516,200.0,0.262953519821167,60000,0.001
49,60699,1217,304,-142.75158223,17.155662536621094,200.0,0.17993853986263275,60800,0.001
49,61499,1235,308,-144.52095659,16.616857528686523,200.0,0.8512582778930664,61600,0.001
49,62299,1253,312,-141.49628343999996,17.163389205932617,200.0,0.5853560566902161,62400,0.001
49,63099,1272,316,-144.31854552000001,20.972402572631836,200.0,0.4978291094303131,63200,0.001
49,63899,1290,320,-139.22376988000002,16.738330841064453,200.0,0.5751332640647888,64000,0.001
49,64699,1309,324,-137.63287983,14.815983772277832,200.0,0.34696584939956665,64800,0.001
49,65499,1329,328,-136.11459993,18.650745391845703,200.0,0.3570161759853363,65600,0.001
49,66299,1348,332,-131.18089617,17.083093643188477,200.0,1.967779278755188,66400,0.001
49,67099,1368,336,-132.14524096000002,19.238569259643555,200.0,0.22755292057991028,67200,0.001
48,67899,1388,340,-128.26428764,14.345881462097168,200.0,0.5919237732887268,68000,0.001
48,68699,1409,344,-131.18473744000002,17.19439125061035,200.0,0.38970956206321716,68800,0.001
48,69499,1429,348,-132.13256323000002,18.261232376098633,200.0,0.347578227519989,69600,0.001
48,70299,1450,352,-133.94954713000004,14.641793251037598,200.0,0.29426032304763794,70400,0.001
48,71099,1470,356,-132.02187525000002,14.830948829650879,200.0,0.33856895565986633,71200,0.001
48,71899,1491,360,-135.89427589,18.228670120239258,200.0,0.32554560899734497,72000,0.001
48,72699,1512,364,-140.77017965,15.059086799621582,200.0,0.6418618559837341,72800,0.001
47,73499,1534,368,-143.21886614,14.562612533569336,200.0,0.13417783379554749,73600,0.001
47,74299,1555,372,-142.17428685000002,16.466552734375,200.0,0.22245541214942932,74400,0.001
47,75099,1577,376,-142.46145652,15.701045989990234,200.0,0.09415677189826965,75200,0.001
47,75899,1598,380,-141.54289845,19.003877639770508,200.0,0.5313764810562134,76000,0.001
47,76699,1621,384,-146.37034269000003,11.11178207397461,200.0,0.5697508454322815,76800,0.001
47,77499,1643,388,-145.20610870000002,12.073026657104492,200.0,0.4336091876029968,77600,0.001
47,78299,1665,392,-147.72783282,16.286529541015625,200.0,0.12085123360157013,78400,0.001
46,79099,1688,396,-149.5616569,14.731508255004883,200.0,0.5327855348587036,79200,0.001
46,79899,1711,400,-148.76900354,20.167375564575195,200.0,0.3432708978652954,80000,0.001
46,80699,1734,404,-149.18299781,11.637886047363281,200.0,0.15133732557296753,80800,0.001
46,81499,1756,408,-149.32389903,15.914113998413086,200.0,0.29419171810150146,81600,0.001
46,82299,1779,412,-150.34869455,14.574371337890625,200.0,0.11099976301193237,82400,0.001
46,83099,1802,416,-146.66285735000002,15.644034385681152,200.0,0.1381729692220688,83200,0.001
46,83899,1825,420,-148.8124118,19.13762664794922,200.0,0.37490469217300415,84000,0.001
45,84699,1848,424,-150.27800809000001,17.871341705322266,200.0,0.2914099097251892,84800,0.001
45,85499,1871,428,-149.05896391,14.924741744995117,200.0,0.4160941541194916,85600,0.001
45,86299,1894,432,-156.97187872000003,13.673758506774902,200.0,0.12572070956230164,86400,0.001
45,87099,1917,436,-155.80155974000002,16.69674301147461,200.0,0.1982365846633911,87200,0.001
45,87899,1939,440,-157.93143041000002,18.786537170410156,200.0,0.922961950302124,88000,0.001
45,88699,1962,444,-155.05923264,15.966896057128906,200.0,0.7335584163665771,88800,0.001
45,89499,1985,448,-151.28981794,18.848546981811523,200.0,0.37586653232574463,89600,0.001
