time/fps,time/episodes,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,rollout/ep_rew_mean,train/n_updates,time/total_timesteps,train/critic_loss,train/learning_rate
57,4,13,200.0,26.44049072265625,-1485.493391,699,800,0.055139169096946716,0.001
53,8,29,200.0,47.51925277709961,-1404.92575575,1499,1600,0.06838613748550415,0.001
52,12,45,200.0,64.8161392211914,-1279.9915095000001,2299,2400,0.2102106213569641,0.001
51,16,61,200.0,68.60113525390625,-993.1647914375,3099,3200,0.1076681911945343,0.001
51,20,77,200.0,63.779747009277344,-832.0662233999999,3899,4000,0.1261782944202423,0.001
51,24,93,200.0,60.17131805419922,-727.8395035833333,4699,4800,0.2446216344833374,0.001
51,28,109,200.0,60.23027038574219,-646.6713714642857,5499,5600,0.3634374141693115,0.001
51,32,125,200.0,61.577293395996094,-580.8276328125,6299,6400,0.7251415848731995,0.001
51,36,140,200.0,52.98514938354492,-526.1793403055557,7099,7200,0.6024043560028076,0.001
50,40,156,200.0,53.3134880065918,-491.272255875,7899,8000,0.43395715951919556,0.001
50,44,172,200.0,43.89813995361328,-508.03246868181816,8699,8800,1.1825898885726929,0.001
50,48,188,200.0,48.37892532348633,-473.15712649999995,9499,9600,0.8743676543235779,0.001
50,52,204,200.0,44.662330627441406,-445.8390198269231,10299,10400,1.1146901845932007,0.001
50,56,220,200.0,38.02668762207031,-426.5547297142857,11099,11200,0.8307427167892456,0.001
50,60,236,200.0,39.421974182128906,-408.1508279333333,11899,12000,0.6970905065536499,0.001
50,64,252,200.0,33.088253021240234,-388.24264210937497,12699,12800,0.5432929992675781,0.001
50,68,268,200.0,31.6449031829834,-373.90425985294115,13499,13600,0.7914446592330933,0.001
50,72,284,200.0,33.42281723022461,-364.7250229027778,14299,14400,0.5000782608985901,0.001
50,76,301,200.0,32.310359954833984,-353.2250689342106,15099,15200,0.6889166831970215,0.001
50,80,317,200.0,31.581214904785156,-341.55847222499995,15899,16000,0.523921012878418,0.001
50,84,333,200.0,29.95635223388672,-328.2563057619048,16699,16800,0.5045233964920044,0.001
50,88,349,200.0,24.219165802001953,-320.32217911363637,17499,17600,0.6574240326881409,0.001
50,92,365,200.0,32.191715240478516,-310.3886860869565,18299,18400,0.7854642868041992,0.001
50,96,381,200.0,22.67237091064453,-303.75737978125,19099,19200,0.9724491834640503,0.001
50,100,397,200.0,33.27561950683594,-298.62741855999997,19899,20000,0.7790507078170776,0.001
50,104,413,200.0,25.898698806762695,-244.24933603999997,20699,20800,0.42875275015830994,0.001
50,108,429,200.0,20.81036949157715,-197.44465938000002,21499,21600,0.37734583020210266,0.001
50,112,445,200.0,15.847355842590332,-163.19716951,22299,22400,0.4863966107368469,0.001
50,116,461,200.0,11.770423889160156,-165.23133951,23099,23200,0.5722227096557617,0.001
50,120,477,200.0,8.185980796813965,-163.69492524999998,23899,24000,0.40052464604377747,0.001
50,124,493,200.0,10.290977478027344,-160.25529190999998,24699,24800,0.4192480742931366,0.001
50,128,509,200.0,13.70086669921875,-158.77103367,25499,25600,0.39063793420791626,0.001
50,132,525,200.0,14.616744995117188,-159.96836136000002,26299,26400,0.39295336604118347,0.001
50,136,541,200.0,12.659356117248535,-160.2655744,27099,27200,0.5890507698059082,0.001
50,140,558,200.0,7.092144966125488,-158.02418014,27899,28000,0.9693496823310852,0.001
50,144,574,200.0,11.836505889892578,-138.28133754999996,28699,28800,0.3648717403411865,0.001
50,148,590,200.0,16.221569061279297,-141.79526349999998,29499,29600,0.3570616543292999,0.001
50,152,606,200.0,13.965904235839844,-141.84897239,30299,30400,1.039652705192566,0.001
50,156,622,200.0,13.96102237701416,-144.36002093999997,31099,31200,0.7557691335678101,0.001
50,160,638,200.0,15.75308609008789,-143.31849952000002,31899,32000,0.6019977927207947,0.001
50,164,654,200.0,13.200828552246094,-147.14244447000002,32699,32800,0.3784804940223694,0.001
50,168,670,200.0,11.684000015258789,-147.31944044,33499,33600,0.8903306722640991,0.001
49,172,688,200.0,9.238231658935547,-141.43891562000002,34299,34400,0.4383019208908081,0.001
49,176,706,200.0,12.159891128540039,-142.8397811,35099,35200,0.33827945590019226,0.001
49,180,721,200.0,14.956640243530273,-144.06445194000003,35899,36000,0.5945224165916443,0.001
49,184,736,200.0,12.351980209350586,-143.99295805,36699,36800,0.8083318471908569,0.001
49,188,752,200.0,12.200620651245117,-143.96766956000002,37499,37600,0.4520968794822693,0.001
50,192,767,200.0,4.555209636688232,-144.9785389,38299,38400,0.516594409942627,0.001
50,196,782,200.0,11.360002517700195,-141.3871623,39099,39200,0.4951057434082031,0.001
50,200,798,200.0,11.634601593017578,-140.39173026999998,39899,40000,0.6429610848426819,0.001
