time/fps,time/episodes,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,rollout/ep_rew_mean,train/n_updates,time/total_timesteps,train/critic_loss,train/learning_rate
59,4,13,200.0,25.66517448425293,-1460.2668509999999,699,800,0.023878443986177444,0.001
55,8,28,200.0,49.79592514038086,-1362.350558375,1499,1600,0.04471740871667862,0.001
54,12,43,200.0,62.47681427001953,-1230.5171501666666,2299,2400,0.21438893675804138,0.001
54,16,59,200.0,71.28585815429688,-1097.3399120625,3099,3200,0.3135952949523926,0.001
53,20,74,200.0,75.7726058959961,-938.7805432499999,3899,4000,0.5988547801971436,0.001
53,24,89,200.0,77.44068908691406,-802.961996,4699,4800,0.5968829989433289,0.001
53,28,104,200.0,61.58599853515625,-724.5534120000001,5499,5600,0.5068845748901367,0.001
53,32,119,200.0,60.60801696777344,-655.2378778749999,6299,6400,0.8676464557647705,0.001
53,36,134,200.0,62.30534744262695,-596.3679465833333,7099,7200,1.092010498046875,0.001
53,40,150,200.0,61.06106948852539,-549.0516487000001,7899,8000,1.0855839252471924,0.001
53,44,165,200.0,45.203163146972656,-513.0139296136364,8699,8800,0.7128748297691345,0.001
53,48,180,200.0,42.767494201660156,-482.58070564583335,9499,9600,0.5663170218467712,0.001
53,52,195,200.0,43.923431396484375,-450.3968458846154,10299,10400,0.6703920364379883,0.001
53,56,210,200.0,35.289161682128906,-431.30769630357145,11099,11200,0.8483659625053406,0.001
53,60,225,200.0,36.55654525756836,-415.1093095333334,11899,12000,0.43267011642456055,0.001
53,64,241,200.0,42.24673080444336,-398.48439054687503,12699,12800,0.8855416178703308,0.001
53,68,256,200.0,36.53496551513672,-384.1401366470588,13499,13600,0.9262963533401489,0.001
53,72,271,200.0,29.221576690673828,-371.27006934722226,14299,14400,0.4280107021331787,0.001
52,76,286,200.0,31.76675796508789,-358.2662000921053,15099,15200,0.559463381767273,0.001
52,80,302,200.0,26.467382431030273,-346.4603274625,15899,16000,0.6001777052879333,0.001
52,84,317,200.0,27.627506256103516,-335.7575824285715,16699,16800,0.5360710620880127,0.001
52,88,332,200.0,24.25374984741211,-327.37347435227275,17499,17600,0.3782992660999298,0.001
52,92,347,200.0,20.91994285583496,-317.1053373478261,18299,18400,0.4908917248249054,0.001
52,96,362,200.0,26.24712371826172,-310.2632782708333,19099,19200,0.5013588666915894,0.001
52,100,378,200.0,25.878887176513672,-304.90980751,19899,20000,0.7162284255027771,0.001
52,104,393,200.0,19.108449935913086,-252.53998342,20699,20800,0.6317732334136963,0.001
52,108,408,200.0,15.478647232055664,-205.58420422,21499,21600,0.39770516753196716,0.001
52,112,423,200.0,18.15782356262207,-172.74855914000003,22299,22400,0.5463722944259644,0.001
52,116,438,200.0,12.782184600830078,-152.02925058000002,23099,23200,0.38323503732681274,0.001
52,120,454,200.0,23.991796493530273,-144.6700789,23899,24000,0.639920175075531,0.001
52,124,469,200.0,13.139410018920898,-144.3806151,24699,24800,0.34152427315711975,0.001
52,128,484,200.0,12.626617431640625,-140.20549148,25499,25600,0.4858541488647461,0.001
52,132,499,200.0,19.39181900024414,-138.30990728,26299,26400,0.37031030654907227,0.001
52,136,515,200.0,15.441690444946289,-140.41140639,27099,27200,0.22839179635047913,0.001
52,140,530,200.0,14.854340553283691,-139.11142185,27899,28000,0.5656325221061707,0.001
52,144,546,200.0,16.88298797607422,-136.53293012999998,28699,28800,0.21280373632907867,0.001
52,148,561,200.0,10.301375389099121,-135.62596446999999,29499,29600,0.2633362412452698,0.001
52,152,576,200.0,14.93222427368164,-139.09259952000002,30299,30400,0.5233694911003113,0.001
52,156,592,200.0,13.975729942321777,-137.3293181,31099,31200,0.39632266759872437,0.001
52,160,607,200.0,15.062373161315918,-136.99066107000002,31899,32000,0.33221495151519775,0.001
52,164,622,200.0,15.850110054016113,-137.11897351999997,32699,32800,0.7045564651489258,0.001
52,168,637,200.0,16.366138458251953,-137.85678163999998,33499,33600,0.7415286302566528,0.001
52,172,653,200.0,14.05323600769043,-141.02347895,34299,34400,0.15112285315990448,0.001
52,176,668,200.0,12.680170059204102,-141.99532442,35099,35200,0.5137956142425537,0.001
52,180,683,200.0,6.809042930603027,-141.87254808,35899,36000,0.39873141050338745,0.001
52,184,699,200.0,8.642189025878906,-139.41673128000002,36699,36800,0.25549784302711487,0.001
52,188,715,200.0,9.271127700805664,-138.22423050999998,37499,37600,0.68376624584198,0.001
52,192,731,200.0,11.013995170593262,-139.35653937,38299,38400,0.32861414551734924,0.001
52,196,747,200.0,8.697052955627441,-138.05650603,39099,39200,0.21730156242847443,0.001
52,200,763,200.0,12.931118965148926,-137.29499088999998,39899,40000,0.6002110242843628,0.001
