time/total_timesteps,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/policy_gradient_loss,train/std,train/n_updates,train/clip_fraction,train/loss,train/clip_range,train/approx_kl,train/learning_rate,train/explained_variance,train/entropy_loss,train/value_loss
98304,200.0,48,152,642,-1040.1972330900003,-0.0031025195377878843,0.6737061738967896,470,0.0462890625,685.87548828125,0.2,0.005197868,0.0003,1.0132789611816406e-06,-1.0261006824672223,1490.2914535522461
100352,200.0,49,156,642,-1030.61828673,-0.002031589948455803,0.6780099272727966,480,0.032568359375,760.0274047851562,0.2,0.003968687,0.0003,1.0728836059570312e-06,-1.0265871245414018,1881.7922695159912
102400,200.0,50,160,638,-1022.6326313199997,-0.0010529902210691944,0.6662237644195557,490,0.033837890625,431.7532958984375,0.2,0.0033504423,0.0003,1.5497207641601562e-06,-1.0217892840504645,900.7129196166992
104448,200.0,51,164,636,-1025.0683233299999,-0.0015980638214386999,0.669981837272644,500,0.04736328125,380.5744323730469,0.2,0.005664625,0.0003,1.5497207641601562e-06,-1.0153798211365939,889.4891889572143
106496,200.0,52,167,636,-1009.8885456300002,-0.002309914580109762,0.6664724349975586,510,0.02822265625,615.7450561523438,0.2,0.002691952,0.0003,1.1920928955078125e-06,-1.0144740432500838,1430.6968870162964
108544,200.0,53,171,631,-1018.35853132,-0.004266212763468502,0.6738715171813965,520,0.04599609375,380.4060363769531,0.2,0.004973256,0.0003,1.2516975402832031e-06,-1.0177930425852537,865.5486751556397
110592,200.0,54,176,625,-1004.3457547099999,-0.0033928507487871683,0.6677234768867493,530,0.047265625,592.8065795898438,0.2,0.005448253,0.0003,1.2516975402832031e-06,-1.0180554289370776,1306.935655784607
112640,200.0,55,181,619,-1014.5319244899999,-0.002449971819441998,0.6713979244232178,540,0.035595703125,475.12603759765625,0.2,0.0055983886,0.0003,1.3113021850585938e-06,-1.0193402223289012,1048.2715627670289
114688,200.0,56,186,615,-994.6748420899999,-0.001061247315374203,0.6649305820465088,550,0.020068359375,487.61749267578125,0.2,0.0024540024,0.0003,1.3113021850585938e-06,-1.0149309076368809,1072.6058015823364
116736,200.0,57,190,612,-1000.5850188699999,-0.00436153795599239,0.6506779193878174,560,0.0486328125,471.6526794433594,0.2,0.005425376,0.0003,2.2649765014648438e-06,-1.000229024514556,957.2219089508056
118784,200.0,58,194,610,-995.5469008299999,-0.003878271029680036,0.6515803337097168,570,0.051904296875,671.7720947265625,0.2,0.00669044,0.0003,1.6093254089355469e-06,-0.9888804065063596,1440.4603094100953
120832,200.0,59,198,608,-1001.4161810300002,-0.0015345673120464199,0.6495031714439392,580,0.04072265625,414.2892761230469,0.2,0.004062949,0.0003,2.6226043701171875e-06,-0.9882355827838183,908.3064582824707
122880,200.0,60,202,607,-998.2740417600002,-0.0017973622838326265,0.6465922594070435,590,0.045068359375,335.6944274902344,0.2,0.0040164827,0.0003,3.039836883544922e-06,-0.9833100836724042,824.4114915847779
124928,200.0,61,205,606,-998.9567166799998,-0.0018327267054701224,0.6564317345619202,600,0.06943359375,341.1554260253906,0.2,0.0060124095,0.0003,6.973743438720703e-06,-0.9912718644365668,638.0883332252503
126976,200.0,62,209,606,-1008.3653207700002,-0.0036582062835805117,0.6488572955131531,610,0.04326171875,273.23828125,0.2,0.0051361746,0.0003,0.11180746555328369,-0.9928898433223367,690.2056969642639
129024,200.0,63,213,605,-1000.7205677400001,-0.0042860293266130615,0.6459071040153503,620,0.05234375,307.8587646484375,0.2,0.0049515963,0.0003,0.1811763048171997,-0.9852504067122936,1100.9703914642334
131072,200.0,64,216,604,-993.2822729800001,-0.003086644219729351,0.6455341577529907,630,0.035986328125,223.26715087890625,0.2,0.0043576984,0.0003,0.6311057806015015,-0.9809726418927311,583.8661154747009
133120,200.0,65,220,603,-1012.19194221,-0.00412706757633714,0.6481204032897949,640,0.039208984375,269.1624755859375,0.2,0.0044144,0.0003,0.6008107960224152,-0.9833007669076324,604.3455358028411
135168,200.0,66,224,603,-993.2553199800001,-0.001771871188248042,0.6353674530982971,650,0.028662109375,388.8623352050781,0.2,0.005161926,0.0003,0.5850963890552521,-0.9759127290919423,848.6047547340393
137216,200.0,67,227,603,-980.56701577,-0.0027768688756623305,0.6317965984344482,660,0.05,113.41134643554688,0.2,0.0049130823,0.0003,0.7735270112752914,-0.9626950619742274,322.63817300796507
139264,200.0,68,230,603,-976.91267258,-0.0018068059100187384,0.6317389011383057,670,0.02119140625,311.28094482421875,0.2,0.0025910302,0.0003,0.7511278688907623,-0.9588323755189776,568.2445605278015
141312,200.0,69,234,603,-971.9671323800001,-0.004229906725231558,0.6222819089889526,680,0.04931640625,209.47434997558594,0.2,0.0065622353,0.0003,0.7478893995285034,-0.9525888176634908,473.53615646362306
143360,200.0,70,237,603,-977.5797444599999,-0.0021050138406280895,0.6269599795341492,690,0.037158203125,124.89574432373047,0.2,0.0041747037,0.0003,0.6658639013767242,-0.9476410683244467,352.3383945941925
145408,200.0,71,241,602,-986.92623875,-0.0026089618942933155,0.6267545223236084,700,0.034375,210.14846801757812,0.2,0.003721952,0.0003,0.7016424536705017,-0.9514283778145909,501.1399844169617
147456,200.0,72,244,602,-976.00865334,-0.0017445491524995306,0.6225895285606384,710,0.034619140625,234.4380340576172,0.2,0.0039173895,0.0003,0.7110176682472229,-0.948197822086513,674.923477268219
149504,200.0,73,248,601,-974.2710191399998,-0.0026678381997044197,0.6292104125022888,720,0.035791015625,170.72119140625,0.2,0.0035328323,0.0003,0.7547877579927444,-0.9492567345499993,507.633468914032
151552,200.0,74,251,601,-975.53390592,-0.0020156860002316533,0.6339473724365234,730,0.050146484375,110.10921478271484,0.2,0.006069046,0.0003,0.6893141269683838,-0.9599928366020322,265.9049159526825
153600,200.0,75,255,601,-960.6061253400002,-0.0039826884865760805,0.6413707733154297,740,0.07470703125,119.83688354492188,0.2,0.0059805964,0.0003,0.7297033965587616,-0.9677556823939085,294.2810597896576
155648,200.0,76,258,601,-961.8039586400002,-0.005295500835927669,0.6312131881713867,750,0.082763671875,234.8101806640625,0.2,0.009066599,0.0003,0.7071546912193298,-0.9664312602952123,325.96550793647765
157696,200.0,77,262,601,-956.17156394,-0.0026455014129169287,0.6259593367576599,760,0.039599609375,160.6759490966797,0.2,0.00454759,0.0003,0.7217463850975037,-0.9551674829795956,400.98523807525635
159744,200.0,78,265,602,-954.6324705699997,-0.0061299923625483645,0.6198404431343079,770,0.058642578125,131.2914581298828,0.2,0.0062886216,0.0003,0.7333054840564728,-0.9452644566074013,327.2577121734619
161792,200.0,79,268,602,-951.5620312699998,-0.004816326044965536,0.614410936832428,780,0.064599609375,184.38851928710938,0.2,0.005417245,0.0003,0.7242624461650848,-0.936560390330851,333.1478517532349
163840,200.0,80,271,602,-953.2780871299999,-0.0018956994230393321,0.6082203388214111,790,0.03681640625,202.42083740234375,0.2,0.005368621,0.0003,0.7533791810274124,-0.9268055519089102,385.6280319213867
165888,200.0,81,275,603,-935.6862988199999,-0.004458155803149566,0.6054680943489075,800,0.05556640625,105.5218276977539,0.2,0.005488107,0.0003,0.8041567951440811,-0.9187085907906294,392.7189653873444
167936,200.0,82,278,603,-937.7786525299999,-0.0030891978822182864,0.5971419811248779,810,0.04326171875,170.30374145507812,0.2,0.0043279296,0.0003,0.8153627067804337,-0.9093327505514026,345.8696382522583
169984,200.0,83,281,604,-943.6238489299999,-0.0023280519388208633,0.5913212895393372,820,0.032373046875,254.9838409423828,0.2,0.0045192745,0.0003,0.8275119662284851,-0.897807265073061,595.5290339469909
172032,200.0,84,284,604,-948.4872827699999,-0.002555799843685236,0.5843973159790039,830,0.02890625,273.5370788574219,0.2,0.0033192397,0.0003,0.826347291469574,-0.8878357909619808,551.2330996513367
174080,200.0,85,287,605,-939.80566007,-0.0038500732436659744,0.581346869468689,840,0.052685546875,333.86065673828125,0.2,0.0037082979,0.0003,0.8538195043802261,-0.8794207498431206,632.5419470787049
176128,200.0,86,290,605,-930.74253066,-0.007026745211624075,0.5763447880744934,850,0.076318359375,153.8276824951172,0.2,0.0063867066,0.0003,0.8375439494848251,-0.8725526064634324,383.9513876438141
178176,200.0,87,293,606,-926.34054631,-0.003442512841866119,0.5796508193016052,860,0.045947265625,167.3494110107422,0.2,0.0033071442,0.0003,0.85356605052948,-0.8715886240825057,580.0457612037659
180224,200.0,88,296,607,-912.6567316999998,-0.001020518978475593,0.5766461491584778,870,0.0419921875,166.37542724609375,0.2,0.0033550435,0.0003,0.8961889296770096,-0.8705147007480264,413.61576294898987
182272,200.0,89,300,606,-890.7908880299999,-0.00505001178389648,0.5732694864273071,880,0.05556640625,172.9694061279297,0.2,0.0042894143,0.0003,0.8675201684236526,-0.8653658717870713,369.542783164978
184320,200.0,90,303,607,-865.7341965,-0.006970625964459032,0.5809699296951294,890,0.058447265625,184.3463897705078,0.2,0.0066169985,0.0003,0.9153125286102295,-0.8701152229681611,343.118717956543
186368,200.0,91,306,607,-839.5923842299999,-0.0033899495465448126,0.5764042139053345,900,0.037890625,301.7395324707031,0.2,0.003084553,0.0003,0.9075982719659805,-0.8723854247480631,519.1155951499939
188416,200.0,92,309,608,-791.8675830799999,-0.004707656637765467,0.5701054930686951,910,0.044580078125,195.53440856933594,0.2,0.004865377,0.0003,0.9200915843248367,-0.8609707549214363,584.5726852416992
190464,200.0,93,312,608,-755.9974573499999,-0.004856921352620702,0.5648226737976074,920,0.05400390625,156.28367614746094,0.2,0.006016408,0.0003,0.9537575803697109,-0.8506700169295073,427.04313960075376
192512,200.0,94,315,609,-723.7688057,-0.005028837190911873,0.5588928461074829,930,0.046630859375,186.98875427246094,0.2,0.00782826,0.0003,0.9259851425886154,-0.8424849042668938,432.18330998420714
194560,200.0,95,319,609,-703.51843473,-0.004568088779342361,0.5530549883842468,940,0.04775390625,152.26422119140625,0.2,0.007170262,0.0003,0.9640499390661716,-0.8311849376186728,381.4980575084686
196608,200.0,96,322,610,-684.70470772,-0.001271958627330605,0.5484055876731873,950,0.0517578125,113.6648941040039,0.2,0.0066397823,0.0003,0.9673862606287003,-0.8224570993334055,461.1684245109558
198656,200.0,97,325,610,-641.9131047899999,-0.007110870830365457,0.5474199652671814,960,0.0556640625,303.8096923828125,0.2,0.005684497,0.0003,0.9558492191135883,-0.8153577454388141,559.7644681930542
200704,200.0,98,328,611,-624.2735503999999,-0.005279308628087165,0.5420148372650146,970,0.103466796875,72.55583953857422,0.2,0.009044493,0.0003,0.9795592427253723,-0.8110831940546632,253.48701150417327
202752,200.0,99,331,611,-616.3149473400001,-0.0036247880590963176,0.5377494692802429,980,0.036181640625,142.93504333496094,0.2,0.0044042505,0.0003,0.903859905898571,-0.8036478916183114,570.938887643814
204800,200.0,100,334,612,-598.08727612,-0.0057497362242429515,0.5230753421783447,990,0.077490234375,111.51377868652344,0.2,0.009837406,0.0003,0.9693409465253353,-0.7835656009614468,379.87084808349607
206848,200.0,101,337,612,-580.2548401600001,-0.004280727658624528,0.5257292985916138,1000,0.09111328125,381.9319152832031,0.2,0.008159688,0.0003,0.9250534698367119,-0.7719361796975136,473.3222517967224
208896,200.0,102,340,613,-577.1375150499999,-0.001273348198446911,0.5253276228904724,1010,0.036279296875,187.9651641845703,0.2,0.0043626297,0.0003,0.9344567731022835,-0.7761988501995802,451.47265849113467
210944,200.0,103,343,613,-568.5085333799999,-0.004717934894870268,0.5167343020439148,1020,0.061572265625,180.64517211914062,0.2,0.006249274,0.0003,0.9368979632854462,-0.7667836362496019,490.2534463405609
212992,200.0,104,346,614,-552.8664185000001,-0.002502703088975977,0.511309802532196,1030,0.03544921875,121.38043212890625,0.2,0.002690153,0.0003,0.9530615620315075,-0.7542193533852697,406.68641488552095
215040,200.0,105,349,614,-508.83676287000003,-0.004405416072404478,0.5110079646110535,1040,0.048876953125,308.2408142089844,0.2,0.0046867356,0.0003,0.9569654241204262,-0.7475779980421067,538.2611145019531
217088,200.0,106,353,614,-485.00642346999996,0.0001862456469098106,0.49898824095726013,1050,0.05625,31.129356384277344,0.2,0.004865853,0.0003,0.9674573056399822,-0.7346023539081216,145.50069876909257
219136,200.0,107,356,615,-474.86411546000005,-0.003555156834045192,0.48793062567710876,1060,0.055810546875,29.38782501220703,0.2,0.0045806793,0.0003,0.9852726859971881,-0.712197270616889,121.0637334883213
221184,200.0,108,359,615,-458.9573523099999,-0.0023057518439600242,0.4890635013580322,1070,0.021826171875,119.76570129394531,0.2,0.0032559133,0.0003,0.908966414630413,-0.7012691762298345,304.93111872673035
223232,200.0,109,362,616,-448.46996928999994,-0.008145426877308636,0.4890638589859009,1080,0.1443359375,160.99661254882812,0.2,0.010013647,0.0003,0.9649647660553455,-0.7048093035817147,230.97324686050416
225280,200.0,110,365,616,-420.7511110799999,-0.0007210636249510571,0.48640376329421997,1090,0.01865234375,149.27606201171875,0.2,0.0034414802,0.0003,0.9524646960198879,-0.70069326069206,377.83744435310365
227328,200.0,111,368,617,-386.64400929000004,-0.0008077654230874032,0.47695034742355347,1100,0.024462890625,94.14672088623047,0.2,0.0033926025,0.0003,0.8900750875473022,-0.6875904805958271,192.85351922512055
229376,200.0,112,371,617,-381.60264613,-0.002009534651006106,0.46616092324256897,1110,0.089306640625,12.526163101196289,0.2,0.0045268117,0.0003,0.9765576422214508,-0.6678417505696416,66.28590574264527
231424,200.0,113,374,617,-370.19669581999995,-0.004549589819362154,0.4679444432258606,1120,0.051416015625,34.37274932861328,0.2,0.003434299,0.0003,0.9896887401118875,-0.6558583032339811,119.3187379002571
233472,200.0,114,377,618,-363.15830696999996,-0.00471608494699467,0.46456438302993774,1130,0.043994140625,174.9119873046875,0.2,0.0034979626,0.0003,0.9169314429163933,-0.6554314836859703,290.9798943281174
235520,200.0,115,380,618,-367.15268595000003,-0.0016362494818167761,0.4639595150947571,1140,0.03056640625,87.88855743408203,0.2,0.0043526883,0.0003,0.8073822110891342,-0.6512919377535582,287.8705117464066
237568,200.0,116,383,618,-362.4508064899999,0.0002801804803311825,0.46161288022994995,1150,0.106982421875,24.508459091186523,0.2,0.0075359163,0.0003,0.9881407925859094,-0.6505998557433486,53.87846258878708
239616,200.0,117,386,619,-368.9002821600001,-0.0024970689941255842,0.46382051706314087,1160,0.06513671875,19.040613174438477,0.2,0.005548114,0.0003,0.9846327677369118,-0.6485583338886499,48.04518609941006
241664,200.0,118,390,619,-370.75571692,-0.006736886578437407,0.4719401001930237,1170,0.0669921875,43.846134185791016,0.2,0.00511377,0.0003,0.9894591746851802,-0.6592720534652472,73.01846784949302
243712,200.0,119,393,619,-351.27939303,-0.0022820865269750357,0.4700717031955719,1180,0.04365234375,57.936832427978516,0.2,0.0041468404,0.0003,0.9901488199830055,-0.6658210186287761,113.38053760528564
245760,200.0,120,397,618,-364.81112016,-0.000622016700799577,0.46816885471343994,1190,0.03623046875,86.41535949707031,0.2,0.0042685857,0.0003,0.9450215697288513,-0.6624698722735047,162.77983278036118
247808,200.0,121,400,619,-368.72297541999995,-0.0012940825115947518,0.4687289893627167,1200,0.038720703125,42.54182815551758,0.2,0.0049023693,0.0003,0.9412941709160805,-0.6600757027044892,239.66331359148026
249856,200.0,122,403,619,-360.4811604500001,-0.002211787740816362,0.46857139468193054,1210,0.022705078125,156.5766143798828,0.2,0.0052947374,0.0003,0.9357646033167839,-0.661945897899568,366.8337170600891
251904,200.0,123,406,619,-349.00457398,-0.002504334783589002,0.46631038188934326,1220,0.024951171875,368.52081298828125,0.2,0.0027430705,0.0003,0.9577294513583183,-0.6584895916283131,356.4681320786476
253952,200.0,124,409,620,-371.78408706000005,-0.000735413099755533,0.46957260370254517,1230,0.007861328125,603.3263549804688,0.2,0.0031723161,0.0003,0.9301116168498993,-0.659305301681161,591.007710981369
256000,200.0,125,412,620,-385.82309725,-0.005731452898180578,0.4687434136867523,1240,0.053125,481.8789978027344,0.2,0.003700478,0.0003,0.9302888214588165,-0.6618701621890068,900.8260503768921
258048,200.0,126,415,620,-399.23365557000005,-0.0021155884678591974,0.46508634090423584,1250,0.040087890625,644.0200805664062,0.2,0.006134204,0.0003,0.9091715812683105,-0.6577938647940755,943.392181968689
260096,200.0,127,418,621,-399.17768104999993,-0.005929721322172554,0.4683687686920166,1260,0.04716796875,286.5469665527344,0.2,0.004140718,0.0003,0.9362855032086372,-0.6576967248693109,816.2473466873168
262144,200.0,128,421,621,-376.82203780000003,-0.0024909136423957533,0.46998491883277893,1270,0.036865234375,248.21917724609375,0.2,0.0042648553,0.0003,0.9341850429773331,-0.66263522002846,662.553219461441
264192,200.0,129,424,621,-382.11808916,-0.003564388718586997,0.474669873714447,1280,0.068701171875,219.21730041503906,0.2,0.0060034655,0.0003,0.9322047233581543,-0.6696112742647529,552.2311219692231
266240,200.0,130,428,621,-363.0185796399999,-0.004867279264726676,0.47787368297576904,1290,0.07490234375,214.04556274414062,0.2,0.005695478,0.0003,0.9416361562907696,-0.6766984751448035,440.52258919477464
268288,200.0,131,431,622,-363.30243670000004,-0.0007784963308949955,0.46459120512008667,1300,0.108349609375,17.17976188659668,0.2,0.010426618,0.0003,0.9568943493068218,-0.6676123736426234,125.56833066940308
270336,200.0,132,434,622,-365.37039554999996,-0.004223001805803506,0.4585268199443817,1310,0.0611328125,34.8355827331543,0.2,0.0057793707,0.0003,0.9255069047212601,-0.6451727392151951,300.31800547838213
272384,200.0,133,437,622,-364.25979418000003,-0.002949650459049735,0.45152342319488525,1320,0.039892578125,150.6267852783203,0.2,0.005161088,0.0003,0.9130280688405037,-0.630658608302474,611.2228271007538
274432,200.0,134,440,623,-346.40118109,-0.0010100848634465366,0.44644442200660706,1330,0.04130859375,154.7816925048828,0.2,0.0032175686,0.0003,0.9525191783905029,-0.617523155733943,328.52110632658
276480,200.0,135,443,623,-336.32011255,-0.0035275331036245918,0.44508805871009827,1340,0.032373046875,186.92694091796875,0.2,0.0066470997,0.0003,0.9077492132782936,-0.610915457084775,556.3816496372223
