time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/entropy_loss,train/std,train/loss,train/clip_range,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/explained_variance
673,-1149.09404591,53248,200.0,79,26,-1.351478236913681,0.939867377281189,1956.8424072265625,0.2,0.004895666,0.032568359375,250,-0.00290378033023444,0.0003,4592.65608215332,2.7298927307128906e-05
672,-1115.1874224300002,55296,200.0,82,27,-1.3572929475456477,0.9423366785049438,2269.404296875,0.2,0.0032257573,0.017822265625,260,-0.0031054714825586418,0.0003,4877.657283782959,1.9311904907226562e-05
672,-1124.1718304,57344,200.0,85,28,-1.374352352693677,0.9691851735115051,990.4611206054688,0.2,0.004380783,0.028466796875,270,-0.0017080635065212847,0.0003,2503.740256500244,2.014636993408203e-05
672,-1119.08410507,59392,200.0,88,29,-1.3900893710553646,0.9712974429130554,1970.203369140625,0.2,0.0012787052,0.004345703125,280,-0.0006072287287679501,0.0003,3712.5831916809084,1.3530254364013672e-05
671,-1120.92126975,61440,200.0,91,30,-1.37924038246274,0.95346999168396,2027.639892578125,0.2,0.006295342,0.054638671875,290,-0.0041594661808630915,0.0003,4350.126401519776,1.1861324310302734e-05
671,-1106.16844071,63488,200.0,94,31,-1.3748188227415086,0.9597763419151306,2045.4339599609375,0.2,0.0031509525,0.018408203125,300,-0.00261537640762981,0.0003,4024.8918693542482,1.1801719665527344e-05
670,-1100.98619032,65536,200.0,97,32,-1.365223155170679,0.937648355960846,1016.3532104492188,0.2,0.0015312952,0.0177734375,310,-0.0012803168574464507,0.0003,2479.663126373291,1.3113021850585938e-05
669,-1102.4456825699997,67584,200.0,100,33,-1.3573461286723614,0.9419074654579163,1184.21142578125,0.2,0.0017982516,0.0177734375,320,-0.0011308463137538638,0.0003,3368.1260002136232,8.165836334228516e-06
669,-1096.56030611,69632,200.0,103,34,-1.3541163552552462,0.9335178732872009,1308.3492431640625,0.2,0.0012606161,0.0203125,330,-0.002504002755449619,0.0003,2935.5280418395996,7.748603820800781e-06
669,-1075.25376186,71680,200.0,107,35,-1.3541891895234586,0.9370928406715393,1670.6473388671875,0.2,0.003122417,0.02646484375,340,-0.0017971416338696145,0.0003,2905.9503791809084,6.377696990966797e-06
