time/total_timesteps,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/policy_gradient_loss,train/std,train/n_updates,train/clip_fraction,train/loss,train/clip_range,train/approx_kl,train/learning_rate,train/explained_variance,train/entropy_loss,train/value_loss
2048,200.0,1,1,1258,-1296.5743574,,,,,,,,,,,
4096,200.0,2,4,863,-1278.3755838499997,-0.001181886438280344,0.9847442507743835,10,0.0033203125,5211.4169921875,0.2,0.0020935857,0.0003,-0.00422513484954834,-1.4091823615133763,10541.875955200196
6144,200.0,3,7,786,-1260.3024548333333,-0.001368071734032128,0.9736576080322266,20,0.007958984375,3834.39794921875,0.2,0.0027467916,0.0003,0.15956151485443115,-1.3983999010175467,9738.420051574707
8192,200.0,4,10,754,-1240.507627725,-0.0014355826511746272,0.9642043113708496,30,0.00341796875,3658.2158203125,0.2,0.0016100173,0.0003,0.11719405651092529,-1.3865497376769782,8058.532427978515
10240,200.0,5,13,734,-1232.0060598039217,-0.0027481093915412203,0.965648889541626,40,0.01044921875,3878.60400390625,0.2,0.0027225798,0.0003,0.021150290966033936,-1.3857936091721057,7911.455201721192
12288,200.0,6,17,721,-1205.5901569344262,-0.002354434174776543,0.9541670083999634,50,0.009619140625,3548.055908203125,0.2,0.0024401727,0.0003,0.009050607681274414,-1.3783800438046456,8046.862657165528
14336,200.0,7,20,713,-1177.1776133943663,-0.0007064399265800603,0.9494355916976929,60,0.00576171875,2944.952880859375,0.2,0.0022076513,0.0003,0.005260109901428223,-1.370545819401741,5844.903036499023
16384,200.0,8,23,707,-1157.4254591851852,-0.006962621594720986,0.9370424747467041,70,0.071533203125,2623.252197265625,0.2,0.005201738,0.0003,0.0018652677536010742,-1.3598916783928872,5269.759939575195
18432,200.0,9,26,702,-1180.720620326087,-0.0017487700155470521,0.9437221884727478,80,0.015673828125,2509.314697265625,0.2,0.0029815258,0.0003,0.0008359551429748535,-1.359116768091917,5882.369189453125
20480,200.0,10,29,698,-1176.46719576,-0.0018693886377150193,0.9512866139411926,90,0.0154296875,4457.1591796875,0.2,0.002635565,0.0003,0.0004151463508605957,-1.3666302271187305,9458.43042602539
22528,200.0,11,32,695,-1155.39632751,-0.0018550810200395063,0.9581913352012634,100,0.012109375,3203.338623046875,0.2,0.0019099402,0.0003,0.0005559921264648438,-1.3737177971750498,7318.69681854248
24576,200.0,12,35,693,-1123.66731075,-0.0019977521478722338,0.9655704498291016,110,0.023486328125,2869.998291015625,0.2,0.004125007,0.0003,0.00044268369674682617,-1.3802763521671295,5567.148919677735
26624,200.0,13,38,691,-1143.4999004000001,-0.0010686762878322042,0.9601904153823853,120,0.016064453125,2472.614501953125,0.2,0.0027889793,0.0003,0.0002980828285217285,-1.3823606304824352,4816.78923034668
28672,200.0,14,41,689,-1141.52600536,-0.0014942570531275123,0.953853964805603,130,0.02158203125,3456.743408203125,0.2,0.0032352656,0.0003,0.0001366138458251953,-1.3748003005981446,7687.306690979004
30720,200.0,15,44,687,-1156.41077146,-0.002470746653852984,0.9701131582260132,140,0.0224609375,4072.19677734375,0.2,0.0033647174,0.0003,0.00013744831085205078,-1.3800571076571941,7513.266500854492
32768,200.0,16,47,686,-1159.5897346099998,-0.00205974894342944,0.9730513095855713,150,0.00927734375,3812.032958984375,0.2,0.0017633047,0.0003,0.00011873245239257812,-1.3914982546120882,7858.048403930664
34816,200.0,17,50,685,-1180.8994284999999,-0.001102774342871271,0.975384533405304,160,0.008935546875,2403.27978515625,0.2,0.0016396862,0.0003,0.00018411874771118164,-1.3938100840896368,4854.767223358154
36864,200.0,18,53,682,-1199.89859295,-0.0006600265362067149,0.9803627133369446,170,0.006005859375,2431.110595703125,0.2,0.0024828077,0.0003,9.679794311523438e-05,-1.3975337035953999,5535.313346862793
38912,200.0,19,57,681,-1177.4858956399999,-0.0012687969749094919,0.9628691077232361,180,0.00615234375,3419.6474609375,0.2,0.0023575895,0.0003,8.994340896606445e-05,-1.3889128170907497,6849.338436889649
40960,200.0,20,60,680,-1165.01326156,-0.0016335615371644962,0.964226245880127,190,0.02841796875,1907.248779296875,0.2,0.0029303557,0.0003,0.00012153387069702148,-1.3812945436686277,4911.0646194458
43008,200.0,21,63,680,-1179.1757836699999,-0.0026304910163162274,0.9561862945556641,200,0.023095703125,1890.2039794921875,0.2,0.0032664954,0.0003,7.361173629760742e-05,-1.378172140941024,4950.471212768554
45056,200.0,22,66,679,-1193.97324431,-0.0019288640360173304,0.965610146522522,210,0.014501953125,2017.4678955078125,0.2,0.0029146783,0.0003,5.9485435485839844e-05,-1.379561174288392,4683.662959289551
47104,200.0,23,69,678,-1171.2720188499998,-0.004273921289131977,0.9480136632919312,220,0.036865234375,3425.389404296875,0.2,0.0040424685,0.0003,5.733966827392578e-05,-1.3735816091299058,6234.277670288086
49152,200.0,24,72,678,-1170.18083339,-0.0020066263270564376,0.9274779558181763,230,0.014453125,2104.81201171875,0.2,0.0034111016,0.0003,6.073713302612305e-05,-1.3525826428085566,4201.374642944336
51200,200.0,25,75,678,-1168.25934377,-0.000644349520734977,0.9319040775299072,240,0.009912109375,2915.9072265625,0.2,0.0019414806,0.0003,4.309415817260742e-05,-1.3461201410740613,5397.968893432617
53248,200.0,26,78,677,-1170.25085911,-0.00215989013959188,0.9287642240524292,250,0.024951171875,2877.965087890625,0.2,0.0036411108,0.0003,2.6524066925048828e-05,-1.3471196606755256,5572.026480102539
55296,200.0,27,81,677,-1179.0560152699998,-0.0037876086251344534,0.9104741811752319,260,0.033447265625,2158.282470703125,0.2,0.0038085438,0.0003,4.13060188293457e-05,-1.3337772127240897,4563.1247482299805
57344,200.0,28,84,676,-1166.02265703,-0.0031018661888083444,0.9116301536560059,270,0.033544921875,2438.322265625,0.2,0.002697419,0.0003,3.057718276977539e-05,-1.3246537625789643,5488.985621643066
59392,200.0,29,87,676,-1167.17431141,-0.0015811755758477375,0.8977260589599609,280,0.022314453125,1469.4610595703125,0.2,0.0036981495,0.0003,3.725290298461914e-05,-1.318233335390687,3659.0414894104006
61440,200.0,30,90,675,-1159.5164378999998,-0.00096421254274901,0.8920157551765442,290,0.02138671875,1486.5306396484375,0.2,0.0020261118,0.0003,2.5570392608642578e-05,-1.3084232598543166,3132.907008361816
63488,200.0,31,94,675,-1144.7126421,-0.0027498483323142864,0.8838825225830078,300,0.03779296875,1678.6531982421875,0.2,0.004199964,0.0003,1.9609928131103516e-05,-1.3003182359039784,3710.7203895568846
65536,200.0,32,97,674,-1129.78500289,-0.001373211809550412,0.8714557886123657,310,0.028271484375,1305.1995849609375,0.2,0.0045302827,0.0003,1.7464160919189453e-05,-1.288470160216093,2953.612989807129
67584,200.0,33,100,674,-1114.1421483699999,-0.0020963042028597557,0.8624992370605469,320,0.032080078125,1066.6708984375,0.2,0.005058037,0.0003,1.5497207641601562e-05,-1.2753728948533536,2306.8571453094482
69632,200.0,34,103,674,-1100.1478801599999,-0.0024869598310033325,0.8669063448905945,330,0.035888671875,1037.82568359375,0.2,0.003546194,0.0003,1.2159347534179688e-05,-1.2728677593171596,2360.5037620544435
71680,200.0,35,106,674,-1082.39469411,0.00013362130121095107,0.8551797270774841,340,0.0083984375,1166.364501953125,0.2,0.0023989067,0.0003,9.357929229736328e-06,-1.269121615961194,2529.746946334839
73728,200.0,36,109,673,-1072.3368504,-0.00219091394537827,0.8441590070724487,350,0.017578125,1524.877197265625,0.2,0.0029480457,0.0003,6.973743438720703e-06,-1.2570336256176233,3445.1147399902343
75776,200.0,37,112,673,-1060.40681419,-0.00186626299037016,0.8443990349769592,360,0.042333984375,1027.50537109375,0.2,0.0039139735,0.0003,7.867813110351562e-06,-1.2495423711836338,2498.831917953491
77824,200.0,38,115,673,-1074.7098944699999,-0.0026279967169102747,0.8318657875061035,370,0.02412109375,1212.065185546875,0.2,0.0031290497,0.0003,6.67572021484375e-06,-1.2430290993303061,2766.101732635498
79872,200.0,39,118,673,-1074.2043743499999,-0.0046571626822697,0.8264133930206299,380,0.043701171875,1548.9111328125,0.2,0.0043375124,0.0003,4.708766937255859e-06,-1.2315395448356867,3546.9980651855467
81920,200.0,40,121,673,-1086.02572158,-0.003633916878243326,0.8369578719139099,390,0.040087890625,1033.919189453125,0.2,0.0054499554,0.0003,6.079673767089844e-06,-1.235069814696908,2240.3624835968017
83968,200.0,41,124,672,-1086.96175684,-0.0011975434696068986,0.834949791431427,400,0.021240234375,1560.5924072265625,0.2,0.0024313838,0.0003,4.410743713378906e-06,-1.240062329545617,3471.023166656494
86016,200.0,42,128,668,-1103.5899214800002,-0.001098594463110203,0.8443273901939392,410,0.0185546875,817.8143310546875,0.2,0.0039801057,0.0003,5.543231964111328e-06,-1.2443095166236162,2440.507731628418
88064,200.0,43,131,668,-1106.73128715,-0.001842905852390686,0.862777590751648,420,0.037255859375,1116.0400390625,0.2,0.005159843,0.0003,4.887580871582031e-06,-1.2610672872513533,2467.058302688599
90112,200.0,44,134,668,-1096.1346498399998,-0.000990819364960771,0.8612214922904968,430,0.029345703125,683.342529296875,0.2,0.0032745907,0.0003,5.245208740234375e-06,-1.269332405924797,1736.2879665374755
92160,200.0,45,137,669,-1087.57032523,-0.0047156212051049804,0.8846933245658875,440,0.075341796875,516.3904418945312,0.2,0.0074383225,0.0003,3.2186508178710938e-06,-1.2831131502985955,1247.0678123474122
94208,200.0,46,140,668,-1101.0179262200002,-0.0031029817124363034,0.8643127083778381,450,0.030859375,777.0674438476562,0.2,0.0045199376,0.0003,2.4437904357910156e-06,-1.2848202791064978,2036.2330783843995
96256,200.0,47,143,668,-1086.44978092,-0.0018933999293949456,0.8561379313468933,460,0.0130859375,1010.0571899414062,0.2,0.0025850935,0.0003,2.205371856689453e-06,-1.2691208254545927,2517.6690921783447
98304,200.0,48,147,667,-1067.46066173,-0.0010543597141804638,0.8513549566268921,470,0.022900390625,559.12646484375,0.2,0.0034541767,0.0003,2.682209014892578e-06,-1.2612673163414,1340.4225410461427
100352,200.0,49,150,666,-1061.8950509400001,-0.004377970955101773,0.8405701518058777,480,0.049072265625,525.7717895507812,0.2,0.0052996906,0.0003,2.3245811462402344e-06,-1.250396554917097,1364.228447341919
102400,200.0,50,153,666,-1049.28034182,-0.0006830593061749824,0.8347259759902954,490,0.013671875,440.7439270019531,0.2,0.002886252,0.0003,2.086162567138672e-06,-1.2415436308830976,1261.2995412826538
104448,200.0,51,156,666,-1031.9409986599999,-0.002347355373058235,0.8422211408615112,500,0.053173828125,521.604248046875,0.2,0.0061560515,0.0003,1.6093254089355469e-06,-1.2420160599052905,1259.0602596282959
106496,200.0,52,159,666,-1018.8297639500001,-0.004002822734764777,0.8107388019561768,510,0.0466796875,443.4071350097656,0.2,0.0059832884,0.0003,1.6689300537109375e-06,-1.2243986569344998,928.6830738067626
108544,200.0,53,162,666,-1014.8466252599999,-0.00017029409063979984,0.8033650517463684,520,0.018701171875,346.6697692871094,0.2,0.0017841937,0.0003,1.2516975402832031e-06,-1.2022885896265507,826.660182762146
110592,200.0,54,166,664,-1011.54707064,-0.003107273005298339,0.8086197972297668,530,0.055224609375,531.8119506835938,0.2,0.0032656812,0.0003,1.4901161193847656e-06,-1.2033561389893292,1036.430991744995
112640,200.0,55,170,661,-1010.13783946,-0.0022411491838283835,0.7880618572235107,540,0.0314453125,486.0289306640625,0.2,0.0054885796,0.0003,1.3709068298339844e-06,-1.192010823264718,913.8759069442749
114688,200.0,56,173,659,-983.9640377200002,-0.0012713880845694804,0.7744547128677368,550,0.019189453125,594.5194702148438,0.2,0.002985299,0.0003,1.7881393432617188e-06,-1.1721617061644793,1021.4744886398315
116736,200.0,57,177,657,-999.5233198000002,-0.0009289077155699488,0.7564235925674438,560,0.01611328125,396.5403137207031,0.2,0.00221066,0.0003,1.430511474609375e-06,-1.150754066184163,824.9947135925293
118784,200.0,58,181,654,-994.7771157599999,-0.003466085690888576,0.768709659576416,570,0.035888671875,748.4368286132812,0.2,0.003281216,0.0003,1.0728836059570312e-06,-1.147005108371377,1375.1241937637328
120832,200.0,59,185,653,-989.9917048699999,-0.0005091556202387437,0.7632051110267639,580,0.027392578125,456.3400573730469,0.2,0.0032852234,0.0003,1.4901161193847656e-06,-1.1521810960024594,979.9010557174682
122880,200.0,60,189,648,-980.64727553,-0.002362863192684017,0.7523508071899414,590,0.049951171875,291.0113830566406,0.2,0.004400504,0.0003,2.0265579223632812e-06,-1.1413096491247416,651.8535250663757
124928,200.0,61,193,645,-965.7127674900003,-0.0035515824289177544,0.7357444763183594,600,0.0654296875,251.84030151367188,0.2,0.006914478,0.0003,2.9802322387695312e-06,-1.1257250994443893,692.8221499443055
126976,200.0,62,197,642,-960.50844902,0.0015781068825162948,0.7359223961830139,610,0.058984375,224.62173461914062,0.2,0.0028506112,0.0003,9.357929229736328e-06,-1.1123425800353288,547.4000146865844
129024,200.0,63,200,641,-964.24055794,-0.0016738258695113474,0.7328208684921265,620,0.012939453125,258.09136962890625,0.2,0.0034219562,0.0003,0.23485350608825684,-1.1101621024310588,531.8457305908203
131072,200.0,64,204,642,-960.37041569,-0.002121775731211528,0.7297691702842712,630,0.0271484375,403.3995056152344,0.2,0.003356598,0.0003,0.4075159430503845,-1.1059552982449532,647.7111556053162
133120,200.0,65,207,642,-958.9686870699999,-0.0028517262267996556,0.731217622756958,640,0.02919921875,241.32669067382812,0.2,0.0042865593,0.0003,0.5404847264289856,-1.104878467693925,445.70970759391787
135168,200.0,66,210,642,-954.8016912500002,-0.0004044108813104685,0.7331101298332214,650,0.010400390625,198.01182556152344,0.2,0.0014640999,0.0003,0.5972643494606018,-1.10699973590672,411.4029354095459
137216,200.0,67,213,643,-932.2815621400001,-0.003620153771771584,0.7310736179351807,660,0.053662109375,129.7137451171875,0.2,0.0037376923,0.0003,0.6579545140266418,-1.1065855965018272,318.86486053466797
139264,200.0,68,217,640,-925.1666286000001,-0.002569960638356861,0.726927638053894,670,0.0453125,68.02302551269531,0.2,0.006446604,0.0003,0.609145849943161,-1.10361650288105,191.94370954036714
141312,200.0,69,221,638,-920.7098041100002,-0.0007160372784710489,0.7243404984474182,680,0.025146484375,129.37005615234375,0.2,0.0024678358,0.0003,0.5728257894515991,-1.0980653129518032,315.0659317970276
143360,200.0,70,224,637,-930.10436096,-0.0006265013187658041,0.7227518558502197,690,0.0345703125,105.45049285888672,0.2,0.003638791,0.0003,0.702985942363739,-1.0958695881068707,239.60620911121367
145408,200.0,71,228,636,-938.4474345300001,-0.0044301530680968424,0.7272566556930542,700,0.035205078125,250.2490692138672,0.2,0.00485722,0.0003,0.6251114010810852,-1.0970493622124196,482.7536353588104
147456,200.0,72,231,636,-946.42775547,-0.0018693289370276035,0.7338823676109314,710,0.038232421875,112.98977661132812,0.2,0.0045148646,0.0003,0.6413326859474182,-1.104503756761551,280.13447127342226
149504,200.0,73,235,635,-940.55953675,-0.0012189779154141434,0.7294896841049194,720,0.03134765625,194.08778381347656,0.2,0.0028046095,0.0003,0.6820464730262756,-1.1067395396530628,387.48304929733274
151552,200.0,74,238,634,-925.8491539700001,-0.0007161406581872142,0.7184496521949768,730,0.03017578125,167.51695251464844,0.2,0.004082814,0.0003,0.6931218802928925,-1.0947543438524008,350.3841671466827
153600,200.0,75,242,633,-913.9052367,-0.0034890484021161683,0.7199015021324158,740,0.04287109375,189.5302276611328,0.2,0.0064781588,0.0003,0.7142409980297089,-1.088934426754713,386.4594479084015
155648,200.0,76,246,631,-924.0454437300001,-0.00406801881181309,0.721797525882721,750,0.063134765625,115.35009765625,0.2,0.0051579187,0.0003,0.7666398584842682,-1.0915551278740168,294.36379103660585
157696,200.0,77,249,630,-922.0353326899999,-0.006327228079317138,0.7099980711936951,760,0.0802734375,189.12255859375,0.2,0.0073310155,0.0003,0.7602276802062988,-1.0835019581019878,390.6823155641556
159744,200.0,78,253,630,-918.1982593800001,-0.0010313231745385566,0.7038072347640991,770,0.029248046875,84.52305603027344,0.2,0.0040339055,0.0003,0.7102729380130768,-1.0728797022253276,184.02109365463258
161792,200.0,79,257,629,-917.9118060499999,-0.003147288065520115,0.7085559368133545,780,0.05048828125,103.01280212402344,0.2,0.002853332,0.0003,0.7407622039318085,-1.0703062918037176,272.8368110656738
163840,200.0,80,260,628,-900.2056072700001,-0.004936923821514938,0.6963917016983032,790,0.0533203125,193.68341064453125,0.2,0.0051081497,0.0003,0.7794479876756668,-1.0663889389485122,379.2029628753662
