time/total_timesteps,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/policy_gradient_loss,train/std,train/n_updates,train/clip_fraction,train/loss,train/clip_range,train/approx_kl,train/learning_rate,train/explained_variance,train/entropy_loss,train/value_loss
274432,200.0,134,429,638,-207.71626693000005,0.0006080049701267853,0.4345799684524536,1330,0.06142578125,1.7583420276641846,0.2,0.0048679467,0.0003,0.9907554276287556,-0.6016610777005553,4.403643845766783
276480,200.0,135,432,638,-207.55656337,0.0029655844293301923,0.4330686032772064,1340,0.1541015625,0.5837122201919556,0.2,0.025365679,0.0003,0.9892834750935435,-0.5808401705697179,6.224971777014434
278528,200.0,136,435,639,-208.65295774000003,0.0018206123320851475,0.4269978702068329,1350,0.078955078125,0.575029194355011,0.2,0.012488745,0.0003,0.996819935971871,-0.5765969665721059,4.13691937904805
280576,200.0,137,438,639,-206.58806918,-0.004317703080596402,0.41987520456314087,1360,0.103125,4.054558753967285,0.2,0.0154074365,0.0003,0.9920540321618319,-0.5588276870548725,11.171864795126021
282624,200.0,138,441,639,-207.41250654000004,-0.0008946159046899993,0.4202877879142761,1370,0.07421875,2.1948351860046387,0.2,0.010468139,0.0003,0.9836391378194094,-0.5527248619124293,7.201375865843147
284672,200.0,139,445,639,-199.28258577,0.0004443255973455962,0.418061226606369,1380,0.069873046875,2.714832067489624,0.2,0.0074762246,0.0003,0.9895772971212864,-0.5495904117822648,9.523850282654166
286720,200.0,140,448,639,-185.60672798999997,0.00011508697643876075,0.4183133840560913,1390,0.121923828125,0.6211203336715698,0.2,0.0067067593,0.0003,0.9929338349029422,-0.5485962565988303,4.7263903467450294
288768,200.0,141,451,640,-179.05151696999997,-0.004370693823875627,0.4171213209629059,1400,0.176513671875,0.3717312216758728,0.2,0.019145072,0.0003,0.9958890075795352,-0.544657101854682,1.7361494633369148
290816,200.0,142,454,640,-177.46815492000002,-0.0013058373901003507,0.41147956252098083,1410,0.079736328125,1.8128180503845215,0.2,0.0065839277,0.0003,0.9918496487662196,-0.538212439790368,6.872348880209029
292864,200.0,143,457,640,-175.50252366000004,-0.0023531921942776535,0.41495123505592346,1420,0.081201171875,7.898671627044678,0.2,0.03598567,0.0003,0.9912222493439913,-0.5339172778651118,8.53939953185618
294912,200.0,144,460,640,-173.08495845000002,-0.0036331371473352194,0.41586148738861084,1430,0.073388671875,0.7164747714996338,0.2,0.015052447,0.0003,0.9838544894009829,-0.5401381885632872,5.4165116478689015
296960,200.0,145,463,640,-170.64456695,-0.0035419766933046048,0.41413241624832153,1440,0.133251953125,0.102272629737854,0.2,0.010703408,0.0003,0.9929471700452268,-0.5389310132712126,2.684037995385006
299008,200.0,146,466,640,-167.43006149,-0.001549844783221488,0.4115009307861328,1450,0.0822265625,1.701459527015686,0.2,0.00938665,0.0003,0.9948511747643352,-0.5336077369749546,6.721283754520118
301056,200.0,147,469,640,-173.8063729,0.002713520880570286,0.41438862681388855,1460,0.065185546875,1.7753278017044067,0.2,0.009065796,0.0003,0.9878999395295978,-0.5347124714404344,11.212278408231214
303104,200.0,148,472,640,-168.56131825999998,-0.0008887794261681847,0.41512012481689453,1470,0.06708984375,3.1841752529144287,0.2,0.013041651,0.0003,0.9845464648678899,-0.5386070929467678,8.194837255962193
305152,200.0,149,475,641,-172.33970060000004,-0.0020752671276568434,0.40959644317626953,1480,0.095166015625,9.4403715133667,0.2,0.009551654,0.0003,0.9945534551516175,-0.5329197503626346,5.278165608271957
307200,200.0,150,479,641,-177.56036125999998,-0.0021183220471357343,0.4091914892196655,1490,0.064208984375,1.3687429428100586,0.2,0.0060129054,0.0003,0.9843596257269382,-0.5258653620257974,11.533116491418332
309248,200.0,151,482,641,-172.63578551999998,0.002819306465971749,0.40943852066993713,1500,0.156005859375,1.779357671737671,0.2,0.017936833,0.0003,0.9883805625140667,-0.5254198413342237,7.794594105426222
311296,200.0,152,485,641,-164.51462908000002,0.0012577327972394415,0.4121943712234497,1510,0.1107421875,1.6864447593688965,0.2,0.0075656706,0.0003,0.994672276545316,-0.5292405689135193,3.5338003606535495
313344,200.0,153,488,641,-170.10822222999997,-0.0013371872839343269,0.4156173765659332,1520,0.089990234375,0.21805140376091003,0.2,0.020634633,0.0003,0.9883396849036217,-0.535968617349863,3.4631004746537655
315392,200.0,154,491,641,-177.98229286999998,-0.00317489738954464,0.4159165620803833,1530,0.0572265625,11.87449836730957,0.2,0.0054977397,0.0003,0.9562504924833775,-0.5413046319037675,38.49763484355062
317440,200.0,155,494,641,-166.93186949000003,-0.004915621773398016,0.41630831360816956,1540,0.051220703125,33.33451461791992,0.2,0.00433439,0.0003,0.9178966581821442,-0.5421081865206361,72.82701727449894
319488,200.0,156,497,641,-165.59526752,0.006509946075675543,0.4235473871231079,1550,0.1365234375,0.14077669382095337,0.2,0.016983401,0.0003,0.9792431965470314,-0.5538998765870928,1.8771137373289093
321536,200.0,157,500,642,-166.66497216,0.0029018133354838938,0.4187033176422119,1560,0.07421875,0.5058796405792236,0.2,0.0056453208,0.0003,0.9788697268813848,-0.5551990700885654,7.173998437565752
323584,200.0,158,503,642,-179.18146676,0.0002717520961596165,0.4186701774597168,1570,0.14912109375,2.7262699604034424,0.2,0.007263758,0.0003,0.99378976598382,-0.5480561593547464,2.6346240466460586
325632,200.0,159,506,642,-174.65286063,-0.0023179190800874496,0.423103928565979,1580,0.056982421875,4.21998405456543,0.2,0.0068874434,0.0003,0.988440053537488,-0.5525384755805135,6.385479811672122
327680,200.0,160,509,642,-174.09614421999996,-0.0023079284119376098,0.4224589169025421,1590,0.101171875,0.681755781173706,0.2,0.006657485,0.0003,0.9816387221217155,-0.557730333134532,14.430190363898873
329728,200.0,161,513,642,-181.34835469,-0.0033115971433289814,0.4230691194534302,1600,0.03525390625,2.308995008468628,0.2,0.007133725,0.0003,0.98166498914361,-0.5576413260772825,32.12123749963939
331776,200.0,162,516,642,-183.69119050999998,0.0011422509196563624,0.41955411434173584,1610,0.1224609375,3.6660213470458984,0.2,0.019820182,0.0003,0.9901387980207801,-0.5537719493731856,4.068939430778846
333824,200.0,163,519,642,-190.89934536,-0.0039422513164026896,0.4277385175228119,1620,0.130859375,1.1273897886276245,0.2,0.012007082,0.0003,0.9953502621501684,-0.5592300830408931,2.685493827279424
335872,200.0,164,522,643,-184.03118895,-0.005743432621238753,0.42766162753105164,1630,0.060205078125,3.3113112449645996,0.2,0.0038501308,0.0003,0.9953356143087149,-0.5700734270736575,16.094221453368664
337920,200.0,165,525,643,-194.16101263000004,-0.00014471545291598885,0.4247334897518158,1640,0.175439453125,0.29925358295440674,0.2,0.007876847,0.0003,0.9917641384527087,-0.5646681558340788,7.160440335888415
339968,200.0,166,528,643,-190.35518416,-0.001606563302630093,0.4243393540382385,1650,0.044189453125,8.089900970458984,0.2,0.0036170483,0.0003,0.8551629781723022,-0.5615251494571567,89.38955987989902
342016,200.0,167,531,643,-201.6560409,0.0005340742005500943,0.4235733151435852,1660,0.097265625,1.6482017040252686,0.2,0.012090202,0.0003,0.9862618613988161,-0.5599700381979347,8.473399976780637
344064,200.0,168,534,643,-201.0757711,0.0014423529652049182,0.4116438329219818,1670,0.081298828125,0.6011282801628113,0.2,0.012103141,0.0003,0.9949480150826275,-0.5480753846466542,4.840292682312429
346112,200.0,169,537,643,-201.43963149999996,0.0005624924757285044,0.41211897134780884,1680,0.05927734375,6.032444477081299,0.2,0.0053887013,0.0003,0.9751974362879992,-0.5306475723162294,90.59914389848709
348160,200.0,170,540,643,-197.76900520999996,-0.0038541472058568615,0.40808728337287903,1690,0.059130859375,0.5485292673110962,0.2,0.0016395652,0.0003,0.9784810803830624,-0.5280190665274859,36.00561132878065
350208,200.0,171,543,643,-197.87887235000002,-0.002674098745774245,0.410111665725708,1700,0.0486328125,5.306282043457031,0.2,0.0029488043,0.0003,0.9829043913632631,-0.5248340671882034,56.19483741773293
352256,200.0,172,547,643,-199.92057870999997,0.0007825864093319978,0.4040984809398651,1710,0.128271484375,2.6516799926757812,0.2,0.010786208,0.0003,0.9735793583095074,-0.520822081156075,6.898906024219468
354304,200.0,173,550,643,-191.21356733000002,-0.002170197256054962,0.4015187621116638,1720,0.07587890625,4.926052093505859,0.2,0.010255906,0.0003,0.9738317802548409,-0.5096565434709192,30.55788484029472
356352,200.0,174,553,643,-192.55807848999996,0.0028551558487379227,0.3954887390136719,1730,0.085791015625,0.9234364628791809,0.2,0.010781305,0.0003,0.9878897918388247,-0.49985711546614764,8.891522929165513
358400,200.0,175,556,643,-204.89341928000005,-0.0029217023329692893,0.3964777886867523,1740,0.051708984375,15.721936225891113,0.2,0.007843215,0.0003,0.953462939709425,-0.4918597722426057,23.022345981746913
360448,200.0,176,559,644,-207.13468297000003,-0.003398344178276602,0.3971538543701172,1750,0.0390625,15.180200576782227,0.2,0.0042164386,0.0003,0.9121619835495949,-0.49388505313545467,80.62949966192245
362496,200.0,177,562,644,-189.73750035,-0.0005705169674911304,0.3970628082752228,1760,0.04375,44.5254020690918,0.2,0.0051686973,0.0003,0.9622457511723042,-0.4962060323916376,40.982710376754405
364544,200.0,178,565,644,-183.24430840000002,0.007029429488466121,0.4053599536418915,1770,0.198486328125,0.48774492740631104,0.2,0.02914941,0.0003,0.9900003876537085,-0.5070036106742919,5.019063844252377
366592,200.0,179,568,644,-177.85071297,-0.0024087705067358913,0.4023071527481079,1780,0.05595703125,4.291811943054199,0.2,0.004470196,0.0003,0.9837730582803488,-0.512651970423758,15.242607562616467
368640,200.0,180,572,644,-180.64031392,0.003442970987089211,0.40088558197021484,1790,0.15361328125,0.27576273679733276,0.2,0.018994618,0.0003,0.986216583289206,-0.5082185957580805,2.7877126763109117
370688,200.0,181,575,644,-187.89989009,-0.0028974504733923824,0.40046611428260803,1800,0.0814453125,0.8744985461235046,0.2,0.0038472824,0.0003,0.992133785970509,-0.5039450543001294,10.261346401832999
372736,200.0,182,578,644,-187.89003982999998,-0.0008421918311796617,0.39885619282722473,1810,0.07060546875,0.44981327652931213,0.2,0.011915937,0.0003,0.9849782912060618,-0.5012854588218033,3.930785795347765
374784,200.0,183,581,644,-192.93354707000003,0.0008297649768792325,0.39868834614753723,1820,0.049658203125,16.648365020751953,0.2,0.011031065,0.0003,0.966985210776329,-0.49956806376576424,16.536139411851764
376832,200.0,184,584,644,-188.16422803999998,0.0008493419052683748,0.39750465750694275,1830,0.073388671875,5.531922817230225,0.2,0.0038111643,0.0003,0.9925120496191084,-0.4957546311430633,10.390799138555304
378880,200.0,185,587,644,-182.91301683999998,0.004353243984223809,0.3987240195274353,1840,0.11962890625,0.06580177694559097,0.2,0.0077000186,0.0003,0.9942463412880898,-0.49624108634889125,3.169851733930409
380928,200.0,186,590,645,-183.52496236,0.0020120249348110518,0.3934478759765625,1850,0.096630859375,7.171802043914795,0.2,0.0075278543,0.0003,0.9907998451963067,-0.49446848053485154,8.778486160887406
382976,200.0,187,593,645,-186.60365701999999,-0.0018270897711772705,0.40055590867996216,1860,0.151416015625,0.7320812940597534,0.2,0.016824637,0.0003,0.9882078170776367,-0.49383256314322355,1.8021221363451332
385024,200.0,188,596,645,-188.29243218,0.0014454854266659823,0.3911268413066864,1870,0.092724609375,2.8127458095550537,0.2,0.006218411,0.0003,0.9958042269572616,-0.4940698126330972,4.5262687702663245
387072,200.0,189,599,645,-190.95265716000003,-0.0030975037820098806,0.3811276853084564,1880,0.11435546875,1.7661874294281006,0.2,0.008400475,0.0003,0.9911354584619403,-0.4666060434654355,3.3995340697932988
389120,200.0,190,602,645,-186.81717256999997,0.0036746338264492806,0.38324859738349915,1890,0.102490234375,0.13905414938926697,0.2,0.019672036,0.0003,0.9951486061327159,-0.4554562482982874,1.6049492236692458
391168,200.0,191,606,645,-189.05153203999998,0.001031486242391111,0.3809141516685486,1900,0.10859375,4.624091148376465,0.2,0.004412554,0.0003,0.9888135548681021,-0.45746538368985057,7.514651092095301
393216,200.0,192,609,645,-188.31415219,0.0005133187150931917,0.3766968250274658,1910,0.104931640625,1.5612412691116333,0.2,0.015218885,0.0003,0.9960990324616432,-0.44862416107207537,2.487687670253217
395264,200.0,193,612,645,-195.80635521999997,0.0005450255812320393,0.37604820728302,1920,0.045458984375,1.0343199968338013,0.2,0.013725025,0.0003,0.968814080581069,-0.44144764337688686,31.276877401210367
397312,200.0,194,615,645,-189.99581682999994,0.0009408566540514585,0.3758891224861145,1930,0.029150390625,52.220054626464844,0.2,0.0028049923,0.0003,0.9311764240264893,-0.4406915219500661,112.12269193828106
399360,200.0,195,618,645,-190.63031677000004,-0.004092513149225851,0.375900536775589,1940,0.0255859375,157.26002502441406,0.2,0.0051691206,0.0003,0.9445269107818604,-0.44032433750107886,208.55204393863679
401408,200.0,196,621,645,-188.40898387999994,-0.0018167127684137086,0.3764939606189728,1950,0.052001953125,14.745393753051758,0.2,0.002714233,0.0003,0.9607645757496357,-0.44106162935495374,66.813281192258
