rollout/ep_len_mean,time/total_timesteps,time/episodes,train/n_updates,train/critic_loss,train/ent_coef_loss,train/ent_coef,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,time/fps,train/actor_loss
1065.43,208556,240,208455,0.1539495885372162,1.5336239337921143,0.007505562622100115,4852,222.25661914,0.0003,42,-13.977210998535156
1047.51,212075,244,211974,0.2748314142227173,-1.7391151189804077,0.00781590212136507,4939,233.62247839,0.0003,42,-14.044220924377441
1059.24,215398,248,215297,0.5374268293380737,0.712537407875061,0.007541750557720661,5019,247.01469696,0.0003,42,-16.620458602905273
1029.82,218856,252,218755,0.16262780129909515,0.04177692532539368,0.007471176795661449,5103,257.25349729000004,0.0003,42,-15.700637817382812
1001.38,222412,256,222311,0.21928554773330688,0.40097320079803467,0.007904564961791039,5188,266.85178186,0.0003,42,-15.417924880981445
972.41,225915,260,225814,0.08909142017364502,-0.45647168159484863,0.007831660099327564,5273,273.80541227000003,0.0003,42,-16.951519012451172
958.31,229377,264,229276,0.20143410563468933,0.5868040323257446,0.007634879555553198,5356,281.11150826,0.0003,42,-15.695289611816406
934.4,232805,268,232704,0.1318056285381317,-0.7513671517372131,0.0076300352811813354,5439,285.10366490999996,0.0003,42,-17.171955108642578
920.08,236224,272,236123,2.79927659034729,-0.4313802719116211,0.007993151433765888,5521,285.88688017999993,0.0003,42,-18.68699836730957
915.81,239649,276,239548,0.17002952098846436,-1.1337920427322388,0.007731970865279436,5604,288.39044798,0.0003,42,-19.314430236816406
907.83,243094,280,242993,0.14238841831684113,-1.0752906799316406,0.007880283519625664,5687,288.90729981,0.0003,42,-17.957012176513672
899.32,246480,284,246379,0.09359414875507355,0.43172335624694824,0.007605269551277161,5768,289.52239343,0.0003,42,-18.079938888549805
892.1,249881,288,249780,0.08101402223110199,-1.5193718671798706,0.007789544761180878,5850,290.04480838,0.0003,42,-20.77410888671875
884.38,253282,292,253181,0.08074675500392914,0.18705403804779053,0.007936645299196243,5932,290.52156547000004,0.0003,42,-19.410140991210938
877.08,256688,296,256587,0.1305038034915924,-1.6126353740692139,0.0076972744427621365,6014,291.02540038,0.0003,42,-18.831588745117188
869.5,260033,300,259932,0.07423467934131622,-2.148391008377075,0.007625281345099211,6094,291.45986544999994,0.0003,42,-21.259780883789062
866.47,263381,304,263280,0.22850486636161804,-0.3493841290473938,0.0073363687843084335,6175,295.46345016,0.0003,42,-18.269554138183594
861.61,266005,308,265904,0.29839909076690674,0.9926831722259521,0.00758837116882205,6238,295.83400767,0.0003,42,-18.666107177734375
857.18,269385,312,269284,0.10242417454719543,-0.9775992631912231,0.0076459841802716255,6320,296.14891496999996,0.0003,42,-19.55384063720703
853.15,272796,316,272695,0.21549475193023682,0.053903281688690186,0.007474259007722139,6402,296.45914905,0.0003,42,-20.763187408447266
849.08,276220,320,276119,3.823305130004883,-0.5689283609390259,0.007970794104039669,6485,296.74836804,0.0003,42,-20.323257446289062
845.08,279627,324,279526,3.2949838638305664,-0.8854650259017944,0.008038417436182499,6567,296.97901824,0.0003,42,-20.691112518310547
849.19,282981,328,282880,0.1123010590672493,0.2644846439361572,0.007731742225587368,6649,301.23872863,0.0003,42,-21.00092887878418
847.5,286297,332,286196,0.1051853597164154,0.6130175590515137,0.00801306776702404,6729,303.29332283,0.0003,42,-21.09678840637207
846.32,289673,336,289572,0.2602185606956482,-0.31895941495895386,0.007550317794084549,6810,303.33761355999997,0.0003,42,-21.940298080444336
844.82,293038,340,292937,3.634312629699707,-1.4352186918258667,0.007277125027030706,6891,303.43322033,0.0003,42,-22.649240493774414
843.03,296378,344,296277,0.1013210266828537,-0.5105859041213989,0.007267477922141552,6971,303.60500565,0.0003,42,-23.337539672851562
842.85,299683,348,299582,0.11540500819683075,0.494845986366272,0.007338461000472307,7051,305.38871808,0.0003,42,-22.874773025512695
842.36,303092,352,302991,0.1716221421957016,-0.29848238825798035,0.007318821735680103,7133,305.49878191999994,0.0003,42,-21.154598236083984
839.81,306393,356,306292,0.3732337951660156,-0.01477062702178955,0.007308749482035637,7212,305.76955366000004,0.0003,42,-22.82093620300293
837.86,309701,360,309600,0.08125033974647522,-0.5262681245803833,0.007541290018707514,7292,305.8509813299999,0.0003,42,-22.677745819091797
836.1,312987,364,312886,7.125102519989014,0.5406991243362427,0.007229371927678585,7371,306.01211714,0.0003,42,-22.499658584594727
834.31,316236,368,316135,0.2075488120317459,-1.5896834135055542,0.007177146151661873,7449,306.20103969,0.0003,42,-23.697540283203125
832.97,319521,372,319420,0.0821382999420166,1.1244795322418213,0.00682474859058857,7529,306.36486016,0.0003,42,-23.36432647705078
824.99,322148,376,322047,7.71098518371582,1.7574927806854248,0.00687582278624177,7592,302.77157229,0.0003,42,-22.5478572845459
823.94,325488,380,325387,0.19623412191867828,1.2719656229019165,0.006981357932090759,7673,302.98733073999995,0.0003,42,-21.886093139648438
823.3,328810,384,328709,4.0028076171875,-0.3625684380531311,0.007454213220626116,7752,303.16159321,0.0003,42,-23.954730987548828
822.37,332118,388,332017,0.11444840580224991,2.1747844219207764,0.007155966013669968,7841,303.32894854000006,0.0003,42,-23.877174377441406
820.98,335380,392,335279,0.09779995679855347,0.8289504647254944,0.007333248853683472,7919,303.52466952,0.0003,42,-23.093915939331055
820.18,338706,396,338605,0.2280554175376892,-1.713996410369873,0.00725953234359622,7999,303.62327177,0.0003,42,-24.42884635925293
814.36,341469,400,341368,0.12374592572450638,0.7685669660568237,0.0072172824293375015,8066,300.54215238999996,0.0003,42,-23.973411560058594
813.1,344691,404,344590,0.3887392282485962,0.09000708162784576,0.007456435356289148,8143,300.68915948,0.0003,42,-24.272645950317383
819.54,347959,408,347858,0.1219639927148819,0.9565979838371277,0.007326401770114899,8221,304.78633884,0.0003,42,-23.234060287475586
818.19,351204,412,351103,3.730435371398926,-0.6086114048957825,0.00750953983515501,8299,304.86942014,0.0003,42,-24.42516326904297
816.75,354471,416,354370,3.5354249477386475,0.07621684670448303,0.007752393838018179,8378,304.99044973,0.0003,42,-25.40746307373047
815.12,357732,420,357631,0.25457456707954407,0.6380733847618103,0.007356188725680113,8456,305.1496403,0.0003,42,-25.20456314086914
813.11,360938,424,360837,0.08414596319198608,-0.4276696443557739,0.0074608419090509415,8533,305.34166402,0.0003,42,-24.851490020751953
811.9,364171,428,364070,1.8377271890640259,0.6534876823425293,0.007439803332090378,8611,305.51675802,0.0003,42,-25.154949188232422
796.01,365898,432,365797,0.16637815535068512,2.073800802230835,0.007244047708809376,8657,297.47563458,0.0003,42,-24.848546981811523
794.54,369127,436,369026,0.0757942646741867,-1.9188463687896729,0.007648857310414314,8735,297.61295098,0.0003,42,-24.73271942138672
792.88,372326,440,372225,0.13851624727249146,0.9028261303901672,0.007293309550732374,8812,297.74215811,0.0003,42,-25.578231811523438
791.66,375544,444,375443,0.07710812240839005,0.10216180980205536,0.007130916696041822,8890,297.82193586,0.0003,42,-25.282838821411133
790.66,378749,448,378648,0.1951773762702942,-2.180037498474121,0.007487928494811058,8967,297.89263632999996,0.0003,42,-26.6077880859375
788.85,381977,452,381876,0.15892580151557922,0.7061092853546143,0.007025971543043852,9045,298.02870941,0.0003,42,-25.78032684326172
784.48,384841,456,384740,0.11406485736370087,1.0401935577392578,0.007132501341402531,9114,295.77241908,0.0003,42,-27.068422317504883
