train/ent_coef,train/ent_coef_loss,train/actor_loss,train/n_updates,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/critic_loss,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/learning_rate
0.005182516295462847,0.9238457679748535,-1.673167109489441,144929,160,145030,1142.25,0.17152522504329681,-10.83957728,43,3340,0.0003
0.005235099699348211,0.18369650840759277,-0.9218791723251343,151080,164,151181,1139.76,0.4241865873336792,2.68403394,43,3487,0.0003
0.005647661630064249,0.6088831424713135,-3.247185468673706,157040,168,157141,1166.6,0.2234763354063034,17.088273179999998,43,3629,0.0003
0.006047061178833246,1.3877842426300049,-2.747702121734619,162557,172,162658,1220.22,0.22740431129932404,30.95157576,43,3761,0.0003
0.006109243258833885,-0.6191202998161316,-2.7963786125183105,168020,176,168121,1256.81,0.4949471652507782,46.285230500000004,43,3892,0.0003
0.006140320561826229,0.06180852651596069,-5.149904251098633,173400,180,173501,1276.82,0.18499386310577393,61.16332250000001,43,4020,0.0003
0.006411221344023943,-0.807134747505188,-4.9095458984375,178728,184,178829,1312.06,0.1952158361673355,76.37451691,43,4148,0.0003
0.006409815046936274,1.5261731147766113,-5.4726409912109375,183490,188,183591,1325.93,0.20100462436676025,88.46138413999999,43,4262,0.0003
0.0065460470505058765,0.9254866242408752,-6.612606525421143,189304,192,189405,1364.93,0.1193903237581253,100.86073972999999,43,4402,0.0003
0.006280603818595409,-0.6952067613601685,-6.853244304656982,194816,196,194917,1356.05,0.14565762877464294,113.03963559999997,42,4534,0.0003
0.006691575050354004,-1.0304489135742188,-8.0208740234375,200046,200,200147,1359.51,0.08305013179779053,127.82976919999997,42,4660,0.0003
0.0069938357919454575,0.8080501556396484,-7.651475429534912,204953,204,205054,1372.11,1.1926023960113525,142.92732009,42,4779,0.0003
0.006562933325767517,1.0060104131698608,-7.952899932861328,210039,208,210140,1358.97,0.10030969977378845,156.58009055,42,4902,0.0003
0.006994889583438635,0.07913780212402344,-7.743016719818115,215009,212,215110,1359.79,0.11506326496601105,169.75428746,42,5022,0.0003
0.007026292849332094,-0.9919096827507019,-9.823812484741211,220018,216,220119,1360.18,0.06457032263278961,183.42816048999998,42,5143,0.0003
0.0072329165413975716,-0.6912992000579834,-9.47178840637207,224907,220,225008,1345.07,0.09246677905321121,194.27214722999994,42,5262,0.0003
0.0068061756901443005,0.27132439613342285,-9.391602516174316,229628,224,229729,1342.93,0.1728106141090393,208.06876166,42,5377,0.0003
0.007075163535773754,0.3573731780052185,-9.739395141601562,234275,228,234376,1325.4,0.07149580121040344,217.64621087,42,5489,0.0003
0.00773683562874794,0.13687610626220703,-9.792824745178223,238910,232,239011,1308.77,0.09441736340522766,224.35949711,42,5602,0.0003
0.007149980403482914,-0.23853179812431335,-10.973074913024902,243438,236,243539,1291.48,0.1247771754860878,230.42519660000002,42,5712,0.0003
0.007832847535610199,-1.4938535690307617,-10.342212677001953,247905,240,248006,1272.15,0.08867181092500687,232.72562660999995,42,5820,0.0003
0.007696687243878841,-1.294228434562683,-11.496902465820312,252206,244,252307,1266.34,0.08842164278030396,238.68499215,42,5925,0.0003
0.007365658413618803,-0.6592617034912109,-12.230283737182617,256590,248,256691,1246.18,0.09152798354625702,243.08521853000002,42,6031,0.0003
0.007634136825799942,0.7644137144088745,-12.00291633605957,261029,252,261130,1241.71,0.11459378898143768,249.06546878999998,42,6156,0.0003
0.00765658263117075,0.23173683881759644,-12.287801742553711,264679,256,264780,1261.13,0.06117279827594757,262.88079316000005,42,6256,0.0003
0.007737127132713795,0.4605611264705658,-12.532309532165527,268849,260,268950,1239.2,0.12964698672294617,266.70030783,42,6357,0.0003
0.007634442765265703,0.7954986095428467,-13.682171821594238,272732,264,272833,1216.52,0.06697303056716919,265.64356601,42,6451,0.0003
0.007246925961226225,0.7394867539405823,-12.789706230163574,277000,268,277101,1199.6,0.10839010775089264,266.74099954999997,42,6554,0.0003
0.00798528827726841,-0.36797034740448,-12.290616035461426,281267,272,281368,1187.1,0.1698293685913086,269.03580706,42,6658,0.0003
0.008114837110042572,-0.007301747798919678,-13.969266891479492,284885,276,284986,1168.65,0.13454419374465942,267.20167939000004,42,6746,0.0003
0.008111760951578617,-1.3793394565582275,-13.86328125,289081,280,289182,1156.81,0.10464181005954742,267.93433082,42,6848,0.0003
0.00816689245402813,-1.745409607887268,-14.465531349182129,293480,284,293581,1147.52,0.10612224787473679,268.43953215,42,6955,0.0003
0.0075859688222408295,-1.1509060859680176,-14.734613418579102,297723,288,297824,1142.33,0.20183834433555603,271.61192627,42,7058,0.0003
0.00782822910696268,0.8681973814964294,-14.190154075622559,301928,292,302029,1126.24,0.23435774445533752,272.88352737,42,7161,0.0003
0.008080595172941685,0.42635369300842285,-13.578986167907715,305967,296,306068,1111.51,0.12285661697387695,276.23673390000005,42,7259,0.0003
0.008385618217289448,1.9057987928390503,-14.070615768432617,310085,300,310186,1100.39,0.16446155309677124,276.92134925000005,42,7359,0.0003
0.007890785112977028,-0.2662582993507385,-15.126401901245117,314206,304,314307,1092.53,0.10194925963878632,277.46039313,42,7459,0.0003
0.008087032474577427,0.06764799356460571,-14.337430953979492,318124,308,318225,1080.85,0.1469639241695404,278.17881133,42,7554,0.0003
0.007855784147977829,1.107780933380127,-14.307356834411621,322021,312,322122,1070.12,0.08698685467243195,278.79108258,42,7649,0.0003
0.00768129201605916,1.4710829257965088,-15.756330490112305,325992,316,326093,1059.74,0.07429464906454086,279.41247138,42,7746,0.0003
0.008131822571158409,2.034701108932495,-15.893458366394043,330166,320,330267,1052.59,0.13497719168663025,279.80313857,42,7847,0.0003
0.007964616641402245,0.20268070697784424,-16.378206253051758,334098,324,334199,1044.7,0.1494746208190918,280.20715867,42,7943,0.0003
0.007871630601584911,-1.205506443977356,-14.564545631408691,337978,328,338079,1037.03,0.10348594933748245,280.699361,42,8038,0.0003
0.008114957250654697,-0.40358540415763855,-16.250911712646484,341972,332,342073,1030.62,0.07650157809257507,281.11607476999995,42,8135,0.0003
0.008229603990912437,0.5368816256523132,-16.689714431762695,345912,336,346013,1024.74,0.2631654739379883,281.42476285,42,8231,0.0003
0.007891884073615074,0.5628873109817505,-15.873069763183594,349867,340,349968,1019.62,0.13621565699577332,281.63988233,42,8328,0.0003
0.008396117016673088,-0.06927845627069473,-16.768028259277344,353814,344,353915,1016.08,0.11615893244743347,281.76915110000004,42,8424,0.0003
0.007787041831761599,0.6103762984275818,-16.379892349243164,357713,348,357814,1011.23,0.12210293114185333,281.91424373,41,8519,0.0003
0.007609365042299032,1.8042173385620117,-17.451658248901367,361581,352,361682,1005.52,0.07327044010162354,282.1556076300001,41,8614,0.0003
0.007897173054516315,0.10579834878444672,-15.822969436645508,365477,356,365578,1007.98,0.1276928186416626,285.30133553,41,8708,0.0003
0.007910544984042645,0.5733199715614319,-17.595352172851562,369389,360,369490,1005.4,0.08345748484134674,286.49658802,41,8804,0.0003
0.00794166512787342,-1.0317206382751465,-17.120628356933594,373163,364,373264,1004.31,0.05937749892473221,289.07803738,41,8908,0.0003
0.007988864555954933,1.2102473974227905,-17.720409393310547,376968,368,377069,999.68,0.1095447987318039,289.26244123,41,9001,0.0003
0.008413932286202908,-0.4817355275154114,-18.102800369262695,380799,372,380900,995.32,0.06429648399353027,289.4712365799999,41,9095,0.0003
0.008168762549757957,-0.9665119051933289,-17.471094131469727,384527,376,384628,996.42,0.08261700719594955,290.93353306999995,41,9187,0.0003
0.008051172830164433,0.16148455440998077,-18.84197235107422,388264,380,388365,991.83,0.05832485109567642,291.16446241000006,41,9278,0.0003
0.008370018564164639,0.23524269461631775,-18.288476943969727,392133,384,392234,986.53,0.11573391407728195,291.61104688,41,9373,0.0003
0.007875039242208004,0.5666465759277344,-19.022308349609375,395945,388,396046,982.22,0.06643874198198318,291.96524463,41,9467,0.0003
0.007549460977315903,1.2651132345199585,-17.830345153808594,399593,392,399694,976.65,2.0371856689453125,294.18569482,41,9556,0.0003
