time/episodes,rollout/ep_len_mean,train/learning_rate,train/n_updates,train/critic_loss,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/actor_loss,time/time_elapsed
1244,66.88,0.001,84407,110.0009765625,84508,-569.28777598,44,321.4852294921875,1918
1248,66.62,0.001,84659,313.22161865234375,84760,-568.2583742200001,44,324.5834655761719,1925
1252,65.83,0.001,84889,52.043663024902344,84990,-565.91033854,44,303.54351806640625,1931
1256,65.89,0.001,85183,564.86962890625,85284,-566.68768195,43,312.224609375,1939
1260,65.47,0.001,85410,101.06279754638672,85511,-557.05335953,43,314.667724609375,1945
1264,66.25,0.001,85696,174.28515625,85797,-568.49761669,43,313.8101806640625,1953
1268,65.42,0.001,85919,64.27848052978516,86020,-557.6010549499999,43,310.9370422363281,1959
1272,65.55,0.001,86171,268.50238037109375,86272,-558.40757945,43,310.43951416015625,1966
1276,64.92,0.001,86418,68.87837219238281,86519,-551.3782029,43,322.14520263671875,1973
1280,64.71,0.001,86645,161.650634765625,86746,-548.73798164,43,295.680419921875,1979
1284,63.96,0.001,86867,147.47198486328125,86968,-546.1410165199999,43,303.783935546875,1986
1288,63.93,0.001,87102,125.82232666015625,87203,-547.7141479400001,43,311.28643798828125,1992
1292,64.01,0.001,87376,121.81591033935547,87477,-546.37409696,43,321.6507568359375,2000
1296,64.26,0.001,87637,284.40948486328125,87738,-549.6081058100001,43,302.3760070800781,2007
1300,64.41,0.001,87910,107.4603271484375,88011,-547.7800322200001,43,312.430419921875,2014
1304,64.32,0.001,88174,287.74957275390625,88275,-551.9462099300001,43,292.7878723144531,2022
1308,64.46,0.001,88448,139.91766357421875,88549,-549.22706286,43,310.992919921875,2030
1312,64.63,0.001,88740,159.92335510253906,88841,-552.55682276,43,303.17974853515625,2038
1316,64.67,0.001,88998,410.42279052734375,89099,-551.47470599,43,307.1704406738281,2045
1320,65.2,0.001,89299,113.62992095947266,89400,-553.15528847,43,322.080322265625,2053
1324,65.26,0.001,89571,57.01570510864258,89672,-555.75924048,43,300.5321044921875,2060
1328,65.74,0.001,89884,191.3953857421875,89985,-551.71338142,43,313.45196533203125,2069
1332,65.75,0.001,90144,331.48797607421875,90245,-548.73304295,43,305.9952392578125,2076
1336,65.63,0.001,90392,111.46659088134766,90493,-550.63417996,43,306.6886901855469,2083
1340,65.65,0.001,90684,132.04733276367188,90785,-543.81746662,43,306.91851806640625,2091
1344,65.4,0.001,90947,263.6816101074219,91048,-540.64280719,43,297.59197998046875,2099
1348,65.65,0.001,91224,776.8946533203125,91325,-544.62782704,43,309.7532958984375,2106
1352,66.26,0.001,91515,76.99542999267578,91616,-550.6889676300001,43,313.86859130859375,2115
1356,66.13,0.001,91796,92.08946990966797,91897,-546.44033718,43,316.2113952636719,2122
1360,66.4,0.001,92050,82.77333068847656,92151,-549.6221706299999,43,295.2387390136719,2129
1364,66.53,0.001,92349,69.98786926269531,92450,-544.93838064,43,320.1534118652344,2138
1368,66.72,0.001,92591,63.382137298583984,92692,-547.04195321,43,314.9825134277344,2145
1372,66.98,0.001,92869,72.36427307128906,92970,-550.05086589,43,294.8608093261719,2152
1376,67.47,0.001,93165,117.71841430664062,93266,-553.81549561,43,312.4870300292969,2161
1380,68.27,0.001,93472,76.71258544921875,93573,-563.96180475,43,303.350341796875,2169
1384,68.42,0.001,93709,64.86674499511719,93810,-564.3046444299999,43,294.38885498046875,2176
1388,69.41,0.001,94043,265.1588439941406,94144,-574.74959545,43,290.2892761230469,2185
1392,69.17,0.001,94293,274.980224609375,94394,-574.29912704,43,301.9478759765625,2192
1396,69.27,0.001,94564,192.0387420654297,94665,-577.40588045,43,313.5345458984375,2200
1400,69.71,0.001,94881,128.5130615234375,94982,-586.83535916,42,295.8243713378906,2209
1404,70.01,0.001,95175,183.32420349121094,95276,-585.92571968,42,311.4320373535156,2217
1408,70.03,0.001,95451,240.62225341796875,95552,-589.76045484,42,319.32318115234375,2224
1412,70.05,0.001,95745,694.4542236328125,95846,-587.32289089,42,315.3219909667969,2233
1416,70.18,0.001,96016,184.9163360595703,96117,-587.3848461599999,42,306.79510498046875,2240
1420,70.02,0.001,96301,326.4974670410156,96402,-589.51382064,42,296.96771240234375,2248
1424,70.37,0.001,96608,702.355224609375,96709,-594.49083138,42,304.616943359375,2257
1428,69.62,0.001,96846,87.44046020507812,96947,-593.51955577,42,303.5255126953125,2264
1432,69.7,0.001,97114,96.81906127929688,97215,-597.43203948,42,306.0000305175781,2271
1436,69.61,0.001,97353,191.000732421875,97454,-596.5237929,42,303.02215576171875,2278
1440,69.56,0.001,97640,115.06707763671875,97741,-605.4097484900001,42,301.78826904296875,2286
1444,69.59,0.001,97906,103.0154800415039,98007,-604.9786585,42,298.4329833984375,2293
1448,69.45,0.001,98169,657.6100463867188,98270,-602.3865248300001,42,303.154296875,2301
1452,69.09,0.001,98424,111.14396667480469,98525,-601.46800763,42,295.4460754394531,2308
1456,68.96,0.001,98692,278.1646423339844,98793,-602.48286717,42,300.294921875,2315
1460,69.63,0.001,99013,67.03125,99114,-611.4997389099999,42,298.8594055175781,2324
1464,69.79,0.001,99328,112.95111846923828,99429,-616.90334609,42,301.98626708984375,2333
1468,70.14,0.001,99605,1112.12646484375,99706,-621.80885575,42,309.71539306640625,2342
