time/episodes,rollout/ep_len_mean,train/learning_rate,train/n_updates,train/critic_loss,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/actor_loss,time/time_elapsed
280,66.26,0.001,18846,75.91326141357422,18947,-561.2543678999999,45,255.68896484375,413
284,66.72,0.001,19149,83.07998657226562,19250,-567.0619996400001,45,252.71792602539062,420
288,66.55,0.001,19446,141.0233154296875,19547,-564.05420689,45,245.8851318359375,426
292,66.65,0.001,19702,150.45391845703125,19803,-566.63569811,45,250.667724609375,432
296,66.43,0.001,19963,95.36802673339844,20064,-566.96594512,45,257.6314392089844,437
300,66.23,0.001,20202,63.58068084716797,20303,-563.18686158,45,264.64617919921875,442
304,66.78,0.001,20534,104.77032470703125,20635,-564.18535423,45,243.18783569335938,449
308,66.71,0.001,20812,154.77902221679688,20913,-563.5381036800001,45,266.878173828125,455
312,66.77,0.001,21084,59.45634460449219,21185,-564.69208914,45,266.3283386230469,461
316,66.83,0.001,21336,76.40274047851562,21437,-566.11531496,45,275.6183166503906,466
320,66.85,0.001,21589,123.31050109863281,21690,-566.7958580899999,45,258.9540710449219,471
324,66.67,0.001,21830,112.00772094726562,21931,-562.69851197,45,259.7035827636719,477
328,66.69,0.001,22107,58.55804443359375,22208,-563.0726746199999,45,285.69873046875,482
332,66.81,0.001,22374,94.01304626464844,22475,-562.8801701699999,46,270.0564880371094,488
336,66.67,0.001,22655,329.7677001953125,22756,-568.63276469,46,275.438232421875,494
340,66.84,0.001,22938,127.95498657226562,23039,-573.5630177400001,46,277.80047607421875,500
344,66.63,0.001,23202,143.08816528320312,23303,-565.51441298,46,276.6462707519531,505
348,67.19,0.001,23497,166.2622833251953,23598,-574.22882239,46,284.6358642578125,512
352,67.51,0.001,23794,173.6374053955078,23895,-578.76000898,46,293.74072265625,518
356,67.75,0.001,24058,482.2906494140625,24159,-580.6943492,46,286.498291015625,524
360,67.86,0.001,24303,56.65550231933594,24404,-582.42947786,46,271.75921630859375,529
364,67.87,0.001,24596,534.689453125,24697,-587.82612397,46,290.3634033203125,535
368,67.99,0.001,24824,226.5255126953125,24925,-591.95949597,46,285.47601318359375,540
372,68.08,0.001,25113,134.80844116210938,25214,-591.1393512,46,269.5539855957031,546
376,68.49,0.001,25434,79.69386291503906,25535,-598.59942777,46,288.5391845703125,552
380,69.06,0.001,25752,93.554443359375,25853,-607.1280898200001,46,293.04840087890625,559
384,68.69,0.001,26018,216.62759399414062,26119,-601.1044503,46,299.4767761230469,565
388,68.08,0.001,26254,140.17401123046875,26355,-595.39990102,46,296.5024719238281,570
392,68.42,0.001,26544,99.61947631835938,26645,-600.09416224,46,296.55010986328125,576
396,68.01,0.001,26764,133.6470184326172,26865,-594.68833332,46,279.97308349609375,581
400,68.38,0.001,27040,96.33126831054688,27141,-597.9271731699998,46,290.7283020019531,587
404,68.28,0.001,27362,238.3173065185547,27463,-600.39786413,46,293.475341796875,594
408,68.62,0.001,27674,146.33274841308594,27775,-604.8936080799999,46,298.3520812988281,600
412,68.67,0.001,27951,224.94561767578125,28052,-601.2594607999999,46,297.341552734375,606
416,69.06,0.001,28242,162.63800048828125,28343,-603.4113016899998,46,298.4200439453125,612
420,69.05,0.001,28494,91.07394409179688,28595,-602.7555217899999,46,307.520751953125,618
424,69.18,0.001,28748,553.2864379882812,28849,-604.74457306,46,305.306640625,623
428,69.26,0.001,29033,132.3123779296875,29134,-601.75509001,46,304.8689270019531,629
432,69.11,0.001,29285,85.14227294921875,29386,-597.8268096999999,46,309.2411804199219,634
436,69.48,0.001,29603,117.73806762695312,29704,-602.43118247,46,316.5306396484375,641
440,69.44,0.001,29882,413.378662109375,29983,-600.7690808599999,46,297.74261474609375,647
444,70.01,0.001,30203,164.20046997070312,30304,-605.76107742,46,313.16107177734375,654
448,69.65,0.001,30462,338.0876770019531,30563,-599.0683882500001,46,313.96014404296875,659
452,69.56,0.001,30750,219.69448852539062,30851,-599.94136649,46,314.844482421875,665
456,69.42,0.001,31000,354.60107421875,31101,-598.24598498,46,297.8522644042969,671
460,69.81,0.001,31284,106.53178405761719,31385,-598.5282727900001,46,314.8961486816406,677
464,69.31,0.001,31527,148.764892578125,31628,-590.28697228,46,321.2340087890625,682
468,69.2,0.001,31744,137.107666015625,31845,-587.68367907,46,329.9457092285156,686
472,68.96,0.001,32009,171.68701171875,32110,-582.58876198,46,320.3540344238281,692
476,68.56,0.001,32290,173.30828857421875,32391,-578.66752991,46,316.2164001464844,698
480,67.88,0.001,32540,166.74615478515625,32641,-569.31266106,46,290.32073974609375,703
484,67.98,0.001,32816,118.54440307617188,32917,-573.00009291,46,306.1039733886719,709
488,68.28,0.001,33082,679.020751953125,33183,-578.06529075,46,325.1844482421875,715
492,67.93,0.001,33337,127.58148193359375,33438,-570.7087523499999,46,311.65118408203125,720
496,68.1,0.001,33574,277.643310546875,33675,-571.47992726,46,328.70849609375,725
500,67.89,0.001,33829,255.8277587890625,33930,-569.80945168,46,316.0498046875,731
504,67.31,0.001,34093,254.43521118164062,34194,-565.50874887,46,327.16961669921875,736
508,67.11,0.001,34385,100.52696228027344,34486,-563.7983342399999,46,313.63037109375,742
512,67.22,0.001,34673,69.0502700805664,34774,-566.3356262699999,46,323.5995178222656,748
516,67.1,0.001,34952,95.06753540039062,35053,-564.8893383,46,330.9618835449219,754
520,67.39,0.001,35233,127.84767150878906,35334,-568.3527985,46,325.953125,760
524,67.53,0.001,35501,414.7308044433594,35602,-565.14643589,46,331.38372802734375,766
528,67.09,0.001,35742,67.36602783203125,35843,-562.9132787100001,46,331.85711669921875,771
532,67.18,0.001,36003,476.9334411621094,36104,-564.84142774,46,329.5325927734375,777
536,66.67,0.001,36270,212.65968322753906,36371,-555.6812750199999,46,321.2146301269531,782
540,66.49,0.001,36531,118.65547180175781,36632,-552.91817237,46,320.9037780761719,788
544,66.13,0.001,36816,438.9430236816406,36917,-554.14295297,46,331.6160583496094,794
548,66.93,0.001,37155,64.17840576171875,37256,-560.58519254,46,311.18817138671875,801
552,66.6,0.001,37410,175.44021606445312,37511,-551.8730262299999,46,337.484375,807
556,67.16,0.001,37716,184.3555908203125,37817,-562.55419144,46,336.2569580078125,813
560,66.88,0.001,37972,186.72702026367188,38073,-564.24724886,46,330.1756896972656,818
564,67.23,0.001,38250,175.37078857421875,38351,-570.7748276299999,46,324.8398742675781,824
568,67.47,0.001,38491,117.76025390625,38592,-574.83637902,46,343.3524475097656,830
572,67.68,0.001,38777,68.16636657714844,38878,-580.0374278,46,326.3612976074219,836
576,67.59,0.001,39049,156.798095703125,39150,-578.5296710199999,46,325.0121765136719,842
580,67.72,0.001,39312,109.90406036376953,39413,-578.0614597900001,46,312.3885498046875,847
584,67.76,0.001,39592,164.58090209960938,39693,-573.38067968,46,331.7323303222656,853
588,68.04,0.001,39886,229.22930908203125,39987,-579.7780321399999,46,340.8428649902344,859
592,68.13,0.001,40150,86.64334106445312,40251,-585.3934768600001,46,336.8363952636719,865
596,68.07,0.001,40381,123.8587417602539,40482,-583.7141965800001,46,328.3316650390625,870
600,68.48,0.001,40677,93.18508911132812,40778,-592.0899573099999,46,305.89068603515625,876
604,68.64,0.001,40957,102.08842468261719,41058,-592.9299515000001,46,339.5523681640625,882
608,68.28,0.001,41213,120.24091339111328,41314,-589.57026635,46,334.7416076660156,888
612,67.98,0.001,41471,232.498046875,41572,-587.33961396,46,355.4327697753906,894
616,68.27,0.001,41779,532.3773803710938,41880,-594.0840304100001,46,348.7823181152344,900
620,68.08,0.001,42041,143.25457763671875,42142,-592.05076119,46,359.2789306640625,906
624,68.39,0.001,42340,148.00616455078125,42441,-601.73517861,46,326.6060485839844,912
628,68.51,0.001,42593,119.74722290039062,42694,-604.9839040300001,46,334.0434265136719,918
632,68.6,0.001,42863,101.94548034667969,42964,-607.16075891,46,331.9095153808594,924
636,68.68,0.001,43138,152.05313110351562,43239,-608.96813438,46,323.70916748046875,930
640,68.93,0.001,43424,152.23468017578125,43525,-612.72530222,46,328.4459228515625,936
644,68.76,0.001,43692,221.1287078857422,43793,-611.7973386,46,327.7421875,941
648,68.23,0.001,43978,98.75286865234375,44079,-608.72442919,46,330.9680480957031,948
652,68.68,0.001,44278,83.08384704589844,44379,-612.6398144100001,46,330.87774658203125,954
656,68.36,0.001,44552,97.71359252929688,44653,-604.5798535300002,46,337.26214599609375,960
660,68.56,0.001,44828,181.92245483398438,44929,-605.89923689,46,332.1203918457031,966
664,68.45,0.001,45095,197.82785034179688,45196,-598.07547238,46,330.5977478027344,972
668,68.59,0.001,45350,124.34361267089844,45451,-597.5916691199999,46,342.3936462402344,977
672,68.52,0.001,45629,106.3044662475586,45730,-593.12519579,46,344.9952087402344,983
676,68.44,0.001,45893,102.53598022460938,45994,-592.99900632,46,355.800537109375,989
680,68.88,0.001,46200,237.9189453125,46301,-600.45272464,46,338.087158203125,996
684,68.59,0.001,46451,251.739990234375,46552,-601.5661819000001,46,332.055908203125,1001
688,68.12,0.001,46698,227.4986572265625,46799,-590.0217199399999,46,349.4693603515625,1006
692,68.45,0.001,46995,84.49592590332031,47096,-588.74380299,46,337.4404296875,1013
696,69.3,0.001,47311,64.98838806152344,47412,-604.4433655400001,46,348.5401611328125,1020
700,69.66,0.001,47643,76.0617446899414,47744,-604.86257867,46,333.119140625,1027
704,69.56,0.001,47913,175.72874450683594,48014,-604.76150352,46,330.7215270996094,1033
708,69.77,0.001,48190,86.85546875,48291,-603.1724165899999,46,351.0508117675781,1039
712,69.77,0.001,48448,169.17918395996094,48549,-602.61248264,46,353.8515625,1044
716,69.18,0.001,48697,55.892539978027344,48798,-590.75708061,46,348.84503173828125,1050
720,69.21,0.001,48962,102.04037475585938,49063,-589.51574425,46,342.28759765625,1056
724,68.77,0.001,49217,204.69114685058594,49318,-586.21534637,46,333.0797119140625,1061
728,69.4,0.001,49533,239.7137451171875,49634,-587.7633634900001,46,327.01519775390625,1068
732,69.49,0.001,49812,142.5707550048828,49913,-590.72515085,46,333.8360595703125,1074
736,70.05,0.001,50143,106.82657623291016,50244,-591.5000042500001,46,337.92315673828125,1082
740,69.81,0.001,50405,91.9376449584961,50506,-589.12730877,46,331.92889404296875,1087
744,69.95,0.001,50687,92.81068420410156,50788,-586.6013226900001,46,331.017333984375,1094
748,69.69,0.001,50947,67.78384399414062,51048,-584.2488762300001,46,352.293212890625,1099
752,69.33,0.001,51211,52.45722198486328,51312,-580.6524307799999,46,339.9361877441406,1105
756,69.48,0.001,51500,76.60150146484375,51601,-584.0186937,46,359.75482177734375,1112
760,69.78,0.001,51806,169.77780151367188,51907,-590.25149096,46,323.8211669921875,1118
764,69.66,0.001,52061,85.055419921875,52162,-592.41174532,46,326.6023254394531,1124
768,69.85,0.001,52335,73.32058715820312,52436,-596.02262403,46,340.63177490234375,1130
772,69.95,0.001,52624,221.37744140625,52725,-596.4429625900001,46,343.25665283203125,1136
776,70.3,0.001,52923,90.78572845458984,53024,-599.92512474,46,365.7734680175781,1143
780,70.07,0.001,53207,348.45184326171875,53308,-599.46827783,46,325.3857116699219,1149
784,70.25,0.001,53476,797.4287109375,53577,-601.4388680800001,46,324.80450439453125,1155
788,70.4,0.001,53738,86.95877075195312,53839,-601.50163676,46,347.361328125,1161
792,70.41,0.001,54036,173.1087646484375,54137,-607.83664134,46,338.5872802734375,1168
796,70.17,0.001,54328,120.34066772460938,54429,-599.88052922,46,353.40655517578125,1174
800,69.68,0.001,54611,192.46080017089844,54712,-595.59211733,46,328.2921142578125,1180
804,69.61,0.001,54874,155.52685546875,54975,-594.63783283,46,337.97174072265625,1186
808,69.42,0.001,55132,166.48046875,55233,-591.95466076,46,332.29931640625,1192
812,69.07,0.001,55355,587.9149780273438,55456,-586.8072015199999,46,331.02557373046875,1197
816,69.1,0.001,55607,107.67381286621094,55708,-589.20830441,46,328.43853759765625,1203
820,69.07,0.001,55869,120.48504638671875,55970,-592.85321618,46,350.30499267578125,1208
824,68.81,0.001,56098,76.87466430664062,56199,-586.8510008,46,354.63665771484375,1214
828,68.47,0.001,56380,183.498291015625,56481,-587.16265659,46,329.15362548828125,1220
832,68.49,0.001,56661,81.84919738769531,56762,-586.7407059699999,46,326.8656311035156,1226
836,67.69,0.001,56912,196.83334350585938,57013,-583.25419635,46,318.2574462890625,1232
840,67.82,0.001,57187,57.4139289855957,57288,-582.2446222,46,316.58258056640625,1238
844,67.57,0.001,57444,64.05911254882812,57545,-585.83791448,46,339.2798156738281,1244
848,68.18,0.001,57765,121.31523132324219,57866,-589.51667494,46,327.870849609375,1251
852,68.03,0.001,58014,330.32659912109375,58115,-590.9721036799999,46,348.8018493652344,1257
856,67.91,0.001,58291,69.28059387207031,58392,-585.06826096,46,325.8612060546875,1263
860,67.43,0.001,58549,256.78375244140625,58650,-579.77547602,46,356.212158203125,1269
864,67.39,0.001,58800,973.841552734375,58901,-580.731629,46,332.824951171875,1274
868,67.32,0.001,59067,117.0743408203125,59168,-577.5837146,46,332.68450927734375,1280
872,67.09,0.001,59333,115.65292358398438,59434,-572.7427407199999,46,335.34515380859375,1286
876,66.6,0.001,59583,79.65010833740234,59684,-567.3199029900001,46,309.674560546875,1292
880,66.61,0.001,59868,312.1912841796875,59969,-563.2641553899999,46,322.8126220703125,1298
884,66.79,0.001,60155,140.97975158691406,60256,-564.6252872,46,330.5697021484375,1305
888,66.81,0.001,60419,66.4493408203125,60520,-569.62951159,46,332.1079406738281,1311
892,66.56,0.001,60692,173.19683837890625,60793,-563.91814312,46,338.2283935546875,1317
896,66.16,0.001,60944,208.96572875976562,61045,-560.2483050899999,46,331.7575378417969,1323
900,66.0,0.001,61211,46.66227722167969,61312,-559.0300285099999,46,349.3826904296875,1329
904,66.12,0.001,61486,68.35356903076172,61587,-558.5344264800001,46,327.6867980957031,1335
908,66.11,0.001,61743,151.93203735351562,61844,-562.0311203599999,46,318.4006652832031,1341
912,66.34,0.001,61989,126.55670928955078,62090,-568.6304462499999,46,324.8680725097656,1347
916,66.09,0.001,62216,726.810791015625,62317,-566.91535231,46,325.07464599609375,1352
920,66.64,0.001,62533,143.32723999023438,62634,-571.19943673,46,353.5956115722656,1359
924,66.86,0.001,62784,191.45254516601562,62885,-576.4172730399999,46,321.1059875488281,1365
928,67.15,0.001,63095,96.99705505371094,63196,-580.88983013,46,342.75555419921875,1372
932,66.86,0.001,63347,108.9500732421875,63448,-576.5188305199999,46,309.97857666015625,1378
936,66.72,0.001,63584,155.18341064453125,63685,-574.83059886,46,332.97454833984375,1383
940,66.84,0.001,63871,93.76390838623047,63972,-576.5526299500001,46,335.5354919433594,1390
944,66.99,0.001,64143,158.73834228515625,64244,-576.4784933,45,347.65838623046875,1396
948,66.67,0.001,64432,83.22146606445312,64533,-578.3652004300001,45,319.3974914550781,1403
952,66.64,0.001,64678,193.2109375,64779,-578.79005137,45,313.7259521484375,1409
956,66.59,0.001,64950,205.86471557617188,65051,-583.00121124,45,341.8994445800781,1415
960,67.07,0.001,65256,74.15383911132812,65357,-585.73713771,45,325.2401428222656,1422
964,67.46,0.001,65546,212.65350341796875,65647,-593.4750670999999,45,306.49432373046875,1429
968,67.58,0.001,65825,134.46656799316406,65926,-596.98181498,45,332.70135498046875,1436
972,67.67,0.001,66100,272.12738037109375,66201,-601.49753082,45,296.0260314941406,1442
976,67.97,0.001,66380,114.83985900878906,66481,-605.0574657999999,45,350.84942626953125,1449
980,67.9,0.001,66658,89.21200561523438,66759,-604.55054075,45,331.40631103515625,1455
984,67.59,0.001,66914,267.8902587890625,67015,-601.27771707,45,316.3924560546875,1461
988,67.2,0.001,67139,145.12387084960938,67240,-595.44966331,45,320.1135559082031,1467
992,67.0,0.001,67392,121.3832778930664,67493,-592.22607636,45,333.94195556640625,1473
996,67.48,0.001,67692,69.84365844726562,67793,-599.41661532,45,322.5003967285156,1480
1000,67.65,0.001,67976,244.75091552734375,68077,-601.76966707,45,329.302978515625,1487
1004,67.38,0.001,68224,81.69005584716797,68325,-598.9601422,45,322.6764221191406,1493
1008,67.82,0.001,68525,149.73635864257812,68626,-597.2624234,45,335.94183349609375,1500
1012,67.95,0.001,68784,83.75958251953125,68885,-596.7527621,45,317.2832946777344,1506
1016,68.67,0.001,69083,133.82363891601562,69184,-608.7601544999999,45,330.0411376953125,1513
1020,68.12,0.001,69345,89.661376953125,69446,-602.42861074,45,329.61199951171875,1520
1024,68.56,0.001,69640,66.71318817138672,69741,-604.79285777,45,320.50360107421875,1527
1028,67.8,0.001,69875,727.9098510742188,69976,-593.3644501299999,45,328.98187255859375,1533
1032,68.41,0.001,70188,82.36734008789062,70289,-595.91587236,45,326.34521484375,1540
1036,68.46,0.001,70430,98.48255920410156,70531,-597.2299195500001,45,320.52716064453125,1546
1040,68.67,0.001,70738,45.477901458740234,70839,-599.47117638,45,340.32611083984375,1554
1044,69.15,0.001,71058,63.139434814453125,71159,-600.4384391299999,45,318.8280334472656,1562
1048,68.45,0.001,71277,122.16246032714844,71378,-588.5322935500001,45,309.7770690917969,1567
1052,68.24,0.001,71502,74.22438049316406,71603,-585.586101,45,320.8468933105469,1573
1056,68.4,0.001,71790,110.42762756347656,71891,-588.8684499200001,45,328.7386474609375,1580
1060,68.18,0.001,72074,87.24015045166016,72175,-588.8668534199999,45,324.6891784667969,1587
1064,68.27,0.001,72373,192.25172424316406,72474,-585.6470850799999,45,329.604736328125,1595
1068,67.96,0.001,72621,153.13783264160156,72722,-581.4323781899999,45,307.867919921875,1601
1072,67.84,0.001,72884,91.88597106933594,72985,-582.4268677599998,45,321.4456787109375,1608
1076,67.93,0.001,73173,83.60633087158203,73274,-585.59046019,45,330.2939147949219,1616
1080,67.96,0.001,73454,136.12478637695312,73555,-587.22445901,45,319.06744384765625,1623
1084,68.32,0.001,73746,142.74307250976562,73847,-585.8953945699999,45,318.3531494140625,1630
1088,68.59,0.001,73998,65.48072814941406,74099,-587.0304690899999,45,305.02386474609375,1637
1092,68.5,0.001,74242,109.59151458740234,74343,-584.3477525599999,45,311.0701599121094,1643
1096,68.07,0.001,74499,109.95928955078125,74600,-578.7882114399999,45,321.5444641113281,1650
1100,67.75,0.001,74751,91.28656768798828,74852,-571.60243856,45,315.5806884765625,1657
1104,68.0,0.001,75024,90.0794448852539,75125,-575.63921767,45,318.0851135253906,1664
1108,68.2,0.001,75345,58.967063903808594,75446,-579.0150992499999,45,328.59814453125,1672
1112,68.25,0.001,75609,122.35429382324219,75710,-578.19354929,45,318.6641845703125,1679
1116,67.54,0.001,75837,106.8043212890625,75938,-566.68575561,45,323.8349609375,1685
1120,67.8,0.001,76125,51.12445831298828,76226,-564.835801,45,329.22430419921875,1693
1124,67.43,0.001,76383,322.79180908203125,76484,-562.2615243,44,334.7056579589844,1700
1128,67.99,0.001,76674,87.66445922851562,76775,-569.8979103700001,44,313.7384033203125,1707
1132,67.44,0.001,76932,173.94598388671875,77033,-571.25712316,44,312.63116455078125,1714
1136,67.79,0.001,77209,109.80569458007812,77310,-574.55975632,44,307.0608825683594,1722
1140,67.17,0.001,77455,76.0631103515625,77556,-566.6587622200001,44,309.8491516113281,1728
1144,66.61,0.001,77719,54.74839782714844,77820,-564.46281815,44,312.32806396484375,1736
1148,67.2,0.001,77997,84.31503295898438,78098,-569.25846259,44,319.632080078125,1743
1152,68.04,0.001,78306,65.55226135253906,78407,-571.01752047,44,329.7379150390625,1751
1156,68.04,0.001,78594,593.886962890625,78695,-570.69106384,44,314.14300537109375,1759
1160,67.89,0.001,78863,56.109310150146484,78964,-570.62248742,44,324.37359619140625,1767
1164,66.98,0.001,79071,133.21908569335938,79172,-560.71152465,44,329.9394226074219,1772
1168,67.56,0.001,79377,173.38568115234375,79478,-567.9704301,44,308.0903625488281,1780
1172,67.32,0.001,79616,128.5248260498047,79717,-563.47251031,44,334.8432312011719,1787
1176,67.53,0.001,79926,122.05552673339844,80027,-563.5404630200001,44,300.8568420410156,1795
1180,67.2,0.001,80174,217.951171875,80275,-560.1193124,44,315.06671142578125,1802
1184,67.25,0.001,80471,137.210693359375,80572,-560.1313131899999,44,308.2327880859375,1810
1188,67.11,0.001,80709,112.31283569335938,80810,-559.07202954,44,293.660400390625,1817
1192,67.33,0.001,80975,281.38458251953125,81076,-563.7300225399999,44,307.93243408203125,1824
1196,67.12,0.001,81211,90.89422607421875,81312,-559.1454321400001,44,305.94921875,1830
1200,67.18,0.001,81469,51.881038665771484,81570,-563.59389513,44,295.7342834472656,1837
1204,67.18,0.001,81742,647.673095703125,81843,-561.1986990099999,44,304.22442626953125,1845
1208,66.57,0.001,82002,155.1961212158203,82103,-560.5329768500001,44,307.5404968261719,1852
1212,66.68,0.001,82277,85.01679992675781,82378,-562.9910844300001,44,315.224609375,1859
1216,66.94,0.001,82531,40.52277755737305,82632,-566.35446056,44,308.6831970214844,1866
1220,66.54,0.001,82779,91.90531921386719,82880,-566.6555127099999,44,314.208984375,1873
1224,66.62,0.001,83045,36.004310607910156,83146,-566.74712174,44,295.9922790527344,1880
1228,66.36,0.001,83310,805.178466796875,83411,-564.5639688400001,44,315.1231994628906,1887
1232,66.37,0.001,83569,73.87973022460938,83670,-564.695936,44,322.3014221191406,1895
1236,66.2,0.001,83829,295.9852294921875,83930,-561.6746865700001,44,298.9952392578125,1902
1240,66.64,0.001,84119,70.46018981933594,84220,-566.81156636,44,307.30413818359375,1910
