time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,train/critic_loss,train/learning_rate,train/n_updates,train/actor_loss
446,32842,288.01,-181.53743787000002,73,136,24.507282257080078,0.001,22841,-14.833637237548828
462,33661,291.94,-175.86592726000003,72,140,25.775686264038086,0.001,23660,-11.798086166381836
490,35093,302.14,-171.92005189000002,71,144,25.720487594604492,0.001,25092,-13.418232917785645
515,36423,310.06,-162.79730576999998,70,148,23.839794158935547,0.001,26422,-12.379563331604004
541,37751,318.34,-152.50750557000003,69,152,20.556690216064453,0.001,27750,-16.0242919921875
590,40236,339.24,-139.29743240999997,68,156,18.286090850830078,0.001,30235,-14.64793586730957
609,41244,345.8,-132.23971727,67,160,44.2135009765625,0.001,31243,-16.131656646728516
626,42092,349.92,-126.34644503,67,164,15.366538047790527,0.001,32091,-18.232507705688477
660,43836,363.17,-116.89490228999999,66,168,30.81097984313965,0.001,33835,-13.920101165771484
680,44864,369.82,-110.31378069000002,65,172,51.33808517456055,0.001,34863,-16.376197814941406
750,48434,401.35,-103.25703497000002,64,176,29.269865036010742,0.001,38433,-13.768779754638672
782,50062,412.99,-99.94845495000001,64,180,24.292264938354492,0.001,40061,-13.28584098815918
796,50781,415.5,-88.75820470999999,63,184,79.77781677246094,0.001,40780,-13.44778060913086
814,51731,420.48,-77.99262064,63,188,13.215237617492676,0.001,41730,-11.093987464904785
848,53426,433.49,-70.73740438,62,192,14.804718017578125,0.001,43425,-13.202340126037598
875,54832,430.67,-65.88315445,62,196,34.109954833984375,0.001,44831,-11.615492820739746
934,57786,440.65,-66.5855676,61,200,10.310626983642578,0.001,47785,-11.26047134399414
962,59189,438.86,-59.05955909,61,204,24.505531311035156,0.001,49188,-6.858663558959961
1008,61467,444.72,-59.13513879999999,60,208,8.159258842468262,0.001,51466,-9.061029434204102
1052,63680,444.69,-58.04713606999999,60,212,19.087060928344727,0.001,53679,-5.5598883628845215
1097,65902,446.33,-57.94282048999999,60,216,12.606283187866211,0.001,55901,-6.539465427398682
1140,68026,435.91,-55.567379649999985,59,220,10.630145072937012,0.001,58025,-9.749231338500977
1160,68982,417.49,-54.53640158,59,224,10.036250114440918,0.001,58981,-5.485894680023193
1189,70414,402.84,-51.199533409999994,59,228,20.13514518737793,0.001,60413,-5.7283501625061035
1208,71324,396.94,-52.42828523,59,232,15.499458312988281,0.001,61323,-7.233935356140137
1234,72576,397.34,-55.635905140000006,58,236,18.45038604736328,0.001,62575,-4.313798904418945
1248,73278,396.17,-54.971556719999995,58,240,12.296558380126953,0.001,63277,-7.382513046264648
1290,75252,401.59,-50.38593271,58,244,18.99885368347168,0.001,65251,-3.8934507369995117
1319,76646,402.23,-48.208908789999995,58,248,27.43364906311035,0.001,66645,-2.8802754878997803
1379,79378,416.27,-44.3564319,57,252,12.519105911254883,0.001,69377,-3.142996072769165
1463,83040,428.04,-46.304031080000016,56,256,28.793500900268555,0.001,73039,-4.085484981536865
1524,85493,442.49,-44.448677790000005,56,260,9.992003440856934,0.001,75492,-1.6168735027313232
1578,87630,455.38,-41.656288260000004,55,264,20.415603637695312,0.001,77629,-2.786154270172119
1609,88839,450.03,-45.76118555000001,55,268,14.11192512512207,0.001,78838,-4.127009391784668
1661,90883,460.19,-36.80435691,54,272,19.51138687133789,0.001,80882,-5.125922679901123
1713,92910,444.76,-28.700003519999996,54,276,74.3545913696289,0.001,82909,-4.309283256530762
1759,94683,446.21,-23.780479340000003,53,280,9.253621101379395,0.001,84682,-2.147045850753784
1794,96057,452.76,-20.192432380000003,53,284,17.68624496459961,0.001,86056,-3.3918142318725586
1842,97904,461.73,-13.067000820000002,53,288,22.399171829223633,0.001,87903,-4.072271347045898
1898,100124,466.98,-12.394413400000001,52,292,82.72000122070312,0.001,90123,-2.715496063232422
1947,102009,471.77,-3.2493391700000007,52,296,18.085739135742188,0.001,92008,-1.1031795740127563
1991,103732,459.46,6.964660650000001,52,300,15.492528915405273,0.001,93731,-5.010605812072754
2039,105600,464.11,16.052999689999996,51,304,20.396438598632812,0.001,95599,-4.521785259246826
2106,108197,467.3,22.228274779999996,51,308,12.644950866699219,0.001,98196,-7.149827480316162
2163,110390,467.1,23.879431219999997,51,312,21.36587142944336,0.001,100389,-1.8014200925827026
2214,112363,464.61,37.87128167000001,50,316,14.046917915344238,0.001,102362,-3.1684746742248535
2297,115475,474.49,39.970393220000005,50,320,21.262130737304688,0.001,105474,-3.564296245574951
2360,117744,487.62,46.729978540000005,49,324,7.9150824546813965,0.001,107743,-2.7658114433288574
2423,120176,497.62,46.14966491000001,49,328,23.40231704711914,0.001,110175,-1.9847608804702759
2489,122692,513.68,50.20808626,49,332,44.24340057373047,0.001,112691,-2.707528829574585
2545,124852,522.76,63.6128971,49,336,66.196533203125,0.001,114851,-2.819918155670166
2594,126711,534.33,70.97063766000001,48,340,16.723880767822266,0.001,116710,-5.527565002441406
2652,128908,536.56,71.2409099,48,344,16.740154266357422,0.001,118907,-2.3502440452575684
2708,131008,543.62,76.58852482,48,348,5.084812164306641,0.001,121007,-4.433432579040527
2746,132453,530.75,82.23894467,48,352,81.22399139404297,0.001,122452,-6.704337120056152
2807,134698,516.58,81.60116314,47,356,5.657183647155762,0.001,124697,-4.9514479637146
2849,136274,507.81,87.90045798,47,360,10.647459030151367,0.001,126273,-3.540595054626465
2888,137740,501.1,97.72186128999999,47,364,11.609831809997559,0.001,127739,-4.13626766204834
2921,138951,501.12,107.52481389,47,368,12.98167610168457,0.001,128950,-5.928761005401611
2977,141008,501.25,104.45878739000001,47,372,10.230398178100586,0.001,131007,-3.1619739532470703
3019,142576,496.66,110.05969255000004,47,376,67.84490966796875,0.001,132575,-4.047715663909912
3080,144780,500.97,112.45981243,47,380,8.412569046020508,0.001,134779,-3.150569438934326
3126,146463,504.06,118.07985878,46,384,25.736591339111328,0.001,136462,-3.77512264251709
3157,147600,496.96,120.0896685,46,388,21.934715270996094,0.001,137599,-4.707088947296143
3196,149000,488.76,123.02881674999998,46,392,9.043582916259766,0.001,138999,-1.9617758989334106
3255,151174,491.65,123.79787441,46,396,12.80904769897461,0.001,141173,-2.7074856758117676
3301,152824,490.92,122.3578908,46,400,20.398561477661133,0.001,142823,-5.351743698120117
3346,154451,488.51,123.10026223000001,46,404,12.016332626342773,0.001,144450,-2.569916248321533
3395,156215,480.18,130.6136224,46,408,8.017505645751953,0.001,146214,-9.031221389770508
3424,157245,468.55,143.86541193000002,45,412,12.13117790222168,0.001,147244,-2.8251378536224365
3469,158874,465.11,144.4568676,45,416,7.71350622177124,0.001,148873,-5.6996049880981445
3552,161852,463.77,143.77516714,45,420,7.743781089782715,0.001,151851,-5.636374473571777
3573,162608,448.64,139.13183581,45,424,25.204370498657227,0.001,152607,-8.953588485717773
3600,163557,433.81,141.45055769,45,428,13.599615097045898,0.001,153556,-8.34389877319336
3623,164405,417.13,144.1084501,45,432,11.044462203979492,0.001,154404,-7.3462700843811035
3702,167253,424.01,142.58126557000003,45,436,100.01731872558594,0.001,157252,-7.813076496124268
3722,167968,412.57,138.40020613000002,45,440,8.52175521850586,0.001,157967,-6.475822448730469
3754,169111,402.03,135.0056617,45,444,46.46913146972656,0.001,159110,-5.655256271362305
3776,169869,388.61,125.38050685,44,448,7.350012302398682,0.001,159868,-7.239096164703369
3808,171040,385.87,124.88394208,44,452,11.767660140991211,0.001,161039,-7.669518947601318
3876,173466,387.68,126.01483261,44,456,65.14334106445312,0.001,163465,-6.671879768371582
3920,175014,387.4,127.41867193,44,460,45.550697326660156,0.001,165013,-7.777181148529053
3962,176528,387.88,127.02199495000002,44,464,10.244691848754883,0.001,166527,-7.641261100769043
4005,178058,391.07,125.11315958000003,44,468,45.77654266357422,0.001,168057,-6.0267534255981445
4050,179640,386.32,125.61257575000002,44,472,11.931037902832031,0.001,169639,-6.6390485763549805
4101,181467,388.91,124.51197263,44,476,9.838014602661133,0.001,171466,-8.923996925354004
4147,183108,383.28,122.15550217,44,480,17.9136905670166,0.001,173107,-3.666118621826172
4196,184848,383.85,115.08310433000003,44,484,91.71395874023438,0.001,174847,-6.118785381317139
4243,186500,389.0,111.81001616000002,43,488,9.84090805053711,0.001,176499,-5.6549201011657715
4276,187676,386.76,111.71110444000001,43,492,14.361675262451172,0.001,177675,-2.3934714794158936
4318,189165,379.91,108.28706247,43,496,14.165243148803711,0.001,179164,-4.313135623931885
4373,191111,382.87,107.52582961999998,43,500,30.48678970336914,0.001,181110,-3.8225789070129395
4408,192316,378.65,103.34138105,43,504,21.6845645904541,0.001,182315,-3.1441802978515625
4453,193909,376.94,99.54709507,43,508,33.47026062011719,0.001,183908,-5.9747114181518555
4535,196820,395.75,90.08981608,43,512,32.90874481201172,0.001,186819,-4.381965160369873
4598,199024,401.5,90.30553237999997,43,516,15.570560455322266,0.001,189023,-4.541927814483643
4628,200055,382.03,92.23250377000001,43,520,12.195152282714844,0.001,190054,-4.172283172607422
4645,200659,380.51,93.62420571999999,43,524,17.210376739501953,0.001,190658,-2.5398027896881104
4706,202813,392.56,93.44540381,43,528,12.304283142089844,0.001,192812,-5.922921180725098
4756,204559,401.54,88.05615365999998,43,532,55.127037048339844,0.001,194558,-3.9962570667266846
4804,206235,389.82,86.99152065999999,42,536,16.67197608947754,0.001,196234,-4.607661724090576
4848,207728,397.6,94.34316767,42,540,23.88749122619629,0.001,197727,-6.326674938201904
4920,210251,411.4,95.18187151999997,42,544,12.517337799072266,0.001,200250,-5.733643531799316
4960,211644,417.75,103.32180786999999,42,548,14.118555068969727,0.001,201643,-6.018681526184082
5040,214386,433.46,98.22693593999999,42,552,65.89398193359375,0.001,204385,-3.574431896209717
5108,216733,432.67,106.15411406999998,42,556,7.855161666870117,0.001,206732,-6.809565544128418
5165,218719,437.05,103.60510902,42,560,25.867084503173828,0.001,208718,-7.7580060958862305
5234,221076,445.48,100.44287555000001,42,564,92.9891357421875,0.001,211075,-5.318001747131348
5294,223123,450.65,102.13476118999999,42,568,17.415037155151367,0.001,213122,-7.870772838592529
5351,225095,454.55,98.25683888999998,42,572,43.39806365966797,0.001,215094,-5.038047790527344
5422,227542,460.75,94.83258402999999,41,576,25.635597229003906,0.001,217541,-8.095258712768555
5490,229838,467.3,97.34407169999999,41,580,9.366344451904297,0.001,219837,-5.945671558380127
5517,230766,459.18,102.39764505,41,584,41.268882751464844,0.001,220765,-9.006875991821289
5546,231764,452.64,109.3027814,41,588,10.70315170288086,0.001,221763,-4.332364559173584
5577,232813,451.37,114.49396588000002,41,592,13.941906929016113,0.001,222812,-8.080184936523438
5604,233757,445.92,123.58812671,41,596,16.513582229614258,0.001,223756,-7.346463680267334
5626,234480,433.69,130.38923311,41,600,36.830238342285156,0.001,224479,-8.460592269897461
5643,235084,427.68,134.70162638999997,41,604,20.42374038696289,0.001,225083,-7.933271408081055
5659,235605,416.96,135.7178534,41,608,11.1456937789917,0.001,225604,-9.350332260131836
5681,236370,395.5,142.36198523000002,41,612,17.41312026977539,0.001,226369,-7.985610485076904
5734,238176,391.52,145.66777322000002,41,616,29.34876823425293,0.001,228175,-11.168183326721191
5762,239151,390.96,153.79474409,41,620,54.3769645690918,0.001,229150,-8.933942794799805
5806,240660,400.01,158.81441465999998,41,624,11.71122932434082,0.001,230659,-5.88462495803833
5848,242096,392.83,164.0503451,41,628,8.566929817199707,0.001,232095,-8.566790580749512
5869,242814,382.55,171.26053119,41,632,37.95298767089844,0.001,232813,-6.5833892822265625
5901,243888,376.53,175.14659489000002,41,636,50.266998291015625,0.001,233887,-8.569984436035156
5934,245036,373.08,171.15512767,41,640,15.00549030303955,0.001,235035,-8.363139152526855
5962,246001,357.5,180.67363149000005,41,644,57.660945892333984,0.001,236000,-9.466736793518066
5997,247184,355.4,183.73778494,41,648,47.340213775634766,0.001,237183,-4.893447399139404
6043,248774,343.88,192.48594675999996,41,652,37.833465576171875,0.001,238773,-8.349844932556152
6079,249997,332.64,194.58308488999998,41,656,10.691507339477539,0.001,239996,-6.533054351806641
6110,251056,323.37,197.88196652999994,41,660,17.236440658569336,0.001,241055,-8.367101669311523
6166,252969,318.93,201.53381933,41,664,7.813754081726074,0.001,242968,-8.599146842956543
6223,254920,317.97,203.66060398999997,40,668,15.442122459411621,0.001,244919,-9.307965278625488
6247,255742,306.47,213.93001550999998,40,672,27.32131576538086,0.001,245741,-9.773906707763672
6281,256887,293.45,219.63570173999997,40,676,10.182439804077148,0.001,246886,-9.833959579467773
6304,257653,278.15,222.43042117000002,40,680,7.2374372482299805,0.001,247652,-12.117679595947266
6328,258481,277.15,223.9914496,40,684,10.656780242919922,0.001,248480,-10.919478416442871
6363,259675,279.11,222.48879719,40,688,68.02229309082031,0.001,249674,-12.481542587280273
6404,261038,282.25,222.68142511000002,40,692,8.810919761657715,0.001,251037,-9.68085765838623
6436,262120,283.63,222.54324052999996,40,696,40.73198699951172,0.001,252119,-10.765053749084473
6469,263237,287.57,225.14250187999997,40,700,11.802581787109375,0.001,253236,-16.47214126586914
6505,264457,293.73,228.88606216999997,40,704,36.67695617675781,0.001,254456,-12.707717895507812
6536,265515,299.1,232.82964036,40,708,14.45171070098877,0.001,255514,-13.958219528198242
6578,266947,305.77,235.50125422999997,40,712,46.186119079589844,0.001,256946,-14.072980880737305
6611,268039,298.63,236.92113912000002,40,716,12.362584114074707,0.001,258038,-15.238648414611816
6643,269138,299.87,237.30959668,40,720,14.885196685791016,0.001,259137,-13.403124809265137
6673,270153,294.93,238.50802602,40,724,73.11544799804688,0.001,260152,-16.17423439025879
6702,271116,290.2,239.20758421999994,40,728,17.367008209228516,0.001,261115,-15.294303894042969
6730,272065,292.51,240.3200608,40,732,13.781269073486328,0.001,262064,-17.06534194946289
6764,273177,292.89,240.06132651,40,736,32.827110290527344,0.001,263176,-16.66456413269043
6797,274293,292.57,246.68601857999994,40,740,7.443945407867432,0.001,264292,-13.281499862670898
6847,275953,299.52,244.34383037999999,40,744,10.061572074890137,0.001,265952,-15.886837005615234
6872,276801,296.17,244.90658756999997,40,748,11.529218673706055,0.001,266800,-16.09677505493164
6909,278034,292.6,244.57346129999993,40,752,50.571922302246094,0.001,268033,-18.013259887695312
6945,279258,292.61,243.87712808999996,40,756,17.121570587158203,0.001,269257,-17.397470474243164
6990,280755,296.99,242.36366881999996,40,760,10.378201484680176,0.001,270754,-18.60808753967285
7029,282089,291.2,243.3827737,40,764,6.637153625488281,0.001,272088,-14.70606517791748
7076,283680,287.6,243.78597914000002,40,768,5.685891151428223,0.001,273679,-17.07770538330078
7116,285023,292.81,242.26444738,40,772,15.316143989562988,0.001,275022,-18.304906845092773
7154,286321,294.34,241.36568169999995,40,776,16.511428833007812,0.001,276320,-14.117859840393066
7193,287615,299.62,243.02229359999998,39,780,64.83071899414062,0.001,277614,-16.340238571166992
7241,289236,307.55,243.65229588,39,784,8.978109359741211,0.001,279235,-20.313032150268555
7304,291362,316.87,239.82042955,39,788,9.180419921875,0.001,281361,-16.42959976196289
7331,292263,312.25,240.59457232,39,792,30.170907974243164,0.001,282262,-18.61557388305664
7353,293005,308.85,240.26974311,39,796,22.10308837890625,0.001,283004,-18.406858444213867
7384,294055,308.18,239.65245232,39,800,17.360023498535156,0.001,284054,-19.94261932373047
7422,295327,308.7,239.10142503000003,39,804,9.99692440032959,0.001,285326,-19.74831771850586
7446,296154,306.39,239.43612871000002,39,808,10.27560806274414,0.001,286153,-20.094722747802734
7474,297077,301.3,239.37964073000003,39,812,8.123553276062012,0.001,287076,-18.467931747436523
7510,298287,302.48,238.45520097000008,39,816,36.0853385925293,0.001,288286,-17.26512908935547
7538,299224,300.86,238.45446208,39,820,8.876487731933594,0.001,289223,-20.095216751098633
7566,300176,300.23,237.62388024,39,824,34.95271301269531,0.001,290175,-16.936620712280273
7597,301204,300.88,238.01415298,39,828,15.682146072387695,0.001,291203,-18.344467163085938
7654,303109,310.44,235.83856712,39,832,13.8088960647583,0.001,293108,-19.115285873413086
7687,304192,310.15,236.63121168,39,836,29.52172088623047,0.001,294191,-18.383934020996094
7744,306093,318.0,231.94093812,39,840,17.69518280029297,0.001,296092,-18.405488967895508
7800,307938,319.85,232.63936900999997,39,844,38.654319763183594,0.001,297937,-18.226459503173828
7828,308879,320.78,228.87570782999998,39,848,43.22678756713867,0.001,298878,-20.608957290649414
7859,309926,318.92,229.57876701999993,39,852,12.68376350402832,0.001,299925,-16.86748695373535
7881,310654,313.96,230.36235748999997,39,856,8.477895736694336,0.001,300653,-19.702571868896484
7904,311409,306.54,227.32152523000002,39,860,12.735968589782715,0.001,301408,-20.233356475830078
7927,312170,300.81,222.92620528999998,39,864,20.52071189880371,0.001,302169,-20.324092864990234
7950,312945,292.65,223.6669972,39,868,24.50558090209961,0.001,302944,-19.083900451660156
7978,313885,288.62,218.96237038000004,39,872,9.500701904296875,0.001,303884,-21.794628143310547
8002,314676,283.55,220.61365361000003,39,876,29.522932052612305,0.001,304675,-19.74146270751953
8028,315537,279.22,221.53422372000006,39,880,72.81961822509766,0.001,305536,-21.518217086791992
8058,316544,273.08,223.65295222,39,884,58.35627746582031,0.001,306543,-22.264114379882812
8085,317454,260.92,225.13752087000003,39,888,14.589010238647461,0.001,307453,-25.35738182067871
8118,318547,262.84,225.16125949000002,39,892,36.77568817138672,0.001,308546,-20.525150299072266
8147,319504,264.99,225.65916750999997,39,896,25.534786224365234,0.001,309503,-21.49068832397461
8185,320776,267.21,225.75209974000006,39,900,39.929893493652344,0.001,310775,-19.55743980407715
8209,321589,262.62,226.72574944,39,904,8.941370010375977,0.001,311588,-23.45880126953125
8247,322851,266.97,226.34545822,39,908,76.17598724365234,0.001,312850,-25.646831512451172
8286,324133,270.56,223.23322027999998,39,912,28.26763153076172,0.001,314132,-21.580541610717773
8315,325111,268.24,223.85636044999998,39,916,47.439552307128906,0.001,315110,-22.613693237304688
8349,326229,270.05,219.22051864999997,39,920,31.056039810180664,0.001,316228,-22.971328735351562
8394,327726,275.5,218.96811515,39,924,15.560672760009766,0.001,317725,-22.49262809753418
8427,328843,276.39,218.30765578999998,39,928,10.670206069946289,0.001,318842,-18.55478286743164
8468,330200,270.91,216.94453793000005,38,932,9.242950439453125,0.001,320199,-20.666976928710938
8503,331329,271.37,216.84390974000002,38,936,17.601688385009766,0.001,321328,-22.144153594970703
8537,332457,263.64,221.97834998999994,38,940,27.823867797851562,0.001,322456,-24.188806533813477
8573,333621,256.83,221.78939678999996,38,944,12.706236839294434,0.001,323620,-26.83955192565918
8601,334562,256.83,225.28128345999997,38,948,27.655364990234375,0.001,324561,-20.91914939880371
8654,336296,263.7,219.78805866000002,38,952,14.242103576660156,0.001,326295,-23.297842025756836
8682,337217,265.63,220.66178271999996,38,956,63.89107131958008,0.001,327216,-25.31435775756836
8723,338572,271.63,225.08273688,38,960,67.7881851196289,0.001,328571,-25.099042892456055
8758,339721,275.51,226.11501917,38,964,65.8115234375,0.001,329720,-22.860036849975586
8812,341491,285.46,224.55614864999995,38,968,211.65444946289062,0.001,331490,-24.91668128967285
8871,343436,295.51,226.84381431000003,38,972,9.654524803161621,0.001,333435,-24.360492706298828
8893,344144,294.68,225.02032486999997,38,976,27.06690788269043,0.001,334143,-22.664892196655273
8915,344870,293.33,226.24065539999995,38,980,15.83320140838623,0.001,334869,-24.333566665649414
8958,346289,297.45,222.15091731999996,38,984,10.032209396362305,0.001,336288,-26.386478424072266
9002,347752,302.98,220.83473948,38,988,59.26664733886719,0.001,337751,-25.512868881225586
9025,348508,299.61,221.13600015,38,992,18.44867706298828,0.001,338507,-26.9476375579834
9083,350404,309.0,217.97607774999994,38,996,7.705183982849121,0.001,340403,-25.301734924316406
9127,351854,310.78,214.93652938,38,1000,47.30015182495117,0.001,341853,-23.823841094970703
9206,354440,328.51,205.25483128999994,38,1004,49.33714294433594,0.001,344439,-24.80475616455078
9226,355105,322.54,205.66899431000002,38,1008,23.15790367126465,0.001,345104,-25.554920196533203
9250,355901,317.68,209.04341497,38,1012,29.323516845703125,0.001,345900,-27.40668296813965
9272,356600,314.89,207.29563718999995,38,1016,26.071134567260742,0.001,346599,-23.298969268798828
9315,358037,318.08,206.60296229,38,1020,12.226788520812988,0.001,348036,-23.116134643554688
9363,359585,318.59,204.45543800999997,38,1024,21.829452514648438,0.001,349584,-23.093887329101562
9392,360547,317.04,205.0162904,38,1028,28.71985626220703,0.001,350546,-24.30158042907715
9425,361649,314.49,208.26495338999996,38,1032,24.642623901367188,0.001,351648,-21.276777267456055
9450,362448,311.19,208.37753401999998,38,1036,23.003196716308594,0.001,352447,-23.39728546142578
9478,363387,309.3,208.35526866,38,1040,10.108823776245117,0.001,353386,-23.78412437438965
9509,364415,307.94,207.56477776000003,38,1044,26.61122703552246,0.001,354414,-24.414291381835938
9535,365261,306.99,207.8933758,38,1048,8.126384735107422,0.001,355260,-22.910032272338867
9562,366169,298.73,210.41147742,38,1052,29.27826690673828,0.001,356168,-22.506467819213867
9592,367149,299.32,208.86367100000007,38,1056,31.56817626953125,0.001,357148,-22.65642547607422
9642,368808,302.36,201.88111363000004,38,1060,13.686355590820312,0.001,358807,-22.251253128051758
9676,369893,301.72,205.17938352000002,38,1064,40.863983154296875,0.001,359892,-24.16675567626953
9700,370692,292.01,207.15784340999994,38,1068,9.316457748413086,0.001,360691,-27.229169845581055
9722,371423,279.87,210.56528537999998,38,1072,9.687376022338867,0.001,361422,-20.483840942382812
9752,372412,282.68,211.40952981000007,38,1076,45.15411376953125,0.001,362411,-22.03448486328125
9774,373124,282.54,208.97159116,38,1080,13.038674354553223,0.001,363123,-21.303098678588867
9801,374018,277.29,212.75961380999996,38,1084,35.49073791503906,0.001,364017,-23.715717315673828
9831,374996,272.44,214.56880073,38,1088,9.601493835449219,0.001,364995,-21.39923858642578
9874,376406,278.98,212.51602185000004,38,1092,103.70980072021484,0.001,366405,-25.39968490600586
9913,377678,272.74,214.88060083999997,38,1096,14.210704803466797,0.001,367677,-23.880680084228516
9951,378926,270.72,218.51164821000003,38,1100,25.164079666137695,0.001,368925,-21.399152755737305
9981,379884,254.44,228.05035664000002,38,1104,60.94072723388672,0.001,369883,-24.596879959106445
10009,380810,257.05,228.47329987,38,1108,43.89546585083008,0.001,370809,-21.485107421875
10057,382357,264.56,228.78263913000004,38,1112,12.530155181884766,0.001,372356,-24.33316993713379
10104,383902,273.02,228.10970669,37,1116,11.132406234741211,0.001,373901,-23.54486656188965
10140,385070,270.33,231.00529977000002,37,1120,56.49870681762695,0.001,375069,-23.006118774414062
10170,386060,264.75,232.18965694,37,1124,25.385906219482422,0.001,376059,-26.39727783203125
10216,387564,270.17,231.50652485999998,37,1128,69.29998779296875,0.001,377563,-26.423002243041992
10244,388505,268.56,232.40528117000002,37,1132,27.2606258392334,0.001,378504,-25.341554641723633
10271,389374,269.26,232.37456582000002,37,1136,26.68511962890625,0.001,379373,-28.251750946044922
