rollout/ep_rew_mean,train/critic_loss,time/episodes,train/actor_loss,rollout/ep_len_mean,time/time_elapsed,time/fps,time/total_timesteps,train/n_updates,train/learning_rate
44.09062370000001,7.283749580383301,292,5.31291389465332,671.66,4238,42,180896,180795,0.001
47.545494129999994,5.033336639404297,296,8.841585159301758,692.04,4348,42,184896,184795,0.001
49.448800489999996,3.8646111488342285,300,6.037163734436035,707.61,4459,42,188896,188795,0.001
50.19345105999999,30.944448471069336,304,6.134765148162842,710.09,4554,42,192347,192246,0.001
46.017596329999996,232.120361328125,308,5.987056255340576,725.34,4650,42,195743,195642,0.001
49.92003527,4.045008659362793,312,7.803589820861816,732.72,4721,41,198278,198177,0.001
47.458402080000006,8.720195770263672,316,8.668442726135254,725.72,4767,41,199884,199783,0.001
48.66560076,4.030576229095459,320,7.728018760681152,736.65,4838,41,202430,202329,0.001
57.02640094,2.6728034019470215,324,7.972977638244629,725.58,4895,41,204460,204359,0.001
54.80255155999999,6.471554756164551,328,9.655383110046387,713.51,4945,41,206243,206142,0.001
63.94163880999999,8.157525062561035,332,8.647533416748047,710.89,4991,41,207879,207778,0.001
66.35016533999999,132.99537658691406,336,3.0578441619873047,696.5,5038,41,209556,209455,0.001
68.9081118,4.177076816558838,340,4.3476667404174805,690.94,5098,41,211678,211577,0.001
77.45450233000001,7.3298492431640625,344,0.23619228601455688,672.12,5155,41,213700,213599,0.001
82.35888332,8.723936080932617,348,5.579699516296387,671.23,5213,41,215731,215630,0.001
84.18288240000001,113.83805847167969,352,4.905437469482422,684.08,5302,41,218907,218806,0.001
74.73599931,5.01517391204834,356,4.307087421417236,706.65,5414,41,222907,222806,0.001
70.90733577,3.990522861480713,360,3.1590850353240967,732.5,5526,41,226907,226806,0.001
71.61489628,4.553311824798584,364,2.1830220222473145,741.1,5638,40,230907,230806,0.001
75.11387728999999,89.49072265625,368,5.3327765464782715,755.36,5751,40,234907,234806,0.001
75.23522693,3.941275119781494,372,1.613008737564087,756.02,5864,40,238907,238806,0.001
73.14746686000002,11.015880584716797,376,6.305015563964844,763.83,5973,40,242793,242692,0.001
76.90847754,4.643835544586182,380,6.8077898025512695,761.47,6070,40,246212,246111,0.001
79.54910205,2.5583443641662598,384,5.565898895263672,752.97,6126,40,248193,248092,0.001
88.17372505999998,3.6892752647399902,388,6.480264663696289,733.77,6185,40,250273,250172,0.001
96.95160496000003,9.718494415283203,392,4.319555759429932,707.98,6226,40,251694,251593,0.001
102.97174857000002,7.559093475341797,396,10.326277732849121,680.51,6261,40,252947,252846,0.001
110.28411878000003,4.505701065063477,400,6.775402069091797,662.73,6324,40,255169,255068,0.001
118.20816499,5.828285217285156,404,7.080282211303711,648.27,6381,40,257174,257073,0.001
122.72592956,3.1073598861694336,408,6.376747131347656,639.52,6453,40,259695,259594,0.001
127.16323703000002,3.188992977142334,412,3.5993800163269043,635.1,6513,40,261788,261687,0.001
130.48392542,3.371285915374756,416,5.213424205780029,635.52,6560,40,263436,263335,0.001
130.41606934,3.6175830364227295,420,8.643548011779785,631.33,6620,40,265563,265462,0.001
128.30080404000003,6.370669364929199,424,2.9374542236328125,630.2,6675,40,267480,267379,0.001
124.98551653,4.147503852844238,428,7.359720706939697,629.42,6724,40,269185,269084,0.001
124.01907214,3.6761555671691895,432,9.098084449768066,631.06,6776,39,270985,270884,0.001
125.78934721,2.1927223205566406,436,7.06251335144043,634.11,6833,39,272967,272866,0.001
126.3164716,5.474788665771484,440,5.592118740081787,624.87,6867,39,274165,274064,0.001
126.77377735999997,3.081395149230957,444,6.011641502380371,617.84,6905,39,275484,275383,0.001
128.32995458,2.2636451721191406,448,4.123044490814209,611.38,6945,39,276869,276768,0.001
131.14254370999998,3.0947556495666504,452,8.882763862609863,596.12,6993,39,278519,278418,0.001
143.03537698,5.357609748840332,456,3.621295213699341,566.11,7022,39,279518,279417,0.001
154.99287167999998,5.227447509765625,460,5.860307693481445,537.23,7054,39,280630,280529,0.001
166.2957685,4.406795024871826,464,7.048340797424316,508.65,7087,39,281772,281671,0.001
174.29017919999998,8.848028182983398,468,6.660982131958008,485.6,7136,39,283467,283366,0.001
181.68422585,51.714073181152344,472,2.6769120693206787,458.93,7175,39,284800,284699,0.001
188.60382374000005,2.031294345855713,476,4.792363166809082,439.97,7232,39,286790,286689,0.001
191.26281537000003,3.6357908248901367,480,3.1573171615600586,423.05,7282,39,288517,288416,0.001
192.74586906000002,3.692338466644287,484,2.710171937942505,412.47,7308,39,289440,289339,0.001
197.70831892,8.517768859863281,488,2.6063039302825928,400.53,7334,39,290326,290225,0.001
200.23804304,4.066921234130859,492,1.1622141599655151,405.7,7389,39,292264,292163,0.001
203.64180224,5.225222587585449,496,2.4679486751556396,403.64,7419,39,293311,293210,0.001
204.96157094000003,23.095224380493164,500,2.2424795627593994,397.68,7466,39,294937,294836,0.001
206.70869323,51.476966857910156,504,6.68363094329834,388.56,7498,39,296030,295929,0.001
211.24466643000002,2.375486373901367,508,4.548317909240723,372.53,7525,39,296948,296847,0.001
206.51770595,6.073429107666016,512,3.0521328449249268,375.8,7594,39,299368,299267,0.001
208.29528488000003,4.297018527984619,516,4.453741073608398,367.88,7618,39,300224,300123,0.001
213.60026512000002,5.754316329956055,520,2.9563205242156982,355.37,7644,39,301100,300999,0.001
214.09681726000002,3.773084878921509,524,1.5097538232803345,353.53,7693,39,302833,302732,0.001
222.81181036,45.94889831542969,528,5.6741485595703125,347.86,7726,39,303971,303870,0.001
221.18253364,6.592416763305664,532,3.9685306549072266,345.95,7772,39,305580,305479,0.001
222.83792481,4.8561506271362305,536,3.6648590564727783,345.13,7827,39,307480,307379,0.001
221.98038473999998,8.601991653442383,540,1.4494670629501343,349.64,7875,39,309129,309028,0.001
222.48105419,5.203239440917969,544,1.1819519996643066,348.92,7910,39,310376,310275,0.001
222.72190676,8.913972854614258,548,5.171715259552002,343.1,7934,39,311179,311078,0.001
221.80083102000003,12.318998336791992,552,-0.9227999448776245,350.61,8003,39,313580,313479,0.001
222.13877322999997,6.510378837585449,556,3.2747530937194824,351.72,8035,39,314690,314589,0.001
221.85899446000002,7.169221878051758,560,5.170813083648682,352.48,8069,39,315878,315777,0.001
222.90741679999996,2.863922595977783,564,3.891930341720581,350.16,8095,39,316788,316687,0.001
226.25736413999996,4.960737228393555,568,1.4427968263626099,343.3,8125,39,317797,317696,0.001
226.89106314999998,49.07242965698242,572,2.2211482524871826,349.63,8182,39,319763,319662,0.001
229.99161991,61.08328628540039,576,-0.9458779096603394,339.82,8211,39,320772,320671,0.001
233.45204578000002,7.957602500915527,580,4.050004959106445,333.64,8243,39,321881,321780,0.001
229.96338380999998,5.618632793426514,584,-0.1689389944076538,336.94,8279,39,323134,323033,0.001
225.33367138999998,10.784235954284668,588,-0.86253821849823,347.38,8335,38,325064,324963,0.001
226.18151754,9.089136123657227,592,-0.8919214010238647,339.05,8367,38,326169,326068,0.001
226.50853117,3.70682430267334,596,1.3148291110992432,338.69,8396,38,327180,327079,0.001
225.84216605999998,7.425895690917969,600,-0.225245863199234,340.5,8448,38,328987,328886,0.001
225.93643503000004,7.0370774269104,604,-0.8710081577301025,339.07,8476,38,329937,329836,0.001
223.87749608,4.903094291687012,608,-0.023103177547454834,346.78,8524,38,331626,331525,0.001
230.03453723,4.8368000984191895,612,-3.7422919273376465,330.42,8547,38,332410,332309,0.001
229.65323966000003,18.634315490722656,616,-0.5532037615776062,330.17,8571,38,333241,333140,0.001
228.97186865,3.754293441772461,620,0.2964026927947998,327.69,8589,38,333869,333768,0.001
231.83355036999998,4.38203239440918,624,0.24900469183921814,317.63,8610,38,334596,334495,0.001
232.65295002000002,12.040689468383789,628,-0.6266446113586426,315.23,8637,38,335494,335393,0.001
236.41149586000006,4.8422746658325195,632,-2.466373920440674,307.5,8661,38,336330,336229,0.001
239.00662676,43.13104248046875,636,-1.837293028831482,297.03,8685,38,337183,337082,0.001
241.00888052,5.211407661437988,640,-3.3822500705718994,288.01,8707,38,337930,337829,0.001
240.85336786000005,42.79499053955078,644,-3.1655263900756836,285.89,8737,38,338965,338864,0.001
242.14961417000004,14.856904029846191,648,-4.981813430786133,286.62,8762,38,339841,339740,0.001
244.20226124,6.069652557373047,652,-1.138428807258606,276.05,8801,38,341185,341084,0.001
244.96836542,35.98478698730469,656,-9.24786376953125,272.71,8823,38,341961,341860,0.001
245.77016048,4.763345718383789,660,-2.1573405265808105,270.47,8851,38,342925,342824,0.001
246.47819519999993,4.124148368835449,664,-4.819272994995117,270.05,8876,38,343793,343692,0.001
247.26743406999998,8.265470504760742,668,-6.605808734893799,267.89,8899,38,344586,344485,0.001
250.13472982,9.018813133239746,672,-5.534925937652588,257.15,8925,38,345478,345377,0.001
249.64682005999995,3.0274102687835693,676,-5.6749467849731445,257.29,8955,38,346501,346400,0.001
250.94066639999997,4.2971954345703125,680,-7.192201614379883,254.37,8979,38,347318,347217,0.001
254.8802739,5.406210899353027,684,-8.735771179199219,250.5,9004,38,348184,348083,0.001
258.02150074,5.265209197998047,688,-8.119721412658691,246.0,9047,38,349664,349563,0.001
257.97138094999997,9.3522310256958,692,-2.812896251678467,243.65,9072,38,350534,350433,0.001
261.19512058,4.778223991394043,696,-7.2843732833862305,243.75,9102,38,351555,351454,0.001
264.4549810099999,3.982428789138794,700,-5.9662394523620605,237.76,9137,38,352763,352662,0.001
264.35954828999996,22.786239624023438,704,-9.146509170532227,236.04,9159,38,353541,353440,0.001
266.11475519,37.14395523071289,708,-6.5550689697265625,230.98,9194,38,354724,354623,0.001
265.57456903,6.303501129150391,712,-10.333218574523926,231.21,9217,38,355531,355430,0.001
264.55714922,9.730056762695312,716,-10.994274139404297,234.41,9251,38,356682,356581,0.001
264.79774065,27.00804901123047,720,-10.981637954711914,238.1,9279,38,357679,357578,0.001
265.27729703999995,7.915440559387207,724,-10.362794876098633,240.22,9307,38,358618,358517,0.001
264.75700192000005,6.3356218338012695,728,-9.287642478942871,241.95,9338,38,359689,359588,0.001
264.2395349,4.154086112976074,732,-10.872787475585938,241.88,9362,38,360518,360417,0.001
262.71020234,29.282743453979492,736,-6.730081081390381,241.34,9385,38,361317,361216,0.001
263.04837556999996,21.08717155456543,740,-10.353860855102539,242.7,9411,38,362200,362099,0.001
262.90933009,6.129722595214844,744,-7.7276129722595215,240.58,9434,38,363023,362922,0.001
262.00692183000007,5.636845588684082,748,-8.143319129943848,239.85,9458,38,363826,363725,0.001
265.97942103,75.53684997558594,752,-11.12032699584961,235.8,9485,38,364765,364664,0.001
265.8922819099999,115.65444946289062,756,-10.102160453796387,236.01,9508,38,365562,365461,0.001
264.74377647,5.511345863342285,760,-9.428459167480469,236.03,9536,38,366528,366427,0.001
260.05562039,32.699867248535156,764,-10.963071823120117,237.42,9565,38,367535,367434,0.001
260.1419492,7.706047058105469,768,-13.917804718017578,236.8,9587,38,368266,368165,0.001
260.96533521000003,5.861459732055664,772,-16.127662658691406,236.13,9611,38,369091,368990,0.001
260.75154879,51.43115997314453,776,-12.543842315673828,234.97,9637,38,369998,369897,0.001
261.32689388,28.632253646850586,780,-13.769177436828613,234.72,9660,38,370790,370689,0.001
261.31210852,5.604577541351318,784,-12.971784591674805,234.14,9684,38,371598,371497,0.001
257.3193381,5.063563346862793,788,-12.946157455444336,228.65,9711,38,372529,372428,0.001
257.43309898,28.646724700927734,792,-10.237923622131348,232.5,9747,38,373784,373683,0.001
257.51058111,4.874266624450684,796,-13.969406127929688,230.41,9771,38,374596,374495,0.001
257.88673438,9.433917045593262,800,-17.327560424804688,226.17,9794,38,375380,375279,0.001
258.18037115000004,11.052002906799316,804,-17.378084182739258,227.77,9821,38,376318,376217,0.001
259.00484971000003,89.84626007080078,808,-18.386220932006836,223.76,9844,38,377100,376999,0.001
259.6329111,8.913070678710938,812,-19.271841049194336,223.19,9866,38,377850,377749,0.001
260.35330384,27.218969345092773,816,-15.761430740356445,219.16,9888,38,378598,378497,0.001
260.65427388999996,27.57711410522461,820,-16.159494400024414,217.12,9911,38,379391,379290,0.001
260.85077116,5.053947448730469,824,-14.540696144104004,217.36,9939,38,380354,380253,0.001
261.33580541000003,4.424687385559082,828,-15.281232833862305,213.68,9959,38,381057,380956,0.001
262.13675891,23.058032989501953,832,-15.705872535705566,214.11,9985,38,381929,381828,0.001
257.89747223,6.520641803741455,836,-19.386211395263672,218.07,10020,38,383124,383023,0.001
257.85150258,3.6212000846862793,840,-16.848812103271484,216.59,10042,38,383859,383758,0.001
258.20698799,68.81961059570312,844,-18.517169952392578,217.13,10067,38,384736,384635,0.001
257.37852528999997,4.817463397979736,848,-18.358022689819336,216.6,10089,38,385486,385385,0.001
257.34053695,3.890998601913452,852,-17.950651168823242,215.43,10113,38,386308,386207,0.001
256.09517339000007,28.793560028076172,856,-18.316898345947266,216.41,10139,38,387203,387102,0.001
257.28688934,8.958934783935547,860,-20.24958610534668,213.7,10159,38,387898,387797,0.001
260.0874488,28.180089950561523,864,-17.40471839904785,213.24,10188,38,388859,388758,0.001
260.29578733999995,5.465641975402832,868,-14.789681434631348,214.5,10213,38,389716,389615,0.001
260.40167872,21.555028915405273,872,-18.274337768554688,213.57,10234,38,390448,390347,0.001
261.24218781,6.798370361328125,876,-19.75725555419922,211.31,10254,38,391129,391028,0.001
259.70760839,55.73475646972656,880,-17.390987396240234,212.36,10280,38,392026,391925,0.001
255.81324374,46.01283264160156,884,-14.7240571975708,219.94,10326,38,393592,393491,0.001
259.94896994000004,5.132795333862305,888,-22.128686904907227,220.81,10356,38,394610,394509,0.001
253.55790894999998,21.9406795501709,892,-18.27463150024414,232.02,10425,38,396986,396885,0.001
250.96546445,41.787506103515625,896,-22.664037704467773,239.62,10471,38,398558,398457,0.001
247.81582585999996,27.744640350341797,900,-18.925504684448242,239.48,10494,38,399328,399227,0.001
247.06641427,28.757774353027344,904,-19.450468063354492,243.25,10532,38,400643,400542,0.001
