rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/critic_loss,train/learning_rate,train/ent_coef,train/actor_loss,train/n_updates
337.29,37801,140,-124.81042214999998,66,571,3.419309139251709,0.0003,0.10000000149011612,-17.567834854125977,27800
354.61,39952,144,-114.62018897,64,615,7.675041675567627,0.0003,0.10000000149011612,-21.350187301635742,29951
374.41,42337,148,-96.56146577,63,663,14.067567825317383,0.0003,0.10000000149011612,-22.904430389404297,32336
398.12,45155,152,-85.33474301000003,62,721,6.375137805938721,0.0003,0.10000000149011612,-24.609596252441406,35154
420.28,47902,156,-75.95301996,61,777,10.134991645812988,0.0003,0.10000000149011612,-21.85167694091797,37901
429.05,49208,160,-59.8963569,61,803,12.774785995483398,0.0003,0.10000000149011612,-24.15026092529297,39207
437.54,50441,164,-40.48800196,60,829,5.64477014541626,0.0003,0.10000000149011612,-29.03478240966797,40440
449.5,52079,168,-22.337547849999996,60,862,12.312480926513672,0.0003,0.10000000149011612,-26.00887680053711,42078
458.65,53463,172,-6.222320030000003,60,890,5.626840591430664,0.0003,0.10000000149011612,-25.954004287719727,43462
472.91,55246,176,8.088536340000001,59,926,15.941898345947266,0.0003,0.10000000149011612,-21.57572364807129,45245
482.15,56532,180,25.28079307,59,953,7.188163757324219,0.0003,0.10000000149011612,-27.5887451171875,46531
494.39,58224,184,40.898941599999986,58,987,19.664230346679688,0.0003,0.10000000149011612,-26.52486228942871,48223
509.03,60146,188,54.71794975999999,58,1027,6.291385650634766,0.0003,0.10000000149011612,-28.074844360351562,50145
530.36,62718,192,63.37099207999999,58,1079,11.011493682861328,0.0003,0.10000000149011612,-32.54326248168945,52717
552.43,65327,196,77.28683377,57,1133,3.168757915496826,0.0003,0.10000000149011612,-27.077342987060547,55326
561.14,66765,200,94.99061851999998,57,1163,10.24197006225586,0.0003,0.10000000149011612,-32.364585876464844,56764
563.32,68206,204,108.10009018999999,57,1192,2.3153395652770996,0.0003,0.10000000149011612,-32.42953109741211,58205
554.6,70462,208,117.40406383999999,56,1239,7.44721794128418,0.0003,0.10000000149011612,-32.156558990478516,60461
560.7,72673,212,127.65919023000001,56,1285,51.98430633544922,0.0003,0.10000000149011612,-34.155426025390625,62672
551.99,74363,216,135.92180641,56,1320,6.382053375244141,0.0003,0.10000000149011612,-32.6870002746582,64362
544.94,76724,220,146.91646877,56,1369,6.968803882598877,0.0003,0.10000000149011612,-32.595314025878906,66723
546.6,79087,224,150.54364101,55,1419,11.653966903686523,0.0003,0.10000000149011612,-34.38664245605469,69086
529.89,80707,228,159.64458286,55,1453,14.025453567504883,0.0003,0.10000000149011612,-31.93159294128418,70706
511.41,82859,232,168.17665857999998,55,1498,6.785287857055664,0.0003,0.10000000149011612,-32.34129333496094,72858
510.88,86021,236,168.97495324,54,1566,10.490629196166992,0.0003,0.10000000149011612,-32.456424713134766,76020
497.49,87550,240,172.96403252,54,1599,5.15371036529541,0.0003,0.10000000149011612,-34.58986282348633,77549
485.39,88491,244,176.93660109,54,1619,4.510128021240234,0.0003,0.10000000149011612,-30.906269073486328,78490
481.36,90473,248,170.63627315000002,54,1662,5.475958824157715,0.0003,0.10000000149011612,-31.408567428588867,80472
468.96,92051,252,172.89303744999998,54,1697,10.919084548950195,0.0003,0.10000000149011612,-35.20307159423828,82050
457.99,93701,256,174.77095918000003,54,1733,7.053845405578613,0.0003,0.10000000149011612,-30.9954891204834,83700
464.61,95669,260,169.60561322000004,53,1776,6.859766960144043,0.0003,0.10000000149011612,-35.361515045166016,85668
472.64,97705,264,162.06109155000001,53,1820,8.21719741821289,0.0003,0.10000000149011612,-33.48810577392578,87704
476.17,99696,268,159.88444549999997,53,1864,16.013904571533203,0.0003,0.10000000149011612,-31.25827407836914,89695
475.94,101057,272,164.37315859000003,53,1894,6.406542778015137,0.0003,0.10000000149011612,-27.853839874267578,91056
477.18,102964,276,162.57354752,53,1936,10.693603515625,0.0003,0.10000000149011612,-29.52634620666504,92963
476.2,104152,280,163.33416079,53,1962,8.567283630371094,0.0003,0.10000000149011612,-23.804183959960938,94151
469.48,105172,284,164.9238201,52,1985,7.138526439666748,0.0003,0.10000000149011612,-28.3797664642334,95171
466.27,106773,288,162.45727708,52,2020,14.027780532836914,0.0003,0.10000000149011612,-25.699607849121094,96772
458.8,108598,292,168.34716254,52,2060,11.225820541381836,0.0003,0.10000000149011612,-25.76498031616211,98597
450.06,110333,296,174.07383292000003,52,2099,8.486249923706055,0.0003,0.10000000149011612,-26.401317596435547,100332
451.63,111928,300,174.21556909999998,52,2134,14.297837257385254,0.0003,0.10000000149011612,-24.366090774536133,101927
452.17,113423,304,174.29798546,52,2167,11.717779159545898,0.0003,0.10000000149011612,-29.269054412841797,103422
446.78,115140,308,174.68481347000005,52,2205,8.480392456054688,0.0003,0.10000000149011612,-26.021591186523438,105139
439.07,116580,312,175.38280085,52,2237,4.0748186111450195,0.0003,0.10000000149011612,-25.94980812072754,106579
442.53,118616,316,177.60584964999995,51,2281,15.355801582336426,0.0003,0.10000000149011612,-26.641098022460938,108615
431.49,119873,320,179.49307762,51,2309,15.556964874267578,0.0003,0.10000000149011612,-28.075531005859375,109872
419.0,120987,324,178.45906388000003,51,2334,26.88006591796875,0.0003,0.10000000149011612,-27.811918258666992,110986
415.94,122301,328,179.79999323,51,2363,14.19743824005127,0.0003,0.10000000149011612,-27.016902923583984,112300
406.13,123472,332,180.44144655999997,51,2389,9.634498596191406,0.0003,0.10000000149011612,-29.66798210144043,113471
387.19,124740,336,186.52930744999998,51,2417,7.469311714172363,0.0003,0.10000000149011612,-32.388370513916016,114739
397.25,127275,340,182.16188404000005,51,2473,8.850276947021484,0.0003,0.10000000149011612,-33.13591384887695,117274
398.3,128321,344,184.83457675000002,51,2496,13.448034286499023,0.0003,0.10000000149011612,-32.06388473510742,118320
389.41,129414,348,194.15371012,51,2521,10.606361389160156,0.0003,0.10000000149011612,-29.88347053527832,119413
382.81,130332,352,198.7750225,51,2541,7.799264907836914,0.0003,0.10000000149011612,-34.43351745605469,120331
377.53,131454,356,206.33755381999995,51,2566,4.49348783493042,0.0003,0.10000000149011612,-30.39849281311035,121453
369.21,132590,360,212.06878386,51,2592,16.31363296508789,0.0003,0.10000000149011612,-31.074501037597656,122589
366.35,134340,364,217.65419686,51,2631,6.1381120681762695,0.0003,0.10000000149011612,-37.03474044799805,124339
360.07,135703,368,217.10858248,50,2661,15.349324226379395,0.0003,0.10000000149011612,-30.816679000854492,125702
356.15,136672,372,218.43181633999995,50,2683,13.021272659301758,0.0003,0.10000000149011612,-33.72720718383789,126671
354.92,138456,376,219.01752252999998,50,2723,11.022933006286621,0.0003,0.10000000149011612,-35.32337188720703,128455
358.0,139952,380,221.56387844,50,2757,4.567349910736084,0.0003,0.10000000149011612,-36.4643440246582,129951
360.01,141173,384,221.54222756000001,50,2784,2.0971438884735107,0.0003,0.10000000149011612,-35.05691909790039,131172
357.2,142493,388,226.42735101000002,50,2814,4.117183208465576,0.0003,0.10000000149011612,-36.193214416503906,132492
352.69,143867,392,223.58065261000004,50,2845,2.6039185523986816,0.0003,0.10000000149011612,-36.01643371582031,133866
350.45,145378,396,225.25265247,50,2879,10.507608413696289,0.0003,0.10000000149011612,-36.995384216308594,135377
348.02,146730,400,222.44556529999997,50,2909,9.013323783874512,0.0003,0.10000000149011612,-36.76008605957031,136729
347.85,148208,404,219.9574931,50,2942,2.607675790786743,0.0003,0.10000000149011612,-34.311119079589844,138207
341.07,149247,408,222.04247132000003,50,2965,11.079018592834473,0.0003,0.10000000149011612,-39.85818862915039,139246
340.61,150641,412,220.13363334000002,50,2996,1.7296297550201416,0.0003,0.10000000149011612,-35.177223205566406,140640
329.99,151615,416,221.26875967000004,50,3018,14.35075569152832,0.0003,0.10000000149011612,-34.86106872558594,141614
332.59,153132,420,220.67701678000006,50,3052,12.65610122680664,0.0003,0.10000000149011612,-34.29051208496094,143131
333.79,154366,424,222.29227615000002,50,3079,3.249346971511841,0.0003,0.10000000149011612,-35.61043167114258,144365
339.12,156213,428,221.11872017000002,50,3120,2.6532864570617676,0.0003,0.10000000149011612,-36.70449447631836,146212
339.5,157422,432,220.14105698000006,50,3147,4.000537395477295,0.0003,0.10000000149011612,-35.860740661621094,147421
341.35,158875,436,219.38353749,49,3180,6.4968366622924805,0.0003,0.10000000149011612,-36.99034881591797,148874
327.59,160034,440,224.79376534,49,3206,6.1090545654296875,0.0003,0.10000000149011612,-36.88676071166992,150033
334.96,161817,444,223.43824965,49,3245,34.45414733886719,0.0003,0.10000000149011612,-35.95699691772461,151816
336.37,163051,448,223.61010908000003,49,3273,6.1522674560546875,0.0003,0.10000000149011612,-38.34049606323242,153050
340.97,164429,452,220.22263061,49,3304,4.772421360015869,0.0003,0.10000000149011612,-41.304962158203125,154428
345.34,165988,456,216.05529374999998,49,3338,9.360065460205078,0.0003,0.10000000149011612,-39.22702407836914,155987
344.37,167027,460,216.33125454,49,3362,1.919846534729004,0.0003,0.10000000149011612,-35.72434616088867,157026
344.87,168827,464,214.96490430999998,49,3402,4.219557762145996,0.0003,0.10000000149011612,-35.55348587036133,158826
350.36,170739,468,217.80682942000004,49,3445,7.676783084869385,0.0003,0.10000000149011612,-36.882225036621094,160738
351.97,171869,472,217.62472589,49,3470,14.172750473022461,0.0003,0.10000000149011612,-36.162078857421875,161868
347.17,173173,476,221.50072969999997,49,3499,3.8554227352142334,0.0003,0.10000000149011612,-34.478843688964844,163172
353.78,175330,480,216.78805753999993,49,3548,3.1192214488983154,0.0003,0.10000000149011612,-38.645606994628906,165329
352.97,176470,484,218.93629905,49,3573,10.765169143676758,0.0003,0.10000000149011612,-37.10974884033203,166469
349.03,177396,488,215.43891332000004,49,3594,18.230972290039062,0.0003,0.10000000149011612,-36.97130584716797,167395
346.38,178505,492,219.27340206,49,3619,3.2825417518615723,0.0003,0.10000000149011612,-39.64879608154297,168504
342.24,179602,496,219.62062837999997,49,3644,4.066061019897461,0.0003,0.10000000149011612,-35.12032699584961,169601
343.97,181127,500,220.00030182999998,49,3678,3.5432891845703125,0.0003,0.10000000149011612,-34.71685791015625,171126
345.25,182733,504,223.08557258000002,49,3714,20.455310821533203,0.0003,0.10000000149011612,-34.816707611083984,172732
351.7,184417,508,221.26392208,49,3752,8.511972427368164,0.0003,0.10000000149011612,-35.91284942626953,174416
347.22,185363,512,220.92105302999997,49,3773,17.950138092041016,0.0003,0.10000000149011612,-37.26219940185547,175362
347.8,186395,516,222.0204899,49,3796,5.076281547546387,0.0003,0.10000000149011612,-36.82538604736328,176394
348.2,187952,520,220.03476252999997,49,3831,3.334383249282837,0.0003,0.10000000149011612,-31.496370315551758,177951
354.9,189856,524,217.62411715,49,3874,6.340799331665039,0.0003,0.10000000149011612,-35.29024887084961,179855
346.51,190864,528,218.83528292999995,48,3896,5.732332229614258,0.0003,0.10000000149011612,-36.768314361572266,180863
346.54,192076,532,222.01437936000002,48,3924,23.00826644897461,0.0003,0.10000000149011612,-37.39473342895508,182075
351.95,194070,536,222.70782346,48,3968,19.059589385986328,0.0003,0.10000000149011612,-35.32509994506836,184069
350.04,195038,540,222.26558045,48,3990,11.012414932250977,0.0003,0.10000000149011612,-36.244720458984375,185037
351.13,196930,544,223.21966306999994,48,4033,68.96755981445312,0.0003,0.10000000149011612,-37.02956771850586,186929
352.12,198263,548,220.52952949,48,4063,3.3260462284088135,0.0003,0.10000000149011612,-34.30480194091797,188262
346.78,199107,552,224.0856865,48,4082,7.327729225158691,0.0003,0.10000000149011612,-37.87902069091797,189106
342.28,200216,556,228.09214076,48,4107,9.466554641723633,0.0003,0.10000000149011612,-38.71186065673828,190215
342.18,201245,560,225.89462102,48,4130,7.797719955444336,0.0003,0.10000000149011612,-35.2769775390625,191244
333.32,202159,564,226.17099974999994,48,4151,11.182478904724121,0.0003,0.10000000149011612,-38.412025451660156,192158
321.28,202867,568,224.10778898,48,4167,5.644901275634766,0.0003,0.10000000149011612,-39.006629943847656,192866
321.46,204015,572,224.38245704999997,48,4193,3.4061968326568604,0.0003,0.10000000149011612,-34.917938232421875,194014
318.76,205049,576,226.7110014,48,4216,4.545537948608398,0.0003,0.10000000149011612,-35.632423400878906,195048
306.83,206013,580,232.74518039999995,48,4237,4.352475166320801,0.0003,0.10000000149011612,-35.768089294433594,196012
306.75,207145,584,233.73857767,48,4263,3.9672691822052,0.0003,0.10000000149011612,-38.09540939331055,197144
308.61,208257,588,237.68434762999996,48,4288,11.280961990356445,0.0003,0.10000000149011612,-34.52803421020508,198256
308.07,209312,592,238.25977237000004,48,4311,10.578922271728516,0.0003,0.10000000149011612,-37.64629364013672,199311
311.82,210784,596,238.64262428,48,4345,7.989203453063965,0.0003,0.10000000149011612,-37.64041519165039,200783
307.52,211879,600,240.60662204,48,4369,4.29804801940918,0.0003,0.10000000149011612,-36.24397277832031,201878
299.53,212686,604,238.09637186,48,4387,3.7622556686401367,0.0003,0.10000000149011612,-36.91364288330078,202685
292.25,213642,608,239.54686451,48,4409,2.973254680633545,0.0003,0.10000000149011612,-32.226776123046875,203641
296.83,215046,612,241.95126987,48,4440,6.548041343688965,0.0003,0.10000000149011612,-38.548099517822266,205045
296.59,216054,616,241.75965290000005,48,4463,9.183472633361816,0.0003,0.10000000149011612,-43.751068115234375,206053
288.49,216801,620,242.44827669999995,48,4480,8.83797550201416,0.0003,0.10000000149011612,-38.6353645324707,206800
278.12,217668,624,245.53473990999996,48,4499,1.2496991157531738,0.0003,0.10000000149011612,-36.4940071105957,207667
277.17,218581,628,243.25667253,48,4520,12.95771598815918,0.0003,0.10000000149011612,-39.420162200927734,208580
278.84,219960,632,242.61345018999998,48,4551,2.9899911880493164,0.0003,0.10000000149011612,-39.199405670166016,209959
267.49,220819,636,243.36499879000002,48,4570,7.678643226623535,0.0003,0.10000000149011612,-38.79313659667969,210818
267.98,221836,640,244.37879292999997,48,4593,13.590567588806152,0.0003,0.10000000149011612,-40.39038848876953,211835
263.57,223287,644,244.63979737000003,48,4626,28.783679962158203,0.0003,0.10000000149011612,-40.21541976928711,213286
260.97,224360,648,248.03296200999998,48,4650,34.24305725097656,0.0003,0.10000000149011612,-41.79844665527344,214359
262.39,225346,652,250.3680231,48,4672,17.317554473876953,0.0003,0.10000000149011612,-40.665550231933594,215345
262.13,226429,656,250.62511743,48,4697,3.155622959136963,0.0003,0.10000000149011612,-41.2957878112793,216428
269.27,228172,660,252.05522569999997,48,4736,5.473708152770996,0.0003,0.10000000149011612,-38.65753173828125,218171
272.71,229430,664,254.88169877,48,4764,6.947805404663086,0.0003,0.10000000149011612,-40.469390869140625,219429
284.24,231291,668,254.19052821000002,48,4806,7.8639817237854,0.0003,0.10000000149011612,-37.1651611328125,221290
282.95,232310,672,253.97222137,48,4829,30.112545013427734,0.0003,0.10000000149011612,-40.450164794921875,222309
283.53,233402,676,253.97877573000002,48,4854,2.400088310241699,0.0003,0.10000000149011612,-39.93772888183594,223401
286.27,234640,680,250.60776066000003,48,4882,10.802993774414062,0.0003,0.10000000149011612,-41.33564376831055,224639
285.26,235671,684,249.54360936999998,48,4905,9.244683265686035,0.0003,0.10000000149011612,-40.135955810546875,225670
283.34,236591,688,250.10154617,48,4926,7.510756015777588,0.0003,0.10000000149011612,-40.40360641479492,226590
281.34,237446,692,247.60086137000002,48,4945,4.328121185302734,0.0003,0.10000000149011612,-40.348636627197266,227445
280.44,238828,696,247.2479219,47,4977,15.246772766113281,0.0003,0.10000000149011612,-40.71059799194336,228827
280.29,239908,700,248.57441645999998,47,5001,5.491456985473633,0.0003,0.10000000149011612,-39.703121185302734,229907
284.86,241172,704,250.91955775,47,5030,11.790058135986328,0.0003,0.10000000149011612,-41.73884201049805,231171
290.25,242667,708,250.32475700999996,47,5063,2.7823410034179688,0.0003,0.10000000149011612,-40.45921325683594,232666
286.71,243717,712,250.40194916000004,47,5087,16.471540451049805,0.0003,0.10000000149011612,-37.886253356933594,233716
292.22,245276,716,248.77156294,47,5122,3.61946439743042,0.0003,0.10000000149011612,-36.90159606933594,235275
295.5,246351,720,249.77855022999995,47,5147,3.9899730682373047,0.0003,0.10000000149011612,-40.56609344482422,236350
300.07,247675,724,247.01286932999994,47,5177,18.22515106201172,0.0003,0.10000000149011612,-41.96166229248047,237674
299.15,248496,728,249.50298071,47,5195,6.024960041046143,0.0003,0.10000000149011612,-37.76122283935547,238495
295.17,249477,732,250.40722323000003,47,5217,37.7615966796875,0.0003,0.10000000149011612,-40.238433837890625,239476
299.69,250788,736,249.71594778,47,5247,6.275403022766113,0.0003,0.10000000149011612,-38.55020523071289,240787
304.39,252275,740,248.90705177,47,5281,14.322885513305664,0.0003,0.10000000149011612,-40.24679946899414,242274
304.63,253750,744,249.65091116999997,47,5314,3.2389323711395264,0.0003,0.10000000149011612,-40.794090270996094,243749
305.05,254865,748,248.42875771,47,5339,1.8644543886184692,0.0003,0.10000000149011612,-39.95545196533203,244864
311.27,256473,752,249.00127305999996,47,5376,14.478433609008789,0.0003,0.10000000149011612,-40.75423049926758,246472
309.91,257420,756,247.17339701999998,47,5397,6.191401481628418,0.0003,0.10000000149011612,-42.21116638183594,247419
302.69,258441,760,248.51566601999994,47,5420,11.942461013793945,0.0003,0.10000000149011612,-40.176239013671875,248440
302.13,259643,764,247.62716439,47,5447,10.52359676361084,0.0003,0.10000000149011612,-41.738258361816406,249642
297.6,261051,768,250.64195601,47,5479,4.1585774421691895,0.0003,0.10000000149011612,-41.79716873168945,251050
300.66,262376,772,251.22880876,47,5509,3.9374260902404785,0.0003,0.10000000149011612,-42.11710739135742,252375
306.24,264026,776,249.86866504999998,47,5547,1.8119192123413086,0.0003,0.10000000149011612,-38.87001419067383,254025
304.94,265134,780,250.39170104000002,47,5572,8.45169734954834,0.0003,0.10000000149011612,-40.491764068603516,255133
308.78,266549,784,250.91278693000004,47,5604,5.822906017303467,0.0003,0.10000000149011612,-38.8632698059082,256548
311.68,267759,788,250.33017983000005,47,5631,13.030876159667969,0.0003,0.10000000149011612,-38.47824478149414,257758
314.29,268875,792,252.8514947,47,5656,2.883695125579834,0.0003,0.10000000149011612,-38.653961181640625,258874
311.33,269961,796,253.13880813999995,47,5681,8.594374656677246,0.0003,0.10000000149011612,-40.580474853515625,259960
312.59,271167,800,252.18415788000001,47,5708,3.081132173538208,0.0003,0.10000000149011612,-41.4627685546875,261166
312.42,272414,804,251.26403155000003,47,5737,2.4935646057128906,0.0003,0.10000000149011612,-39.749935150146484,262413
306.98,273365,808,249.92738283999998,47,5758,5.6395063400268555,0.0003,0.10000000149011612,-41.67996597290039,263364
317.67,275484,812,248.07909697999995,47,5806,9.530790328979492,0.0003,0.10000000149011612,-41.0687255859375,265483
311.38,276414,816,249.29520904999993,47,5827,8.454811096191406,0.0003,0.10000000149011612,-41.05582809448242,266413
313.75,277726,820,250.31211588999997,47,5856,3.13389253616333,0.0003,0.10000000149011612,-40.594940185546875,267725
312.02,278877,824,253.59311834000005,47,5882,12.377500534057617,0.0003,0.10000000149011612,-42.23419952392578,268876
319.05,280401,828,253.15116672,47,5917,10.045059204101562,0.0003,0.10000000149011612,-41.69801330566406,270400
319.21,281398,832,253.22984033,47,5939,3.931570529937744,0.0003,0.10000000149011612,-42.0443229675293,271397
318.48,282636,836,253.49377037000005,47,5967,14.195432662963867,0.0003,0.10000000149011612,-40.279197692871094,272635
313.53,283628,840,254.08687024,47,5990,19.729137420654297,0.0003,0.10000000149011612,-41.945655822753906,273627
308.11,284561,844,254.05441082000002,47,6011,3.613740921020508,0.0003,0.10000000149011612,-43.75108337402344,274560
306.22,285487,848,254.93003822999998,47,6032,11.241216659545898,0.0003,0.10000000149011612,-42.27864074707031,275486
299.69,286442,852,255.11416947,47,6053,23.848190307617188,0.0003,0.10000000149011612,-40.10833740234375,276441
300.14,287434,856,256.88850612000005,47,6076,16.539775848388672,0.0003,0.10000000149011612,-42.24698257446289,277433
298.49,288290,860,256.43568075999997,47,6095,15.781179428100586,0.0003,0.10000000149011612,-42.654258728027344,278289
294.35,289078,864,257.16611862999997,47,6113,8.283546447753906,0.0003,0.10000000149011612,-40.09506607055664,279077
289.05,289956,868,256.99567923,47,6133,29.48866081237793,0.0003,0.10000000149011612,-42.21140670776367,279955
284.23,290799,872,254.32755100999998,47,6152,2.6006362438201904,0.0003,0.10000000149011612,-43.00181579589844,280798
278.1,291836,876,254.89050600000002,47,6175,5.719777584075928,0.0003,0.10000000149011612,-41.54759979248047,281835
275.98,292732,880,257.3638912,47,6196,12.675613403320312,0.0003,0.10000000149011612,-42.28204345703125,282731
274.63,294012,884,257.78032392999995,47,6224,10.532986640930176,0.0003,0.10000000149011612,-39.78533172607422,284011
272.7,295029,888,259.29910338,47,6247,20.14696502685547,0.0003,0.10000000149011612,-40.14523696899414,285028
271.98,296073,892,259.39390418,47,6271,10.910659790039062,0.0003,0.10000000149011612,-43.215511322021484,286072
270.21,296982,896,259.83255261,47,6291,17.430633544921875,0.0003,0.10000000149011612,-44.300628662109375,286981
270.24,298191,900,261.08010950000005,47,6319,3.026026725769043,0.0003,0.10000000149011612,-44.80450439453125,288190
271.68,299582,904,263.1606579400001,47,6350,11.924981117248535,0.0003,0.10000000149011612,-42.89215850830078,289581
270.77,300442,908,265.61489194999996,47,6369,8.217642784118652,0.0003,0.10000000149011612,-41.81806564331055,290441
258.91,301375,912,267.96481457,47,6390,22.09949493408203,0.0003,0.10000000149011612,-44.52769470214844,291374
260.87,302501,916,267.59347797000004,47,6416,17.34223747253418,0.0003,0.10000000149011612,-45.52399826049805,292500
257.1,303436,920,268.14644530000004,47,6437,21.108213424682617,0.0003,0.10000000149011612,-47.693450927734375,293435
258.57,304734,924,267.59728038,47,6466,3.306654930114746,0.0003,0.10000000149011612,-40.845367431640625,294733
255.72,305973,928,268.08303956,47,6494,8.151068687438965,0.0003,0.10000000149011612,-45.777042388916016,295972
256.83,307081,932,268.45976293,47,6519,2.559055805206299,0.0003,0.10000000149011612,-44.72217559814453,297080
253.8,308016,936,268.6772216,47,6541,5.060972213745117,0.0003,0.10000000149011612,-42.97684860229492,298015
253.04,308932,940,269.27819687,47,6561,2.4636361598968506,0.0003,0.10000000149011612,-46.43224334716797,298931
253.91,309952,944,268.90626545,47,6584,10.741548538208008,0.0003,0.10000000149011612,-45.60567092895508,299951
252.62,310749,948,269.04495505,47,6602,5.5141096115112305,0.0003,0.10000000149011612,-48.04632568359375,300748
253.8,311822,952,268.18981164,47,6627,8.967881202697754,0.0003,0.10000000149011612,-46.84501647949219,301821
256.85,313119,956,267.49070750000004,47,6656,5.161698341369629,0.0003,0.10000000149011612,-49.16362762451172,303118
256.26,313916,960,267.66303898000007,47,6674,9.876338958740234,0.0003,0.10000000149011612,-48.00307083129883,303915
264.01,315479,964,266.78542072999994,47,6709,8.464580535888672,0.0003,0.10000000149011612,-47.97578430175781,305478
264.31,316387,968,267.70311528,47,6730,7.974734306335449,0.0003,0.10000000149011612,-49.076786041259766,306386
265.93,317392,972,270.51061979,47,6752,14.609818458557129,0.0003,0.10000000149011612,-47.423824310302734,307391
267.34,318570,976,270.97090948000005,46,6779,10.002189636230469,0.0003,0.10000000149011612,-47.55952072143555,308569
266.99,319431,980,271.83782695,46,6798,3.311389923095703,0.0003,0.10000000149011612,-46.779056549072266,309430
262.18,320230,984,271.27824619,46,6816,8.730730056762695,0.0003,0.10000000149011612,-47.67263412475586,310229
261.7,321199,988,270.16550976999997,46,6838,38.57038879394531,0.0003,0.10000000149011612,-45.517662048339844,311198
260.54,322127,992,270.39278648,46,6859,14.083535194396973,0.0003,0.10000000149011612,-44.6274528503418,312126
260.01,322983,996,269.98252573999997,46,6878,4.612917900085449,0.0003,0.10000000149011612,-44.82044219970703,312982
256.23,323814,1000,269.88561889,46,6897,11.444282531738281,0.0003,0.10000000149011612,-45.53139114379883,313813
251.18,324700,1004,269.86854107,46,6917,2.5740432739257812,0.0003,0.10000000149011612,-46.9969482421875,314699
254.92,325934,1008,269.74475029999996,46,6945,5.6299333572387695,0.0003,0.10000000149011612,-45.64535140991211,315933
253.13,326688,1012,269.79794080000005,46,6962,2.8490734100341797,0.0003,0.10000000149011612,-45.37464904785156,316687
250.58,327559,1016,270.7912591,46,6982,25.36925506591797,0.0003,0.10000000149011612,-45.84004592895508,317558
250.03,328439,1020,271.25669650000003,46,7002,8.452938079833984,0.0003,0.10000000149011612,-47.930572509765625,318438
251.86,329920,1024,271.62104660999995,46,7035,5.641751766204834,0.0003,0.10000000149011612,-51.3951530456543,319919
258.76,331849,1028,271.82203986,46,7079,7.088235855102539,0.0003,0.10000000149011612,-48.03956604003906,321848
259.68,333049,1032,271.48174636,46,7106,5.898809432983398,0.0003,0.10000000149011612,-45.110809326171875,323048
259.49,333965,1036,271.36313368,46,7127,2.026585817337036,0.0003,0.10000000149011612,-51.153358459472656,323964
259.77,334909,1040,270.99106084000005,46,7148,10.083293914794922,0.0003,0.10000000149011612,-47.350772857666016,324908
