train/ent_coef,rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/ep_rew_mean,time/fps,train/n_updates,train/critic_loss,train/ent_coef_loss,time/time_elapsed,train/learning_rate,train/actor_loss
0.08671071380376816,537.34,76250,164,7.161701440000002,47,76149,3.7076191902160645,0.3367323875427246,1592,0.0003,-13.334192276000977
0.08021633327007294,540.59,78223,168,18.81890633,47,78122,11.691095352172852,-0.2964976727962494,1636,0.0003,-10.800349235534668
0.07512941211462021,554.36,80470,172,22.906050910000005,47,80369,7.15671443939209,0.4472229480743408,1685,0.0003,-8.012641906738281
0.07723418623209,563.64,82592,176,32.838724320000004,47,82491,3.0183839797973633,-0.28127995133399963,1732,0.0003,-10.541436195373535
0.0655500516295433,584.71,86592,180,33.28320416,47,86491,6.504720687866211,-0.08347882330417633,1820,0.0003,-14.054380416870117
0.06514620035886765,581.04,88921,184,38.75471085000001,47,88820,2.3959550857543945,-0.27678316831588745,1872,0.0003,-15.345706939697266
0.059147123247385025,596.7,91633,188,48.33224906,47,91532,4.700868129730225,0.4699093699455261,1932,0.0003,-17.564800262451172
0.05744399502873421,585.54,93653,192,53.60263073000001,47,93552,2.540863037109375,0.20816287398338318,1977,0.0003,-14.053359031677246
0.05556587129831314,593.28,96194,196,51.407323780000006,47,96093,32.29541015625,-0.37862592935562134,2034,0.0003,-17.046886444091797
0.056974463164806366,579.04,97136,200,56.750491419999996,47,97035,2.0171010494232178,0.0710245668888092,2055,0.0003,-12.385780334472656
0.0541951023042202,576.32,99481,204,61.83827204,47,99380,3.701185703277588,-0.5148080587387085,2107,0.0003,-13.044083595275879
0.0554339736700058,580.89,101230,208,76.3130596,47,101129,44.355384826660156,0.6454935073852539,2146,0.0003,-12.425081253051758
0.057466037571430206,570.73,103580,212,86.61103057,47,103479,3.8598647117614746,-0.04192614555358887,2199,0.0003,-12.977521896362305
0.060098424553871155,559.12,105716,216,95.84290054000003,47,105615,44.586299896240234,0.11735326051712036,2247,0.0003,-11.27354621887207
0.06011216714978218,544.3,106913,220,107.97195131000004,47,106812,22.491857528686523,-0.06441670656204224,2273,0.0003,-14.541272163391113
0.0624985545873642,548.08,108716,224,117.44672375,46,108615,10.078758239746094,-0.16669130325317383,2314,0.0003,-13.114446640014648
0.06686092168092728,538.3,110173,228,125.39808061,46,110072,2.842072010040283,-0.07543230056762695,2347,0.0003,-11.775483131408691
0.06909119337797165,516.16,111178,232,131.59222969,46,111077,10.243016242980957,-0.2335451990365982,2369,0.0003,-13.924247741699219
0.0698002278804779,498.52,112556,236,142.29862526,46,112455,1.7313789129257202,0.03168492764234543,2400,0.0003,-12.627666473388672
0.06896330416202545,479.81,114112,240,145.42671961,46,114011,12.558173179626465,-0.5714468955993652,2435,0.0003,-16.137508392333984
0.07040867209434509,481.23,115416,244,150.07407143000003,46,115315,4.477572441101074,-0.08881117403507233,2464,0.0003,-15.686473846435547
0.0708063617348671,470.69,116626,248,150.70213103,46,116525,17.745201110839844,-0.17051954567432404,2491,0.0003,-16.51360321044922
0.07015436142683029,474.77,117762,252,158.70461677,46,117661,45.566436767578125,-0.2250576615333557,2517,0.0003,-17.72430992126465
0.06878001987934113,468.33,118886,256,166.31345307,46,118785,4.791558265686035,-0.011410698294639587,2542,0.0003,-18.686609268188477
0.07089266180992126,464.87,120180,260,168.66746942999998,46,120079,4.203455924987793,-0.46819400787353516,2571,0.0003,-14.161086082458496
0.06966963410377502,450.0,121250,264,177.23718007,46,121149,1.9823155403137207,-0.06260626018047333,2595,0.0003,-17.726207733154297
0.0700463280081749,443.59,122582,268,178.16652098999998,46,122481,3.3633651733398438,0.28477543592453003,2625,0.0003,-15.666275024414062
0.07041642814874649,434.56,123926,272,186.57516439,46,123825,9.06050968170166,0.2949289381504059,2655,0.0003,-17.733545303344727
0.07688747346401215,428.48,125440,276,187.77767506999996,46,125339,10.190774917602539,0.4963628649711609,2689,0.0003,-20.482574462890625
0.07884921878576279,408.74,127466,280,191.99549952000004,46,127365,34.34425735473633,0.41381770372390747,2735,0.0003,-22.233367919921875
0.07850826531648636,396.24,128545,284,193.96302774,46,128444,17.131629943847656,0.09974046796560287,2759,0.0003,-20.88332176208496
0.07878857851028442,381.83,129816,288,197.09031566,46,129715,20.104412078857422,-0.2097586840391159,2788,0.0003,-21.40656852722168
0.07531431317329407,372.79,130932,292,197.79031855000002,46,130831,23.014911651611328,0.034610383212566376,2813,0.0003,-22.834487915039062
0.07681348919868469,365.53,132747,296,202.74848116,46,132646,4.9811506271362305,0.5315765738487244,2854,0.0003,-20.139448165893555
0.07855217158794403,368.27,133963,300,202.35663727000002,46,133862,6.338413715362549,-0.3506615459918976,2895,0.0003,-21.90341567993164
0.07957669347524643,356.19,135100,304,206.62876685999998,46,134999,2.7234015464782715,-0.043349362909793854,2926,0.0003,-21.441184997558594
0.07973987609148026,350.93,136323,308,206.8571554,46,136222,3.7011077404022217,0.07983836531639099,2953,0.0003,-23.10988426208496
0.07735039293766022,338.83,137463,312,208.04669675000002,46,137362,5.570880889892578,0.45930925011634827,2979,0.0003,-23.48501205444336
0.07945793867111206,332.84,139000,316,218.60306759,46,138899,16.09682273864746,0.16929590702056885,3014,0.0003,-23.889068603515625
0.0774434357881546,335.34,140447,320,218.86778228,46,140346,3.875339984893799,0.27558887004852295,3047,0.0003,-23.285335540771484
0.0797785148024559,331.01,141817,324,218.73059325000003,46,141716,3.0311837196350098,-0.10238675773143768,3078,0.0003,-24.411334991455078
0.0786132887005806,337.1,143883,328,215.13911043999997,46,143782,6.3570756912231445,-0.1647513210773468,3127,0.0003,-23.63254737854004
0.08178301155567169,340.21,145199,332,208.38889638999999,45,145098,2.8937225341796875,-0.26216796040534973,3157,0.0003,-27.57381820678711
0.07980450242757797,343.94,146950,336,207.18619927999995,45,146849,4.032224178314209,-0.2983555793762207,3197,0.0003,-26.518007278442383
0.07666569203138351,344.09,148521,340,210.08121531999998,45,148420,5.679573059082031,-0.009802345186471939,3233,0.0003,-24.2935791015625
0.07550542801618576,349.27,150343,344,202.83264949999997,45,150242,5.536666393280029,0.030216075479984283,3275,0.0003,-24.407089233398438
0.07819508761167526,350.44,151670,348,196.90749783000004,45,151569,3.601799488067627,-0.2204120010137558,3306,0.0003,-26.503814697265625
0.08021222054958344,351.08,152870,352,196.85832478,45,152769,5.004864692687988,-0.3243475556373596,3341,0.0003,-24.659717559814453
0.07810872048139572,354.41,154327,356,196.01799095,45,154226,14.941947937011719,-0.4819876551628113,3376,0.0003,-26.63103485107422
0.07557635754346848,353.73,155553,360,195.6301676,45,155452,6.012974739074707,0.20640386641025543,3413,0.0003,-25.863889694213867
0.07541123032569885,353.99,156649,364,192.02675015999998,45,156548,6.709205627441406,-0.7373325824737549,3440,0.0003,-27.840492248535156
0.07756145298480988,353.52,157934,368,188.72084993,45,157833,11.285799026489258,0.28308990597724915,3472,0.0003,-26.70928192138672
