train/ent_coef,train/actor_loss,time/total_timesteps,train/learning_rate,train/n_updates,train/ent_coef_loss,time/time_elapsed,time/episodes,train/critic_loss,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean
0.8952341079711914,-0.2824200987815857,486,0.0003,385,-0.30557918548583984,9,4,36.367835998535156,52,-274.377747,121.5
0.776271641254425,6.407780170440674,1001,0.0003,900,-0.5926523804664612,20,8,7.9213762283325195,49,-296.672817125,125.125
0.6001830697059631,4.86175012588501,1930,0.0003,1829,-1.080495834350586,40,12,4.724756717681885,48,-218.19769008333333,160.83333333333334
0.3555701971054077,2.962958812713623,4090,0.0003,3989,-1.161293625831604,85,16,10.228322982788086,47,-186.83938,255.625
0.20064495503902435,-0.448374480009079,6506,0.0003,6405,-1.461575984954834,136,20,3.2379908561706543,47,-140.27878500000003,325.3
0.09867829084396362,-10.991186141967773,9274,0.0003,9173,-1.7906156778335571,195,24,2.323834180831909,47,-139.69536441666665,386.4166666666667
0.07182333618402481,-6.610467433929443,11269,0.0003,11168,-0.03952863812446594,237,28,25.491554260253906,47,-133.78453160714284,402.4642857142857
0.05819568410515785,-12.706788063049316,15141,0.0003,15040,-0.41655099391937256,318,32,2.2405285835266113,47,-117.85933324999999,473.15625
0.06363621354103088,-13.825502395629883,18841,0.0003,18740,0.03907501697540283,396,36,2.320075511932373,47,-110.2235538611111,523.3611111111111
0.06617563962936401,-11.714624404907227,20412,0.0003,20311,-0.549360990524292,430,40,56.11271667480469,47,-90.6821203,510.3
0.06882288306951523,-10.465620994567871,21940,0.0003,21839,-0.30186727643013,462,44,9.642009735107422,47,-85.57093479545453,498.6363636363636
0.06732052564620972,-11.900667190551758,25573,0.0003,25472,0.1327052116394043,540,48,4.138029098510742,47,-91.84630558333333,532.7708333333334
0.05152536556124687,-11.805495262145996,26991,0.0003,26890,-0.29013848304748535,570,52,2.6577110290527344,47,-87.64832773076922,519.0576923076923
0.05824321135878563,-11.030489921569824,29281,0.0003,29180,0.610292911529541,619,56,4.432178497314453,47,-67.36820223214285,522.875
0.07040572166442871,-14.830047607421875,30734,0.0003,30633,0.2896310091018677,650,60,4.475613117218018,47,-57.33596789999999,512.2333333333333
0.0939917340874672,-12.220561981201172,32115,0.0003,32014,0.865612804889679,679,64,3.234963893890381,47,-53.10208039062499,501.796875
0.11371113359928131,-14.26585578918457,33098,0.0003,32997,0.24994556605815887,700,68,4.090567111968994,47,-54.690323014705875,486.7352941176471
0.12483479827642441,-12.001729965209961,34394,0.0003,34293,-0.7090602517127991,728,72,2.6397485733032227,47,-45.792282736111105,477.69444444444446
0.1167096495628357,-15.788575172424316,36165,0.0003,36064,0.4429907202720642,766,76,37.539695739746094,47,-44.0859482368421,475.85526315789474
0.11381230503320694,-17.668123245239258,38595,0.0003,38494,-0.05832196772098541,819,80,37.268218994140625,47,-36.268321525,482.4375
0.10774791985750198,-19.02717399597168,40572,0.0003,40471,0.14834123849868774,861,84,19.84845542907715,47,-30.545952547619045,483.0
0.09445317089557648,-18.39513397216797,43034,0.0003,42933,-0.22480632364749908,914,88,4.25260066986084,47,-28.01366365909091,489.02272727272725
0.09588491171598434,-15.440743446350098,45138,0.0003,45037,0.08258675038814545,959,92,2.4626049995422363,47,-24.721305684782603,490.6304347826087
0.08866215497255325,-16.77002716064453,47134,0.0003,47033,-0.5023373365402222,1002,96,18.215435028076172,47,-19.462131885416667,490.9791666666667
0.08659182488918304,-15.074494361877441,50183,0.0003,50082,-0.699487566947937,1067,100,2.8513271808624268,47,-16.651757040000003,501.83
0.07676403969526291,-12.27063274383545,52258,0.0003,52157,-0.3305317461490631,1112,104,2.3980870246887207,46,-2.7109047199999994,517.72
0.07586903870105743,-10.629456520080566,55998,0.0003,55897,0.3918459415435791,1192,108,11.741591453552246,46,8.221148719999999,549.97
0.08040209859609604,-12.48670482635498,58075,0.0003,57974,0.044121772050857544,1236,112,2.773167848587036,46,14.406449689999997,561.45
0.0764630138874054,-13.716552734375,60906,0.0003,60805,0.5343733429908752,1297,116,4.2970476150512695,46,23.116433709999995,568.16
0.07437516003847122,-11.11515998840332,64118,0.0003,64017,-0.35955390334129333,1367,120,11.72153091430664,46,19.35027113,576.12
0.07632586359977722,-11.818767547607422,67011,0.0003,66910,-0.5673810243606567,1430,124,9.170631408691406,46,30.941972310000004,577.37
0.07982469350099564,-10.061807632446289,69188,0.0003,69087,-0.15490086376667023,1478,128,18.204299926757812,46,43.23218962,579.19
0.07784129679203033,-11.501465797424316,72636,0.0003,72535,-0.01600557565689087,1556,132,11.060497283935547,46,45.44405975000001,574.95
0.07210224121809006,-13.123313903808594,75966,0.0003,75865,-0.8390820026397705,1632,136,87.72137451171875,46,47.09373109000001,571.25
0.06650976091623306,-10.186792373657227,79966,0.0003,79865,0.6878267526626587,1723,140,7.330353736877441,46,44.07693261,595.54
0.07015708833932877,-11.355579376220703,82664,0.0003,82563,-0.1723148077726364,1785,144,7.395448207855225,46,47.82960302000001,607.24
0.07242162525653839,-8.36536979675293,84265,0.0003,84164,-0.5334078669548035,1822,148,2.2093002796173096,46,60.39411487999999,586.92
0.07569614797830582,-12.878175735473633,86874,0.0003,86773,-0.4316871166229248,1881,152,2.6472396850585938,46,62.130147500000014,598.83
