time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates
272,53635,93.86,-121.64058461999998,62,862,1.4480801820755005,-24.873517990112305,0.001,43634
276,54049,96.21,-121.91270896,62,871,2.4867444038391113,-22.741548538208008,0.001,44048
280,54605,100.06,-122.09477030999999,61,882,2.1533617973327637,-25.280784606933594,0.001,44604
284,56647,118.87,-122.20924847999997,61,922,2.2411980628967285,-27.179203033447266,0.001,46646
288,62910,179.92,-121.82706478999998,60,1047,1.4991469383239746,-33.56819534301758,0.001,52909
292,64727,196.56,-122.51745627000003,59,1084,3.6711342334747314,-30.99593734741211,0.001,54726
296,65244,200.23,-123.14684276000004,59,1095,2.3742964267730713,-32.51069641113281,0.001,55243
300,65921,204.21,-124.10517179,59,1109,2.822082996368408,-32.120750427246094,0.001,55920
304,66863,211.97,-124.9267851,59,1128,1.5943074226379395,-31.479507446289062,0.001,56862
308,68124,219.83,-126.2309435,59,1154,2.384836435317993,-29.758333206176758,0.001,58123
312,68711,221.71,-126.23390676000001,58,1166,2.5916121006011963,-29.11829948425293,0.001,58710
316,69663,216.84,-125.99136738000001,58,1187,1.9759414196014404,-30.76508331298828,0.001,59662
320,70284,210.85,-126.58697878999999,58,1200,2.6935064792633057,-28.255535125732422,0.001,60283
324,70609,209.41,-126.20845520000003,58,1207,1.5305887460708618,-28.48680877685547,0.001,60608
328,70951,209.47,-125.90854924000001,58,1214,2.058441400527954,-26.923587799072266,0.001,60950
332,71444,212.05,-125.68451684,58,1226,1.832741141319275,-28.510242462158203,0.001,61443
336,72381,216.68,-125.91986157999997,58,1247,3.0503668785095215,-26.730806350708008,0.001,62380
340,73305,222.13,-125.48085628999999,57,1268,2.089470386505127,-26.236848831176758,0.001,63304
344,73981,224.88,-124.86621591000001,57,1283,2.793095111846924,-24.365467071533203,0.001,63980
348,74610,228.18,-124.51692809000001,57,1297,3.818406581878662,-22.510482788085938,0.001,64609
352,74995,229.15,-123.74254766000001,57,1306,3.871933937072754,-22.92328643798828,0.001,64994
356,75339,230.48,-123.12715881,57,1314,2.0312671661376953,-24.94261360168457,0.001,65338
360,77238,247.22,-123.52458459000002,56,1358,1.8276549577713013,-23.379051208496094,0.001,67237
364,77837,250.76,-123.21050369999999,56,1372,5.277419090270996,-22.75431251525879,0.001,67836
368,78563,254.04,-122.88213517000003,56,1389,2.137549638748169,-18.58871078491211,0.001,68562
372,79693,260.58,-122.52287018999999,56,1415,4.035517692565918,-21.102367401123047,0.001,69692
376,80605,265.56,-122.62625222999999,56,1437,3.8558554649353027,-23.808380126953125,0.001,70604
380,81042,264.37,-122.7166835,55,1448,4.204103469848633,-22.40130615234375,0.001,71041
384,81545,248.98,-122.93484732000003,55,1460,2.431067705154419,-24.53329086303711,0.001,71544
388,85925,230.15,-124.00698190000001,54,1567,2.7493412494659424,-30.051076889038086,0.001,75924
392,87675,229.48,-123.06112916000001,54,1610,3.597048044204712,-30.736591339111328,0.001,77674
396,87900,226.56,-122.50532986999998,54,1616,2.6688525676727295,-28.597259521484375,0.001,77899
400,88052,221.31,-121.49092998,54,1619,2.350395679473877,-27.277803421020508,0.001,78051
404,88623,217.6,-121.23144282999999,54,1634,2.567452907562256,-28.27765464782715,0.001,78622
408,89980,218.56,-121.02057806,53,1668,5.121909141540527,-24.58637809753418,0.001,79979
412,90688,219.77,-121.49297645999995,53,1686,4.365949630737305,-27.794578552246094,0.001,80687
416,91075,214.12,-121.27011059,53,1695,3.0511083602905273,-30.805179595947266,0.001,81074
420,91411,211.27,-121.34904939000002,53,1704,3.0774025917053223,-27.68507957458496,0.001,81410
424,91758,211.49,-121.87864646000001,53,1713,3.5724740028381348,-29.044902801513672,0.001,81757
428,92102,211.51,-122.26333784,53,1722,3.8901314735412598,-29.752437591552734,0.001,82101
432,92686,212.42,-123.16397934000001,53,1736,3.741281747817993,-32.955631256103516,0.001,82685
436,93184,208.03,-123.38166539,53,1749,4.3361711502075195,-26.169677734375,0.001,83183
440,93559,202.54,-124.00788911000004,53,1759,4.196610450744629,-29.7322998046875,0.001,83558
444,94695,207.14,-125.33968030999999,52,1788,4.286034107208252,-31.680898666381836,0.001,84694
448,95233,206.23,-125.80906863999996,52,1801,4.7370171546936035,-30.178194046020508,0.001,85232
452,96278,212.83,-127.42641993000001,52,1828,3.345736503601074,-32.29928970336914,0.001,86277
456,97005,216.66,-128.85667397,52,1847,4.389651775360107,-33.988800048828125,0.001,87004
460,97697,204.59,-128.82987508999997,52,1865,3.8160996437072754,-31.345312118530273,0.001,87696
464,98615,207.78,-130.08547739,52,1889,4.3132500648498535,-28.17816925048828,0.001,88614
468,99683,211.2,-131.37691438,52,1916,3.78875994682312,-30.203641891479492,0.001,89682
472,100961,212.68,-132.63957917,51,1949,4.750234127044678,-31.806041717529297,0.001,90960
476,102302,216.97,-133.48202113000002,51,1984,3.3959450721740723,-35.349998474121094,0.001,92301
480,105000,239.58,-134.81780767,51,2058,3.6693437099456787,-36.315364837646484,0.001,94999
484,105536,239.91,-135.20632637,50,2072,4.597955703735352,-34.25469207763672,0.001,95535
488,106293,203.68,-135.54329421999998,50,2092,4.034783840179443,-36.52490997314453,0.001,96292
492,107014,193.39,-136.68384213,50,2111,4.205510139465332,-32.063743591308594,0.001,97013
496,109412,215.12,-138.13588975000002,50,2174,4.0267462730407715,-34.14601516723633,0.001,99411
500,110895,228.43,-139.84746903000004,50,2214,2.5569519996643066,-36.006141662597656,0.001,100894
504,111229,226.06,-139.13292135,50,2222,2.8540306091308594,-33.89274978637695,0.001,101228
508,111597,216.17,-137.64627276,49,2232,3.6947197914123535,-33.62254333496094,0.001,101596
512,111935,212.47,-136.68252467,49,2241,72.33602905273438,-31.63759422302246,0.001,101934
516,112404,213.29,-136.48806215000002,49,2254,4.1567063331604,-35.21051788330078,0.001,102403
520,113088,216.77,-136.81767415000002,49,2272,4.72487735748291,-32.81705093383789,0.001,103087
524,113688,219.3,-137.22533669,49,2288,51.69082260131836,-30.202320098876953,0.001,103687
528,114201,220.99,-137.65084733,49,2302,5.596223831176758,-29.92601203918457,0.001,104200
532,114628,219.42,-136.91252867,49,2313,3.76786732673645,-33.807945251464844,0.001,104627
536,115441,222.57,-136.77355165999998,49,2335,13.588539123535156,-31.956411361694336,0.001,105440
540,115790,222.31,-135.67596297000003,49,2345,66.07051086425781,-31.928409576416016,0.001,105789
544,116384,216.89,-134.93055581000002,49,2360,5.036320209503174,-31.708377838134766,0.001,106383
548,116775,215.42,-134.68789619,49,2371,4.224863529205322,-34.55888366699219,0.001,106774
552,117514,212.36,-134.15846084000003,49,2391,4.707892417907715,-34.31201171875,0.001,107513
556,118193,211.88,-134.11488851000001,49,2409,8.02629566192627,-33.70766067504883,0.001,108192
560,118853,211.56,-133.86478488000003,48,2426,56.00693893432617,-32.48964309692383,0.001,108852
564,119797,211.82,-133.44227785,48,2452,6.223267078399658,-37.47652053833008,0.001,109796
568,121483,218.0,-133.73498458,48,2497,4.387856960296631,-32.96017074584961,0.001,111482
572,122430,214.69,-133.11314040000002,48,2522,6.247125625610352,-36.39498519897461,0.001,112429
576,123254,209.52,-132.99446082,48,2544,8.435995101928711,-32.15647888183594,0.001,113253
580,123729,187.29,-132.18063646,48,2557,16.72283935546875,-33.54401397705078,0.001,113728
584,124113,185.77,-132.02564359,48,2567,5.296811103820801,-31.13393783569336,0.001,114112
588,124810,185.17,-132.09135756,48,2586,7.131655216217041,-32.60017395019531,0.001,114809
592,125703,186.89,-132.35192405,48,2610,7.278284072875977,-33.666656494140625,0.001,115702
596,126174,167.62,-131.5944015,48,2623,44.168880462646484,-32.755332946777344,0.001,116173
600,126805,159.1,-130.79483924,48,2640,5.204832077026367,-31.288665771484375,0.001,116804
604,127336,161.07,-132.01887169,47,2654,7.010071277618408,-30.947669982910156,0.001,117335
608,127923,163.26,-132.97996595,47,2670,4.73938512802124,-34.50320053100586,0.001,117922
612,128626,166.91,-134.23019127,47,2689,66.95557403564453,-32.60652542114258,0.001,118625
616,129195,167.91,-135.108382,47,2704,5.596487045288086,-30.17375946044922,0.001,119194
620,129844,167.56,-135.44298883999997,47,2721,4.998513221740723,-30.327627182006836,0.001,119843
624,130632,169.44,-135.75274914000002,47,2742,6.542591571807861,-31.737945556640625,0.001,120631
628,132035,178.34,-136.30911738,47,2780,5.146528244018555,-31.34113121032715,0.001,122034
632,134400,197.72,-138.84442946999997,47,2843,4.156352519989014,-32.01283645629883,0.001,124399
636,136141,207.0,-139.90823029,47,2889,5.29237174987793,-27.343093872070312,0.001,126140
640,138091,223.01,-141.86608787999998,46,2941,69.2515869140625,-29.371232986450195,0.001,128090
644,139717,233.33,-143.10009295,46,2985,11.548211097717285,-28.01887321472168,0.001,129716
648,140949,241.74,-143.97254767999996,46,3018,8.488560676574707,-27.17060661315918,0.001,130948
652,143322,258.08,-144.82728787,46,3081,7.477128028869629,-27.557369232177734,0.001,133321
656,145181,269.88,-146.02535016000002,46,3131,5.593331813812256,-25.72844123840332,0.001,135180
660,147302,284.49,-146.71848142000002,46,3188,5.590254783630371,-30.95779800415039,0.001,137301
664,148148,283.51,-146.89701010000002,46,3211,103.37675476074219,-30.61398696899414,0.001,138147
668,148704,272.21,-146.20917616,46,3226,26.176586151123047,-29.273738861083984,0.001,138703
672,149185,267.55,-146.2464214,46,3238,5.050299167633057,-31.446937561035156,0.001,139184
676,149892,266.38,-146.43469445,46,3257,9.214144706726074,-28.7983455657959,0.001,139891
680,150590,268.61,-146.5877496,45,3276,156.93838500976562,-32.703739166259766,0.001,140589
684,151340,272.27,-147.19573398,45,3296,5.10847806930542,-30.680583953857422,0.001,141339
688,151807,269.97,-147.17131829000002,45,3309,9.856563568115234,-31.704233169555664,0.001,141806
692,152254,265.51,-146.89710476,45,3321,5.366383075714111,-26.09074592590332,0.001,142253
696,153002,268.28,-147.09376672,45,3341,92.1698226928711,-28.737014770507812,0.001,143001
700,153441,266.36,-146.37700201,45,3353,35.62199020385742,-33.96599578857422,0.001,143440
704,154038,267.02,-146.37377701,45,3369,5.575121879577637,-30.026098251342773,0.001,144037
708,154627,267.04,-145.8121707,45,3385,51.97871780395508,-29.577896118164062,0.001,144626
712,155185,265.59,-145.31883668,45,3400,7.112110137939453,-28.01270866394043,0.001,145184
716,156061,268.66,-145.46431489,45,3423,6.9984331130981445,-35.244140625,0.001,146060
720,157356,275.12,-146.1228425,45,3458,6.8605217933654785,-33.11904525756836,0.001,147355
724,158182,275.5,-146.24082314,45,3480,6.268857955932617,-31.480735778808594,0.001,148181
728,158572,265.37,-144.97877019999999,45,3491,7.151856899261475,-34.97950744628906,0.001,148571
732,158999,245.99,-142.42373744,45,3502,4.7650299072265625,-27.88298988342285,0.001,148998
736,159864,237.23,-141.31304711999996,45,3526,8.997293472290039,-32.834774017333984,0.001,149863
740,160400,223.09,-140.54204442,45,3540,7.337098598480225,-37.86711120605469,0.001,150399
744,160969,212.52,-139.42233262,45,3556,8.545650482177734,-33.230438232421875,0.001,150968
748,161801,208.52,-139.45434117000002,45,3578,6.397731781005859,-33.72266387939453,0.001,151800
752,162562,192.4,-139.0187354,45,3599,4.349738121032715,-33.65900802612305,0.001,152561
756,163378,181.97,-137.99516141,45,3621,5.166110515594482,-31.98558807373047,0.001,153377
760,164826,175.24,-138.6594696,45,3659,6.062572479248047,-30.455726623535156,0.001,154825
764,165577,174.29,-138.45189399,44,3680,7.322890758514404,-31.28593635559082,0.001,155576
768,166293,175.89,-138.29380239,44,3699,18.979034423828125,-29.391176223754883,0.001,156292
772,167416,182.31,-138.84114996,44,3729,6.563166618347168,-32.51622772216797,0.001,157415
776,168174,182.82,-138.66953698999998,44,3750,8.048272132873535,-31.011734008789062,0.001,158173
780,168870,182.8,-138.57020032,44,3768,5.379165172576904,-31.623031616210938,0.001,158869
784,169797,184.57,-138.52007225,44,3793,4.587796211242676,-32.120582580566406,0.001,159796
788,170650,188.43,-138.56924873,44,3816,6.695180892944336,-28.838668823242188,0.001,160649
792,171378,191.24,-138.62051152,44,3836,6.707566261291504,-29.413124084472656,0.001,161377
796,172521,195.19,-139.03826990000002,44,3867,5.206387042999268,-27.46843719482422,0.001,162520
800,174788,213.47,-141.27577297,44,3929,15.654504776000977,-27.305370330810547,0.001,164787
804,176906,228.68,-142.53598771,44,3986,5.704918384552002,-24.335039138793945,0.001,166905
808,177943,233.16,-143.49460493999996,44,4014,8.346254348754883,-27.188074111938477,0.001,167942
812,179639,244.54,-144.86619607999998,44,4060,4.6266398429870605,-21.327512741088867,0.001,169638
816,181503,254.42,-145.69239738000002,44,4110,6.1678619384765625,-24.862747192382812,0.001,171502
820,182194,248.38,-144.83874942,44,4129,5.76738977432251,-23.11597442626953,0.001,172193
824,183493,253.11,-144.59173303,44,4164,4.067758560180664,-24.699642181396484,0.001,173492
828,185461,268.89,-146.57323200000002,43,4217,6.07264518737793,-24.371139526367188,0.001,175460
832,187176,281.77,-148.43599598,43,4263,4.291977882385254,-21.61087417602539,0.001,177175
836,188007,281.43,-148.72489785999997,43,4286,4.6980180740356445,-25.755226135253906,0.001,178006
840,190256,298.56,-149.31984894,43,4346,13.322000503540039,-23.461837768554688,0.001,180255
844,191201,302.32,-148.96020389,43,4372,4.5951995849609375,-21.416690826416016,0.001,181200
848,192581,307.8,-149.31087283999997,43,4409,6.70984411239624,-23.631061553955078,0.001,182580
852,193177,306.15,-148.54354202000002,43,4425,3.6067113876342773,-25.41606903076172,0.001,183176
856,193977,305.99,-148.38148279000004,43,4447,4.991994857788086,-22.887666702270508,0.001,183976
860,194925,300.99,-147.93642579,43,4473,7.3161516189575195,-21.13117790222168,0.001,184924
864,195764,301.87,-148.13902979,43,4495,53.90442657470703,-22.047405242919922,0.001,185763
868,196490,301.97,-148.24743371,43,4515,4.074182033538818,-22.366226196289062,0.001,186489
872,197299,298.83,-148.0471797,43,4537,72.24547576904297,-21.54933738708496,0.001,187298
876,197979,298.05,-147.90284578,43,4555,15.032373428344727,-21.058794021606445,0.001,187978
880,198538,296.68,-147.94566618999997,43,4571,6.158857822418213,-22.34151840209961,0.001,188537
884,199807,300.1,-148.32824646,43,4605,10.063323020935059,-17.841873168945312,0.001,189806
888,200388,297.38,-148.05326984,43,4621,5.590301513671875,-22.49301528930664,0.001,190387
892,202414,310.36,-148.30316768999998,43,4675,4.9544596672058105,-22.176870346069336,0.001,192413
896,203572,310.51,-148.31668913,43,4707,5.864377975463867,-21.68445587158203,0.001,193571
900,204160,293.72,-146.79583076999998,43,4722,34.78314208984375,-21.46478843688965,0.001,194159
904,204660,277.54,-145.27436591,43,4736,4.528959274291992,-21.030780792236328,0.001,194659
908,208212,302.69,-145.85028032999998,43,4831,7.572328090667725,-23.512083053588867,0.001,198211
912,209524,298.85,-144.89034439999998,43,4867,7.8194451332092285,-22.022539138793945,0.001,199523
916,211499,299.96,-144.85680788,42,4920,4.452743053436279,-24.118566513061523,0.001,201498
920,212457,302.63,-144.86231878,42,4946,6.172203063964844,-20.4698486328125,0.001,202456
924,213718,302.25,-145.39355214000003,42,4980,4.565936088562012,-23.040592193603516,0.001,203717
928,214618,291.57,-144.57374887,42,5004,61.70835494995117,-21.759666442871094,0.001,204617
932,215875,286.99,-144.20895325,42,5038,49.92428970336914,-24.566524505615234,0.001,205874
936,217155,291.48,-144.70113399,42,5073,5.662137508392334,-22.563243865966797,0.001,207154
940,218236,279.8,-144.55635095999997,42,5102,5.163585186004639,-22.027555465698242,0.001,208235
944,219193,279.92,-145.1460813,42,5128,6.773540496826172,-22.16314125061035,0.001,209192
948,220400,278.19,-145.10516201000002,42,5160,9.794004440307617,-22.824989318847656,0.001,210399
952,221762,285.85,-146.25779873000002,42,5197,7.554825305938721,-23.712703704833984,0.001,211761
956,222955,289.78,-146.33743189000003,42,5229,8.291879653930664,-23.33074378967285,0.001,212954
960,224216,292.91,-146.56869039,42,5263,5.728214263916016,-23.548118591308594,0.001,214215
964,224971,292.07,-146.57572098,42,5284,65.12528228759766,-25.872283935546875,0.001,214970
968,225942,294.52,-146.82239132999996,42,5310,66.10746002197266,-23.888280868530273,0.001,215941
972,227734,304.35,-147.59015302999998,42,5358,5.452281951904297,-23.697410583496094,0.001,217733
976,228429,304.5,-147.69014322,42,5377,137.9932098388672,-19.417537689208984,0.001,218428
980,228883,303.45,-147.70079763,42,5389,8.579816818237305,-24.419557571411133,0.001,218882
984,229630,298.23,-147.24031445,42,5410,6.020267486572266,-24.07373046875,0.001,219629
988,230155,297.67,-147.30620867,42,5424,9.106602668762207,-24.449275970458984,0.001,220154
992,230662,282.48,-147.05034274000002,42,5438,5.334371089935303,-24.1189022064209,0.001,220661
996,231397,278.25,-146.63831492,42,5458,5.235306262969971,-27.960994720458984,0.001,221396
1000,231967,278.07,-146.58971247999997,42,5473,7.133791923522949,-27.2862548828125,0.001,221966
1004,232459,277.99,-146.68706938,42,5486,5.6469950675964355,-24.762096405029297,0.001,222458
1008,233080,248.68,-145.72094368999998,42,5503,6.0484161376953125,-24.471885681152344,0.001,223079
1012,233838,243.14,-145.71782107,42,5524,5.870701789855957,-25.65228843688965,0.001,223837
1016,234478,229.79,-144.76889109,42,5541,73.232421875,-24.09535789489746,0.001,224477
1020,235029,225.72,-144.80046236,42,5556,8.37849235534668,-22.88815689086914,0.001,225028
1024,235758,220.4,-144.37385244,42,5575,68.65087127685547,-24.776853561401367,0.001,225757
1028,236547,219.29,-143.89845994000004,42,5597,16.043851852416992,-24.821474075317383,0.001,226546
1032,237392,215.17,-143.26923591000002,42,5620,54.44162368774414,-21.664886474609375,0.001,227391
1036,238094,209.39,-142.59095001999998,42,5639,6.340742588043213,-25.283830642700195,0.001,228093
1040,239031,207.95,-142.50258402,42,5664,37.347843170166016,-24.614822387695312,0.001,229030
1044,239896,207.03,-142.51599044,42,5687,10.687881469726562,-27.400651931762695,0.001,229895
1048,240457,200.57,-141.64612927,42,5702,51.637638092041016,-25.305011749267578,0.001,230456
1052,241182,194.2,-140.98146622,42,5722,8.240904808044434,-22.598960876464844,0.001,231181
1056,242493,195.38,-141.01718983,42,5757,8.167045593261719,-23.61528968811035,0.001,232492
1060,244233,200.17,-141.56844963999998,42,5804,6.078113555908203,-26.629695892333984,0.001,234232
1064,245686,207.15,-142.08245166999998,42,5843,5.084569931030273,-30.8260555267334,0.001,235685
1068,246339,203.97,-140.99328965,42,5861,122.56317901611328,-26.482620239257812,0.001,236338
1072,247021,192.87,-139.74137288000003,42,5879,61.52437973022461,-27.221874237060547,0.001,237020
1076,249323,208.94,-140.06627383999998,41,5941,15.14300537109375,-26.195674896240234,0.001,239322
1080,253012,241.29,-140.73624248,41,6040,73.29170227050781,-29.17645263671875,0.001,243011
1084,253561,239.31,-139.78429187,41,6055,9.91634464263916,-27.64104461669922,0.001,243560
1088,254118,239.63,-139.29824784,41,6070,49.30867004394531,-27.091629028320312,0.001,244117
1092,256359,256.97,-139.40818989,41,6131,44.117515563964844,-28.875520706176758,0.001,246358
1096,256632,252.35,-138.05368503,41,6138,64.11455535888672,-27.93135643005371,0.001,246631
1100,258451,264.84,-137.61011431999998,41,6187,8.052783966064453,-29.89263343811035,0.001,248450
1104,260515,280.56,-138.50083425,41,6242,7.77950382232666,-33.095184326171875,0.001,250514
1108,262854,297.74,-139.87943330000002,41,6305,8.954545021057129,-31.624570846557617,0.001,252853
1112,263828,299.9,-139.9374896,41,6331,8.025721549987793,-34.80162048339844,0.001,253827
1116,265006,305.28,-140.24699409,41,6363,10.222312927246094,-32.772499084472656,0.001,255005
1120,265796,307.67,-140.5323607,41,6384,54.560611724853516,-34.91299819946289,0.001,255795
1124,266341,305.83,-140.13150915,41,6399,12.078514099121094,-36.42047119140625,0.001,256340
1128,266885,303.38,-140.27535701,41,6414,19.451313018798828,-35.344886779785156,0.001,256884
1132,267662,302.7,-140.14381326000003,41,6434,78.5990219116211,-39.05987548828125,0.001,257661
1136,268316,302.22,-140.10321240000002,41,6452,76.69526672363281,-32.089759826660156,0.001,258315
1140,268837,298.06,-139.59855579,41,6466,9.417867660522461,-34.20657730102539,0.001,258836
1144,269448,295.52,-139.48648873000002,41,6482,23.843849182128906,-37.65028381347656,0.001,259447
1148,270212,297.55,-139.92250516000001,41,6503,11.23281478881836,-38.43871307373047,0.001,260211
1152,270739,295.57,-139.75553221,41,6517,13.050366401672363,-40.25624465942383,0.001,260738
1156,271280,287.87,-139.47372951,41,6532,14.996746063232422,-36.97531509399414,0.001,261279
1160,271768,275.35,-138.27631178000001,41,6545,89.05789947509766,-40.224266052246094,0.001,261767
1164,272206,265.2,-137.42944185,41,6557,11.41661262512207,-38.55521774291992,0.001,262205
1168,272476,261.37,-137.88208572,41,6564,127.24038696289062,-36.266326904296875,0.001,262475
1172,273050,260.29,-138.15619307,41,6579,12.778496742248535,-34.88090896606445,0.001,263049
1176,273551,242.28,-137.55690935,41,6593,10.884143829345703,-43.38573455810547,0.001,263550
1180,274042,210.3,-136.75596385,41,6606,8.415216445922852,-40.81538009643555,0.001,264041
1184,274368,208.07,-137.11937147,41,6615,11.338988304138184,-37.32698440551758,0.001,264367
1188,275008,208.9,-137.69987906999998,41,6632,16.457910537719727,-41.40700149536133,0.001,265007
