time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates
4,1919.7901729472085,397.68783086104446,-98.84664499127376,1442,1.0770499891749872,,,,
8,7054.057046523563,926.0008895015894,-86.87605578808434,1462,4.2377115327454336,,,,
12,7199.121067884169,553.8762178380089,-87.59120847409147,1460,3.758566780865603,,,,
16,10932.081848955979,727.9723642843067,-98.1682412756284,508,21.369816022180668,2.6145386695861816,-0.1833865195512771,0.001,685.0
20,9741.539246046697,568.477848849738,-108.00106327585335,412,22.66610632456321,0.5692209601402283,-0.6701884865760803,0.001,971.0
24,12781.765178671143,519.7444618006078,-124.54028043400976,197,73.51609617597765,4.636204719543457,-3.601038217544556,0.001,3069.0
28,12141.059809486274,493.7958935496615,-112.87584530492529,179,72.23990039784537,0.3084830641746521,-4.289775848388672,0.001,3556.0
32,16509.367219689942,551.3347171815236,-102.23248816329128,124,136.42098487255743,0.2148246765136718,-8.699859619140625,0.001,6584.0
36,18358.315621079968,616.7532369980829,-106.81138048554402,98,191.80317869831177,0.358093649148941,-11.045486450195312,0.001,10396.0
40,22617.10356491888,546.7669082860843,-97.5870700042089,95,202.71647914432899,0.2811804711818695,-13.011042594909668,0.001,11124.0
44,24677.96874008971,474.66025696975737,-124.46763206767297,94,248.2865814632602,0.5303866863250732,-12.48494815826416,0.001,11402.0
48,25050.948904830675,454.80942768295444,-116.50975365154835,93,261.19553264077297,0.3364267945289612,-12.82474136352539,0.001,11776.0
52,22612.46274927501,384.28297864891897,-121.57150410570857,92,245.17708464216503,0.5677972435951233,-14.579623222351074,0.001,12141.0
56,22174.874288243638,344.17658704246094,-110.25333581796058,91,278.6893897590815,6.562808036804199,-14.867772102355955,0.001,12368.0
60,23193.115062229623,381.57596442841935,-106.26298713029182,90,270.4723278278854,0.6553403735160828,-15.372722625732422,0.001,12636.0
64,22733.23918379345,393.540657326365,-101.75382248701287,89,229.50159126816592,2.8331427574157715,-16.531234741210938,0.001,12936.0
68,24711.762750320537,344.9922670854,-132.35662536655244,88,288.89963114736037,1.6698949337005615,-18.599334716796875,0.001,13238.0
72,22081.392916721652,295.64100121901555,-99.79853296481646,88,248.18804350776534,1.7869755029678345,-17.328144073486328,0.001,13473.0
76,22840.123777698755,288.00742603005233,-118.77719355997733,87,248.7381129970346,1.5031802654266355,-18.804649353027344,0.001,13788.0
80,26747.45215456096,331.36887185522863,-117.37068999119296,86,282.33033638807717,2.994556188583374,-19.91543960571289,0.001,14152.0
84,21876.831588688747,269.2985543661634,-110.23295974398698,85,266.5392658774889,1.2512165307998655,-19.96519470214844,0.001,14475.0
88,25876.961718751478,274.3320016430107,-115.06790908316248,84,301.6291065952318,1.7938792705535889,-19.917312622070312,0.001,14774.0
92,22052.506656773487,262.6775850672259,-97.45963960440902,84,254.72523330299478,1.7713481187820437,-19.659313201904297,0.001,15040.0
96,26174.017993283524,249.5318184677879,-125.82284987681624,83,280.62159728018963,1.471366286277771,-20.771833419799805,0.001,15395.0
100,26410.75138045393,258.20626310016536,-108.58575610847932,82,298.13412860374115,0.7116581797599792,-20.909887313842773,0.001,15887.0
104,26648.093080980263,208.78197296565048,-102.20679382390678,82,371.5208084182167,2.55238938331604,-20.766685485839844,0.001,16224.0
108,25919.90217086892,234.3544576723307,-105.87808083299365,81,307.86037722582955,1.7321105003356934,-19.671119689941406,0.001,16397.0
112,24451.75475065896,181.36053034837153,-134.07451114779622,81,327.3511851359159,1.6185026168823242,-18.920366287231445,0.001,16657.0
116,24169.586630717647,172.4225471772553,-107.42642920531839,80,324.97642641211075,2.579200029373169,-22.32954978942871,0.001,16930.0
120,24773.15506480512,166.21802432167138,-132.22313866884133,79,384.67116720930596,1.32169771194458,-23.215408325195312,0.001,17608.0
124,27690.027008364304,140.5900905639122,-126.05351941944866,78,373.8047975006749,1.3205277919769287,-22.45302963256836,0.001,18194.0
128,31123.800245569804,142.62899791114052,-121.43757396348262,77,386.18803149895564,2.357460021972656,-23.355133056640625,0.001,18874.0
132,34976.13250375959,111.15087110561069,-120.63516244517815,77,391.9321402854681,1.307404637336731,-20.72230339050293,0.001,19321.0
136,28322.12450440305,98.61783951039975,-109.5457322004753,76,404.3483547078626,1.9807941913604736,-23.37017822265625,0.001,19726.0
140,27298.159912649673,100.29915038666779,-112.5031018548422,75,408.8518866746221,2.5382747650146484,-25.27615737915039,0.001,20361.0
144,31421.50690827833,85.5823690738046,-109.869693161978,75,487.4767131505257,1.6506798267364502,-23.37860679626465,0.001,21025.0
148,32940.697286981725,105.22287877703992,-110.59177786673827,73,478.6815483191325,2.2718632221221924,-28.40468978881836,0.001,23020.0
152,33374.41473949664,97.14449203078725,-125.24832186034462,72,458.7483850463185,1.5723150968551636,-29.26412010192871,0.001,23910.0
156,32804.35599870391,158.713144606144,-123.92808119438675,68,605.1089172374722,1.87372624874115,-30.308887481689453,0.001,28993.0
160,38453.86604971888,172.61351975511184,-124.69784347661769,66,631.670511373911,1.0489020347595217,-31.767587661743164,0.001,32679.0
164,48343.96787998955,193.63764229929268,-107.53037641943975,65,731.782992005288,1.7122747898101809,-28.58534812927246,0.001,33295.0
168,43935.59760632784,195.76261325172626,-106.46253154437326,65,626.5458336738532,0.9949400424957277,-32.90213394165039,0.001,33824.0
172,42145.174849706105,213.34265575545734,-134.36186263032474,65,674.5964723109338,1.1047025918960571,-30.19112968444824,0.001,34248.0
176,45862.62993244421,204.33746037441995,-130.34510358887132,65,741.9488201176172,2.018393278121948,-30.577539443969727,0.001,34427.0
180,38324.96215076983,217.46193795341188,-126.59873613268654,65,656.102445700324,1.219859004020691,-30.06745338439941,0.001,34598.0
184,52679.788728888125,188.01630192085287,-124.12716527120115,65,595.20499256778,2.4358937740325928,-32.0960693359375,0.001,34759.0
188,40860.80638365787,183.32611138711553,-133.98755979434142,64,691.0844538112568,1.2093137502670288,-30.16365432739257,0.001,34917.0
192,43844.12246377657,196.58749510034528,-125.57649881719514,64,648.1380516453055,1.862889051437378,-29.2230281829834,0.001,35070.0
196,46746.85753788102,227.53206329286633,-131.39866248602843,64,750.3051461797796,1.1732457876205444,-30.828617095947266,0.001,35220.0
200,39899.64445099754,206.6783401986343,-113.87220389190868,64,614.1132674993937,2.1671745777130127,-28.30522727966309,0.001,35499.0
204,43861.07948903075,197.29516966551543,-119.48515134795933,64,657.8234922250392,1.3973326683044434,-28.358829498291016,0.001,35665.0
208,44878.659448107515,173.23062483974073,-115.48209749397746,64,749.6028568158324,2.552042961120605,-25.43192672729492,0.001,36140.0
212,45707.40914765072,197.9482733383108,-132.70055800030926,64,595.9079268272351,1.5333044528961182,-30.38007164001465,0.001,36539.0
216,51491.58679835418,223.56235375632417,-130.19056604115258,63,717.9474111084802,1.788105845451355,-29.34326362609864,0.001,37978.0
220,45852.11988532255,207.35689258400024,-121.5912048405355,63,801.8056135715411,1.932290315628052,-28.28302764892578,0.001,39198.0
224,49193.65482920596,247.52995087182595,-127.51752827797154,63,732.5533358906065,2.021012306213379,-29.85078239440918,0.001,39667.0
228,47279.215879406576,181.28934497106584,-117.48757643616983,63,717.8355143431816,1.4176307916641235,-29.131629943847656,0.001,40003.0
232,48081.42514908022,210.30674850041086,-133.5757171826811,63,858.5465911853275,1.949669361114502,-29.36947631835937,0.001,40238.0
236,54302.27637807539,233.58532483280928,-108.06769604635087,63,753.3320736460403,2.1976583003997803,-26.7509822845459,0.001,40712.0
240,59184.160225127554,206.22943202101249,-115.0121019938862,62,793.7845875427804,1.547663331031799,-28.101985931396484,0.001,41091.0
244,43253.56578917634,234.51393294038562,-141.21929489509267,62,727.7208745320015,2.2401680946350098,-25.89017105102539,0.001,41492.0
248,53324.20004192517,191.93496248491027,-116.65718999979413,62,738.7353149032664,3.314558267593384,-24.184682846069336,0.001,41791.0
252,44316.9302970988,184.40038059729685,-124.10362305178433,62,788.9322950729136,2.5616931915283203,-25.24234390258789,0.001,42079.0
256,45044.28924093383,138.9599288924872,-132.4066884548588,62,804.1188879727665,15.59341812133789,-25.81728172302246,0.001,42290.0
260,47470.230806691194,110.2151545980911,-120.79009503649395,62,766.5758538781404,2.2668771743774414,-23.727338790893555,0.001,42515.0
264,52058.08139380942,95.52254638116969,-112.36455107542247,62,839.4610460890356,1.9812633991241453,-26.2476806640625,0.001,42760.0
268,51707.399237210535,105.56086651673995,-100.01894639223241,62,843.5088137551804,1.687688946723938,-24.7375602722168,0.001,43158.0
272,63202.149583719045,85.93009207937683,-110.51014128126218,62,841.3479038239972,1.4480801820755005,-24.873517990112305,0.001,43634.0
276,52742.417333688296,100.42673469275351,-119.52143132228069,62,816.1323157534727,2.486744403839112,-22.741548538208008,0.001,44048.0
280,53065.98917749169,93.7183125788617,-111.54507110917339,61,802.2094889130215,2.153361797332764,-25.2807846069336,0.001,44604.0
284,57779.19850181407,118.09668287846915,-110.63820514346139,61,846.120554231295,2.2411980628967285,-27.179203033447266,0.001,46646.0
288,66008.39278710038,206.62286440737387,-118.14551081741939,60,905.0537779964192,1.4991469383239746,-33.56819534301758,0.001,52909.0
292,67717.10549417393,196.48623721582462,-125.66244264414192,59,1147.417192358038,3.671134233474731,-30.99593734741211,0.001,54726.0
296,75203.65993624143,205.61294728935596,-127.60262351924511,59,997.2082718786472,2.374296426773072,-32.51069641113281,0.001,55243.0
300,60821.08191217009,223.50817817349935,-136.51319984173446,59,913.7767659656778,2.822082996368408,-32.120750427246094,0.001,55920.0
304,67214.61514383295,218.81616146329344,-133.68781046577828,59,1104.0771054051334,1.5943074226379397,-31.479507446289062,0.001,56862.0
