rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/loss,train/entropy_loss,train/std,train/n_updates,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/clip_fraction,train/value_loss,train/approx_kl,train/explained_variance
1051.12,34.527299070000005,215040,531,105,404,1.092139720916748,-3.6413541488349437,0.5998988151550293,1040,-0.008339593606069683,0.18,0.0003,0.138037109375,2.463425559923053,0.010709109,-0.41638338565826416
1051.12,35.54449926,217088,532,106,408,0.3640395402908325,-3.589647717028856,0.5912914872169495,1050,-0.009303461374656763,0.18,0.0003,0.17451171875,0.77561588101089,0.012265746,0.5890606641769409
1033.15,34.940841580000004,219136,532,107,411,0.33572033047676086,-3.550033252686262,0.5865370035171509,1060,-0.009132045198930428,0.18,0.0003,0.172509765625,0.852263686992228,0.011829337,0.8226510286331177
1033.15,36.064804839999994,221184,532,108,415,24.672771453857422,-3.5317122787237167,0.5861993432044983,1070,-0.007704439107328653,0.18,0.0003,0.1095703125,79.95648340731859,0.0076088076,0.812037780880928
1029.5,36.55892882,223232,532,109,418,0.4931448698043823,-3.505125771462917,0.5790972709655762,1080,-0.008899859068333172,0.18,0.0003,0.15224609375,2.0565063036978244,0.010575457,0.26417219638824463
1016.49,34.61291458,225280,533,110,422,2.6149885654449463,-3.4847506634891032,0.5795148611068726,1090,-0.005294241639785468,0.18,0.0003,0.098779296875,36.38202114477754,0.007887423,0.8837051317095757
1006.01,33.12285092,227328,533,111,426,39.105613708496094,-3.486184523999691,0.5795227289199829,1100,-0.004015820384665858,0.18,0.0003,0.01162109375,158.2638646364212,0.003036745,0.8239912390708923
1006.01,34.42809361,229376,533,112,429,23.28171157836914,-3.485412684082985,0.5792437195777893,1110,-0.008206252851960017,0.18,0.0003,0.058251953125,57.92036949396133,0.0069551244,0.9077556952834129
1016.55,36.80470931,231424,533,113,433,1.7629247903823853,-3.48435243293643,0.5787934064865112,1120,-0.009368478110263822,0.18,0.0003,0.110888671875,9.589978539943695,0.0093071405,-1.5393199920654297
1016.55,37.40214446,233472,534,114,437,0.2476126253604889,-3.477784442901611,0.5779743194580078,1130,-0.00994752102487837,0.18,0.0003,0.219189453125,1.2993786761537194,0.0130028725,0.20169854164123535
1016.55,37.89308371999999,235520,534,115,440,0.20958499610424042,-3.4478690840303896,0.5722730159759521,1140,-0.010972828326339367,0.18,0.0003,0.235888671875,0.5799138482660056,0.013497416,0.7737643271684647
1003.8,36.64362536,237568,534,116,444,0.328622043132782,-3.4308159604668615,0.5717982649803162,1150,-0.011891725483292249,0.18,0.0003,0.198583984375,0.9580627449788153,0.012331057,0.7660954743623734
1003.8,37.44487327,239616,534,117,448,13.946330070495605,-3.433988309651613,0.5722028613090515,1160,-0.005042195101850666,0.18,0.0003,0.09560546875,38.46415470987559,0.0059320005,0.7373399436473846
1015.19,39.75633411,241664,534,118,452,0.9231204390525818,-3.4428485363721846,0.5747076869010925,1170,-0.01269979646167485,0.18,0.0003,0.152197265625,1.702406414784491,0.01056318,0.5233300626277924
1018.36,40.41405673,243712,534,119,455,2.1659293174743652,-3.4484774678945542,0.5733810067176819,1180,-0.006236747336333792,0.18,0.0003,0.09814453125,5.341408664733171,0.006688582,0.22967493534088135
1018.36,40.66336214,245760,534,120,459,8.36830997467041,-3.4447333008050918,0.5734875202178955,1190,-0.008367414731765166,0.18,0.0003,0.04677734375,34.451582693308595,0.006053877,0.8867398127913475
1018.36,40.79272856,247808,535,121,463,1.6263567209243774,-3.4406959384679796,0.5720012187957764,1200,-0.013410905843193177,0.18,0.0003,0.110888671875,7.61467228718102,0.010379868,0.5142969191074371
1033.28,43.51530959000001,249856,535,122,466,1.149288296699524,-3.4266198113560677,0.5691412687301636,1210,-0.008790940334438346,0.18,0.0003,0.152392578125,3.475231801904738,0.013146137,0.3841923475265503
1054.43,48.45514112,251904,535,123,470,0.20220761001110077,-3.3864068135619165,0.5626974105834961,1220,-0.010198285071237479,0.18,0.0003,0.242626953125,0.7789268823340535,0.017495448,0.6879704296588898
1068.81,51.342535930000004,253952,535,124,473,0.2044081687927246,-3.3450984828174115,0.556228518486023,1230,-0.008839144719240721,0.18,0.0003,0.208544921875,0.6111484379507601,0.016185451,0.8505542874336243
1066.9,53.03720457,256000,535,125,477,0.4033944606781006,-3.2964576728641988,0.5502983927726746,1240,-0.011751906244899146,0.18,0.0003,0.19296875,0.7997399115003645,0.013031801,0.7472162842750549
1060.58,51.56514037,258048,536,126,481,26.45396614074707,-3.2797543831169604,0.5506664514541626,1250,-0.005173667674534954,0.18,0.0003,0.174169921875,37.30417583212257,0.0068613747,0.8550998419523239
