episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-16551.50707773875,-0.47236036180761265,-3626.61241445469,-0.10349921274128682,-12924.894663284056,-0.3688611490663258,-72532248.28909379,-2069.984254825736,-25849.789326568112,-0.7377222981326516,72532248.28909379,2069.984254825736,25849.789326568112,0.7377222981326516,43.40914928226935,35041,8760.125
2,-15325.581382970566,-0.43737389791582665,-3540.191621067204,-0.10103286589803664,-11785.389761903363,-0.33634103201779003,-70803832.42134407,-2020.6573179607326,-23570.779523806727,-0.6726820640355801,70803832.42134407,2020.6573179607326,23570.779523806727,0.6726820640355801,43.26360549071088,35041,8760.083333333334
3,-15034.907609444459,-0.4290784135115428,-3497.4305658104645,-0.09981251614755891,-11537.477043633995,-0.3292658973639839,-69948611.31620929,-1996.2503229511783,-23074.95408726799,-0.6585317947279677,69948611.31620929,1996.2503229511783,23074.95408726799,0.6585317947279677,42.90973431123541,35041,8760.125
4,-13261.738413177161,-0.37847426978245324,-3636.438078148482,-0.10377962551793612,-9625.300335028678,-0.27469464426451706,-72728761.56296964,-2075.5925103587224,-19250.600670057356,-0.5493892885290341,72728761.56296964,2075.5925103587224,19250.600670057356,0.5493892885290341,39.733455095459604,35041,8760.0625
5,-10461.152891754116,-0.2985488838970924,-3679.487703735737,-0.10500821072305185,-6781.66518801838,-0.19354067317404053,-73589754.07471474,-2100.164214461037,-13563.33037603676,-0.38708134634808106,73589754.07471474,2100.164214461037,13563.33037603676,0.38708134634808106,35.2273051568163,35041,8760.125
6,-12012.294651948558,-0.3428166281948789,-2867.5906335694026,-0.08183763223656972,-9144.704018379156,-0.26097899595830926,-57351812.67138806,-1636.7526447313944,-18289.408036758312,-0.5219579919166185,57351812.67138806,1636.7526447313944,18289.408036758312,0.5219579919166185,45.24128877600525,35041,8760.0
7,-8255.285960691419,-0.23559606052201537,-3347.7571790520747,-0.09554101538390625,-4907.528781639344,-0.14005504513810912,-66955143.5810415,-1910.820307678125,-9815.057563278688,-0.28011009027621825,66955143.5810415,1910.820307678125,9815.057563278688,0.28011009027621825,32.864358893867184,35041,8760.0
8,-8866.277609286639,-0.25303303679471,-3289.8327418197705,-0.09388792071403454,-5576.444867466868,-0.15914511608067547,-65796654.836395405,-1877.7584142806909,-11152.889734933737,-0.31829023216135094,65796654.836395405,1877.7584142806909,11152.889734933737,0.31829023216135094,35.46702434291259,35041,8760.0625
9,-10327.209334116442,-0.29472629378186194,-3074.4383542167793,-0.08774082061120946,-7252.770979899664,-0.2069854731706525,-61488767.08433558,-1754.816412224189,-14505.541959799328,-0.413970946341305,61488767.08433558,1754.816412224189,14505.541959799328,0.413970946341305,41.37439000028538,35041,8760.125
10,-8199.201050717576,-0.23399546377618655,-3300.4812294890253,-0.09419181591007492,-4898.719821228551,-0.13980364786611163,-66009624.5897805,-1883.8363182014984,-9797.439642457102,-0.27960729573222326,66009624.5897805,1883.8363182014984,9797.439642457102,0.27960729573222326,32.313575525812624,35041,8760.0
11,-8129.4219494251565,-0.23200405106806954,-3327.5818025218464,-0.09496523409023534,-4801.840146903309,-0.13703881697783415,-66551636.05043692,-1899.3046818047067,-9603.680293806618,-0.2740776339556683,66551636.05043692,1899.3046818047067,9603.680293806618,0.2740776339556683,31.27193858622756,35041,8760.0
