episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-14617.086091943116,-0.4171542834458652,-3372.7940390622057,-0.09625553764446934,-11244.29205288091,-0.3208987458013958,-67455880.78124413,-1925.1107528893872,-22488.58410576182,-0.6417974916027916,67455880.78124413,1925.1107528893872,22488.58410576182,0.6417974916027916,43.88002625495847,35041,8760.125
2,-13375.486281452873,-0.3817204988999108,-3532.0135303457405,-0.10079947289799487,-9843.47275110713,-0.2809210260019158,-70640270.6069148,-2015.9894579598974,-19686.94550221426,-0.5618420520038316,70640270.6069148,2015.9894579598974,19686.94550221426,0.5618420520038316,40.7836534345481,35041,8760.0
3,-10958.987512285777,-0.3127564929305302,-3613.408053525646,-0.10312237595678214,-7345.57945876013,-0.209634116973748,-72268161.07051294,-2062.4475191356432,-14691.15891752026,-0.419268233947496,72268161.07051294,2062.4475191356432,14691.15891752026,0.419268233947496,37.59025141976542,35041,8760.0
4,-9504.692196860444,-0.2712526311889396,-4276.719478917327,-0.12205249654444428,-5227.9727179431175,-0.14920013464449536,-85534389.57834652,-2441.049930888885,-10455.945435886235,-0.2984002692889907,85534389.57834652,2441.049930888885,10455.945435886235,0.2984002692889907,30.18178704945635,35041,8760.0
5,-6708.491023437292,-0.19145236939033367,-4662.0147491966345,-0.13304836613004095,-2046.4762742406576,-0.05840400326029274,-93240294.98393269,-2660.9673226008185,-4092.9525484813153,-0.11680800652058548,93240294.98393269,2660.9673226008185,4092.9525484813153,0.11680800652058548,18.150166947290316,35041,8760.083333333334
6,-6512.230441933569,-0.1858513253976475,-4877.132031595808,-0.13918755797933244,-1635.0984103377605,-0.04666376741831508,-97542640.63191615,-2783.751159586648,-3270.196820675521,-0.09332753483663016,97542640.63191615,2783.751159586648,3270.196820675521,0.09332753483663016,15.147969521417767,35041,8760.0
7,-6520.770619487408,-0.1860950519260105,-5521.214034797337,-0.1575688936871386,-999.5565846900718,-0.02852615823887191,-110424280.69594672,-3151.377873742772,-1999.1131693801435,-0.05705231647774382,110424280.69594672,3151.377873742772,1999.1131693801435,0.05705231647774382,7.833680545646528,35041,8760.0
8,-6981.19125825899,-0.1992349103384415,-5849.044929371159,-0.16692479821264722,-1132.1463288878304,-0.032310112125794245,-116980898.58742318,-3338.4959642529443,-2264.2926577756607,-0.06462022425158849,116980898.58742318,3338.4959642529443,2264.2926577756607,0.06462022425158849,5.787506064324648,35041,8760.125
9,-7408.042310433169,-0.21141673260368635,-6621.982654529434,-0.188983523245703,-786.0596559037342,-0.02243320935798328,-132439653.09058869,-3779.6704649140606,-1572.1193118074684,-0.04486641871596656,132439653.09058869,3779.6704649140606,1572.1193118074684,0.04486641871596656,2.6654490454039554,35041,8760.0
10,-6524.231218056498,-0.18619381330069915,-6423.431960948195,-0.18331712217317908,-100.79925710830078,-0.0028766911275199996,-128468639.21896394,-3666.3424434635826,-201.59851421660156,-0.005753382255039999,128468639.21896394,3666.3424434635826,201.59851421660156,0.005753382255039999,1.643788704660255,35041,8760.0625
11,-6357.54847869198,-0.1814368858074195,-5943.975102358138,-0.16963399264720716,-413.57337633384054,-0.011802893160212343,-118879502.04716277,-3392.679852944143,-827.1467526676811,-0.023605786320424687,118879502.04716277,3392.679852944143,827.1467526676811,0.023605786320424687,4.937073713649725,35041,8760.0
12,-6428.442593455278,-0.1834601196762351,-5717.782018339851,-0.16317871056905967,-710.6605751154266,-0.020281409107175415,-114355640.36679703,-3263.574211381194,-1421.3211502308532,-0.04056281821435083,114355640.36679703,3263.574211381194,1421.3211502308532,0.04056281821435083,7.282897177591964,35041,8760.0
