episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-16527.83965677025,-0.47168492171147974,-3199.582144827734,-0.0913122758227093,-13328.257511942516,-0.38037264588877046,-63991642.89655467,-1826.245516454186,-26656.515023885033,-0.7607452917775409,63991642.89655467,1826.245516454186,26656.515023885033,0.7607452917775409,46.41705430781085,35041,8760.083333333334
2,-8035.260987811728,-0.22931680901289178,-4536.346437333313,-0.12946194170471784,-3498.914550478415,-0.09985486730817394,-90726928.74666625,-2589.2388340943567,-6997.82910095683,-0.1997097346163479,90726928.74666625,2589.2388340943567,6997.82910095683,0.1997097346163479,23.99474900830456,35041,8760.125
3,-6888.076355722943,-0.19657752156743558,-4376.536476079759,-0.12490115513926253,-2511.539879643183,-0.07167636642817303,-87530729.52159518,-2498.0231027852506,-5023.079759286366,-0.14335273285634606,87530729.52159518,2498.0231027852506,5023.079759286366,0.14335273285634606,18.895008704089495,35041,8760.0
4,-6892.88667071885,-0.19671480224654253,-4584.614902599532,-0.13083946639838848,-2308.271768119316,-0.065875335848154,-91692298.05199063,-2616.789327967769,-4616.543536238632,-0.131750671696308,91692298.05199063,2616.789327967769,4616.543536238632,0.131750671696308,15.336320310493424,35041,8760.083333333334
5,-7414.710703399023,-0.21160704062211824,-4907.271902727708,-0.14004771411894143,-2507.4388006713148,-0.07155932650317678,-98145438.05455416,-2800.954282378829,-5014.8776013426295,-0.14311865300635357,98145438.05455416,2800.954282378829,5014.8776013426295,0.14311865300635357,16.415056647926715,35041,8760.083333333334
6,-7080.747512086722,-0.20207612762804572,-5445.444403920794,-0.15540651837673497,-1635.3031081659278,-0.04666960925131072,-108908888.07841587,-3108.1303675346994,-3270.6062163318556,-0.09333921850262145,108908888.07841587,3108.1303675346994,3270.6062163318556,0.09333921850262145,11.435175936759796,35041,8760.0
7,-7047.494325416061,-0.20112712115913414,-5419.074128357021,-0.1546539420193214,-1628.4201970590389,-0.046473179139812755,-108381482.56714043,-3093.0788403864276,-3256.8403941180777,-0.09294635827962551,108381482.56714043,3093.0788403864276,3256.8403941180777,0.09294635827962551,12.185725293227934,35041,8760.0
8,-7027.723123784785,-0.200562874537237,-5432.124255699489,-0.15502637716037357,-1595.5988680852943,-0.04553649737686342,-108642485.1139898,-3100.5275432074714,-3191.1977361705885,-0.09107299475372684,108642485.1139898,3100.5275432074714,3191.1977361705885,0.09107299475372684,11.632088125338889,35041,8760.0
9,-7050.396357836787,-0.20120994171908638,-5367.683076577573,-0.15318730241374354,-1682.7132812592135,-0.048022639305342854,-107353661.53155145,-3063.74604827487,-3365.426562518427,-0.09604527861068571,107353661.53155145,3063.74604827487,3365.426562518427,0.09604527861068571,12.271339288262322,35041,8760.0
10,-7384.835253526028,-0.2107544307513136,-5124.34145909986,-0.14624262154965353,-2260.4937944261683,-0.06451180920166005,-102486829.1819972,-2924.852430993071,-4520.987588852337,-0.1290236184033201,102486829.1819972,2924.852430993071,4520.987588852337,0.1290236184033201,15.544647698410433,35041,8760.0
