episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-16646.783017082213,-0.4750794240034878,-3565.1529453391963,-0.1017452324583104,-13081.630071743017,-0.37333419154517744,-71303058.90678392,-2034.904649166208,-26163.260143486033,-0.7466683830903549,71303058.90678392,2034.904649166208,26163.260143486033,0.7466683830903549,43.88002625495847,35041,8760.125
2,-15463.532969512853,-0.44131087241760425,-3597.022198849186,-0.10265474311784208,-11866.510770663666,-0.3386561292997622,-71940443.97698373,-2053.0948623568415,-23733.021541327333,-0.6773122585995244,71940443.97698373,2053.0948623568415,23733.021541327333,0.6773122585995244,42.290459747153335,35041,8760.125
3,-15698.518446175316,-0.44801707894335946,-3340.984248747153,-0.09534772399392559,-12357.534197428165,-0.35266935494943397,-66819684.97494305,-1906.9544798785116,-24715.06839485633,-0.7053387098988679,66819684.97494305,1906.9544798785116,24715.06839485633,0.7053387098988679,44.53069261721983,35041,8760.0
4,-9965.622031547196,-0.28440702144826474,-4223.432295830125,-0.12053174360245791,-5742.189735717069,-0.16387527784580677,-84468645.9166025,-2410.6348720491583,-11484.379471434138,-0.32775055569161354,84468645.9166025,2410.6348720491583,11484.379471434138,0.32775055569161354,30.49855883108359,35041,8760.083333333334
5,-8842.693075494528,-0.2523599622001863,-3619.4764295773034,-0.10329556020483172,-5223.216645917225,-0.1490644019953546,-72389528.59154607,-2065.9112040966347,-10446.43329183445,-0.2981288039907092,72389528.59154607,2065.9112040966347,10446.43329183445,0.2981288039907092,32.85579749436375,35041,8760.0625
6,-10856.07093730369,-0.309819376064603,-3228.4365603456936,-0.09213574658520815,-7627.634376957996,-0.21768362947939487,-64568731.20691387,-1842.714931704163,-15255.268753915992,-0.43536725895878975,64568731.20691387,1842.714931704163,15255.268753915992,0.43536725895878975,38.62618075968152,35041,8760.0
7,-7968.0401577524335,-0.22739840632855118,-3614.170357172717,-0.10314413119785151,-4353.869800579717,-0.12425427513069968,-72283407.14345434,-2062.8826239570303,-8707.739601159434,-0.24850855026139937,72283407.14345434,2062.8826239570303,8707.739601159434,0.24850855026139937,28.198396164493023,35041,8760.0
8,-7777.414881389107,-0.22195818725425534,-3774.414768429515,-0.10771731645061401,-4003.000112959592,-0.11424087080364133,-75488295.36859031,-2154.3463290122804,-8006.000225919184,-0.22848174160728266,75488295.36859031,2154.3463290122804,8006.000225919184,0.22848174160728266,26.862817841956566,35041,8760.0
9,-7828.711491358908,-0.22342213160270855,-3789.828304988201,-0.1081572004848231,-4038.883186370706,-0.11526493111788544,-75796566.09976402,-2163.1440096964616,-8077.766372741412,-0.23052986223577088,75796566.09976402,2163.1440096964616,8077.766372741412,0.23052986223577088,26.945578037156476,35041,8760.0
10,-7965.566208865122,-0.22732780276441558,-3772.871638876622,-0.1076732773652004,-4192.6945699885,-0.11965452539921519,-75457432.77753243,-2153.4655473040075,-8385.389139977,-0.23930905079843037,75457432.77753243,2153.4655473040075,8385.389139977,0.23930905079843037,27.659027995776377,35041,8760.0
11,-8284.16086456077,-0.23642011599773888,-3695.9881073645256,-0.10547911265309719,-4588.172757196246,-0.1309410033446417,-73919762.14729051,-2109.582253061944,-9176.345514392491,-0.2618820066892834,73919762.14729051,2109.582253061944,9176.345514392491,0.2618820066892834,29.182957107388486,35041,8760.0
12,-8424.83765943604,-0.24043486470993264,-3803.5476978174456,-0.1085487356683061,-4621.289961618596,-0.1318861290416266,-76070953.9563489,-2170.9747133661213,-9242.579923237192,-0.2637722580832532,76070953.9563489,2170.9747133661213,9242.579923237192,0.2637722580832532,29.145857709540252,35041,8760.0
13,-8405.370577793188,-0.23987929731144944,-3934.7933206013327,-0.11229432992583711,-4470.577257191855,-0.1275849673856123,-78695866.41202666,-2245.8865985167427,-8941.15451438371,-0.2551699347712246,78695866.41202666,2245.8865985167427,8941.15451438371,0.2551699347712246,28.041437173596645,35041,8760.0
14,-8574.856409614018,-0.24471622173555987,-4204.8130026137615,-0.12000037107915985,-4370.043407000254,-0.12471585065639994,-84096260.05227523,-2400.007421583197,-8740.086814000508,-0.24943170131279988,84096260.05227523,2400.007421583197,8740.086814000508,0.24943170131279988,26.18361348135042,35041,8760.0
15,-7773.2998563088795,-0.22184074932388353,-4443.297071159496,-0.12680642326368424,-3330.0027851493833,-0.09503432606019929,-88865941.42318992,-2536.128465273685,-6660.0055702987665,-0.19006865212039858,88865941.42318992,2536.128465273685,6660.0055702987665,0.19006865212039858,22.31386090579607,35041,8760.0
16,-7635.367322253773,-0.2179043185574707,-4576.570152466742,-0.13060987878044356,-3058.7971697870316,-0.08729443977702715,-91531403.04933482,-2612.1975756088705,-6117.594339574063,-0.1745888795540543,91531403.04933482,2612.1975756088705,6117.594339574063,0.1745888795540543,21.089580776804315,35041,8760.083333333334
17,-7590.251635237227,-0.21661677041202132,-4590.785359610955,-0.13101556391583777,-2999.466275626271,-0.08560120649618354,-91815707.19221912,-2620.3112783167558,-5998.932551252542,-0.17120241299236708,91815707.19221912,2620.3112783167558,5998.932551252542,0.17120241299236708,20.844153991039068,35041,8760.0
18,-7628.213543964936,-0.2177001582181774,-4591.529438609114,-0.13103679904706375,-3036.684105355823,-0.08666335917111366,-91830588.77218226,-2620.7359809412746,-6073.368210711646,-0.17332671834222732,91830588.77218226,2620.7359809412746,6073.368210711646,0.17332671834222732,20.710025398818527,35041,8760.0
