time/total_timesteps,train/actor_loss,time/episodes,time/fps,rollout/ep_rew_mean,train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/critic_loss,train/ent_coef
11200,47.4990234375,56,47,-495.1091837142857,0.0003,-0.7478946447372437,200.0,237,11099,2.718931198120117,0.08313082158565521
12000,51.49974822998047,60,47,-470.2988270333333,0.0003,-0.10813529789447784,200.0,254,11899,2.5629777908325195,0.06869732588529587
12800,48.856590270996094,64,47,-459.00559589062505,0.0003,-0.015904445201158524,200.0,271,12699,1.7685425281524658,0.059913329780101776
13600,54.98890686035156,68,47,-441.32201108823534,0.0003,0.23030191659927368,200.0,288,13499,1.558377981185913,0.05358564481139183
14400,46.43132781982422,72,47,-428.2578318333333,0.0003,-0.6974031925201416,200.0,305,14299,1.758321762084961,0.052486635744571686
15200,38.228797912597656,76,47,-413.56802061842103,0.0003,-0.1868811845779419,200.0,322,15099,1.3489936590194702,0.048422716557979584
16000,44.158321380615234,80,47,-401.6498377875,0.0003,-0.44025444984436035,200.0,340,15899,1.4697823524475098,0.04357556998729706
16800,36.324153900146484,84,47,-384.0724068571429,0.0003,-0.0464896485209465,200.0,357,16699,1.1209111213684082,0.03915437310934067
17600,34.464881896972656,88,46,-373.38337456818186,0.0003,-0.44637519121170044,200.0,374,17499,1.2022011280059814,0.03500674292445183
18400,36.337432861328125,92,46,-365.11615492391314,0.0003,0.1057245284318924,200.0,391,18299,0.9523906707763672,0.03152835741639137
19200,35.33919906616211,96,46,-357.3530345,0.0003,0.22815144062042236,200.0,408,19099,0.9628251194953918,0.02985590696334839
20000,37.96636199951172,100,46,-348.03413143,0.0003,0.36286479234695435,200.0,425,19899,1.042578101158142,0.030047034844756126
20800,32.07470703125,104,46,-301.35969836,0.0003,0.23316806554794312,200.0,442,20699,2.1964855194091797,0.029560675844550133
21600,24.803749084472656,108,46,-246.91638712,0.0003,-0.3275258243083954,200.0,459,21499,0.6733602285385132,0.02880929596722126
22400,27.054759979248047,112,46,-209.61592641,0.0003,0.13286876678466797,200.0,476,22299,1.2193255424499512,0.028904832899570465
23200,29.172712326049805,116,46,-199.06180188,0.0003,0.34615030884742737,200.0,494,23099,0.9384698867797852,0.02939598448574543
24000,34.61219787597656,120,46,-182.30955593999997,0.0003,0.16815172135829926,200.0,511,23899,0.6392601132392883,0.0304716806858778
24800,23.11679458618164,124,46,-163.63221667,0.0003,0.26021504402160645,200.0,528,24699,1.0149266719818115,0.029846789315342903
25600,24.61621856689453,128,46,-155.87255721000002,0.0003,0.6521133184432983,200.0,545,25499,1.7767351865768433,0.028848344460129738
26400,25.596206665039062,132,46,-158.4643762,0.0003,-0.23179787397384644,200.0,562,26299,0.7909409999847412,0.02914736233651638
27200,29.120851516723633,136,46,-154.99941952,0.0003,-0.2661992609500885,200.0,579,27099,0.5186651349067688,0.029787372797727585
28000,21.372665405273438,140,46,-152.68220402999998,0.0003,-0.7270162105560303,200.0,596,27899,0.8086140751838684,0.030238067731261253
28800,27.499406814575195,144,46,-156.31940274,0.0003,0.06025593727827072,200.0,613,28699,0.7226638793945312,0.031980615109205246
29600,27.110916137695312,148,46,-158.70061019000002,0.0003,0.8415089845657349,200.0,630,29499,0.7860813140869141,0.032572805881500244
30400,23.846412658691406,152,46,-156.46451345,0.0003,-0.22599300742149353,200.0,647,30299,0.5346204042434692,0.03312603756785393
31200,31.859153747558594,156,46,-157.20544996,0.0003,0.6355642676353455,200.0,664,31099,0.5503507256507874,0.03346705809235573
32000,26.689308166503906,160,46,-157.29398943,0.0003,-0.49417680501937866,200.0,682,31899,0.36935096979141235,0.03404921293258667
32800,34.28840637207031,164,46,-151.78853312,0.0003,0.6936487555503845,200.0,699,32699,0.8788774013519287,0.034285180270671844
33600,32.576759338378906,168,46,-152.4391573,0.0003,0.2837470769882202,200.0,716,33499,0.8909542560577393,0.03392861410975456
34400,26.489639282226562,172,46,-149.03796642,0.0003,-0.04548409581184387,200.0,733,34299,0.47185540199279785,0.03303254023194313
35200,26.342422485351562,176,46,-146.61809793999998,0.0003,0.3934671878814697,200.0,750,35099,0.649208664894104,0.031158290803432465
36000,27.98641586303711,180,46,-145.62317041,0.0003,0.16844451427459717,200.0,767,35899,0.5020827054977417,0.030165735632181168
36800,25.414628982543945,184,46,-152.20695516,0.0003,0.05476298928260803,200.0,785,36699,0.38646337389945984,0.032660435885190964
37600,26.35503387451172,188,46,-151.15871889,0.0003,0.11386966705322266,200.0,802,37499,0.8923940062522888,0.03794250637292862
38400,23.755159378051758,192,46,-148.74137408,0.0003,0.44752800464630127,200.0,819,38299,0.5476226806640625,0.0397942028939724
39200,23.370481491088867,196,46,-145.31576831,0.0003,0.14466071128845215,200.0,836,39099,0.6383153796195984,0.04218645393848419
40000,22.796667098999023,200,46,-146.32543951,0.0003,-0.03916015475988388,200.0,853,39899,0.4837953448295593,0.04461546614766121
40800,27.320655822753906,204,46,-145.05253144,0.0003,-0.5334723591804504,200.0,871,40699,0.364461213350296,0.042091161012649536
41600,27.593265533447266,208,46,-149.52894537999998,0.0003,-0.306505411863327,200.0,888,41499,0.6838797330856323,0.03841865062713623
42400,22.153411865234375,212,46,-150.6765886,0.0003,-0.4563748836517334,200.0,905,42299,0.4565994143486023,0.033951036632061005
43200,22.073965072631836,216,46,-153.01873393,0.0003,-1.04050874710083,200.0,922,43099,0.43356549739837646,0.031212054193019867
44000,20.057403564453125,220,46,-156.32176703,0.0003,0.27688735723495483,200.0,939,43899,0.6501616835594177,0.029956448823213577
44800,19.902633666992188,224,46,-157.24550821,0.0003,-1.0486851930618286,200.0,956,44699,0.6596683263778687,0.028897611424326897
45600,25.89568328857422,228,46,-157.37475238,0.0003,1.0521690845489502,200.0,974,45499,0.3525359332561493,0.03075495921075344
46400,22.893630981445312,232,46,-156.96175177,0.0003,0.27807509899139404,200.0,991,46299,0.23259326815605164,0.03223564103245735
47200,26.628957748413086,236,46,-156.8387243,0.0003,1.0158511400222778,200.0,1009,47099,0.7355638742446899,0.03503808006644249
48000,25.2747859954834,240,46,-155.49890215999997,0.0003,-0.23444931209087372,200.0,1026,47899,0.4315491020679474,0.035605110228061676
48800,28.89656639099121,244,46,-154.26752617,0.0003,0.10059148818254471,200.0,1043,48699,0.5015442371368408,0.03510047867894173
49600,19.304534912109375,248,46,-150.56718044,0.0003,-0.05662635713815689,200.0,1061,49499,0.6748054623603821,0.032511357218027115
