time/total_timesteps,train/actor_loss,time/episodes,time/fps,rollout/ep_rew_mean,train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/critic_loss,train/ent_coef
800,22.61079978942871,4,53,-1437.00339375,0.0003,-0.3305695652961731,200.0,14,699,0.3007081151008606,0.812710165977478
1600,47.439109802246094,8,49,-1458.7447355,0.0003,-0.6335805654525757,200.0,32,1499,0.1385786533355713,0.6470336318016052
2400,68.0309829711914,12,48,-1352.07391075,0.0003,-0.5880061388015747,200.0,49,2299,0.22973541915416718,0.5316724181175232
3200,76.49737548828125,16,48,-1160.4151571875,0.0003,-0.49681025743484497,200.0,66,3099,0.24304939806461334,0.4536828398704529
4000,82.56330871582031,20,47,-991.36792645,0.0003,-0.45642682909965515,200.0,83,3899,0.5085649490356445,0.3940340578556061
4800,81.001953125,24,47,-862.8303329999999,0.0003,-0.5586802959442139,200.0,101,4699,0.6357740163803101,0.3335941433906555
5600,77.86082458496094,28,47,-761.5395023214286,0.0003,-0.6631881594657898,200.0,118,5499,0.6751778721809387,0.27629727125167847
6400,83.24777221679688,32,47,-686.076404375,0.0003,-0.23700213432312012,200.0,135,6299,1.0133299827575684,0.23054373264312744
7200,73.55429077148438,36,47,-623.2827417777778,0.0003,-0.5688865184783936,200.0,153,7099,1.3135836124420166,0.19435958564281464
8000,77.01268768310547,40,46,-576.9274207,0.0003,-0.4753337502479553,200.0,170,7899,1.0448343753814697,0.16312989592552185
8800,72.95545959472656,44,46,-538.1201989318182,0.0003,-0.3367442488670349,200.0,187,8699,1.3152929544448853,0.13519129157066345
9600,67.606201171875,48,46,-509.27601331249997,0.0003,-0.452746719121933,200.0,204,9499,0.8634397983551025,0.11298459023237228
10400,59.02744674682617,52,46,-490.0837191538461,0.0003,-0.8344075679779053,200.0,222,10299,1.3137692213058472,0.09518773853778839
11200,63.914066314697266,56,46,-465.7221256964285,0.0003,-0.17998367547988892,200.0,239,11099,1.1103124618530273,0.08195284754037857
12000,55.56855392456055,60,46,-444.58818196666664,0.0003,-0.05011831969022751,200.0,256,11899,1.2585129737854004,0.0717773362994194
12800,55.426116943359375,64,46,-425.87665682812496,0.0003,-0.2502043843269348,200.0,273,12699,1.0000591278076172,0.06379404664039612
13600,47.23978042602539,68,46,-408.0582248382353,0.0003,-0.510360836982727,200.0,291,13499,0.8306781649589539,0.056206993758678436
14400,48.68140411376953,72,46,-393.72057768055555,0.0003,0.20800453424453735,200.0,308,14299,2.136786699295044,0.048536598682403564
15200,38.07007598876953,76,46,-383.2153774078947,0.0003,-0.7041674256324768,200.0,325,15099,0.9320391416549683,0.04101521521806717
16000,45.143798828125,80,46,-371.52352533749996,0.0003,-0.7541996240615845,200.0,343,15899,0.8875123262405396,0.03454980626702309
16800,47.0672607421875,84,46,-362.65201545238097,0.0003,-0.21019431948661804,200.0,360,16699,1.246032953262329,0.028540849685668945
17600,38.081932067871094,88,46,-352.3799946022727,0.0003,0.08240318298339844,200.0,377,17499,0.4774838089942932,0.02919476106762886
18400,41.23054885864258,92,46,-340.9867701086956,0.0003,-0.7803179621696472,200.0,394,18299,0.7632227540016174,0.028788842260837555
19200,41.05459213256836,96,46,-333.8749291666666,0.0003,0.05784645676612854,200.0,412,19099,0.7302963733673096,0.02583269588649273
20000,38.03998947143555,100,46,-327.03481543,0.0003,0.33522269129753113,200.0,429,19899,0.6930457353591919,0.024282589554786682
20800,37.292945861816406,104,46,-274.40523452,0.0003,1.8905162811279297,200.0,446,20699,0.720038890838623,0.0358729362487793
21600,31.22027587890625,108,46,-222.25736759000003,0.0003,0.4516986906528473,200.0,463,21499,0.6794362664222717,0.04510563984513283
22400,36.645633697509766,112,46,-184.10576272000003,0.0003,-0.09358975291252136,200.0,481,22299,0.990952730178833,0.04943251609802246
23200,32.22020721435547,116,46,-167.68212351,0.0003,-1.1646841764450073,200.0,498,23099,0.5008608102798462,0.04428648576140404
24000,35.25288391113281,120,46,-159.75486723,0.0003,-0.4443484842777252,200.0,515,23899,0.6311674118041992,0.039290864020586014
24800,33.17259216308594,124,46,-159.41568701000003,0.0003,0.0858316421508789,200.0,533,24699,1.0061231851577759,0.0358511321246624
25600,34.50388717651367,128,46,-161.91580573000002,0.0003,0.264632910490036,200.0,550,25499,0.777137041091919,0.0329754464328289
26400,32.391902923583984,132,46,-161.75887928,0.0003,-0.7068268656730652,200.0,567,26299,0.47671985626220703,0.03347363322973251
27200,32.40617370605469,136,46,-163.05866133,0.0003,-0.15993927419185638,200.0,585,27099,0.7659733295440674,0.034845948219299316
28000,29.86473274230957,140,46,-160.40896464,0.0003,0.28701430559158325,200.0,602,27899,0.7780874371528625,0.03597165271639824
28800,34.5817985534668,144,46,-159.39634953,0.0003,0.6081743836402893,200.0,619,28699,0.7892908453941345,0.035966746509075165
29600,26.110029220581055,148,46,-155.49225764,0.0003,-0.17247827351093292,200.0,637,29499,0.5264891982078552,0.03970173001289368
30400,30.624454498291016,152,46,-149.93542488,0.0003,0.5357001423835754,200.0,654,30299,0.7190806865692139,0.04138945788145065
31200,29.969547271728516,156,46,-150.86999757,0.0003,-0.381625771522522,200.0,671,31099,1.239534616470337,0.03754972293972969
32000,26.95716094970703,160,46,-152.25198886,0.0003,-0.4966638684272766,200.0,689,31899,0.5428450107574463,0.03648901358246803
32800,31.284038543701172,164,46,-152.49527386,0.0003,-0.245887890458107,200.0,706,32699,0.9536210894584656,0.03745098412036896
33600,33.9218635559082,168,46,-153.52257386000002,0.0003,0.15713879466056824,200.0,723,33499,0.8232685327529907,0.03824055939912796
34400,33.767051696777344,172,46,-152.31691560000002,0.0003,0.36437588930130005,200.0,741,34299,0.44178324937820435,0.03894395753741264
35200,31.490121841430664,176,46,-150.59212041,0.0003,0.23542189598083496,200.0,758,35099,0.8064882755279541,0.03770074248313904
36000,21.96119499206543,180,46,-148.46873816000002,0.0003,-0.416418194770813,200.0,775,35899,0.5336064696311951,0.03755633160471916
36800,26.826692581176758,184,46,-148.11889821,0.0003,0.035705115646123886,200.0,793,36699,0.5056852102279663,0.03790324926376343
37600,27.287097930908203,188,46,-148.91512095000002,0.0003,-0.2805931270122528,200.0,810,37499,0.48504918813705444,0.037537239491939545
38400,31.084516525268555,192,46,-151.34844741,0.0003,0.6843143701553345,200.0,827,38299,0.7012046575546265,0.03606044873595238
39200,19.629749298095703,196,46,-150.61782552,0.0003,-0.7195680141448975,200.0,845,39099,0.488452285528183,0.03438527137041092
40000,25.954296112060547,200,46,-148.87799718,0.0003,-0.06045962870121002,200.0,862,39899,0.5654735565185547,0.03380049020051956
40800,21.433746337890625,204,46,-149.98086478000002,0.0003,-0.8356853127479553,200.0,879,40699,0.43180668354034424,0.0326077938079834
41600,24.547922134399414,208,46,-149.99444266,0.0003,0.2258751094341278,200.0,897,41499,0.4543081820011139,0.031853072345256805
42400,20.050365447998047,212,46,-147.53830479,0.0003,-0.04852727800607681,200.0,914,42299,0.4681946635246277,0.032183874398469925
43200,23.52702522277832,216,46,-145.58806393,0.0003,0.574637770652771,200.0,932,43099,0.8501095771789551,0.03249193727970123
44000,25.373641967773438,220,46,-146.99061293,0.0003,0.13072620332241058,200.0,949,43899,0.46460819244384766,0.03245824947953224
44800,23.387386322021484,224,46,-143.26481819,0.0003,-0.492812842130661,200.0,966,44699,0.38055795431137085,0.030865859240293503
45600,26.940006256103516,228,46,-141.72500312000003,0.0003,-0.48802241683006287,200.0,984,45499,0.36280930042266846,0.027871141210198402
