time/total_timesteps,train/actor_loss,time/episodes,time/fps,rollout/ep_rew_mean,train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/critic_loss,train/ent_coef
800,22.62163734436035,4,53,-1362.18168275,0.0003,-0.32636532187461853,200.0,14,699,0.2744729518890381,0.8129410147666931
1600,47.42437744140625,8,49,-1396.4612163749998,0.0003,-0.5736075043678284,200.0,32,1499,0.22572584450244904,0.6494101285934448
2400,66.60908508300781,12,48,-1306.1394718333333,0.0003,-0.5744182467460632,200.0,49,2299,0.29751384258270264,0.5353206396102905
3200,72.5737533569336,16,47,-1123.3239901250001,0.0003,-0.5781549215316772,200.0,66,3099,0.3975646495819092,0.45677614212036133
4000,78.1409912109375,20,47,-923.6579731000002,0.0003,-0.5145329236984253,200.0,84,3899,0.59763503074646,0.3894093334674835
4800,74.65148162841797,24,47,-835.1405810416667,0.0003,-0.5823100805282593,200.0,101,4699,0.9091835021972656,0.325172483921051
5600,69.21568298339844,28,47,-749.5479556428571,0.0003,-0.5537669658660889,200.0,118,5499,2.0053343772888184,0.26933327317237854
6400,73.14952087402344,32,47,-674.51489634375,0.0003,-0.8168686628341675,200.0,135,6299,1.3832285404205322,0.22312088310718536
7200,68.2993392944336,36,47,-616.9817355,0.0003,-0.7585061192512512,200.0,152,7099,2.541104793548584,0.18690641224384308
8000,64.22459411621094,40,47,-567.1269984749999,0.0003,-0.36073923110961914,200.0,170,7899,2.3976759910583496,0.15732251107692719
8800,58.67139434814453,44,46,-526.7721604999999,0.0003,-0.8017125129699707,200.0,187,8699,2.1183085441589355,0.1347571164369583
9600,58.4613151550293,48,46,-492.9636748541666,0.0003,-0.5264471769332886,200.0,204,9499,2.665731430053711,0.11346012353897095
10400,55.28593444824219,52,46,-467.29104376923067,0.0003,-0.4994671642780304,200.0,221,10299,2.137977361679077,0.0967496782541275
11200,47.225547790527344,56,46,-440.4605093392857,0.0003,-0.3123514652252197,200.0,239,11099,1.8787391185760498,0.08320101350545883
12000,58.205535888671875,60,46,-427.0126568,0.0003,0.2977376878261566,200.0,256,11899,3.575179100036621,0.07294122129678726
12800,47.209835052490234,64,46,-413.12135996874997,0.0003,-0.08475229889154434,200.0,273,12699,1.668707013130188,0.0643601343035698
13600,36.27729797363281,68,46,-395.81484882352936,0.0003,-0.7006955146789551,200.0,291,13499,1.3814451694488525,0.056194011121988297
14400,35.43991470336914,72,46,-378.8119516111111,0.0003,-0.6315521001815796,200.0,308,14299,1.4968137741088867,0.049100808799266815
15200,34.06634521484375,76,46,-364.5878611842105,0.0003,-0.44279980659484863,200.0,325,15099,1.17881178855896,0.04756167531013489
16000,47.060935974121094,80,46,-355.0782152625,0.0003,0.07098038494586945,200.0,342,15899,1.0384037494659424,0.05152283236384392
16800,34.13172149658203,84,46,-342.49088552380954,0.0003,-0.7744999527931213,200.0,360,16699,0.7353088855743408,0.04827700927853584
17600,34.679134368896484,88,46,-336.14166854545454,0.0003,0.11589890718460083,200.0,377,17499,1.257107138633728,0.045964598655700684
18400,34.69661331176758,92,46,-329.5042287826087,0.0003,0.20723485946655273,200.0,394,18299,0.9385219216346741,0.04613948240876198
19200,31.605587005615234,96,46,-322.53173514583335,0.0003,0.21733155846595764,200.0,411,19099,0.5346771478652954,0.04434138536453247
20000,27.873239517211914,100,46,-314.52710833000003,0.0003,-0.8675873279571533,200.0,429,19899,0.835146427154541,0.04179549962282181
20800,33.535667419433594,104,46,-263.70538238,0.0003,-0.27623486518859863,200.0,446,20699,1.1142886877059937,0.04079585149884224
21600,30.022104263305664,108,46,-211.16992282999993,0.0003,0.3028087019920349,200.0,463,21499,1.0345361232757568,0.042105212807655334
22400,30.76413345336914,112,46,-169.94051073999998,0.0003,-0.22086551785469055,200.0,481,22299,0.7603446245193481,0.04101558029651642
23200,24.557722091674805,116,46,-152.89376505,0.0003,-0.49652671813964844,200.0,498,23099,1.098950743675232,0.03699687123298645
24000,30.65835952758789,120,46,-155.06207066,0.0003,0.7405177354812622,200.0,515,23899,1.0985971689224243,0.03901679813861847
24800,25.368732452392578,124,46,-141.83933306999998,0.0003,-0.18569061160087585,200.0,533,24699,1.0185155868530273,0.038812581449747086
25600,31.952735900878906,128,46,-137.48641909,0.0003,0.13337105512619019,200.0,550,25499,0.603312611579895,0.037245191633701324
26400,21.60523223876953,132,46,-138.66216427999998,0.0003,-0.3744773864746094,200.0,567,26299,0.5484997630119324,0.03644341230392456
27200,20.54275131225586,136,46,-139.806774,0.0003,-0.02874808758497238,200.0,584,27099,1.1401522159576416,0.03486683964729309
28000,26.733112335205078,140,46,-139.97569761999998,0.0003,-0.9205490946769714,200.0,602,27899,0.9253314733505249,0.032572004944086075
28800,23.45906639099121,144,46,-138.74006173,0.0003,0.20926322042942047,200.0,619,28699,0.5789566040039062,0.02986888587474823
29600,17.166608810424805,148,46,-138.88019061,0.0003,-0.04736022651195526,200.0,636,29499,0.6288568377494812,0.033089760690927505
30400,28.981172561645508,152,46,-137.41241528000003,0.0003,-0.752433717250824,200.0,654,30299,0.6579427123069763,0.03304434195160866
31200,23.18376922607422,156,46,-139.6525485,0.0003,-0.9278470277786255,200.0,672,31099,0.4169880151748657,0.02552221715450287
32000,17.254045486450195,160,46,-133.79692634,0.0003,-1.396544098854065,200.0,689,31899,0.3391782343387604,0.022920168936252594
32800,24.889978408813477,164,46,-128.05737292,0.0003,0.1615568995475769,200.0,706,32699,0.42092788219451904,0.021145790815353394
33600,19.084949493408203,168,46,-128.16524745,0.0003,5.6793928146362305,200.0,724,33499,0.6731942892074585,0.023283325135707855
34400,21.689523696899414,172,46,-130.85113207,0.0003,2.915666103363037,200.0,741,34299,0.6401938199996948,0.033563755452632904
35200,24.4521484375,176,46,-134.43396936000002,0.0003,1.7497304677963257,200.0,758,35099,0.7069146633148193,0.038910117000341415
36000,26.2833251953125,180,46,-133.48457653000003,0.0003,1.7922841310501099,200.0,776,35899,0.7585906982421875,0.04520601034164429
36800,16.100757598876953,184,46,-133.98735494000002,0.0003,0.3481866121292114,200.0,793,36699,0.377981960773468,0.05164756998419762
37600,25.863117218017578,188,46,-130.66139750000002,0.0003,0.8422796726226807,200.0,810,37499,0.9438853859901428,0.05507126450538635
38400,24.703510284423828,192,46,-129.42290978999998,0.0003,0.043076999485492706,200.0,828,38299,0.41528627276420593,0.05373955890536308
39200,19.757184982299805,196,46,-128.70505644,0.0003,0.5574513077735901,200.0,845,39099,0.9094162583351135,0.04807779937982559
40000,24.762968063354492,200,46,-131.19916558,0.0003,0.019405633211135864,200.0,862,39899,0.4659867286682129,0.039689112454652786
40800,22.21465301513672,204,46,-134.65286948000002,0.0003,-0.7642902135848999,200.0,880,40699,0.5607686042785645,0.03395795822143555
41600,21.198078155517578,208,46,-137.81162963999998,0.0003,-0.8674666881561279,200.0,897,41499,0.502636194229126,0.02967347949743271
42400,17.009450912475586,212,46,-140.01906026,0.0003,-2.1383984088897705,200.0,914,42299,0.49776625633239746,0.02424009144306183
43200,21.593921661376953,216,46,-142.39802358,0.0003,1.1984318494796753,200.0,932,43099,0.6201745271682739,0.020841997116804123
44000,20.872406005859375,220,46,-140.26325638,0.0003,-0.09150078892707825,200.0,949,43899,0.5041524767875671,0.022558661177754402
44800,19.424360275268555,224,46,-149.57099664000003,0.0003,1.3921419382095337,200.0,966,44699,0.463718980550766,0.025156976655125618
45600,16.2362117767334,228,46,-150.82258811999998,0.0003,-0.5298311114311218,200.0,984,45499,0.6781400442123413,0.026566842570900917
46400,18.742094039916992,232,46,-151.16993885,0.0003,0.30242806673049927,200.0,1001,46299,0.32847359776496887,0.029318872839212418
47200,20.070789337158203,236,46,-149.97923187000004,0.0003,1.3679463863372803,200.0,1019,47099,0.4343818426132202,0.03167145699262619
48000,16.391244888305664,240,46,-150.10478166000001,0.0003,-0.6791908740997314,200.0,1036,47899,0.3802250325679779,0.0343608595430851
48800,19.161251068115234,244,46,-152.35410348000002,0.0003,-0.6665594577789307,200.0,1054,48699,0.5515301823616028,0.029540151357650757
49600,19.999481201171875,248,46,-154.68444294,0.0003,0.22021780908107758,200.0,1071,49499,0.5136350393295288,0.02466355636715889
