episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-15853.9569942194,-0.45245311056562215,-2898.920410371325,-0.08273174687132777,-12955.036583848076,-0.3697213636942944,-57978408.20742649,-1654.634937426555,-25910.07316769615,-0.7394427273885888,57978408.20742649,1654.634937426555,25910.07316769615,0.7394427273885888,47.136211866099714,35041,8760.0
2,-11367.527928170623,-0.3244157513747324,-3182.2866116547984,-0.09081868183946343,-8185.241316515824,-0.23359706953526896,-63645732.23309597,-1816.3736367892684,-16370.482633031648,-0.4671941390705379,63645732.23309597,1816.3736367892684,16370.482633031648,0.4671941390705379,41.554179389857595,35041,8760.0
3,-7790.148307829352,-0.22232158412755001,-3531.774136774046,-0.10079264088967026,-4258.374171055307,-0.12152894323787976,-70635482.73548092,-2015.8528177934052,-8516.748342110614,-0.24305788647575952,70635482.73548092,2015.8528177934052,8516.748342110614,0.24305788647575952,30.216032647470108,35041,8760.0
4,-7310.509946565054,-0.20863327473073784,-3623.828572119848,-0.10341976518606873,-3686.6813744452043,-0.10521350954466907,-72476571.44239695,-2068.395303721374,-7373.3627488904085,-0.21042701908933814,72476571.44239695,2068.395303721374,7373.3627488904085,0.21042701908933814,26.24925087754345,35041,8760.0
5,-7141.6461414058995,-0.20381410220907248,-3661.469689872442,-0.10449399799864274,-3480.1764515334576,-0.09932010421042972,-73229393.79744884,-2089.879959972855,-6960.352903066915,-0.19864020842085944,73229393.79744884,2089.879959972855,6960.352903066915,0.19864020842085944,24.691076167917583,35041,8760.0
6,-7160.599145492676,-0.2043549984444257,-3726.9685899116826,-0.10636325884451149,-3433.6305555809936,-0.0979917395999142,-74539371.79823366,-2127.26517689023,-6867.261111161987,-0.1959834791998284,74539371.79823366,2127.26517689023,6867.261111161987,0.1959834791998284,24.04897120515967,35041,8760.0
7,-7041.8208382799385,-0.20096520657191605,-3716.4024356091677,-0.1060617133450105,-3325.418402670771,-0.09490349322690556,-74328048.71218336,-2121.23426690021,-6650.836805341542,-0.1898069864538111,74328048.71218336,2121.23426690021,6650.836805341542,0.1898069864538111,23.74361462287035,35041,8760.0
8,-7242.61685858676,-0.20669568660350343,-3702.582266806942,-0.1056673021349013,-3540.0345917798186,-0.10102838446860213,-74051645.33613883,-2113.346042698026,-7080.069183559637,-0.20205676893720426,74051645.33613883,2113.346042698026,7080.069183559637,0.20205676893720426,24.865157957820838,35041,8760.0
9,-7448.976627567741,-0.2125849494168876,-3746.16466339472,-0.10691109199185844,-3702.811964173022,-0.10567385742502916,-74923293.26789439,-2138.221839837169,-7405.623928346044,-0.21134771485005832,74923293.26789439,2138.221839837169,7405.623928346044,0.21134771485005832,24.157415598869893,35041,8760.0
10,-7384.757809472248,-0.2107522205899614,-3731.5492516155323,-0.10649398549131085,-3653.208557856717,-0.1042582350986506,-74630985.03231063,-2129.8797098262166,-7306.417115713434,-0.2085164701973012,74630985.03231063,2129.8797098262166,7306.417115713434,0.2085164701973012,24.251590993407724,35041,8760.0
