episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-17186.377632946056,-0.49047881372562946,-2710.3155278128247,-0.07734918743758061,-14476.06210513323,-0.4131296262880488,-54206310.55625649,-1546.9837487516122,-28952.12421026646,-0.8262592525760976,54206310.55625649,1546.9837487516122,28952.12421026646,0.8262592525760976,49.80166091150367,35041,8760.0
2,-10982.622337993638,-0.3134310027966221,-3276.411598691067,-0.09350489722291858,-7706.210739302568,-0.21992610557370343,-65528231.973821335,-1870.0979444583713,-15412.421478605136,-0.43985221114740686,65528231.973821335,1870.0979444583713,15412.421478605136,0.43985221114740686,36.18047430153249,35041,8760.0
3,-7503.634040030387,-0.2141448070784928,-3634.2096760241448,-0.10371602956689911,-3869.4243640062423,-0.11042877751159368,-72684193.5204829,-2074.320591337982,-7738.848728012485,-0.22085755502318735,72684193.5204829,2074.320591337982,7738.848728012485,0.22085755502318735,25.67278331097857,35041,8760.0
4,-7598.5655893577,-0.21685404079217183,-3547.7384119930352,-0.10124824235139941,-4050.827177364666,-0.11560579844077243,-70954768.2398607,-2024.964847027988,-8101.654354729332,-0.23121159688154486,70954768.2398607,2024.964847027988,8101.654354729332,0.23121159688154486,26.323449673239917,35041,8760.125
5,-7388.130283923646,-0.21084846700695337,-3599.8486556526514,-0.10273540683940215,-3788.2816282709946,-0.10811306016755122,-71996973.11305302,-2054.708136788043,-7576.563256541989,-0.21622612033510244,71996973.11305302,2054.708136788043,7576.563256541989,0.21622612033510244,25.393110927199565,35041,8760.0
6,-7193.057917810745,-0.20528133327085457,-3782.2901841848534,-0.10794207146646272,-3410.767733625891,-0.09733926180439187,-75645803.68369706,-2158.841429329254,-6821.535467251782,-0.19467852360878374,75645803.68369706,2158.841429329254,6821.535467251782,0.19467852360878374,23.007334265574613,35041,8760.0
7,-7047.377449083473,-0.2011237856473594,-3882.504157617514,-0.11080205929273727,-3164.873291465959,-0.09032172635462211,-77650083.15235028,-2216.0411858547454,-6329.746582931918,-0.18064345270924423,77650083.15235028,2216.0411858547454,6329.746582931918,0.18064345270924423,20.587312005935903,35041,8760.0
8,-7307.741726393227,-0.20855427301350532,-3908.481638168585,-0.11154342574682034,-3399.260088224641,-0.09701084726668496,-78169632.76337168,-2230.8685149364064,-6798.520176449282,-0.19402169453336993,78169632.76337168,2230.8685149364064,6798.520176449282,0.19402169453336993,20.812762192859793,35041,8760.0
9,-7393.114992183299,-0.2109907246627654,-3943.37220802606,-0.11253916118795833,-3449.74278415724,-0.09845156347480707,-78867444.1605212,-2250.7832237591665,-6899.48556831448,-0.19690312694961415,78867444.1605212,2250.7832237591665,6899.48556831448,0.19690312694961415,20.675779800804772,35041,8760.0
10,-7432.887212601486,-0.2121257766153392,-3863.307553639201,-0.11025421100568497,-3569.579658962286,-0.10187156560965428,-77266151.072784,-2205.084220113699,-7139.159317924572,-0.20374313121930857,77266151.072784,2205.084220113699,7139.159317924572,0.20374313121930857,21.34071516223852,35041,8760.0
