episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-17271.34106441532,-0.4929035691899349,-2771.128745974768,-0.07908472448558128,-14500.212318440552,-0.41381884470435365,-55422574.91949536,-1581.6944897116255,-29000.424636881104,-0.8276376894087073,55422574.91949536,1581.6944897116255,29000.424636881104,0.8276376894087073,50.43235067492367,35041,8760.0
2,-13987.754261204494,-0.39919390014853007,-2937.6792050140293,-0.08383787685542321,-11050.075056190464,-0.31535602329310686,-58753584.1002806,-1676.7575371084645,-22100.15011238093,-0.6307120465862137,58753584.1002806,1676.7575371084645,22100.15011238093,0.6307120465862137,46.685311492251934,35041,8760.0
3,-9591.653875539954,-0.27373441425627726,-3230.0426572965616,-0.09218158268540416,-6361.611218243392,-0.18155283157087304,-64600853.14593124,-1843.6316537080831,-12723.222436486783,-0.3631056631417461,64600853.14593124,1843.6316537080831,12723.222436486783,0.3631056631417461,45.51525356011529,35041,8760.0
4,-8914.743828178576,-0.25441620514208263,-3210.7219315677203,-0.09163019211095091,-5704.021896610856,-0.16278601303113174,-64214438.631354414,-1832.6038422190186,-11408.043793221712,-0.3255720260622635,64214438.631354414,1832.6038422190186,11408.043793221712,0.3255720260622635,47.452983647726946,35041,8760.0
5,-8898.311336458033,-0.25394724133727264,-3228.556104012814,-0.09213915821954378,-5669.755232445217,-0.1618080831177288,-64571122.08025628,-1842.7831643908758,-11339.510464890434,-0.3236161662354576,64571122.08025628,1842.7831643908758,11339.510464890434,0.3236161662354576,47.706971832995634,35041,8760.0
6,-8780.070793147164,-0.2505727966080812,-3293.5252436658375,-0.09399330033292916,-5486.545549481327,-0.15657949627515202,-65870504.87331676,-1879.8660066585833,-10973.091098962654,-0.31315899255030405,65870504.87331676,1879.8660066585833,10973.091098962654,0.31315899255030405,46.29148711509375,35041,8760.0
7,-8528.566299287306,-0.24339515694313088,-3349.583070420654,-0.09559312415584059,-5178.983228866652,-0.1478020327872903,-66991661.40841308,-1911.8624831168117,-10357.966457733304,-0.2956040655745806,66991661.40841308,1911.8624831168117,10357.966457733304,0.2956040655745806,44.54496161639223,35041,8760.0
8,-8751.702218568087,-0.24976319116918058,-3419.8834023070444,-0.09759941216629693,-5331.818816261042,-0.15216377900288364,-68397668.0461409,-1951.9882433259388,-10663.637632522084,-0.3043275580057673,68397668.0461409,1951.9882433259388,10663.637632522084,0.3043275580057673,43.2750206900488,35041,8760.0
9,-8742.178952914417,-0.24949140847358497,-3384.10178374725,-0.09657824725306079,-5358.077169167166,-0.15291316122052415,-67682035.674945,-1931.5649450612157,-10716.154338334332,-0.3058263224410483,67682035.674945,1931.5649450612157,10716.154338334332,0.3058263224410483,43.78299706058617,35041,8760.0
10,-8831.76249781949,-0.25204801649028225,-3437.5154787609313,-0.09810261069523206,-5394.247019058559,-0.1539454057950502,-68750309.57521862,-1962.052213904641,-10788.494038117118,-0.3078908115901004,68750309.57521862,1962.052213904641,10788.494038117118,0.3078908115901004,42.75848292000799,35041,8760.0
11,-8887.589523157292,-0.2536412535147629,-3467.0207415902146,-0.09894465586730064,-5420.568781567078,-0.15469659764746227,-69340414.83180429,-1978.8931173460128,-10841.137563134156,-0.30939319529492454,69340414.83180429,1978.8931173460128,10841.137563134156,0.30939319529492454,42.80128991752519,35041,8760.0
12,-9188.71897928972,-0.26223513068749205,-3386.6463084119187,-0.09665086496609357,-5802.072670877802,-0.16558426572139845,-67732926.16823837,-1933.0172993218714,-11604.145341755604,-0.3311685314427969,67732926.16823837,1933.0172993218714,11604.145341755604,0.3311685314427969,44.610599012585254,35041,8760.0
13,-8749.781587811622,-0.24970837864759193,-3633.4063930033794,-0.1036931048231558,-5116.375194808242,-0.14601527382443613,-72668127.86006758,-2073.862096463116,-10232.750389616484,-0.29203054764887226,72668127.86006758,2073.862096463116,10232.750389616484,0.29203054764887226,40.60671784481036,35041,8760.0
14,-8878.079105370705,-0.25336983748204067,-3482.504639106924,-0.09938654791971815,-5395.574466263781,-0.15398328956232252,-69650092.78213848,-1987.7309583943631,-10791.148932527562,-0.30796657912464503,69650092.78213848,1987.7309583943631,10791.148932527562,0.30796657912464503,42.61864672811849,35041,8760.0
15,-8803.890082696094,-0.251252570853199,-3333.911603157099,-0.09514587908553364,-5469.978479538995,-0.1561066917676654,-66678232.06314197,-1902.9175817106727,-10939.95695907799,-0.3122133835353308,66678232.06314197,1902.9175817106727,10939.95695907799,0.3122133835353308,43.76016666191033,35041,8760.0
16,-8633.229117340115,-0.24638210951313114,-3578.5192126127613,-0.10212668985767012,-5054.709904727353,-0.144255419655461,-71570384.25225523,-2042.5337971534027,-10109.419809454706,-0.288510839310922,71570384.25225523,2042.5337971534027,10109.419809454706,0.288510839310922,39.753431694300964,35041,8760.0
17,-8869.014717579443,-0.25311115061585165,-3406.6705598561853,-0.09722233332922903,-5462.344157723259,-0.15588881728662268,-68133411.1971237,-1944.4466665845807,-10924.688315446518,-0.31177763457324537,68133411.1971237,1944.4466665845807,10924.688315446518,0.31177763457324537,42.855512114380296,35041,8760.0
18,-8644.592982284052,-0.24670642072728458,-3432.909909125664,-0.0979711732056411,-5211.683073158388,-0.1487352475216435,-68658198.1825133,-1959.4234641128223,-10423.366146316775,-0.297470495043287,68658198.1825133,1959.4234641128223,10423.366146316775,0.297470495043287,41.694015581747095,35041,8760.0
19,-8738.746847846016,-0.2493934602695781,-3498.746860250025,-0.09985008162813998,-5239.999987595992,-0.14954337864143813,-69974937.20500049,-1997.0016325627994,-10479.999975191984,-0.29908675728287626,69974937.20500049,1997.0016325627994,10479.999975191984,0.29908675728287626,40.13869467195571,35041,8760.0
