episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
11,-8274.230869085399,-0.2361367257159075,-3639.2198936109894,-0.10385901522862413,-4635.01097547441,-0.13227771048728337,-72784397.87221979,-2077.1803045724823,-9270.02195094882,-0.26455542097456675,72784397.87221979,2077.1803045724823,9270.02195094882,0.26455542097456675,36.76264946776633,35041,8760.0
12,-8453.559705520081,-0.2412545578059384,-3617.66261119634,-0.1032437959816307,-4835.897094323742,-0.1380107618243077,-72353252.22392678,-2064.8759196326137,-9671.794188647484,-0.2760215236486154,72353252.22392678,2064.8759196326137,9671.794188647484,0.2760215236486154,37.22496504095203,35041,8760.0
13,-8239.17609651276,-0.2351363041242226,-3623.050514002063,-0.10339756033110911,-4616.125582510697,-0.1317387437931135,-72461010.28004125,-2067.951206622182,-9232.251165021395,-0.263477487586227,72461010.28004125,2067.951206622182,9232.251165021395,0.263477487586227,36.143374903684254,35041,8760.0
14,-8349.904820918679,-0.23829637046000796,-3564.4712296627667,-0.10172577710224791,-4785.433591255912,-0.13657059335776003,-71289424.59325533,-2034.515542044958,-9570.867182511824,-0.27314118671552007,71289424.59325533,2034.515542044958,9570.867182511824,0.27314118671552007,36.657058873890584,35041,8760.0
15,-8366.535615004608,-0.23877099357889864,-3561.4811548292687,-0.1016404439163604,-4805.054460175341,-0.13713054966253826,-71229623.09658538,-2032.8088783272083,-9610.108920350682,-0.27426109932507653,71229623.09658538,2032.8088783272083,9610.108920350682,0.27426109932507653,36.72269627008362,35041,8760.0
16,-7942.145182360971,-0.226659394473772,-3660.2453243901655,-0.10445905606136317,-4281.899857970805,-0.12220033841240882,-73204906.48780331,-2089.1811212272632,-8563.79971594161,-0.24440067682481764,73204906.48780331,2089.1811212272632,8563.79971594161,0.24440067682481764,32.89575069204646,35041,8760.0
17,-7788.8191067190255,-0.22228365030590827,-3569.316928128554,-0.10186406758357745,-4219.502178590471,-0.12041958272233079,-71386338.56257108,-2037.2813516715491,-8439.004357180942,-0.24083916544466158,71386338.56257108,2037.2813516715491,8439.004357180942,0.24083916544466158,33.47507205844582,35041,8760.0
18,-7897.454309805928,-0.22538397002870797,-3641.318977694158,-0.10391892059629447,-4256.13533211177,-0.12146504943241354,-72826379.55388315,-2078.378411925889,-8512.27066422354,-0.24293009886482708,72826379.55388315,2078.378411925889,8512.27066422354,0.24293009886482708,32.67886190462601,35041,8760.0
19,-7939.012745780644,-0.22656999845264394,-3640.452215424137,-0.1038941842301409,-4298.560530356506,-0.12267581422250304,-72809044.30848274,-2077.883684602818,-8597.121060713012,-0.24535162844500608,72809044.30848274,2077.883684602818,8597.121060713012,0.24535162844500608,32.49336491538484,35041,8760.0
20,-8013.372837458043,-0.22869214718772954,-3653.5885288482073,-0.10426907901964062,-4359.784308609836,-0.12442306816808894,-73071770.57696415,-2085.381580392813,-8719.568617219673,-0.2488461363361779,73071770.57696415,2085.381580392813,8719.568617219673,0.2488461363361779,33.28672126937017,35041,8760.0
