rollout/ep_len_mean,time/episodes,train/n_updates,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,time/total_timesteps,train/learning_rate,time/fps,time/time_elapsed
200.0,4,699,-1499.93596675,0.036242567002773285,16.4829044342041,800,0.001,58,13
200.0,8,1499,-1526.0535166250002,0.05542391538619995,29.972801208496094,1600,0.001,54,29
200.0,12,2299,-1496.4986000000001,0.05172186344861984,42.27875900268555,2400,0.001,52,45
200.0,16,3099,-1424.40600175,0.14127123355865479,53.436222076416016,3200,0.001,51,61
200.0,20,3899,-1362.8087214000002,0.18354707956314087,62.06380844116211,4000,0.001,51,78
200.0,24,4699,-1285.3499032500001,0.25490033626556396,69.4617691040039,4800,0.001,50,94
200.0,28,5499,-1215.9141428571431,0.34649714827537537,76.83259582519531,5600,0.001,50,110
200.0,32,6299,-1160.3796719687498,0.5500414371490479,80.6728286743164,6400,0.001,50,126
200.0,36,7099,-1094.2145322222218,0.6167048215866089,84.05992126464844,7200,0.001,50,142
200.0,40,7899,-1005.982380975,0.7267956733703613,87.1284408569336,8000,0.001,50,158
200.0,44,8699,-925.8591374090909,1.2252533435821533,84.99966430664062,8800,0.001,50,174
200.0,48,9499,-869.2344620624999,1.3172687292099,89.89550018310547,9600,0.001,50,191
200.0,52,10299,-811.7167642692307,1.4110608100891113,92.4043960571289,10400,0.001,50,207
200.0,56,11099,-760.2268069107142,1.9692797660827637,89.16974639892578,11200,0.001,50,223
200.0,60,11899,-719.7740797333333,0.7824089527130127,82.0380859375,12000,0.001,50,239
200.0,64,12699,-682.279866203125,1.9637339115142822,81.29662322998047,12800,0.001,49,256
200.0,68,13499,-650.6917905294118,1.47728431224823,88.09123992919922,13600,0.001,49,272
200.0,72,14299,-624.7754435,2.3203794956207275,83.92007446289062,14400,0.001,49,288
200.0,76,15099,-598.706561868421,1.8349857330322266,84.61172485351562,15200,0.001,49,304
200.0,80,15899,-576.1832208999999,3.673649787902832,86.87086486816406,16000,0.001,49,320
200.0,84,16699,-557.3963471904761,4.9669389724731445,78.82843017578125,16800,0.001,49,337
200.0,88,17499,-540.4555258181819,6.432804107666016,75.43462371826172,17600,0.001,49,353
200.0,92,18299,-522.2811297826087,4.947375774383545,75.38848114013672,18400,0.001,49,369
200.0,96,19099,-510.3819877083333,4.056982517242432,81.66780090332031,19200,0.001,49,385
200.0,100,19899,-497.16090959999997,1.8787351846694946,80.02686309814453,20000,0.001,49,401
200.0,104,20699,-442.05155887,3.7727153301239014,79.82933044433594,20800,0.001,49,418
200.0,108,21499,-388.4003780599999,4.380677700042725,72.73506164550781,21600,0.001,49,434
200.0,112,22299,-335.69478797999994,2.3484368324279785,70.53546142578125,22400,0.001,49,450
200.0,116,23099,-294.54960822,2.449532985687256,77.89667510986328,23200,0.001,49,466
200.0,120,23899,-257.21268091,2.5518689155578613,74.57951354980469,24000,0.001,49,482
200.0,124,24699,-227.30949111,3.2052669525146484,74.41868591308594,24800,0.001,49,499
200.0,128,25499,-200.45628130999998,5.709087371826172,71.4853286743164,25600,0.001,49,515
200.0,132,26299,-176.68101449999997,2.5753142833709717,80.15402221679688,26400,0.001,49,531
200.0,136,27099,-158.91306622999997,2.855276107788086,71.54991149902344,27200,0.001,49,547
200.0,140,27899,-154.04362382999997,3.5813517570495605,76.82511138916016,28000,0.001,49,563
200.0,144,28699,-153.01387598000002,6.83538818359375,72.2667007446289,28800,0.001,49,580
200.0,148,29499,-148.08142621999997,8.296011924743652,70.54084777832031,29600,0.001,49,596
200.0,152,30299,-149.37032233,2.9380507469177246,74.1187515258789,30400,0.001,49,612
200.0,156,31099,-149.47953666,2.3717575073242188,74.7940673828125,31200,0.001,49,628
200.0,160,31899,-151.54333557,7.283625602722168,65.94208526611328,32000,0.001,49,645
200.0,164,32699,-151.71488122,7.672019004821777,64.41764831542969,32800,0.001,49,661
200.0,168,33499,-154.16523601000003,5.033843517303467,67.81514739990234,33600,0.001,49,677
200.0,172,34299,-153.06511028,7.494882583618164,66.49012756347656,34400,0.001,49,693
200.0,176,35099,-157.55671818000002,5.562427520751953,65.0843505859375,35200,0.001,49,709
200.0,180,35899,-158.87667427,8.969015121459961,72.66143035888672,36000,0.001,49,726
200.0,184,36699,-155.44670788,5.722772598266602,61.89426040649414,36800,0.001,49,742
200.0,188,37499,-151.81983196000002,2.3775951862335205,62.603668212890625,37600,0.001,49,758
200.0,192,38299,-154.29804469,3.061058521270752,66.98265838623047,38400,0.001,49,774
200.0,196,39099,-150.75174045000003,8.043190956115723,63.77013397216797,39200,0.001,49,790
200.0,200,39899,-148.50922051,12.050722122192383,60.79742431640625,40000,0.001,49,807
200.0,204,40699,-151.07557093,5.825004577636719,69.13109588623047,40800,0.001,49,823
200.0,208,41499,-149.05234627,13.630559921264648,69.99576568603516,41600,0.001,49,839
200.0,212,42299,-150.30637996,2.1851048469543457,65.1796875,42400,0.001,49,856
200.0,216,43099,-147.10869529,3.607672691345215,69.55303955078125,43200,0.001,49,872
200.0,220,43899,-146.16868229,4.1331586837768555,60.577362060546875,44000,0.001,49,888
200.0,224,44699,-145.36752901000003,2.326662063598633,64.27046203613281,44800,0.001,49,905
200.0,228,45499,-146.85097788,1.9112615585327148,68.25541687011719,45600,0.001,49,921
200.0,232,46299,-144.55405964999997,3.6901803016662598,61.51210021972656,46400,0.001,49,938
200.0,236,47099,-144.90585993,2.6780648231506348,61.572837829589844,47200,0.001,49,955
200.0,240,47899,-148.08437854000002,5.193920135498047,65.56468200683594,48000,0.001,49,971
200.0,244,48699,-151.47880128999998,2.4731898307800293,66.7490234375,48800,0.001,49,988
200.0,248,49499,-154.94907611000002,2.8720502853393555,66.41471862792969,49600,0.001,49,1005
