rollout/ep_len_mean,time/episodes,train/n_updates,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,time/total_timesteps,train/learning_rate,time/fps,time/time_elapsed
200.0,4,699,-1632.36056725,0.028318915516138077,19.538000106811523,800,0.001,61,13
200.0,8,1499,-1564.4714936250002,0.035134702920913696,32.3721923828125,1600,0.001,55,28
200.0,12,2299,-1531.757053666667,0.07784919440746307,44.79198455810547,2400,0.001,54,44
200.0,16,3099,-1513.198248625,0.09035098552703857,58.694557189941406,3200,0.001,53,59
200.0,20,3899,-1477.5451483499996,0.18490520119667053,68.1908950805664,4000,0.001,53,75
200.0,24,4699,-1391.1703410416667,0.36336618661880493,78.73793029785156,4800,0.001,52,90
200.0,28,5499,-1315.9193629999997,0.49199336767196655,84.55425262451172,5600,0.001,52,106
200.0,32,6299,-1213.6166570625,0.6321226358413696,88.60355377197266,6400,0.001,52,122
200.0,36,7099,-1118.0698873055555,0.8371606469154358,87.48847961425781,7200,0.001,52,137
200.0,40,7899,-1059.9341477,1.2285326719284058,87.96533203125,8000,0.001,52,153
200.0,44,8699,-1003.898139181818,1.3393499851226807,94.27010345458984,8800,0.001,52,168
200.0,48,9499,-928.2688865,1.6583209037780762,92.64213562011719,9600,0.001,52,184
200.0,52,10299,-866.7194065769231,1.97443425655365,87.67347717285156,10400,0.001,51,200
200.0,56,11099,-813.6688094821428,2.4571218490600586,93.41675567626953,11200,0.001,51,215
200.0,60,11899,-771.1851189833334,6.984922409057617,83.42032623291016,12000,0.001,51,231
200.0,64,12699,-730.545494890625,4.8430562019348145,86.36143493652344,12800,0.001,51,247
200.0,68,13499,-698.2332231617647,3.8566203117370605,86.56837463378906,13600,0.001,51,262
200.0,72,14299,-666.17823825,5.773657321929932,91.06555938720703,14400,0.001,51,278
200.0,76,15099,-638.8558006578947,7.830381393432617,82.9444351196289,15200,0.001,51,293
200.0,80,15899,-612.7752413000001,4.902206897735596,87.29930114746094,16000,0.001,51,309
200.0,84,16699,-591.6105795476191,4.648406028747559,79.3850326538086,16800,0.001,51,325
200.0,88,17499,-568.9001889431819,5.308420181274414,78.44292449951172,17600,0.001,51,340
200.0,92,18299,-549.4764899565217,4.958662033081055,73.87845611572266,18400,0.001,51,356
200.0,96,19099,-531.7150636979167,3.870465040206909,78.53091430664062,19200,0.001,51,372
200.0,100,19899,-518.37058087,6.532695293426514,82.88909912109375,20000,0.001,51,387
200.0,104,20699,-459.2770555000001,4.0075764656066895,80.61737823486328,20800,0.001,51,403
200.0,108,21499,-405.42530702999994,3.9794440269470215,74.32780456542969,21600,0.001,51,419
200.0,112,22299,-352.91291574,3.8976287841796875,65.04277038574219,22400,0.001,51,434
200.0,116,23099,-298.29148026,4.093722820281982,65.25628662109375,23200,0.001,51,450
200.0,120,23899,-250.89363382,7.067972183227539,67.35929870605469,24000,0.001,51,466
200.0,124,24699,-217.45272676999994,7.273992538452148,74.52545166015625,24800,0.001,51,481
200.0,128,25499,-191.1066852,6.785467624664307,63.33625793457031,25600,0.001,51,497
200.0,132,26299,-177.10276999,6.588659286499023,68.14380645751953,26400,0.001,51,513
200.0,136,27099,-166.92920771000001,7.068115234375,57.48514175415039,27200,0.001,51,528
200.0,140,27899,-152.7401969,7.22575044631958,61.258819580078125,28000,0.001,51,544
200.0,144,28699,-140.99950398,8.291109085083008,62.77858352661133,28800,0.001,51,560
200.0,148,29499,-143.19555382,3.4598042964935303,60.35047149658203,29600,0.001,51,575
200.0,152,30299,-143.06539052,13.816689491271973,52.574825286865234,30400,0.001,51,591
200.0,156,31099,-145.69744683,1.8354713916778564,51.81887435913086,31200,0.001,51,607
200.0,160,31899,-144.58013189000002,4.891895771026611,70.90922546386719,32000,0.001,51,622
200.0,164,32699,-149.51554799,13.815276145935059,53.42055130004883,32800,0.001,51,638
200.0,168,33499,-148.50991538,4.486921787261963,65.68722534179688,33600,0.001,51,654
200.0,172,34299,-150.19072617,7.985866069793701,48.88539123535156,34400,0.001,51,669
200.0,176,35099,-149.36658938,5.3935394287109375,57.96689224243164,35200,0.001,51,685
200.0,180,35899,-149.7126008,6.5522003173828125,59.96342468261719,36000,0.001,51,703
