rollout/ep_len_mean,time/episodes,train/n_updates,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,time/total_timesteps,train/learning_rate,time/fps,time/time_elapsed
200.0,4,699,-1351.09701,0.04603058099746704,16.743457794189453,800,0.001,59,13
200.0,8,1499,-1444.491304375,0.0303700752556324,29.887859344482422,1600,0.001,54,29
200.0,12,2299,-1429.9264105833333,0.16369621455669403,41.492610931396484,2400,0.001,52,46
200.0,16,3099,-1397.4484599375,0.09869255125522614,51.9697380065918,3200,0.001,51,62
200.0,20,3899,-1353.2903756,0.20456171035766602,64.46735382080078,4000,0.001,51,78
200.0,24,4699,-1253.6958940416669,0.32837551832199097,69.04690551757812,4800,0.001,51,94
200.0,28,5499,-1150.2548519642858,0.3589872717857361,74.12059020996094,5600,0.001,50,109
200.0,32,6299,-1066.46369921875,0.5987497568130493,74.57721710205078,6400,0.001,50,126
200.0,36,7099,-980.4128292222223,1.0382966995239258,80.93770599365234,7200,0.001,50,142
200.0,40,7899,-900.9190535,0.6536856889724731,76.59031677246094,8000,0.001,50,158
200.0,44,8699,-829.9551072499997,0.9077893495559692,76.05013275146484,8800,0.001,50,174
200.0,48,9499,-771.3873394791666,1.2913594245910645,76.84172821044922,9600,0.001,50,190
200.0,52,10299,-723.3246510576921,1.340968370437622,78.73468780517578,10400,0.001,50,206
200.0,56,11099,-684.7877219285713,1.3442907333374023,72.27386474609375,11200,0.001,50,222
200.0,60,11899,-649.0375865833333,2.164571762084961,68.51439666748047,12000,0.001,50,238
200.0,64,12699,-620.6517191406249,1.6815441846847534,74.21784210205078,12800,0.001,50,254
200.0,68,13499,-591.4541559852939,2.8620738983154297,66.82130432128906,13600,0.001,50,270
200.0,72,14299,-563.7299590972221,3.053938150405884,69.49503326416016,14400,0.001,50,286
200.0,76,15099,-543.8584282894736,1.3277040719985962,67.95289611816406,15200,0.001,50,303
200.0,80,15899,-524.1335467875,2.6022679805755615,56.17329025268555,16000,0.001,50,319
200.0,84,16699,-509.55303591666666,3.644335985183716,61.574275970458984,16800,0.001,50,335
200.0,88,17499,-494.5974136590908,3.943399429321289,68.76380920410156,17600,0.001,50,351
200.0,92,18299,-479.6840716847825,4.436339378356934,59.17791748046875,18400,0.001,50,367
200.0,96,19099,-465.24455240625,2.2960045337677,54.438072204589844,19200,0.001,50,383
200.0,100,19899,-454.98237585999993,1.9347436428070068,67.61590576171875,20000,0.001,50,399
