rollout/ep_len_mean,time/episodes,train/n_updates,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,time/total_timesteps,train/learning_rate,time/fps,time/time_elapsed
200.0,104,20699,-408.26141849999993,2.943713903427124,56.89962387084961,20800,0.001,50,415
200.0,108,21499,-351.58051237000006,2.5415520668029785,55.44451904296875,21600,0.001,50,431
200.0,112,22299,-300.31220318,4.181266784667969,48.50724411010742,22400,0.001,50,447
200.0,116,23099,-254.35962253999998,4.275975227355957,55.69839096069336,23200,0.001,50,463
200.0,120,23899,-214.43848471,4.515271186828613,54.183311462402344,24000,0.001,50,479
200.0,124,24699,-188.98379618,2.9828951358795166,47.89999008178711,24800,0.001,50,495
200.0,128,25499,-173.7428048,4.383336544036865,51.17922592163086,25600,0.001,50,511
200.0,132,26299,-161.54321395,3.547518014907837,41.75566864013672,26400,0.001,50,527
200.0,136,27099,-155.94300966,6.608788013458252,44.89127731323242,27200,0.001,49,544
200.0,140,27899,-154.39872807,2.8141798973083496,48.9067268371582,28000,0.001,49,560
200.0,144,28699,-154.3930497,3.923996686935425,40.7492561340332,28800,0.001,49,576
200.0,148,29499,-156.45137116,6.205853462219238,49.43444061279297,29600,0.001,49,592
200.0,152,30299,-155.43380528,2.336817502975464,48.30202865600586,30400,0.001,49,608
200.0,156,31099,-154.07860295999998,3.6201796531677246,34.173980712890625,31200,0.001,49,624
200.0,160,31899,-155.10374684999996,8.402812957763672,40.21940612792969,32000,0.001,49,640
200.0,164,32699,-152.19913161,1.87355637550354,44.051143646240234,32800,0.001,49,656
200.0,168,33499,-153.10736071000002,2.28366756439209,38.45960998535156,33600,0.001,49,672
200.0,172,34299,-153.00018434,3.9909558296203613,42.84607696533203,34400,0.001,49,688
200.0,176,35099,-152.61022202,2.4856345653533936,40.333683013916016,35200,0.001,49,704
200.0,180,35899,-154.79637057000002,2.9643807411193848,36.42935562133789,36000,0.001,49,720
200.0,184,36699,-150.9666407,3.592789649963379,37.53696823120117,36800,0.001,49,736
200.0,188,37499,-151.8703899,3.3842320442199707,37.68929672241211,37600,0.001,49,753
200.0,192,38299,-153.38480157,4.325048923492432,35.23881530761719,38400,0.001,49,769
200.0,196,39099,-153.95715102999998,2.0702223777770996,33.24730682373047,39200,0.001,49,785
200.0,200,39899,-150.54449223,1.0313618183135986,33.0991325378418,40000,0.001,49,801
200.0,204,40699,-150.61562409,4.598685264587402,36.579280853271484,40800,0.001,49,817
200.0,208,41499,-150.77311385000002,3.0315074920654297,34.13059616088867,41600,0.001,49,833
200.0,212,42299,-148.63594293,5.201650619506836,34.36717224121094,42400,0.001,49,849
200.0,216,43099,-147.45977828,5.968818664550781,35.90428161621094,43200,0.001,49,865
200.0,220,43899,-147.46225422999999,3.351998805999756,37.12476348876953,44000,0.001,49,881
200.0,224,44699,-148.80504458,1.5345072746276855,32.57398986816406,44800,0.001,49,898
200.0,228,45499,-149.00187967,4.317291259765625,28.919797897338867,45600,0.001,49,914
200.0,232,46299,-145.63736851000002,2.81264328956604,35.529361724853516,46400,0.001,49,930
200.0,236,47099,-144.43692303,9.015205383300781,36.62630081176758,47200,0.001,49,946
200.0,240,47899,-143.38188774,2.320840835571289,31.488922119140625,48000,0.001,49,963
200.0,244,48699,-142.16640030999997,3.4588820934295654,30.753250122070312,48800,0.001,49,979
200.0,248,49499,-144.41737627,2.677950382232666,31.49289321899414,49600,0.001,49,995
