rollout/ep_len_mean,time/episodes,train/n_updates,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,time/total_timesteps,train/learning_rate,time/fps,time/time_elapsed
200.0,4,699,-1456.74666425,0.02659735456109047,15.791866302490234,800,0.001,60,13
200.0,8,1499,-1463.0808607499998,0.049256861209869385,28.409954071044922,1600,0.001,55,28
200.0,12,2299,-1460.2205155833333,0.23472082614898682,41.774349212646484,2400,0.001,53,44
200.0,16,3099,-1403.6994503750002,0.17357032001018524,52.58214569091797,3200,0.001,52,60
200.0,20,3899,-1342.6386818500002,0.3168829083442688,61.71881866455078,4000,0.001,52,76
200.0,24,4699,-1260.417904375,0.26777398586273193,71.74859619140625,4800,0.001,52,92
200.0,28,5499,-1172.4787812499999,0.37839823961257935,73.7904281616211,5600,0.001,51,108
200.0,32,6299,-1055.450495875,0.658818244934082,78.22811889648438,6400,0.001,51,123
200.0,36,7099,-957.1358601388887,0.5841588377952576,80.91492462158203,7200,0.001,51,139
200.0,40,7899,-871.0983263999999,0.607088565826416,77.65174102783203,8000,0.001,51,155
200.0,44,8699,-803.4215428636362,1.1397534608840942,70.88993835449219,8800,0.001,51,171
200.0,48,9499,-754.69386975,0.73875892162323,73.15519714355469,9600,0.001,51,187
200.0,52,10299,-705.9945396730768,1.4703369140625,69.77814483642578,10400,0.001,51,203
200.0,56,11099,-662.6196257857143,1.395851731300354,72.6172866821289,11200,0.001,51,219
200.0,60,11899,-631.5836791500001,1.4435808658599854,74.07685089111328,12000,0.001,51,234
200.0,64,12699,-602.0916694687501,1.3042328357696533,69.88652038574219,12800,0.001,51,250
200.0,68,13499,-574.2346161911764,3.2337048053741455,71.09066772460938,13600,0.001,51,266
200.0,72,14299,-549.3085081111111,3.283334255218506,63.45840072631836,14400,0.001,50,282
200.0,76,15099,-526.858461644737,5.209129333496094,57.794654846191406,15200,0.001,50,298
200.0,80,15899,-509.8170255624999,3.7059824466705322,52.43745422363281,16000,0.001,50,314
200.0,84,16699,-490.06040134523806,2.9692158699035645,62.29890441894531,16800,0.001,50,330
200.0,88,17499,-474.73805529545456,4.044046878814697,61.70588302612305,17600,0.001,50,346
200.0,92,18299,-459.18819678260877,2.7265923023223877,54.917335510253906,18400,0.001,50,362
200.0,96,19099,-443.7604590833334,3.0518136024475098,45.33681106567383,19200,0.001,50,377
200.0,100,19899,-429.72270173000004,4.804074287414551,60.184837341308594,20000,0.001,50,393
200.0,104,20699,-376.42742114,6.774048805236816,45.089969635009766,20800,0.001,50,409
200.0,108,21499,-323.52912432,3.8751022815704346,38.69086837768555,21600,0.001,50,425
200.0,112,22299,-269.02990564,3.4190642833709717,36.11129379272461,22400,0.001,50,441
200.0,116,23099,-226.85043831,3.4851691722869873,46.049285888671875,23200,0.001,50,457
200.0,120,23899,-187.67254788999998,2.726745128631592,35.39116668701172,24000,0.001,50,473
200.0,124,24699,-163.72761942999998,2.101969003677368,45.86384582519531,24800,0.001,50,489
200.0,128,25499,-143.89378426000002,6.2182841300964355,43.6699333190918,25600,0.001,50,504
200.0,132,26299,-138.05403464,2.9609532356262207,46.06626892089844,26400,0.001,50,520
200.0,136,27099,-135.95808652,1.5285556316375732,39.90053176879883,27200,0.001,50,536
200.0,140,27899,-138.23017795,2.3828811645507812,39.08539581298828,28000,0.001,50,552
200.0,144,28699,-135.68442059,3.2322022914886475,46.231143951416016,28800,0.001,50,568
200.0,148,29499,-134.06205271,10.763874053955078,39.23804473876953,29600,0.001,50,584
200.0,152,30299,-135.23057899,3.6659605503082275,38.20514678955078,30400,0.001,50,600
200.0,156,31099,-139.60792410000005,2.4874684810638428,39.572265625,31200,0.001,50,616
200.0,160,31899,-135.3712613,3.148379325866699,37.227081298828125,32000,0.001,50,632
200.0,164,32699,-135.24763854,2.3363234996795654,39.29453659057617,32800,0.001,50,648
200.0,168,33499,-134.82211743,2.5365467071533203,31.804637908935547,33600,0.001,50,664
200.0,172,34299,-136.93486081,8.7947998046875,35.784358978271484,34400,0.001,50,680
200.0,176,35099,-138.86034476,1.6207311153411865,37.49018096923828,35200,0.001,50,696
