rollout/ep_len_mean,time/episodes,train/n_updates,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,time/total_timesteps,train/learning_rate,time/fps,time/time_elapsed
200.0,180,35899,-137.82798039000002,3.040452003479004,34.794029235839844,36000,0.001,50,712
200.0,184,36699,-138.75321733,2.1229896545410156,37.211509704589844,36800,0.001,50,728
200.0,188,37499,-135.03903068,3.031245708465576,39.69844055175781,37600,0.001,50,743
200.0,192,38299,-134.00760596,1.7006800174713135,34.35901641845703,38400,0.001,50,759
200.0,196,39099,-134.19155369,1.6822850704193115,29.49518394470215,39200,0.001,50,775
200.0,200,39899,-135.85760433,8.088141441345215,38.486305236816406,40000,0.001,50,791
200.0,204,40699,-138.96133892,2.6338534355163574,38.482505798339844,40800,0.001,50,807
200.0,208,41499,-140.40590936,6.599444389343262,33.958763122558594,41600,0.001,50,823
200.0,212,42299,-145.81572744,3.13679575920105,26.88471221923828,42400,0.001,50,840
200.0,216,43099,-144.48190678000003,5.745443820953369,26.998291015625,43200,0.001,50,856
200.0,220,43899,-144.77990229,2.374635696411133,25.987316131591797,44000,0.001,50,871
200.0,224,44699,-140.69414099,3.4524848461151123,24.397523880004883,44800,0.001,50,887
200.0,228,45499,-142.83809219,2.921262264251709,26.839374542236328,45600,0.001,50,903
200.0,232,46299,-142.91761533,1.6119616031646729,28.238569259643555,46400,0.001,50,919
200.0,236,47099,-145.378717,3.5019538402557373,34.23952102661133,47200,0.001,50,935
200.0,240,47899,-146.54968079000002,3.631237506866455,32.994380950927734,48000,0.001,50,951
200.0,244,48699,-151.25715609,6.140545845031738,24.741504669189453,48800,0.001,50,967
200.0,248,49499,-151.43487204,2.297170877456665,32.084510803222656,49600,0.001,50,983
