time/episodes,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/approx_kl,train/value_loss,train/std,train/n_updates,train/loss,train/explained_variance,train/clip_range,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss
1,1037,-249.3247168235294,115.94117647058823,1,2048,,,,,,,,,,,
2,787,-218.64301,115.0,5,4096,0.0036078915,2092.512009048462,0.997067391872406,10,832.0859985351562,-0.000840306282043457,0.2,0.0003,0.024560546875,-0.006191693487926387,-2.8331604450941086
3,730,-196.5046108076923,117.15384615384616,8,6144,0.006205237,996.6016385078431,0.9989138841629028,20,300.4596252441406,-0.011586904525756836,0.2,0.0003,0.03740234375,-0.006144378014141694,-2.831510201841593
4,706,-179.98977222058826,118.61764705882354,11,8192,0.009316357,687.5660235404969,1.006718397140503,30,366.5396728515625,-0.0035380125045776367,0.2,0.0003,0.081494140625,-0.010436219569965034,-2.846068964898586
5,692,-163.3914224047619,121.58333333333333,14,10240,0.007793252,535.0298665046691,1.0143147706985474,40,297.0681457519531,-0.0051991939544677734,0.2,0.0003,0.047705078125,-0.0062322744852281176,-2.855459500849247
6,683,-154.78451104081634,124.22448979591837,17,12288,0.0057990877,367.1199059009552,0.9989030957221985,50,176.0947723388672,-0.016283631324768066,0.2,0.0003,0.09140625,-0.010547548694739816,-2.84615031927824
7,675,-142.58532871,134.76,21,14336,0.00731562,410.72686157226565,0.9877855777740479,60,217.55197143554688,-0.0012313127517700195,0.2,0.0003,0.047802734375,-0.0039372047292999925,-2.8211738713085652
8,669,-121.99016411999999,144.06,24,16384,0.006467929,317.3851086854935,0.9869146943092346,70,118.52283477783203,0.0029508471488952637,0.2,0.0003,0.03349609375,-0.007028136470762547,-2.811852852255106
9,663,-106.5618549,150.86,27,18432,0.005699998,241.1645672082901,0.9863263368606567,80,102.85172271728516,0.09322130680084229,0.2,0.0003,0.026806640625,-0.005154190622124588,-2.810908180475235
10,660,-91.39073910999997,159.9,30,20480,0.0067374734,201.8784252166748,0.9868162870407104,90,61.73663330078125,0.161105215549469,0.2,0.0003,0.05576171875,-0.007007602661906276,-2.8102923184633255
11,658,-87.04492246,169.91,34,22528,0.0039636437,210.39324533939362,0.9861640930175781,100,107.29222106933594,0.33125919103622437,0.2,0.0003,0.01259765625,-0.004261613793642027,-2.8089563228189944
12,656,-81.14889806000001,174.82,37,24576,0.0021881117,318.7929842710495,0.9813344478607178,110,118.9148178100586,0.3386848568916321,0.2,0.0003,0.00380859375,-0.002562752128142165,-2.8048151671886443
13,655,-73.30591596000001,195.34,40,26624,0.005778786,146.38194237947465,0.9815068244934082,120,60.047489166259766,0.5573298037052155,0.2,0.0003,0.060693359375,-0.007661897441721521,-2.7990272611379625
14,653,-71.74352327,206.35,43,28672,0.007525116,111.3356145143509,0.9698765277862549,130,81.45161437988281,0.6822812259197235,0.2,0.0003,0.0791015625,-0.008022371320112142,-2.7897704586386682
15,651,-62.54111453,224.56,47,30720,0.0072485027,83.06720019578934,0.9663451910018921,140,80.39502716064453,0.6491265296936035,0.2,0.0003,0.066064453125,-0.007623028843954671,-2.7712522678077223
16,650,-62.02843619000001,233.9,50,32768,0.006238598,128.08083342313768,0.9696761965751648,150,39.54035949707031,0.5926934480667114,0.2,0.0003,0.055712890625,-0.007890579129889375,-2.769863126426935
17,648,-55.35981269,256.22,53,34816,0.0067876577,73.25329959988593,0.9565556049346924,160,57.968101501464844,0.7965079247951508,0.2,0.0003,0.06328125,-0.0066953767614904795,-2.761362648755312
18,647,-54.21192159000001,266.7,56,36864,0.007745388,74.31914574503898,0.9443120360374451,170,59.7424201965332,0.7798155248165131,0.2,0.0003,0.05712890625,-0.008426026586676016,-2.732971879094839
19,645,-51.29350918,286.41,60,38912,0.0051327785,104.60281842947006,0.9411886930465698,180,36.20856857299805,0.6333177983760834,0.2,0.0003,0.053271484375,-0.004931903223041445,-2.7165762156248094
20,645,-47.847046630000015,301.13,63,40960,0.007347597,84.97057808041572,0.9344303011894226,190,15.90754508972168,0.7800643891096115,0.2,0.0003,0.0494140625,-0.006203707374515944,-2.7053096860647203
21,645,-43.675041330000006,317.9,66,43008,0.007275287,77.00829525589943,0.9174838066101074,200,23.60904884338379,0.7686138600111008,0.2,0.0003,0.069677734375,-0.009025590929377358,-2.6777145847678185
22,644,-42.130238989999995,332.97,69,45056,0.008297965,28.893920534849165,0.9008573889732361,210,14.915572166442871,0.8923407569527626,0.2,0.0003,0.0697265625,-0.005205076802667463,-2.6440776474773884
23,643,-40.018460669999996,350.38,73,47104,0.0063486965,75.71062366068364,0.8996845483779907,220,33.63290786743164,0.7408280372619629,0.2,0.0003,0.07265625,-0.006114450076711364,-2.6171912476420403
24,643,-36.025198929999995,367.14,76,49152,0.006431164,14.288671535253524,0.8819639682769775,230,6.3483662605285645,0.9198287799954414,0.2,0.0003,0.068603515625,-0.00439499803178478,-2.594245869666338
25,643,-32.075020789999996,384.57,79,51200,0.0060135024,16.6562034830451,0.8732229471206665,240,6.18309211730957,0.9206135347485542,0.2,0.0003,0.092236328125,-0.006062146401382052,-2.5654924012720586
26,642,-31.065469000000004,404.65,82,53248,0.010630639,12.187415839731694,0.8489322662353516,250,3.410229444503784,0.8702361881732941,0.2,0.0003,0.124755859375,-0.008317451970651746,-2.5230847634375095
27,642,-29.032389350000006,417.22,86,55296,0.002685084,58.399140912294385,0.8474782705307007,260,11.904292106628418,0.6594488322734833,0.2,0.0003,0.01806640625,-0.0021386160486144947,-2.495601101964712
28,642,-27.46955489000001,435.16,89,57344,0.010699865,55.899972702562806,0.8339136838912964,270,9.946948051452637,0.6669424772262573,0.2,0.0003,0.0833984375,-0.004037045162112918,-2.47847900018096
29,641,-21.786463470000005,451.17,92,59392,0.0084599415,10.766021827608347,0.8291054964065552,280,4.104415416717529,0.9482211358845234,0.2,0.0003,0.076123046875,-0.005552399162843358,-2.4558023653924463
30,641,-18.457061680000002,462.76,95,61440,0.006218702,7.520286138355732,0.8074387311935425,290,4.100460529327393,0.9459373839199543,0.2,0.0003,0.068310546875,-0.0038888743802090175,-2.4170462734997273
31,640,-16.79229258,480.47,99,63488,0.008261204,61.65549506396055,0.7986356019973755,300,29.613344192504883,0.778796836733818,0.2,0.0003,0.050634765625,-0.002856068644905463,-2.380510702729225
32,640,-13.848467930000002,492.0,102,65536,0.0045670415,15.965955428779125,0.7877624034881592,310,5.879091262817383,0.8795428574085236,0.2,0.0003,0.0544921875,-0.003405673879024107,-2.358804269880056
33,640,-8.18675161,511.86,105,67584,0.005243031,59.089301416277884,0.7892265319824219,320,25.846172332763672,0.8089859187602997,0.2,0.0003,0.031982421875,-0.003253937710542232,-2.345775889605284
34,639,-4.351746719999999,528.1,108,69632,0.0066170897,26.90400842949748,0.7800979614257812,330,2.181110382080078,0.8808196112513542,0.2,0.0003,0.042236328125,-0.0026646950389476844,-2.3384270906448363
35,639,-3.7102472199999994,537.88,112,71680,0.0059466884,6.334564270824194,0.7797081470489502,340,1.9679110050201416,0.9699770845472813,0.2,0.0003,0.079931640625,-0.0024363301432458683,-2.3266041301190854
36,639,1.6833912800000008,558.21,115,73728,0.009869141,33.86531755961478,0.7713227272033691,350,5.703343868255615,0.8584122806787491,0.2,0.0003,0.062158203125,-0.0024547346845793074,-2.3128146544098853
37,638,7.39501324,570.91,118,75776,0.0061894935,54.57194343954325,0.7707118988037109,360,48.2342414855957,0.8046472370624542,0.2,0.0003,0.063623046875,-0.0020700205088360233,-2.302280280739069
