time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,train/loss,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/std,train/n_updates,train/clip_fraction,train/learning_rate,train/value_loss,train/approx_kl
412,954,135.02388191999998,889.65,843776,884,1.1409580707550049,0.9953732574358582,-2.5252482686191797,2.280731496284716e-05,0.2,0.8582635521888733,1644,0.0469970703125,0.0003,3.506012980826199,0.005644664
413,956,135.84469137,889.65,845824,884,18.528175354003906,0.897224672138691,-2.5264263544231653,-0.0021507643650693353,0.2,0.859026312828064,1648,0.00244140625,0.0003,111.65787450969219,0.001000586
414,958,135.17087637999998,881.43,847872,884,1.6523902416229248,0.9919351302087307,-2.52548467554152,-0.0009340367760160007,0.2,0.8571217060089111,1652,0.0418701171875,0.0003,5.37667815387249,0.0047634947
415,961,134.90264236999997,881.43,849920,884,15.865921020507812,0.9362466409802437,-2.521057290956378,-0.0013324300507520093,0.2,0.8567763566970825,1656,0.0018310546875,0.0003,86.03988128527999,0.002194646
416,963,132.10204244,865.46,851968,884,1.2169053554534912,0.9953147070482373,-2.5201045721769333,-0.0018126273935195059,0.2,0.8541872501373291,1660,0.01220703125,0.0003,3.9464474339038134,0.0032391334
417,965,131.69090021999997,865.46,854016,884,168.88194274902344,0.8598054051399231,-2.5133026093244553,-0.0006836810280219652,0.2,0.8529387712478638,1664,0.00244140625,0.0003,361.7975517809391,0.0019589076
418,968,132.04461519999998,865.46,856064,884,0.5082188844680786,0.9946334515698254,-2.5175610296428204,-0.000412362704082625,0.2,0.8581624031066895,1668,0.0701904296875,0.0003,3.694584922166541,0.005701663
419,970,132.21089008,865.46,858112,884,1.7214632034301758,0.9906295733526349,-2.5281815584748983,-0.002322206797543913,0.2,0.8600733280181885,1672,0.0291748046875,0.0003,5.0828020113985986,0.005335701
420,972,130.64072419000001,857.42,860160,884,1.4924553632736206,0.9936321820132434,-2.5297097228467464,-0.0022716989278706023,0.2,0.8604791164398193,1676,0.021728515625,0.0003,4.715864108875394,0.0055692093
421,975,129.67806874,849.06,862208,884,3.1164000034332275,0.9442912712693214,-2.532084306702018,-0.002015598161960952,0.2,0.860808253288269,1680,0.0355224609375,0.0003,67.60094906017184,0.0033301413
422,977,129.99859626,856.42,864256,884,5.856631278991699,0.9593447484076023,-2.5332402009516954,-0.0022452876009992906,0.2,0.8625878095626831,1684,0.0126953125,0.0003,52.12123923189938,0.004361826
423,979,130.59642148,856.42,866304,884,2.1187355518341064,0.9894465943798423,-2.5367733631283045,-0.0003317062983114738,0.2,0.8627256155014038,1688,0.0498046875,0.0003,6.459017469082028,0.007339417
424,982,131.48826834,856.42,868352,884,0.8546539545059204,0.9961551879532635,-2.5430992748588324,-0.00028268323512747884,0.2,0.8692072629928589,1692,0.0716552734375,0.0003,2.644867623457685,0.0069887135
425,984,130.42054774,863.48,870400,884,0.9274622797966003,0.9877140112221241,-2.549178661778569,-0.003004198277267278,0.2,0.8668197393417358,1696,0.03466796875,0.0003,5.31961492006667,0.004330083
426,986,130.8274911,863.48,872448,884,0.9237542152404785,0.9932285314425826,-2.5527688432484865,-0.006561858892382588,0.2,0.8758382797241211,1700,0.109619140625,0.0003,3.355757622048259,0.013230243
427,989,130.63168824999997,855.21,874496,884,0.8822265863418579,0.9979757608380169,-2.5660512130707502,-0.0002270830882480368,0.2,0.8752408027648926,1704,0.039794921875,0.0003,1.9884189232252538,0.005686684
428,991,130.35859602,854.95,876544,884,69.47525787353516,0.9000798016786575,-2.564384888857603,-0.0020079046316823224,0.2,0.8764803409576416,1708,0.0050048828125,0.0003,147.83977745473385,0.0017460397
429,993,130.27655263,854.45,878592,884,52.761375427246094,0.9069462046027184,-2.566849311813712,-0.002246118787297746,0.2,0.8774125576019287,1712,0.01220703125,0.0003,172.83853904902935,0.003082856
430,996,130.35045166999998,854.45,880640,884,80.4557113647461,0.9419124759733677,-2.568276943638921,-0.0014349779921758454,0.2,0.8782738447189331,1716,0.008056640625,0.0003,69.21187490969896,0.0031181858
431,998,132.43150905000002,862.63,882688,884,0.49160900712013245,0.9774496424943209,-2.5689846985042095,-0.0023090113427315373,0.2,0.8778843879699707,1720,0.0296630859375,0.0003,12.193908066488802,0.0062739505
432,1000,132.18781236,862.63,884736,884,2.89268159866333,0.9909208882600069,-2.5714706629514694,-0.000281263877695892,0.2,0.8823294639587402,1724,0.0428466796875,0.0003,6.647761180065572,0.006205052
433,1003,131.84292782999998,862.63,886784,884,0.6130262017250061,0.9880824061110616,-2.573846338316798,-0.002347665897104889,0.2,0.8761670589447021,1728,0.038818359375,0.0003,5.391000438015908,0.0059356275
434,1005,132.09240631,862.63,888832,884,1.2809317111968994,0.9938870132900774,-2.5683071576058865,-0.0017202335729962215,0.2,0.8776003122329712,1732,0.0699462890625,0.0003,3.8007080773822963,0.0074115703
435,1007,133.37497861999998,870.45,890880,884,0.08229682594537735,0.9983007923001423,-2.5773064140230417,0.00037465135392267257,0.2,0.8828309774398804,1736,0.03857421875,0.0003,0.8523386175511405,0.006786494
436,1009,131.66621691,851.23,892928,884,0.5190221667289734,0.998423685436137,-2.583983602002263,0.0003833614900941029,0.2,0.8864654302597046,1740,0.045654296875,0.0003,1.3061533099971712,0.0065634605
437,1012,130.94290091000002,842.99,894976,884,61.07234573364258,0.8804471343755722,-2.587152749300003,-0.0010834608219738584,0.2,0.8857899904251099,1744,0.0185546875,0.0003,228.47843798995018,0.0033788912
438,1014,130.92966677,842.99,897024,884,10.236841201782227,0.9518983997404575,-2.586453141644597,-0.00012984413751837565,0.2,0.8857236504554749,1748,0.0001220703125,0.0003,57.52104059047997,0.0015147652
439,1016,130.38651172,842.99,899072,884,2.598674774169922,0.9953501014970243,-2.5869922302663326,-0.0019509485246089753,0.2,0.8855857253074646,1752,0.0333251953125,0.0003,5.2781970500946045,0.0026680233
440,1019,130.05516712,834.74,901120,884,1.1493242979049683,0.9780532717704773,-2.5868898760527372,-0.002267033949465258,0.2,0.8855677843093872,1756,0.017822265625,0.0003,9.449869062984362,0.0055765565
441,1021,129.00671235000002,826.43,903168,884,47.4932975769043,0.9485166184604168,-2.588426748290658,-0.003337678295793012,0.2,0.8867422342300415,1760,0.01806640625,0.0003,71.48427972011268,0.005177018
442,1023,128.52119153,811.18,905216,884,4.561040878295898,0.9642479307949543,-2.590246869251132,-0.0031495114526478574,0.2,0.888504147529602,1764,0.017578125,0.0003,26.195438362658024,0.0052969772
443,1026,129.54772426999997,819.08,907264,884,18.17337417602539,0.8958037048578262,-2.5935784429311752,-0.0010856293647520943,0.2,0.8883985280990601,1768,0.0010986328125,0.0003,184.230795904994,0.0014349276
444,1028,129.64771405999997,819.08,909312,884,1.5032254457473755,0.9413380771875381,-2.58996319770813,-0.0011348450170771684,0.2,0.8855792284011841,1772,0.0045166015625,0.0003,66.04391792044044,0.0011171761
445,1030,130.40698154,810.16,911360,884,1.2555413246154785,0.9823220949620008,-2.5840264447033405,-0.0031458687954000197,0.2,0.8834149241447449,1776,0.0400390625,0.0003,9.949965802952647,0.006561242
446,1033,129.18559568,790.5,913408,884,101.9400863647461,0.9491875395178795,-2.5802214462310076,-0.00047977312897273805,0.2,0.8829944133758545,1780,0.0142822265625,0.0003,97.79147908836603,0.003098717
447,1035,129.59541317,798.42,915456,884,124.45475769042969,0.8862108811736107,-2.5797572303563356,-0.0013603055940620834,0.2,0.8828577995300293,1784,0.0,0.0003,242.84981042146683,0.00071500393
448,1037,128.17870220999998,790.43,917504,884,2.4983086585998535,0.9732877127826214,-2.580844549462199,-0.004765023721120087,0.2,0.8843808174133301,1788,0.04296875,0.0003,11.812893211841583,0.0043607987
449,1040,124.67455477000001,774.49,919552,884,27.755781173706055,0.9499235600233078,-2.583064327016473,-0.0010158019085793057,0.2,0.8851860761642456,1792,0.012451171875,0.0003,42.90177655033767,0.0050144433
450,1042,126.12044098,783.0,921600,884,8.856889724731445,0.9671621546149254,-2.583272086456418,-0.00010853761887119617,0.2,0.8832613229751587,1796,0.0067138671875,0.0003,51.08720256946981,0.003033858
451,1044,125.12007752,774.9,923648,884,1.794885516166687,0.9692098274827003,-2.5796629674732685,-0.0035185791421099566,0.2,0.8814488649368286,1800,0.0321044921875,0.0003,10.079467275179923,0.005414814
452,1047,125.41063802999999,774.8,925696,884,16.380189895629883,0.9691966623067856,-2.5790401939302683,-0.001951557087522815,0.2,0.8826377391815186,1804,0.03125,0.0003,44.03767143189907,0.0048995237
453,1049,126.95645674,774.43,927744,884,9.74580192565918,0.9524837285280228,-2.579869132488966,-0.0016566110143685364,0.2,0.8816383481025696,1808,0.0067138671875,0.0003,61.1375124938786,0.0021114526
454,1051,128.28343426,782.22,929792,884,7.964605808258057,0.9594780839979649,-2.5775075629353523,-0.0011625759234448196,0.2,0.8809373378753662,1812,0.0040283203125,0.0003,43.945978455245495,0.002254913
455,1053,128.77036725,782.22,931840,884,7.551569938659668,0.9756833575665951,-2.5780227426439524,-0.0013694214349015965,0.2,0.8819310665130615,1816,0.0152587890625,0.0003,44.94938853383064,0.003517562
456,1056,126.83557437000002,773.96,933888,884,2.1370151042938232,0.9831283390522003,-2.5768460072577,-0.00036393006303114817,0.2,0.8787187933921814,1820,0.0489501953125,0.0003,7.704978750087321,0.005525765
457,1058,124.52127617000002,756.89,935936,884,28.50935173034668,0.9675802029669285,-2.574438702315092,-0.000819842993223574,0.2,0.8823617100715637,1824,0.0386962890625,0.0003,51.9584680669941,0.0029637062
458,1060,124.81547542000003,756.84,937984,884,44.670475006103516,0.9044937863945961,-2.578304072842002,-0.002994270900671836,0.2,0.8820101022720337,1828,0.0101318359375,0.0003,207.72575145959854,0.0036426098
459,1063,122.74534842000001,740.41,940032,884,13.78352165222168,0.9591161608695984,-2.580928487703204,-0.0034962754280059016,0.2,0.8850756883621216,1832,0.01904296875,0.0003,39.04086963273585,0.0031652213
460,1065,122.52557719000002,740.41,942080,884,27.60858917236328,0.9620423465967178,-2.583816487342119,-0.003746175048945588,0.2,0.8853735327720642,1836,0.0244140625,0.0003,51.95208602398634,0.0052533695
461,1067,121.26546084000002,732.32,944128,884,2.9879255294799805,0.9676430523395538,-2.58765472099185,-0.0015057064902066486,0.2,0.8887263536453247,1840,0.024658203125,0.0003,23.34620649833232,0.0022564905
462,1070,120.45097298,724.16,946176,884,5.829268932342529,0.9381849020719528,-2.593414656817913,-0.002665498093847418,0.2,0.8886740803718567,1844,0.0184326171875,0.0003,57.6503816395998,0.0036640354
463,1072,120.83901542000001,715.87,948224,884,7.852432727813721,0.9712264761328697,-2.5888757295906544,-0.0021769287068309495,0.2,0.8856419920921326,1848,0.0274658203125,0.0003,47.45089100301266,0.005316409
464,1074,119.96680945000001,707.38,950272,884,266.2862548828125,0.8859315812587738,-2.5863617938011885,-0.0016263649340544362,0.2,0.8862780332565308,1852,0.008544921875,0.0003,476.5192819237709,0.0028735579
465,1077,118.82873108999998,698.85,952320,884,35.02938461303711,0.9174421653151512,-2.583137972280383,-0.002828629481882672,0.2,0.8821669816970825,1856,0.0289306640625,0.0003,90.83794040232897,0.0037796295
466,1079,118.86027415000001,698.85,954368,884,15.710651397705078,0.9313903078436852,-2.577661445364356,-0.0017702583973004948,0.2,0.8819271326065063,1860,0.0120849609375,0.0003,110.08575303480029,0.0032467863
467,1081,117.09345219,681.67,956416,884,1.935686469078064,0.9736319128423929,-2.575496831908822,0.00088963428788702,0.2,0.8799209594726562,1864,0.0255126953125,0.0003,15.473823095671833,0.0029310111
468,1084,117.44502711999999,681.67,958464,884,88.37369537353516,0.8932931795716286,-2.569583849981427,-0.0036501777030935045,0.2,0.8788110613822937,1868,0.0408935546875,0.0003,210.51738965511322,0.0042493
469,1086,118.07690566000001,681.67,960512,884,1.7727360725402832,0.9730814658105373,-2.568239163607359,-0.002246207499410957,0.2,0.8782483339309692,1872,0.0865478515625,0.0003,13.438481960445642,0.008141054
470,1088,118.50619594,692.68,962560,884,0.8171138763427734,0.991972622461617,-2.56227807700634,-0.0009383258402522188,0.2,0.8714213371276855,1876,0.07568359375,0.0003,3.5787157556042075,0.008352145
471,1091,120.00300563,693.07,964608,884,20.262981414794922,0.9560862071812153,-2.5555646661669016,-0.0015478957657251158,0.2,0.8725659847259521,1880,0.0216064453125,0.0003,59.68147202860564,0.0031776296
472,1093,118.97293504999998,684.86,966656,884,24.679107666015625,0.9643501192331314,-2.5553746800869703,0.0005625857811537571,0.2,0.8703574538230896,1884,0.02099609375,0.0003,51.02012597024441,0.0015587528
473,1095,118.84992315999996,684.87,968704,884,11.208854675292969,0.9757941495627165,-2.5508772414177656,-0.0012004322070424678,0.2,0.8686727285385132,1888,0.031005859375,0.0003,47.190975692123175,0.007014932
474,1098,119.40794928999998,684.87,970752,884,1.2165597677230835,0.9874717742204666,-2.545207252725959,-0.0023434635768353473,0.2,0.8659579157829285,1892,0.0482177734375,0.0003,15.640266716480255,0.006733234
475,1100,122.68493813,687.12,972800,883,7.951878547668457,0.9837713297456503,-2.5421514865010977,-0.0004781662701134337,0.2,0.8645759224891663,1896,0.013427734375,0.0003,20.695852875709534,0.0033354936
476,1102,119.94658555000002,676.56,974848,883,22.36107063293457,0.9461723491549492,-2.536641111597419,-0.0022317271286738105,0.2,0.8618597984313965,1900,0.059326171875,0.0003,76.48258243128657,0.004861455
477,1105,120.09772652,666.87,976896,883,35.71720886230469,0.90130964666605,-2.5347325522452593,-0.0011653606852632947,0.2,0.863722026348114,1904,0.02490234375,0.0003,174.129335783422,0.0019201848
478,1107,119.80984606,666.19,978944,883,96.26692199707031,0.8004781156778336,-2.5378510374575853,-0.003160174359436496,0.2,0.86400306224823,1908,0.007568359375,0.0003,476.79278206825256,0.002530478
479,1109,121.42445425999999,663.86,980992,883,96.92865753173828,0.8864597752690315,-2.537796325981617,-0.0023607628281752113,0.2,0.8633467555046082,1912,0.0184326171875,0.0003,145.8141247779131,0.0050220126
480,1112,123.34393968999998,666.9,983040,883,15.321264266967773,0.9305687099695206,-2.5351894311606884,-0.0008904106580303051,0.2,0.8617910146713257,1916,0.014892578125,0.0003,120.8597895950079,0.0040483475
481,1114,125.58398188999999,668.89,985088,883,22.726327896118164,0.938438169658184,-2.5268960781395435,-0.0020430715521797538,0.2,0.8560023307800293,1920,0.037353515625,0.0003,51.28350380063057,0.0045596706
482,1116,123.92475771999997,660.08,987136,883,30.559812545776367,0.9566752947866917,-2.518807230517268,-0.0013153878680896014,0.2,0.8564110994338989,1924,0.0335693359375,0.0003,84.98870719969273,0.004366076
483,1119,124.45687393999997,658.03,989184,883,5.635078430175781,0.8535872846841812,-2.5191400852054358,-0.0014763891585971578,0.2,0.8566299676895142,1928,0.02783203125,0.0003,265.7769255563617,0.0038209262
484,1121,123.91178507000001,650.91,991232,883,88.48239135742188,0.8660375773906708,-2.5207143500447273,-0.0006049082840036135,0.2,0.8579856157302856,1932,0.0150146484375,0.0003,226.03977127373219,0.0022395793
485,1123,125.20735361999999,658.98,993280,883,73.60717010498047,0.8967823833227158,-2.525311755016446,-0.004212872021525982,0.2,0.860238790512085,1936,0.0419921875,0.0003,410.74482238292694,0.0072906604
486,1126,122.65555803,645.77,995328,883,2.7681498527526855,0.9622207954525948,-2.533583799377084,0.0011171783044119366,0.2,0.8652326464653015,1940,0.062255859375,0.0003,11.871177173219621,0.009563796
487,1128,123.96861993999997,654.03,997376,883,47.436222076416016,0.8694791048765182,-2.542049378156662,-0.002048939892119961,0.2,0.8669378757476807,1944,0.074951171875,0.0003,239.38372856378555,0.0051847515
488,1130,124.81961292999996,647.0,999424,883,2.528132915496826,0.993213992100209,-2.5645473524928093,0.0018497848832339514,0.2,0.8810500502586365,1948,0.0792236328125,0.0003,3.972326033283025,0.0039019727
489,1133,126.93431540999998,648.26,1001472,883,18.1741943359375,0.9340738579630852,-2.574911853298545,0.00032778116838017013,0.2,0.8797537088394165,1952,0.0401611328125,0.0003,115.50349798053503,0.002921255
490,1135,126.32336593,648.26,1003520,883,11.703622817993164,0.9587231799960136,-2.57449690438807,-0.0012193387728984817,0.2,0.8795489072799683,1956,0.0338134765625,0.0003,89.95592374354601,0.006683057
491,1137,126.96165257999999,656.33,1005568,883,2.0518815517425537,0.9952176702208817,-2.5733600072562695,-0.0005456515864352696,0.2,0.8785644769668579,1960,0.0623779296875,0.0003,3.0231758318841457,0.0062318956
492,1140,127.5633483,656.33,1007616,883,3.0402770042419434,0.9659634158015251,-2.5678480248898268,4.122512473259121e-05,0.2,0.8740123510360718,1964,0.06201171875,0.0003,18.71701272483915,0.0028219619
493,1142,127.53032656,656.33,1009664,883,3.2840569019317627,0.9659104458987713,-2.560097271576524,-0.0010408100697532063,0.2,0.87336266040802,1968,0.015869140625,0.0003,29.384089714847505,0.0030190968
494,1144,129.59575123000002,672.58,1011712,883,1.0691957473754883,0.995056388899684,-2.5561054591089487,0.000845023816509638,0.2,0.8700029850006104,1972,0.059814453125,0.0003,8.688840768532827,0.008187066
495,1147,128.55066833,672.76,1013760,883,0.8510313034057617,0.9951928565278649,-2.551049569621682,-0.002996658848132938,0.2,0.86942458152771,1976,0.06396484375,0.0003,3.7001002109609544,0.0061505917
496,1149,130.52528417000002,689.25,1015808,883,1.8417590856552124,0.9944988409988582,-2.5491579063236713,-0.000402033852878958,0.2,0.8680795431137085,1980,0.0191650390625,0.0003,2.915706687606871,0.0048192358
497,1151,131.20502356000003,697.53,1017856,883,1.6907225847244263,0.9953267946839333,-2.542735306546092,-0.002126250878063729,0.2,0.8650859594345093,1984,0.050537109375,0.0003,3.6538439355790615,0.006723055
498,1154,132.18233408,705.66,1019904,883,0.6554455757141113,0.9974309122189879,-2.5425489526242018,-0.0010557570058153942,0.2,0.8695731163024902,1988,0.0400390625,0.0003,2.867494052974507,0.0048671924
499,1156,134.41067410999997,722.34,1021952,883,0.7361735105514526,0.99574173707515,-2.550558565184474,-0.00365805523324525,0.2,0.8709102869033813,1992,0.043212890625,0.0003,6.520654428750277,0.0042781727
500,1158,133.94627715,722.33,1024000,883,0.7002269625663757,0.9953349623829126,-2.552515586838126,-0.0015928606735542417,0.2,0.8713687658309937,1996,0.0372314453125,0.0003,3.8116205134429038,0.005412628
501,1161,133.15260450000002,722.33,1026048,883,33.739593505859375,0.9012933894991875,-2.553081627935171,-0.0011998766785836779,0.2,0.8713527917861938,2000,0.0186767578125,0.0003,293.13187612220645,0.0038901605
502,1163,133.94542624,730.68,1028096,883,0.7481550574302673,0.9898827997967601,-2.5536862704902887,-0.0010905732633545995,0.2,0.874341607093811,2004,0.0450439453125,0.0003,3.507879506563768,0.0049791373
503,1165,134.46929595999998,739.51,1030144,883,0.30380669236183167,0.9937844472005963,-2.5655402429401875,-0.004995809566025855,0.2,0.8826574087142944,2008,0.0439453125,0.0003,4.632198004052043,0.0067703966
504,1168,129.82987701,714.24,1032192,883,0.11461861431598663,0.9982965080998838,-2.5841423217207193,0.0014405090223590378,0.2,0.8911006450653076,2012,0.0782470703125,0.0003,1.3310606726445258,0.01042101
505,1170,131.28466359,715.41,1034240,883,89.98480224609375,0.8455128073692322,-2.593563612550497,-0.004462421413336415,0.2,0.8912719488143921,2016,0.0582275390625,0.0003,459.4139374345541,0.006065448
506,1172,129.73194714,715.26,1036288,883,28.71383285522461,0.9280016198754311,-2.5937523636966944,-0.001160139076091582,0.2,0.890945315361023,2020,0.0091552734375,0.0003,85.81676631420851,0.0036514932
507,1175,128.84436064999997,707.38,1038336,883,11.86828899383545,0.9582141488790512,-2.5934716127812862,-0.0020344861113699153,0.2,0.8918083906173706,2024,0.009521484375,0.0003,51.72445785626769,0.0038397452
508,1177,129.65236679,715.62,1040384,883,5.862950325012207,0.9782094601541758,-2.5953872706741095,-0.0026105495999217965,0.2,0.8929979801177979,2028,0.0150146484375,0.0003,21.872507071122527,0.0041920603
509,1179,127.26408928999999,706.44,1042432,883,2.8486266136169434,0.9946880415081978,-2.591764211654663,-0.0016434268218290526,0.2,0.8882864713668823,2032,0.022705078125,0.0003,4.248620158061385,0.0043147616
510,1182,123.85478377999998,706.85,1044480,883,315.4066162109375,0.8354022204875946,-2.5858924221247435,-0.0007638955794391222,0.2,0.8878908157348633,2036,0.0059814453125,0.0003,288.26587671786547,0.0021981755
511,1184,124.18966089,715.55,1046528,883,20.90198516845703,0.81899194419384,-2.584606444463134,-0.0033379593933204887,0.2,0.8872383832931519,2040,0.005126953125,0.0003,318.9383462369442,0.0027366912
512,1186,123.27177534,719.91,1048576,883,1.2748637199401855,0.9688761327415705,-2.581553243100643,-0.0010116535013366956,0.2,0.8844219446182251,2044,0.0347900390625,0.0003,15.544029949698597,0.006017914
513,1188,123.76801443000001,732.44,1050624,883,3.8673529624938965,0.9900734340772033,-2.5774574149399996,-0.005141028370417189,0.2,0.8854156732559204,2048,0.0968017578125,0.0003,4.456958871334791,0.0060242033
514,1191,126.84439344999998,746.78,1052672,883,1.9379067420959473,0.9930148175917566,-2.575165916234255,0.0005602092751360033,0.2,0.8833436369895935,2052,0.07373046875,0.0003,3.7779411165975034,0.005480987
515,1193,126.33657025999999,750.31,1054720,883,140.20909118652344,0.8958079293370247,-2.5733921825885773,0.002238135853986023,0.2,0.8844975233078003,2056,0.1138916015625,0.0003,140.88032849505544,0.0016692169
516,1195,122.69920513,753.9,1056768,883,65.28266906738281,0.8903307765722275,-2.5731123741716146,-0.004031128208225709,0.2,0.8824111223220825,2060,0.0345458984375,0.0003,142.52761401236057,0.0032597855
517,1198,123.68208048000001,747.03,1058816,883,189.1337890625,0.8474098891019821,-2.5713633485138416,-0.0024391896131419344,0.2,0.8834469318389893,2064,0.017333984375,0.0003,215.0735758394003,0.005237528
518,1200,125.20884728000003,754.71,1060864,883,50.29337692260742,0.951729416847229,-2.5726206321269274,-0.00043276378710288554,0.2,0.8827509880065918,2068,0.0045166015625,0.0003,65.49969658255577,0.0026677093
519,1202,127.41988027000001,763.52,1062912,883,27.84222984313965,0.9598615393042564,-2.5738519858568907,-0.0010702322906581685,0.2,0.8855304718017578,2072,0.0150146484375,0.0003,67.5965127646923,0.0015819153
520,1205,127.31595981000001,765.02,1064960,883,0.6781291961669922,0.9926314069889486,-2.5813696775585413,-0.0009267295117751928,0.2,0.8878004550933838,2076,0.037109375,0.0003,7.071540250908583,0.003809535
521,1207,125.86742725999999,764.83,1067008,883,0.44462502002716064,0.9954840503633022,-2.5787486881017685,-0.0007673476029594894,0.2,0.8828046321868896,2080,0.0689697265625,0.0003,2.6195794134400785,0.004341701
522,1209,125.87989062999999,764.83,1069056,883,70.82726287841797,0.8300558924674988,-2.5684447698295116,-0.0011822425840364303,0.2,0.8806918263435364,2084,0.032470703125,0.0003,239.93313290178776,0.003893314
523,1212,127.73482005000001,773.15,1071104,883,0.5415700674057007,0.9923000507988036,-2.5655957981944084,-0.001809340319596231,0.2,0.8797510266304016,2088,0.0418701171875,0.0003,4.218713565496728,0.006153167
524,1214,128.87166718000003,781.34,1073152,883,1.5624139308929443,0.9900517025962472,-2.56201989389956,0.00017212151760759298,0.2,0.8758028745651245,2092,0.0301513671875,0.0003,10.164816541597247,0.0066936174
525,1216,128.55546779,786.19,1075200,883,0.7088918089866638,0.9970632016193122,-2.5587500035762787,-0.001942262166267028,0.2,0.8782767057418823,2096,0.0308837890625,0.0003,1.648938911035657,0.003024765
526,1219,128.30189688000002,786.19,1077248,883,0.696340024471283,0.9924678397364914,-2.560155337676406,-0.0006199623221618822,0.2,0.8745112419128418,2100,0.04736328125,0.0003,5.945830401033163,0.006008243
527,1221,124.99214197,792.38,1079296,883,0.19278092682361603,0.9965101203415543,-2.558468347415328,-8.32772784633562e-05,0.2,0.8792346715927124,2104,0.0467529296875,0.0003,1.955435013398528,0.0069076186
528,1223,126.13091179000001,800.78,1081344,883,34.8144416809082,0.9348494186997414,-2.56301555596292,-0.0009096210123971105,0.2,0.8781619668006897,2108,0.032470703125,0.0003,122.86218637228012,0.0027153804
529,1226,125.95701111000002,800.72,1083392,883,0.7477227449417114,0.9933110834099352,-2.5662341006100178,-0.0003617825386754703,0.2,0.8842445611953735,2112,0.0438232421875,0.0003,3.94124980061315,0.007312998
530,1228,124.01648781999997,778.27,1085440,883,18.539688110351562,0.9672235734760761,-2.5780046358704567,-0.00293863581646292,0.2,0.8864567279815674,2116,0.0167236328125,0.0003,36.569625083357096,0.0041949432
531,1230,122.95721942999998,769.81,1087488,883,25.452104568481445,0.8694222569465637,-2.5791594069451094,-0.0023046268779580714,0.2,0.8863141536712646,2120,0.0052490234375,0.0003,333.0679365992546,0.0032631517
532,1233,123.55852648,769.81,1089536,883,4.900962829589844,0.9458763338625431,-2.5779344253242016,-0.0035581920792537858,0.2,0.8851181268692017,2124,0.0074462890625,0.0003,60.39089272916317,0.0036732894
533,1235,122.20140756,761.27,1091584,883,1.8970568180084229,0.9894216181710362,-2.578825417906046,-0.0004010084958281368,0.2,0.889127254486084,2128,0.022705078125,0.0003,14.732302016578615,0.0048064003
534,1237,118.51723206000001,719.96,1093632,883,3.82612943649292,0.8567178696393967,-2.5867356434464455,-0.0005073285647085868,0.2,0.8904587626457214,2132,0.0018310546875,0.0003,156.02148430421948,0.0020230082
535,1240,117.59722676999999,712.62,1095680,883,308.8991394042969,0.8583078533411026,-2.587385553866625,-0.00102097227863851,0.2,0.8906041979789734,2136,0.0,0.0003,443.83694165945053,0.00051522953
536,1242,116.63373287000002,679.27,1097728,883,7.537415981292725,0.9403875730931759,-2.5873770117759705,-0.0033114072521129856,0.2,0.8906383514404297,2140,0.02197265625,0.0003,47.23777346313,0.0060982155
537,1244,118.26466845,687.77,1099776,883,54.611114501953125,0.9173626452684402,-2.5881567150354385,-0.000698514333635103,0.2,0.8916863203048706,2144,0.0047607421875,0.0003,205.13964745402336,0.0026957984
538,1246,120.80844367000002,696.34,1101824,883,2.6631953716278076,0.9778458643704653,-2.592277452349663,-0.0008929082368922536,0.2,0.8941423296928406,2148,0.0096435546875,0.0003,14.38435479812324,0.0038671684
539,1249,120.26513719,703.38,1103872,883,12.453583717346191,0.9733247607946396,-2.5977973472326994,-0.0008927087274059886,0.2,0.8949438333511353,2152,0.015869140625,0.0003,37.34713362343609,0.0027987454
540,1251,119.55373580000003,677.7,1105920,883,1.234549880027771,0.9907332351431251,-2.6029290053993464,-0.0008532834126526723,0.2,0.899107813835144,2156,0.0556640625,0.0003,9.42242038436234,0.0059564216
541,1253,119.83891874000003,662.41,1107968,883,133.78683471679688,0.8022815883159637,-2.605175582692027,-0.00020897300782962702,0.2,0.8983669281005859,2160,0.012939453125,0.0003,491.9331126213074,0.0019194433
542,1256,122.49208451999999,671.58,1110016,883,21.973539352416992,0.9332238510251045,-2.604774160310626,-0.002489092745236121,0.2,0.8975787162780762,2164,0.0177001953125,0.0003,122.70333233475685,0.005379765
543,1258,125.31708068999998,687.77,1112064,883,21.403329849243164,0.9285856112837791,-2.6033564284443855,-0.0017821339024521876,0.2,0.8972182273864746,2168,0.0076904296875,0.0003,153.69552862644196,0.00348324
544,1260,123.66936299999999,670.63,1114112,883,0.9394723773002625,0.9916263939812779,-2.608865477144718,0.00038670055437250994,0.2,0.9027866721153259,2172,0.0343017578125,0.0003,5.250470249913633,0.005658439
545,1263,122.41251909,654.6,1116160,883,154.00477600097656,0.8928539082407951,-2.616734905168414,-0.0005884347774554044,0.2,0.9039647579193115,2176,0.035888671875,0.0003,249.13239786028862,0.0033371027
546,1265,120.74228549000001,650.0,1118208,883,11.669649124145508,0.975445568561554,-2.620201690122485,-0.0021861469431314617,0.2,0.9063224792480469,2180,0.05078125,0.0003,36.191947154700756,0.0053819655
