time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,train/loss,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/std,train/n_updates,train/clip_fraction,train/learning_rate,train/value_loss,train/approx_kl
36,88,-8.93160983,308.83,73728,833,424.676513671875,0.44532620906829834,-2.8830864876508713,-0.0015001370520622004,0.2,1.0231468677520752,140,0.0,0.0003,921.7301392555237,0.0005233936
37,90,-8.93814829,320.27,75776,833,253.86009216308594,0.6374794542789459,-2.883511459454894,-0.00036903543877997436,0.2,1.023697853088379,144,0.0,0.0003,475.61197805404663,7.080386e-05
38,93,-6.5086195899999995,338.16,77824,833,287.639404296875,0.5192347466945648,-2.8842559587210417,-0.002468438531650463,0.2,1.0239405632019043,148,0.004638671875,0.0003,476.7566796541214,0.002490229
39,95,-5.75638379,354.59,79872,833,73.0084228515625,0.7407424449920654,-2.8842232283204794,-0.0004844070572289638,0.2,1.023451805114746,152,0.0,0.0003,290.6424776315689,0.00023392949
40,98,-4.84045083,371.6,81920,833,59.293453216552734,0.7539378702640533,-2.8839027117937803,-0.001522144943010062,0.2,1.0238142013549805,156,0.0001220703125,0.0003,149.22045630216599,0.0010424402
41,100,-2.5275305800000014,381.1,83968,833,98.40321350097656,0.82598777115345,-2.8832828421145678,-0.0016506643551110756,0.2,1.022707223892212,160,0.0028076171875,0.0003,148.39123260974884,0.0022820486
42,103,-2.605375820000001,398.88,86016,833,91.43528747558594,0.805910661816597,-2.88290704973042,-0.001348790421616286,0.2,1.023438811302185,164,0.0003662109375,0.0003,251.89581501483917,0.0009888497
43,105,0.32361920999999927,416.25,88064,833,94.1690444946289,0.8388362526893616,-2.883412132039666,-0.0011181671870872378,0.2,1.0230109691619873,168,0.0,0.0003,197.79629534482956,0.00061518035
44,108,2.497917240000001,409.31,90112,833,52.156005859375,0.8499511033296585,-2.881159221753478,-0.0034965217346325517,0.2,1.021493911743164,172,0.006103515625,0.0003,160.68014788627625,0.002751797
45,110,5.1366286,418.98,92160,832,121.77657318115234,0.8487943559885025,-2.8787877187132835,-0.00254604088695487,0.2,1.0204200744628906,176,0.0023193359375,0.0003,250.82965421676636,0.0015358434
46,113,6.608040010000001,427.24,94208,830,131.28053283691406,0.7057293355464935,-2.8784008398652077,-0.0029530167648772476,0.2,1.0215463638305664,180,0.0338134765625,0.0003,350.42281556129456,0.0039237626
47,115,6.74116003,443.82,96256,830,60.016788482666016,0.8131246566772461,-2.8812165074050426,-0.004797145644261036,0.2,1.0223124027252197,184,0.0311279296875,0.0003,187.4666222333908,0.004103396
48,118,9.83448623,448.66,98304,830,108.32029724121094,0.8684078752994537,-2.8828026112169027,-0.0050037451583193615,0.2,1.0241944789886475,188,0.0482177734375,0.0003,191.97608369588852,0.005615873
49,120,12.633584609999998,465.46,100352,830,228.3748321533203,0.8178785443305969,-2.8849644530564547,-0.0028514910700323526,0.2,1.0236619710922241,192,0.00439453125,0.0003,387.5093663930893,0.002620817
50,123,13.5084422,474.38,102400,830,11.831595420837402,0.9313549250364304,-2.886025857180357,-0.004032958522657282,0.2,1.0250548124313354,196,0.03564453125,0.0003,68.36641728878021,0.005806197
51,125,15.735617320000001,487.28,104448,830,130.75900268554688,0.8039228469133377,-2.8883461467921734,-0.0011664533885777928,0.2,1.0267655849456787,200,0.007568359375,0.0003,294.60447323322296,0.002620827
52,128,17.842697160000004,503.73,106496,829,23.23773956298828,0.9371174275875092,-2.889847442507744,-0.0018383773312962148,0.2,1.0249238014221191,204,0.01806640625,0.0003,44.712788105010986,0.0017621324
53,130,18.78125994,520.07,108544,828,71.47865295410156,0.895849198102951,-2.887682432308793,-0.0012820251631637802,0.2,1.0254769325256348,208,0.015869140625,0.0003,147.46766448020935,0.0032370342
54,133,21.54746513,536.51,110592,828,97.32784271240234,0.8005083948373795,-2.88650288246572,-0.0020911961219098885,0.2,1.0229954719543457,212,0.028564453125,0.0003,173.76505184173584,0.005475074
55,136,22.271071739999996,544.95,112640,827,82.84304809570312,0.8883120939135551,-2.883749844506383,-0.0019760834002227057,0.2,1.0236831903457642,216,0.02197265625,0.0003,124.05137172341347,0.0039990535
56,138,24.505900049999994,561.08,114688,827,19.54232406616211,0.9504546709358692,-2.8802376352250576,-0.006411277539882576,0.2,1.0184755325317383,220,0.0618896484375,0.0003,48.743594989180565,0.007158676
57,141,26.079448389999996,578.39,116736,827,8.905376434326172,0.9707559980452061,-2.87790160626173,-0.005334257548383903,0.2,1.0210070610046387,224,0.04931640625,0.0003,20.585052844136953,0.006595347
58,143,27.42658901,594.53,118784,827,5.605957508087158,0.972839554771781,-2.8743715304881334,-0.004396989161250531,0.2,1.015203595161438,228,0.04736328125,0.0003,18.46495335549116,0.005461189
59,146,29.84898176,602.38,120832,827,44.267513275146484,0.930867537856102,-2.870026722550392,-0.0019309071030875202,0.2,1.0181910991668701,232,0.0379638671875,0.0003,67.82847687602043,0.007117034
60,148,31.315631659999998,619.62,122880,826,30.918636322021484,0.8995131701231003,-2.87176700681448,-0.000832358327897964,0.2,1.0158970355987549,236,0.031494140625,0.0003,62.77888111770153,0.0034852885
61,151,34.851220409999996,632.27,124928,826,11.531441688537598,0.9067305997014046,-2.870544409379363,-0.003123471346043516,0.2,1.0188125371932983,240,0.0477294921875,0.0003,63.8973900526762,0.0066372324
62,153,36.52319991,640.2,126976,827,9.188074111938477,0.9794667176902294,-2.868135444819927,-0.0027715553660527803,0.2,1.0100141763687134,244,0.0491943359375,0.0003,15.37993473932147,0.005444876
63,156,38.60256765,648.16,129024,826,25.801664352416992,0.9677310027182102,-2.857963114976883,-0.004377094974188367,0.2,1.012176275253296,248,0.073974609375,0.0003,36.77499695122242,0.006831616
64,158,40.96776797,653.56,131072,826,14.752999305725098,0.8344495296478271,-2.8648172430694103,7.271234244399238e-05,0.2,1.0147584676742554,252,0.0333251953125,0.0003,224.38061426579952,0.005495066
65,161,47.29530817999999,677.14,133120,826,14.513771057128906,0.9553498737514019,-2.867489755153656,-0.0005919406921748305,0.2,1.015299677848816,256,0.0146484375,0.0003,54.17027961462736,0.001978531
66,163,47.57968128999999,677.14,135168,827,21.063241958618164,0.961559109389782,-2.8682418931275606,-0.002384345027167001,0.2,1.0140529870986938,260,0.01123046875,0.0003,48.265471540391445,0.0030290468
67,165,48.4886369,677.62,137216,826,10.639992713928223,0.9836750328540802,-2.858809795230627,-0.0015074258062668378,0.2,1.008471965789795,264,0.031982421875,0.0003,19.236858319491148,0.004588381
68,168,50.001128230000006,694.06,139264,826,23.12802505493164,0.921693816781044,-2.8579412046819925,-0.004736506662084139,0.2,1.0119223594665527,268,0.0548095703125,0.0003,95.72088612616062,0.0077479514
69,170,51.490289170000004,710.19,141312,826,14.017970085144043,0.9692144393920898,-2.864107245579362,-0.0015595745371683734,0.2,1.0154706239700317,272,0.0201416015625,0.0003,27.632964063435793,0.0041644573
70,173,53.70861258,726.49,143360,826,9.415342330932617,0.9696885384619236,-2.868512149900198,-0.0010019902420026483,0.2,1.015842080116272,276,0.01806640625,0.0003,31.754452973604202,0.0029085067
71,175,59.19146893999999,739.52,145408,826,15.124175071716309,0.967080507427454,-2.8690252415835857,-0.0036129975496805855,0.2,1.0148510932922363,280,0.0341796875,0.0003,22.664589907974005,0.004717186
72,178,60.39469273000002,748.15,147456,826,9.677729606628418,0.9692892413586378,-2.876573273912072,-0.004600174570441595,0.2,1.0252028703689575,284,0.0531005859375,0.0003,29.262184374034405,0.005182307
73,181,61.3452743,763.87,149504,825,23.91645050048828,0.9470365345478058,-2.8880862817168236,-0.0009820354280236643,0.2,1.0242962837219238,288,0.0030517578125,0.0003,54.9864072650671,0.0017095213
74,183,62.32343569,778.47,151552,825,26.290889739990234,0.9664018005132675,-2.884285742416978,-0.002575333110144129,0.2,1.021898865699768,292,0.0364990234375,0.0003,31.51743920892477,0.0057243267
75,186,62.86441635999999,785.98,153600,825,4.606714725494385,0.9877955680713058,-2.8830697499215603,-0.0007981943927006796,0.2,1.0238984823226929,296,0.02001953125,0.0003,10.036476887762547,0.0033017397
76,188,61.417179020000006,787.41,155648,825,45.629638671875,0.8413187116384506,-2.886725854128599,-0.0017028270012815483,0.2,1.0251872539520264,300,0.0179443359375,0.0003,134.48391979932785,0.005036693
77,191,62.933858380000004,803.84,157696,825,53.36035919189453,0.8722724318504333,-2.886206755414605,-0.0006079920967749786,0.2,1.0231648683547974,304,0.0025634765625,0.0003,152.69044303894043,0.0021364396
78,193,63.47315146000001,812.44,159744,825,19.077865600585938,0.9569447785615921,-2.879947939887643,-0.0008096404490061104,0.2,1.0191905498504639,308,0.004150390625,0.0003,30.3168817833066,0.0022569294
79,196,64.57995787,812.44,161792,825,8.413280487060547,0.9563738815486431,-2.8723806980997324,-0.0025240910399588756,0.2,1.0167458057403564,312,0.0450439453125,0.0003,33.71628678590059,0.004770482
80,198,65.74643538,812.44,163840,824,8.74799919128418,0.9673607796430588,-2.870969468727708,-0.0028052534498783643,0.2,1.015463948249817,316,0.0587158203125,0.0003,21.477060362696648,0.005854647
81,201,65.87424967,832.16,165888,824,9.17077922821045,0.9753506872802973,-2.8622914776206017,-0.0032751769431342836,0.2,1.0084723234176636,320,0.021728515625,0.0003,18.311200123280287,0.0031306352
82,203,67.33218312,843.18,167936,823,41.35097885131836,0.8860654607415199,-2.8555761016905308,-0.002213476109318435,0.2,1.0105384588241577,324,0.015380859375,0.0003,102.92896640300751,0.0044403775
83,206,69.44699226,851.21,169984,823,32.341861724853516,0.9435912519693375,-2.856746431440115,-0.0032684967754903482,0.2,1.0085477828979492,328,0.017822265625,0.0003,56.66527110338211,0.0041744006
84,209,70.85791642,845.4,172032,823,8.701519012451172,0.959586851298809,-2.8575720209628344,-0.0046291166599985445,0.2,1.0124105215072632,332,0.046875,0.0003,26.394636251032352,0.0044328514
85,211,71.73297067,862.08,174080,822,67.24974822998047,0.8612228631973267,-2.861850678920746,-0.0024546161648686393,0.2,1.0110349655151367,336,0.045654296875,0.0003,125.00643242895603,0.0064866524
86,214,72.54090131,878.82,176128,822,10.585406303405762,0.9531722702085972,-2.858647543936968,-0.004461614969841321,0.2,1.010499119758606,340,0.0662841796875,0.0003,28.707633018493652,0.006273657
87,216,73.95674588,894.97,178176,822,14.954227447509766,0.9468597434461117,-2.8596190568059683,-0.002906770545450854,0.2,1.0096726417541504,344,0.0333251953125,0.0003,23.623205743730068,0.004994357
88,219,75.22943012,902.97,180224,822,10.464725494384766,0.9481998346745968,-2.8548492807894945,-0.0011220336164114997,0.2,1.0071486234664917,348,0.0146484375,0.0003,20.023727394640446,0.004329253
89,221,74.36558338,907.31,182272,822,18.24237823486328,0.9150504544377327,-2.852791003882885,-0.007612965328007704,0.2,1.0089136362075806,352,0.1212158203125,0.0003,27.896780967712402,0.011627628
90,224,75.18752131,907.31,184320,821,2.833021402359009,0.9642502963542938,-2.8590964004397392,-0.005702653636035393,0.2,1.0115513801574707,356,0.097900390625,0.0003,11.519727079197764,0.010522184
91,226,77.23831277000001,907.31,186368,822,9.662988662719727,0.9589669518172741,-2.860202431678772,-0.00250140448770253,0.2,1.0098111629486084,360,0.0333251953125,0.0003,18.899797968566418,0.0035378304
92,229,78.50181239,915.42,188416,821,9.427109718322754,0.8631560951471329,-2.857787249609828,0.0005236073593550827,0.2,1.0106711387634277,364,0.028076171875,0.0003,28.407586857676506,0.0039010888
93,231,80.01597010000002,932.12,190464,821,7.384725570678711,0.9262704402208328,-2.8616159930825233,-0.0012789976608473808,0.2,1.0131053924560547,368,0.0189208984375,0.0003,22.519959438592196,0.004070553
94,234,82.61222687,945.99,192512,820,15.899869918823242,0.9060220345854759,-2.869052190333605,-0.0003248383982281666,0.2,1.0188899040222168,372,0.0621337890625,0.0003,38.69743509590626,0.007241134
95,237,82.91203709999999,945.99,194560,820,3.5971357822418213,0.9731226712465286,-2.8698091730475426,-0.00018468052348907804,0.2,1.013935923576355,376,0.0833740234375,0.0003,10.627074498683214,0.0068929493
96,239,84.42212662000001,947.52,196608,820,16.420835494995117,0.9589067436754704,-2.862476732581854,-0.005118568826219416,0.2,1.0098048448562622,380,0.038330078125,0.0003,32.28194855898619,0.0071816663
97,242,84.42514033000002,947.52,198656,819,79.83562469482422,0.8998217210173607,-2.8580166175961494,-0.0028811774900532328,0.2,1.010073184967041,384,0.0294189453125,0.0003,110.73539374023676,0.005603349
98,245,84.84600283,954.92,200704,819,6.054244518280029,0.9854265991598368,-2.8495083674788475,-0.0024361115247302223,0.2,1.00184965133667,388,0.0889892578125,0.0003,10.41318517550826,0.0077091544
99,247,86.83278348999998,954.92,202752,819,2.3018417358398438,0.9826158229261637,-2.8386008329689503,-0.003294498961622594,0.2,0.9996821880340576,392,0.0494384765625,0.0003,9.867014454677701,0.006894966
100,250,87.43020810999997,954.92,204800,818,6.978971004486084,0.9594786427915096,-2.8355871103703976,-0.0007234431595861679,0.2,0.9987976551055908,396,0.029296875,0.0003,21.486969653517008,0.0053772405
101,252,88.16021144999999,962.92,206848,818,8.785598754882812,0.9714424274861813,-2.8366730492562056,-0.0022755774825782282,0.2,0.9997367262840271,400,0.053466796875,0.0003,28.749223493039608,0.007255675
102,255,89.63222343,962.92,208896,817,16.064542770385742,0.973243735730648,-2.8342052791267633,-0.0018276776354468893,0.2,0.9963366389274597,404,0.056396484375,0.0003,26.25711554288864,0.0060308035
103,258,89.44347943999999,962.92,210944,817,4.534914970397949,0.9817075338214636,-2.8332842756062746,-0.0024574030248913914,0.2,0.9984472990036011,408,0.038818359375,0.0003,20.87376607581973,0.0063929157
104,260,90.03141982999999,962.92,212992,818,8.37317943572998,0.958329513669014,-2.8312644567340612,-0.0015181338058027904,0.2,0.9936282634735107,412,0.0491943359375,0.0003,49.038662668317556,0.0038765226
105,262,90.54828705,962.92,215040,818,4.488776206970215,0.9913293393328786,-2.8242920581251383,-0.00039150944212451577,0.2,0.9934393167495728,416,0.117431640625,0.0003,7.289462774991989,0.009379888
106,265,85.38050065999998,928.58,217088,819,3.622586965560913,0.9899364616721869,-2.8238514978438616,-0.004370928701973753,0.2,0.9935662746429443,420,0.07275390625,0.0003,7.669561509042978,0.0066844514
107,267,80.59188937,893.48,219136,819,217.2932891845703,0.7533917725086212,-2.8231948036700487,-0.0030997820213087834,0.2,0.9928312301635742,424,0.0382080078125,0.0003,471.80223351716995,0.005127117
108,269,79.98124607000001,886.04,221184,820,104.20561218261719,0.8435959070920944,-2.8239729944616556,-0.0007022201707513887,0.2,0.9934108257293701,428,0.001220703125,0.0003,243.72051918506622,0.0011283869
109,271,78.23370261999999,879.33,223232,820,24.009788513183594,0.9576838687062263,-2.823120154440403,-0.0013384479880187428,0.2,0.992289662361145,432,0.030517578125,0.0003,46.086695700883865,0.0061010104
110,274,79.27550630000002,886.58,225280,821,11.55263614654541,0.8972729593515396,-2.8215636778622866,-0.0031733824871480465,0.2,0.9908697605133057,436,0.024658203125,0.0003,96.98348312079906,0.0042448705
111,276,77.07668697,867.96,227328,821,6.898438930511475,0.9520946964621544,-2.8166106026619673,-0.0008974248266895302,0.2,0.9880557060241699,440,0.009033203125,0.0003,29.664006508886814,0.0032212364
112,279,77.27815456999998,867.96,229376,821,65.61903381347656,0.8521470725536346,-2.8152039293199778,-7.329752770601772e-05,0.2,0.9900768995285034,444,0.0028076171875,0.0003,172.18914051353931,0.0012423488
113,281,76.34632067,861.95,231424,821,7.526024341583252,0.95001320540905,-2.8203966207802296,-0.0016809066346468171,0.2,0.993009626865387,448,0.0260009765625,0.0003,21.60002963617444,0.0043711225
114,284,75.90166582,854.61,233472,819,24.23818016052246,0.9223357811570168,-2.8266795817762613,-8.30635690363124e-05,0.2,0.9958605766296387,452,0.0220947265625,0.0003,70.77044093981385,0.0027284846
115,287,76.66328336,854.61,235520,819,73.92475128173828,0.9025579318404198,-2.835208762437105,-0.004575115275656572,0.2,1.0016191005706787,456,0.06201171875,0.0003,90.97535701841116,0.0071108183
116,290,77.98508557999999,854.61,237568,818,6.791040897369385,0.9788484442979097,-2.8460230454802513,-0.002035577599599492,0.2,1.006310224533081,460,0.0830078125,0.0003,14.279473949223757,0.009442592
117,292,81.75561972999999,844.79,239616,818,1.6616814136505127,0.976834075525403,-2.851824736222625,0.0001422171335434541,0.2,1.0076518058776855,464,0.0816650390625,0.0003,10.917423339560628,0.0069582756
118,295,82.64301517999998,844.79,241664,819,30.769176483154297,0.8574082106351852,-2.8506690952926874,-0.0028500142761913594,0.2,1.0066689252853394,468,0.072998046875,0.0003,179.56858453154564,0.0057346444
119,297,85.40490344,838.38,243712,819,2.9640398025512695,0.9819069039076567,-2.846366850659251,-0.0014206330379238352,0.2,1.0039708614349365,472,0.05908203125,0.0003,13.02279226668179,0.0048846705
120,299,86.31430093,838.38,245760,820,45.14363479614258,0.8169230073690414,-2.8439553398638964,-0.0018995695045305183,0.2,1.0030397176742554,476,0.0667724609375,0.0003,182.1813115477562,0.005772622
121,302,86.85731858000001,838.38,247808,820,4.953955173492432,0.9761251956224442,-2.8419222850352526,-0.004179190913419006,0.2,1.001138687133789,480,0.0699462890625,0.0003,19.13530769944191,0.009886066
122,304,89.40434794000002,843.84,249856,820,4.928779602050781,0.9870176687836647,-2.842999178916216,0.00041508065623929724,0.2,1.0042141675949097,484,0.050048828125,0.0003,12.581884205341339,0.010344695
123,306,91.08169819000003,849.91,251904,821,3.049231767654419,0.9919862812384963,-2.8410334680229425,-0.0006807065146858804,0.2,0.999189019203186,488,0.05810546875,0.0003,7.268933796323836,0.0046333116
124,309,90.30224531999998,841.61,253952,821,2.6350598335266113,0.9869888611137867,-2.8321854677051306,0.0012445341380953323,0.2,0.9960556030273438,492,0.055908203125,0.0003,8.872695782221854,0.006130633
125,311,92.17014217999998,847.42,256000,822,26.093347549438477,0.897950567305088,-2.828628459945321,2.0372866856632754e-05,0.2,0.9947226047515869,496,0.0137939453125,0.0003,116.14636018872261,0.0022427915
126,313,93.28138528,847.42,258048,822,1.5924724340438843,0.987783289514482,-2.8241949137300253,-0.0005201135863899253,0.2,0.9911246299743652,500,0.0350341796875,0.0003,9.439664727076888,0.0027841753
127,316,90.73306210000001,816.5,260096,822,2.4836196899414062,0.9766732808202505,-2.8194409366697073,-0.0017504377938166726,0.2,0.9890623092651367,504,0.1011962890625,0.0003,18.242004211992025,0.009923197
128,318,91.91840338000002,816.5,262144,823,417.1391296386719,0.6877738833427429,-2.8148197811096907,-0.0016226970947172958,0.2,0.9882664680480957,508,0.018310546875,0.0003,565.3851057291031,0.003067432
129,320,92.80267273,816.5,264192,823,3.4473488330841064,0.9766330141574144,-2.8104741480201483,-0.0015204304399958346,0.2,0.9833273887634277,512,0.0643310546875,0.0003,10.026645416393876,0.0054256157
130,323,93.72647576000001,816.5,266240,823,1.2965879440307617,0.9914954882115126,-2.799635713919997,-0.00012792480265488848,0.2,0.9788358807563782,516,0.081298828125,0.0003,4.195391293615103,0.0063600116
131,325,95.85348127000002,801.28,268288,824,5.68699312210083,0.9689285662025213,-2.7953585609793663,-0.002434204830933595,0.2,0.979179859161377,520,0.0697021484375,0.0003,18.081496998667717,0.006623897
132,327,96.44475465,801.28,270336,824,180.91043090820312,0.6111879348754883,-2.794184885919094,0.0004371066752355546,0.2,0.9782305955886841,524,0.0029296875,0.0003,442.01566886901855,0.002057115
133,330,97.73574962,795.48,272384,824,4.86751651763916,0.9742641877382994,-2.790711322799325,-0.0004768332219100557,0.2,0.975648045539856,528,0.0406494140625,0.0003,15.200683435425162,0.0051427814
134,332,97.42713621000001,787.8,274432,825,102.4224624633789,0.8244000673294067,-2.788838751614094,-0.002221613378424081,0.2,0.9759737253189087,532,0.051513671875,0.0003,149.44923351705074,0.006017957
135,334,99.07399538999996,786.79,276480,825,9.034174919128418,0.8837946802377701,-2.7882220912724733,-0.002548958682382363,0.2,0.975580096244812,536,0.0340576171875,0.0003,113.3904894515872,0.006772872
136,337,98.70921369999998,780.31,278528,825,38.61923599243164,0.8872338980436325,-2.789071334525943,-0.0017371014455420664,0.2,0.9753010272979736,540,0.040283203125,0.0003,114.46287952363491,0.0052879676
137,339,99.03806343000001,780.31,280576,826,5.283656597137451,0.9640692695975304,-2.7902440018951893,-0.0007983042887644842,0.2,0.9794754981994629,544,0.037353515625,0.0003,21.968791622668505,0.006420144
138,342,94.47607646,756.34,282624,826,3.651773452758789,0.9832409955561161,-2.7961125429719687,-0.0008759861084399745,0.2,0.9792819619178772,548,0.0606689453125,0.0003,11.869941156357527,0.006208396
