episode_num,cumulative_reward,mean_reward,cumulative_reward_energy_term,mean_reward_energy_term,cumulative_reward_comfort_term,mean_reward_comfort_term,cumulative_abs_energy_penalty,mean_abs_energy_penalty,cumulative_abs_comfort_penalty,mean_abs_comfort_penalty,cumulative_power_demand,mean_power_demand,cumulative_temperature_violation,mean_temperature_violation,comfort_violation_time (%),length (timesteps),time_elapsed (hours)
1,-7075.884026507264,-0.20194309273972613,-4398.9764236931305,-0.12554514751257542,-2676.9076028141344,-0.07639794522715072,-87979528.47386259,-2510.902950251508,-5353.815205628269,-0.15279589045430145,87979528.47386259,2510.902950251508,5353.815205628269,0.15279589045430145,17.802511415525114,35040,8759.75
2,-7375.8058564434,-0.21049674247840755,-4544.2205234456615,-0.12968665877413418,-2831.5853329977385,-0.08081008370427337,-90884410.4689132,-2593.733175482683,-5663.170665995477,-0.16162016740854673,90884410.4689132,2593.733175482683,5663.170665995477,0.16162016740854673,20.727148197825404,35041,8760.125
3,-6324.190908130052,-0.18049005131796148,-4269.146424785991,-0.12183984773498077,-2055.044483344062,-0.05865020358298074,-85382928.49571982,-2436.796954699615,-4110.088966688124,-0.11730040716596148,85382928.49571982,2436.796954699615,4110.088966688124,0.11730040716596148,17.8453196347032,35040,8759.75
4,-5630.848720550402,-0.16070232371216078,-4556.742448896841,-0.1300477310681481,-1074.106271653561,-0.0306545926440127,-91134848.9779368,-2600.9546213629615,-2148.212543307122,-0.0613091852880254,91134848.9779368,2600.9546213629615,2148.212543307122,0.0613091852880254,12.905251141552512,35040,8759.75
5,-5411.964143432967,-0.15445543946553747,-4571.919442497037,-0.13048087680861434,-840.044700935928,-0.023974562656923083,-91438388.84994076,-2609.617536172287,-1680.089401871856,-0.047949125313846166,91438388.84994076,2609.617536172287,1680.089401871856,0.047949125313846166,10.579337899543379,35040,8759.75
6,-5172.739812267379,-0.14762806621956617,-4644.08287475517,-0.13254039426796344,-528.6569375122087,-0.01508767195160275,-92881657.4951034,-2650.8078853592683,-1057.3138750244175,-0.0301753439032055,92881657.4951034,2650.8078853592683,1057.3138750244175,0.0301753439032055,7.86244292237443,35040,8759.75
7,-5136.61095225729,-0.14659696202109906,-4638.09954573052,-0.13236963228775137,-498.51140652676935,-0.01422732973334768,-92761990.91461039,-2647.392645755027,-997.0228130535387,-0.02845465946669536,92761990.91461039,2647.392645755027,997.0228130535387,0.02845465946669536,7.166095890410959,35040,8759.75
8,-5141.549090264243,-0.1467378946392375,-4634.992713970541,-0.13228096446732332,-506.5563762937011,-0.014456930171914184,-92699854.27941082,-2645.619289346466,-1013.1127525874022,-0.028913860343828368,92699854.27941082,2645.619289346466,1013.1127525874022,0.028913860343828368,7.023401826484019,35040,8759.75
9,-4989.7011979012495,-0.14240421238908785,-4614.169863921118,-0.13168668808816228,-375.53133398013057,-0.010717524300925556,-92283397.27842237,-2633.7337617632456,-751.0626679602611,-0.021435048601851112,92283397.27842237,2633.7337617632456,751.0626679602611,0.021435048601851112,6.381278538812786,35040,8759.75
10,-4991.293256217809,-0.14244558379617037,-4683.421774398428,-0.133659297214567,-307.8714818193812,-0.008786286581603344,-93668435.48796856,-2673.18594429134,-615.7429636387624,-0.01757257316320669,93668435.48796856,2673.18594429134,615.7429636387624,0.01757257316320669,4.982734511001398,35041,8760.0
11,-4939.918215206374,-0.1409834246184644,-4697.6751370724005,-0.1340698974591855,-242.24307813397337,-0.0069135271592789,-93953502.74144801,-2681.39794918371,-484.48615626794674,-0.0138270543185578,93953502.74144801,2681.39794918371,484.48615626794674,0.0138270543185578,4.192351598173516,35040,8759.75
12,-4931.668582463322,-0.14074798317484297,-4706.647954748389,-0.13432597833124202,-225.0206277149332,-0.006422004843600936,-94132959.09496777,-2686.51956662484,-450.0412554298664,-0.012844009687201872,94132959.09496777,2686.51956662484,450.0412554298664,0.012844009687201872,4.126712328767123,35040,8759.875
13,-4940.414798138796,-0.1409975969102656,-4686.137343182247,-0.13374061312201393,-254.27745495654838,-0.007256983788251617,-93722746.86364494,-2674.812262440279,-508.55490991309676,-0.014513967576503233,93722746.86364494,2674.812262440279,508.55490991309676,0.014513967576503233,3.9726027397260277,35040,8759.75
