train/critic_loss,train/n_updates,time/fps,time/episodes,time/time_elapsed,train/learning_rate,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,time/total_timesteps
39.82381820678711,231,77,4,4,0.001,-278.04015899999996,5.39774227142334,83.0,332
33.82976150512695,478,66,8,8,0.001,-201.08391600000002,5.58413028717041,72.375,579
8.582832336425781,762,61,12,13,0.001,-174.21039800000003,6.806246757507324,71.91666666666667,863
7.62616491317749,1076,58,16,20,0.001,-160.42835256249998,9.296341896057129,73.5625,1177
6.6242594718933105,1331,57,20,25,0.001,-153.15710449999997,10.335533142089844,71.6,1432
10.221705436706543,1646,56,24,31,0.001,-150.80291491666665,11.135912895202637,72.79166666666667,1747
2.7464852333068848,1968,55,28,37,0.001,-146.2349999285714,9.47817325592041,73.89285714285714,2069
26.46075439453125,2385,54,32,45,0.001,-141.85365559375,11.42733383178711,77.6875,2486
23.972145080566406,2667,54,36,50,0.001,-135.81169291666666,11.397760391235352,76.88888888888889,2768
8.640433311462402,3238,53,40,61,0.001,-137.048285575,9.090300559997559,83.475,3339
36.512298583984375,3813,53,44,73,0.001,-155.89209795454542,8.560612678527832,88.95454545454545,3914
34.880584716796875,5144,53,48,98,0.001,-163.48603704166666,-5.145005702972412,109.27083333333333,5245
8.653401374816895,6236,52,52,119,0.001,-165.3083051923077,-12.30417251586914,121.86538461538461,6337
6.631436824798584,6771,52,56,130,0.001,-165.45039541071426,-11.829591751098633,122.71428571428571,6872
7.195990085601807,7874,52,60,151,0.001,-164.5013761666667,-13.486534118652344,132.91666666666666,7975
7.4181742668151855,8491,52,64,162,0.001,-161.73406287499998,-23.35768699645996,134.25,8592
7.287798881530762,9066,52,68,173,0.001,-160.38389825,-24.88357925415039,134.80882352941177,9167
10.02675724029541,9553,52,72,183,0.001,-158.60986195833334,-26.194795608520508,134.08333333333334,9654
5.194864273071289,10044,52,76,192,0.001,-155.2231826447368,-30.050193786621094,133.48684210526315,10145
8.428947448730469,11121,52,80,213,0.001,-172.613823275,-37.189144134521484,140.275,11222
6.007455348968506,11993,52,84,229,0.001,-176.75169741666664,-37.74077606201172,143.97619047619048,12094
6.9458465576171875,12948,52,88,248,0.001,-178.54711867045455,-47.641944885253906,148.2840909090909,13049
57.37025833129883,13650,51,92,266,0.001,-179.64749395652174,-52.52431106567383,149.4673913043478,13751
17.0819034576416,14287,50,96,283,0.001,-175.72875736458332,-58.52985382080078,149.875,14388
15.0973482131958,14870,50,100,294,0.001,-172.98865059,-59.94158172607422,149.71,14971
21.656953811645508,15749,50,104,311,0.001,-167.86454431,-72.24996948242188,155.18,15850
15.749516487121582,16479,50,108,325,0.001,-165.34465895999998,-70.19776916503906,160.01,16580
10.987093925476074,16879,50,112,333,0.001,-162.9154347,-79.44478607177734,161.17,16980
47.80762481689453,17461,50,116,344,0.001,-161.30590046999998,-83.5986328125,163.85,17562
256.81048583984375,17933,51,120,353,0.001,-159.29177952,-86.44644165039062,166.02,18034
9.420510292053223,18271,51,124,359,0.001,-156.57674398999998,-88.72793579101562,166.25,18372
27.54941749572754,18656,51,128,367,0.001,-153.68865197000002,-99.13374328613281,166.88,18757
40.155879974365234,19059,51,132,374,0.001,-151.7226766,-98.83313751220703,166.74,19160
161.10426330566406,19410,51,136,381,0.001,-151.00558506,-101.47740173339844,167.43,19511
233.1135711669922,19874,51,140,390,0.001,-152.11383035999998,-98.47647094726562,166.36,19975
28.749067306518555,20591,51,144,404,0.001,-144.07495892999998,-106.3325424194336,167.78,20692
11.51146411895752,21045,51,148,413,0.001,-143.15297805,-122.64265441894531,159.01,21146
95.40824127197266,21527,51,152,422,0.001,-141.93857213000004,-116.85547637939453,152.91,21628
39.033546447753906,22141,51,156,434,0.001,-139.67293073000002,-113.91624450683594,153.7,22242
170.10899353027344,22573,51,160,442,0.001,-138.91027255,-127.32263946533203,146.99,22674
98.9670181274414,23098,51,164,452,0.001,-136.63452562000003,-124.27623748779297,146.07,23199
24.196447372436523,23709,51,168,464,0.001,-135.26775750000002,-133.90794372558594,146.43,23810
14.302810668945312,24146,51,172,472,0.001,-134.51427161,-132.71475219726562,145.93,24247
81.06108093261719,24493,51,176,479,0.001,-132.288905,-138.7574005126953,144.49,24594
24.20060920715332,25177,51,180,492,0.001,-122.71563269999999,-138.5294189453125,140.56,25278
32.44913864135742,25944,51,184,507,0.001,-115.33050994999999,-145.81166076660156,139.51,26045
50.74972915649414,26629,51,188,520,0.001,-109.87594150000001,-142.1619415283203,136.81,26730
15.023627281188965,27273,51,192,532,0.001,-107.87018389999999,-160.2963409423828,136.23,27374
13.047859191894531,27728,51,196,541,0.001,-113.26753109999999,-153.9372100830078,134.41,27829
58.4376220703125,28209,51,200,550,0.001,-114.45010977,-159.91644287109375,133.39,28310
31.29789924621582,28822,51,204,562,0.001,-116.67927733,-164.51702880859375,130.73,28923
84.83100891113281,29391,51,208,573,0.001,-117.27047683,-170.5386505126953,129.12,29492
121.68810272216797,30075,51,212,586,0.001,-122.28264362,-159.5048370361328,131.96,30176
47.37339401245117,30730,51,216,598,0.001,-125.26449149999999,-173.545166015625,132.69,30831
35.06695556640625,31613,50,220,623,0.001,-129.76766085999998,-177.56407165527344,136.8,31714
91.23308563232422,32782,50,224,650,0.001,-132.54911805,-186.84719848632812,145.11,32883
49.83958053588867,33340,50,228,661,0.001,-133.93002001,-192.3960418701172,146.84,33441
201.7874755859375,35107,50,232,694,0.001,-136.50015815,-203.32858276367188,160.48,35208
85.98255920410156,36144,50,236,715,0.001,-141.17114504,-220.02976989746094,167.34,36245
64.891357421875,37569,50,240,742,0.001,-139.47084948999998,-217.82005310058594,176.95,37670
38.210811614990234,38600,50,244,762,0.001,-139.01257642,-229.99998474121094,180.09,38701
40.35073471069336,39463,50,248,778,0.001,-136.11248184,-233.74270629882812,184.18,39564
80.72891235351562,39975,50,252,793,0.001,-139.15764597999998,-233.13909912109375,184.48,40076
107.70085144042969,40529,50,256,806,0.001,-146.18661572,-235.6654052734375,183.88,40630
386.8860778808594,40892,50,260,813,0.001,-156.86888213000003,-236.28456115722656,183.19,40993
245.6970672607422,41344,50,264,822,0.001,-172.62122442,-246.65753173828125,182.46,41445
30.068157196044922,41831,50,268,831,0.001,-183.43708289000003,-236.69631958007812,181.22,41932
88.23794555664062,43324,50,272,861,0.001,-187.28708057,-240.2949981689453,191.78,43425
294.9342041015625,44369,50,276,881,0.001,-198.15976802999998,-247.0885009765625,198.76,44470
80.44982147216797,45306,50,280,900,0.001,-198.45400874999999,-264.0279235839844,201.29,45407
238.4566192626953,46227,50,284,918,0.001,-206.77323419999996,-249.785888671875,202.83,46328
83.79318237304688,47679,50,288,947,0.001,-210.67617433000004,-273.1618347167969,210.5,47780
248.17745971679688,48862,50,292,970,0.001,-210.47105334999998,-268.47991943359375,215.89,48963
173.2429962158203,49704,50,296,987,0.001,-207.60843812000002,-271.98345947265625,219.76,49805
173.8060302734375,51010,50,300,1013,0.001,-210.01328144,-270.3071594238281,228.01,51111
269.263916015625,52222,50,304,1038,0.001,-200.73979604,-274.9034729003906,234.0,52323
59.84220886230469,53079,50,308,1055,0.001,-200.48685754,-269.37469482421875,236.88,53180
71.83587646484375,54017,50,312,1074,0.001,-197.51152754999998,-292.313720703125,239.42,54118
86.83841705322266,54704,50,316,1089,0.001,-191.78191406000002,-293.2740478515625,239.74,54805
854.8564453125,55357,50,320,1102,0.001,-190.73887369,-288.8899841308594,237.44,55458
93.63027954101562,55981,50,324,1115,0.001,-191.46598890999996,-296.283203125,231.99,56082
77.47080993652344,56732,50,328,1131,0.001,-193.06938335999996,-295.126220703125,233.92,56833
145.8739776611328,57462,50,332,1146,0.001,-192.70635028,-290.9563903808594,223.55,57563
80.51905059814453,57991,50,336,1157,0.001,-188.88550120000002,-300.1235046386719,218.47,58092
42.64836883544922,58537,50,340,1168,0.001,-185.51318613000004,-295.3730773925781,209.68,58638
234.11952209472656,59218,50,344,1182,0.001,-187.06519018,-301.5936279296875,206.18,59319
314.00653076171875,59751,50,348,1194,0.001,-188.00307409,-288.9183349609375,202.88,59852
