train/critic_loss,time/episodes,train/n_updates,time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,rollout/ep_rew_mean,train/actor_loss
172.07281494140625,236,90718,47,90819,436.95,1920,0.001,-90.81144613999999,-235.7670440673828
22.75395965576172,240,92465,47,92566,442.16,1966,0.001,-88.55057645000002,-228.32989501953125
183.32261657714844,244,93269,46,93370,445.49,1987,0.001,-91.30396443,-231.23179626464844
23.931941986083984,248,94227,46,94328,450.65,2012,0.001,-88.8320873,-231.15145874023438
29.910640716552734,252,95200,46,95301,441.9,2038,0.001,-85.92941761,-227.15478515625
24.137046813964844,256,96801,46,96902,430.82,2079,0.001,-87.51875776000001,-225.169677734375
436.4976501464844,260,99177,46,99278,439.39,2141,0.001,-83.54621410000001,-225.390380859375
28.716007232666016,264,100306,46,100407,419.6,2171,0.001,-83.87392861000002,-224.71804809570312
44.252601623535156,268,101221,46,101322,388.75,2195,0.001,-91.28166308,-225.3005828857422
134.18850708007812,272,101961,46,102062,367.43,2214,0.001,-92.84798558999996,-221.8925323486328
29.04718589782715,276,103188,45,103289,364.03,2246,0.001,-94.28950216000001,-229.9267578125
125.90675354003906,280,104128,45,104229,352.29,2271,0.001,-96.92734589000001,-223.25625610351562
56.412696838378906,284,104739,45,104840,327.25,2287,0.001,-98.49872662,-225.8401336669922
29.343799591064453,288,105528,45,105629,320.52,2307,0.001,-103.86317465,-235.59329223632812
33.84040451049805,292,106512,45,106613,323.62,2333,0.001,-105.43750554999998,-226.13653564453125
30.897083282470703,296,107854,45,107955,330.42,2369,0.001,-111.30053558,-232.75491333007812
21.60833168029785,300,109769,45,109870,336.02,2419,0.001,-116.3252694,-237.19979858398438
32.76858139038086,304,110668,45,110769,319.62,2443,0.001,-115.84906069,-238.2742156982422
39.16020202636719,308,111342,45,111443,312.5,2461,0.001,-117.13012777,-233.10096740722656
22.57601547241211,312,113159,45,113260,311.62,2509,0.001,-116.18098254,-240.32896423339844
56.41048049926758,316,114298,45,114399,307.45,2540,0.001,-124.91638351,-246.8148651123047
549.1522216796875,320,116242,44,116343,311.54,2592,0.001,-120.72749963999999,-249.21469116210938
49.04835510253906,324,117096,44,117197,296.24,2614,0.001,-119.67627386000002,-256.5747375488281
54.47935104370117,328,117996,44,118097,288.31,2639,0.001,-120.06930208,-249.9563446044922
32.167537689208984,332,118918,44,119019,286.35,2664,0.001,-121.16184757000002,-247.91162109375
34.32301712036133,336,120413,44,120514,296.95,2704,0.001,-121.84417696000003,-256.00604248046875
17.516313552856445,340,123149,44,123250,306.84,2778,0.001,-114.72359645,-251.37774658203125
23.894832611083984,344,126354,44,126455,330.85,2864,0.001,-108.46072428,-247.93118286132812
57.194007873535156,348,128561,43,128662,343.34,2924,0.001,-111.37051403000001,-240.5054473876953
163.78829956054688,352,130446,43,130547,352.46,2975,0.001,-116.16939397000002,-242.34503173828125
20.52186393737793,356,133060,43,133161,362.59,3045,0.001,-116.74197301,-238.9163360595703
183.3939666748047,360,136502,43,136603,373.25,3138,0.001,-111.91734455,-233.72296142578125
53.421836853027344,364,138329,43,138430,380.23,3187,0.001,-102.81091602999999,-234.11181640625
65.50507354736328,368,140804,43,140905,395.83,3254,0.001,-102.07195238000003,-224.33949279785156
35.34200668334961,372,143422,43,143523,414.61,3325,0.001,-97.77367961,-221.09616088867188
24.57006072998047,376,145526,43,145627,423.38,3382,0.001,-92.63413597,-219.46209716796875
25.788394927978516,380,147324,42,147425,431.96,3430,0.001,-86.10093944999998,-206.66456604003906
51.182220458984375,384,148216,42,148317,434.77,3454,0.001,-93.14964365,-217.42491149902344
50.909584045410156,388,150506,42,150607,449.78,3516,0.001,-86.18488160999999,-207.69053649902344
35.58523178100586,392,152271,42,152372,457.59,3564,0.001,-78.72059008000001,-201.07601928710938
41.761985778808594,396,153053,42,153154,451.99,3585,0.001,-75.9743887,-207.7401885986328
18.878408432006836,400,154234,42,154335,444.65,3617,0.001,-68.94975003999998,-206.72265625
37.36494445800781,404,155619,42,155720,449.51,3654,0.001,-68.45560869,-205.41311645507812
23.19366455078125,408,156904,42,157005,455.62,3689,0.001,-66.87458012,-209.099609375
31.486520767211914,412,157341,42,157442,441.82,3701,0.001,-67.30651766000001,-208.22923278808594
88.94271087646484,416,158788,42,158889,444.9,3740,0.001,-70.6036557,-197.97763061523438
60.44196701049805,420,159931,42,160032,436.89,3771,0.001,-73.84929791,-197.24261474609375
27.848072052001953,424,161443,42,161544,443.47,3812,0.001,-74.73318958,-193.18370056152344
32.2069091796875,428,162746,42,162847,447.5,3847,0.001,-75.22816453,-193.97610473632812
50.034698486328125,432,164222,42,164323,453.04,3888,0.001,-76.26262016000001,-186.03794860839844
92.4884033203125,436,164627,42,164728,442.14,3899,0.001,-78.66810336,-192.81613159179688
25.0977783203125,440,165073,42,165174,419.24,3911,0.001,-83.33290082000002,-190.4557342529297
39.22117614746094,444,166541,42,166642,401.87,3951,0.001,-85.26897641,-179.57217407226562
17.727127075195312,448,167194,42,167295,386.33,3969,0.001,-86.47103518,-183.99478149414062
19.126449584960938,452,169578,42,169679,391.32,4035,0.001,-85.48899355999998,-175.9934539794922
23.840709686279297,456,171138,41,171239,380.78,4077,0.001,-77.92137862,-177.1575927734375
207.73182678222656,460,172363,41,172464,358.61,4111,0.001,-77.54927310000001,-175.60887145996094
104.11065673828125,464,175278,41,175379,369.49,4190,0.001,-77.70316632,-166.8118133544922
20.793554306030273,468,176557,41,176658,357.53,4225,0.001,-65.95672594000001,-174.4853973388672
59.54634094238281,472,177888,41,177989,344.66,4262,0.001,-67.65871230000002,-167.25222778320312
23.773563385009766,476,178514,41,178615,329.88,4279,0.001,-66.39266565000001,-160.59437561035156
21.173004150390625,480,180217,41,180318,328.93,4325,0.001,-60.19048455,-163.59991455078125
27.183094024658203,484,181853,41,181954,336.37,4370,0.001,-38.87925031999999,-162.00527954101562
65.96424102783203,488,182787,41,182888,322.81,4396,0.001,-37.005174419999996,-162.07168579101562
28.16584587097168,492,184975,41,185076,327.04,4455,0.001,-30.21911581000001,-153.4445343017578
148.54840087890625,496,186966,41,187067,339.13,4510,0.001,-21.129219330000005,-152.61056518554688
48.83485794067383,500,188816,41,188917,345.82,4561,0.001,-16.802578630000006,-154.48046875
24.842134475708008,504,191205,41,191306,355.86,4626,0.001,-13.203399590000004,-145.99212646484375
20.95742416381836,508,192316,41,192417,354.12,4656,0.001,-3.7947124999999993,-149.74545288085938
17.85881805419922,512,194606,41,194707,372.65,4719,0.001,9.496224790000003,-148.0206298828125
15.020236015319824,516,196100,41,196201,373.12,4760,0.001,25.15997799,-141.32774353027344
14.8508882522583,520,197154,41,197255,372.23,4789,0.001,39.48460684,-139.02493286132812
23.62669563293457,524,197794,41,197895,363.51,4806,0.001,45.794225749999995,-138.85165405273438
7.432213306427002,528,198535,41,198636,357.89,4827,0.001,58.533599379999984,-142.24232482910156
21.98868179321289,532,199777,41,199878,355.55,4861,0.001,69.08578636,-141.18411254882812
35.587921142578125,536,201069,41,201170,364.42,4897,0.001,75.07714667,-139.97259521484375
11.687994956970215,540,201965,41,202066,368.92,4922,0.001,87.77826819000002,-135.54873657226562
28.996326446533203,544,203044,41,203145,365.03,4951,0.001,102.85171024000002,-132.57730102539062
8.196134567260742,548,204863,40,204964,376.69,5001,0.001,113.8314435,-135.05975341796875
66.98489379882812,552,205782,40,205883,362.04,5027,0.001,125.63943890000002,-136.00335693359375
21.044294357299805,556,207568,40,207669,364.3,5076,0.001,123.40858383000001,-136.65809631347656
7.492554187774658,560,209183,40,209284,368.2,5121,0.001,127.58377197,-132.24600219726562
65.50575256347656,564,210120,40,210221,348.42,5147,0.001,130.23637011,-131.68789672851562
22.70572280883789,568,211495,40,211596,349.38,5185,0.001,131.69210371,-131.9102020263672
14.474647521972656,572,212259,40,212360,343.71,5206,0.001,139.73741698,-129.0962371826172
16.699583053588867,576,214169,40,214270,356.55,5259,0.001,141.57388666,-126.72250366210938
6.420963764190674,580,215017,40,215118,348.0,5283,0.001,144.74025898999997,-128.5681915283203
240.36685180664062,584,215798,40,215899,339.45,5304,0.001,136.76783885,-124.44810485839844
17.160634994506836,588,216912,40,217013,341.25,5336,0.001,139.03955951,-126.40864562988281
10.26890754699707,592,218214,40,218315,332.39,5372,0.001,133.24561437,-130.914306640625
21.973268508911133,596,219137,40,219238,321.71,5397,0.001,129.16479467000002,-131.88754272460938
10.400003433227539,600,220299,40,220400,314.83,5429,0.001,130.34888408,-127.21534729003906
12.573604583740234,604,221000,40,221101,297.95,5449,0.001,134.69765574000002,-126.30549621582031
33.11840057373047,608,222511,40,222612,301.95,5491,0.001,134.23394981,-122.64378356933594
14.252406120300293,612,223736,40,223837,291.3,5525,0.001,128.29092783000002,-128.50791931152344
5.57221794128418,616,225554,40,225655,294.54,5576,0.001,127.23018595000002,-126.74203491210938
6.408080577850342,620,226940,40,227041,297.86,5615,0.001,122.81279427000001,-129.0999755859375
8.397130966186523,624,228561,40,228662,307.67,5660,0.001,129.26775662,-123.13325500488281
16.1300106048584,628,230998,40,231099,324.63,5728,0.001,126.58477726000001,-126.12120056152344
30.763315200805664,632,232785,40,232886,330.08,5777,0.001,127.13615764000001,-128.83448791503906
13.761263847351074,636,233632,40,233733,325.63,5801,0.001,135.36547362,-128.5321502685547
10.866090774536133,640,234790,40,234891,328.25,5833,0.001,133.39671076000002,-128.7213134765625
35.11056137084961,644,235608,40,235709,325.64,5856,0.001,133.90052617,-127.12060546875
19.144933700561523,648,236921,40,237022,320.58,5893,0.001,140.00042035,-124.9588851928711
8.043036460876465,652,237905,40,238006,321.23,5920,0.001,136.99679851999997,-128.17660522460938
17.45807647705078,656,239103,40,239204,315.35,5953,0.001,147.08705723000003,-128.8364715576172
10.517067909240723,660,240182,40,240283,309.99,5984,0.001,152.82671097,-130.30401611328125
14.258234977722168,664,241953,40,242054,318.33,6033,0.001,151.74476079,-130.93594360351562
14.185309410095215,668,242900,40,243001,314.05,6060,0.001,154.44692938,-127.42332458496094
13.165596008300781,672,244430,40,244531,321.71,6103,0.001,157.80828529000001,-126.91046905517578
36.048248291015625,676,246443,40,246544,322.74,6159,0.001,164.51037187999995,-127.05914306640625
8.983377456665039,680,248536,39,248637,335.19,6218,0.001,161.35073171,-126.20477294921875
82.7343521118164,684,249619,39,249720,338.21,6248,0.001,163.98803693000002,-125.44802856445312
13.715217590332031,688,251323,39,251424,344.11,6295,0.001,164.40707024,-130.9964141845703
16.749771118164062,692,253364,39,253465,351.5,6352,0.001,172.13386938,-127.74910736083984
15.596628189086914,696,254702,39,254803,355.65,6390,0.001,178.70915176999998,-129.78753662109375
20.85721206665039,700,256691,39,256792,363.92,6445,0.001,174.01666676000002,-126.85564422607422
14.816326141357422,704,257929,39,258030,369.29,6480,0.001,178.07889240999998,-126.23159790039062
11.836926460266113,708,259176,39,259277,366.65,6515,0.001,182.29529583,-125.58306884765625
267.4964904785156,712,261165,39,261266,374.29,6571,0.001,188.21615063000002,-123.7864761352539
18.784873962402344,716,262094,39,262195,365.4,6597,0.001,193.3219424,-123.92402648925781
27.789743423461914,720,263082,39,263183,361.42,6625,0.001,195.62711138000003,-126.33885955810547
11.701314926147461,724,264869,39,264970,363.08,6675,0.001,196.80266153,-121.11370086669922
113.49327087402344,728,265823,39,265924,348.25,6702,0.001,199.35169294999997,-122.3851318359375
26.262990951538086,732,267867,39,267968,350.82,6759,0.001,195.47278424999996,-119.800048828125
11.512547492980957,736,269656,39,269757,360.24,6809,0.001,194.88026673999997,-118.18745422363281
81.87269592285156,740,270771,39,270872,359.81,6841,0.001,198.17931520000002,-116.47663879394531
13.545160293579102,744,271488,39,271589,358.8,6861,0.001,190.71871461000003,-119.61418151855469
30.421409606933594,748,272608,39,272709,356.87,6893,0.001,188.16972293999999,-121.11921691894531
67.23524475097656,752,273671,39,273772,357.66,6922,0.001,190.98939332999998,-119.04757690429688
13.534645080566406,756,274401,39,274502,352.98,6943,0.001,186.2104985,-118.57527160644531
21.276920318603516,760,275242,39,275343,350.6,6967,0.001,182.74994152000002,-113.36309051513672
14.853860855102539,764,276216,39,276317,342.63,6994,0.001,186.64482144,-116.3587417602539
7.793225288391113,768,277184,39,277285,342.84,7021,0.001,179.41932404,-116.92008972167969
6.243018627166748,772,277888,39,277989,334.58,7041,0.001,171.39707928000004,-118.8366928100586
12.103750228881836,776,279046,39,279147,326.03,7073,0.001,169.49743195000002,-115.16358184814453
23.51531982421875,780,280078,39,280179,315.42,7102,0.001,172.16150368999996,-116.30243682861328
17.963796615600586,784,281252,39,281353,316.33,7135,0.001,178.84186469999997,-114.97645568847656
11.085278511047363,788,282122,39,282223,307.99,7160,0.001,185.11880650999996,-116.7478256225586
188.37501525878906,792,282996,39,283097,296.32,7184,0.001,184.59406717,-112.33594512939453
4.702754497528076,796,283599,39,283700,288.97,7201,0.001,182.80046334,-112.34446716308594
14.90410041809082,800,286043,39,286144,293.52,7270,0.001,186.98973768999997,-113.2162857055664
11.48311996459961,804,287827,39,287928,298.98,7320,0.001,185.49979664999998,-108.83939361572266
4.124643325805664,808,289183,39,289284,300.07,7358,0.001,181.64894546,-111.03807067871094
6.948190212249756,812,290006,39,290107,288.41,7381,0.001,183.30370896,-110.05052185058594
30.573246002197266,816,291738,39,291839,296.44,7429,0.001,180.59302830000001,-112.18655395507812
78.71149444580078,820,292694,39,292795,296.12,7456,0.001,179.55456104,-109.87205505371094
28.735313415527344,824,293524,39,293625,286.55,7480,0.001,181.72393638000003,-107.880859375
11.87733268737793,828,294528,39,294629,287.05,7508,0.001,183.84098772999997,-107.78560638427734
6.708501815795898,832,296242,39,296343,283.75,7556,0.001,184.28383240000002,-108.77195739746094
7.061797142028809,836,297174,39,297275,275.18,7582,0.001,184.73668771999996,-109.4825439453125
13.038005828857422,840,298003,39,298104,272.32,7605,0.001,180.39827666000002,-111.083251953125
12.062719345092773,844,298906,39,299007,274.18,7631,0.001,187.90020385,-106.07678985595703
19.494901657104492,848,300441,39,300542,278.33,7674,0.001,188.01331679999998,-107.81145477294922
12.690555572509766,852,301342,39,301443,276.71,7699,0.001,191.09113270999998,-106.3849105834961
9.874002456665039,856,303077,39,303178,286.76,7748,0.001,193.51107764999998,-110.36863708496094
6.4914374351501465,860,304003,39,304104,287.61,7774,0.001,197.13182388999996,-107.66215515136719
8.476788520812988,864,305799,39,305900,295.83,7825,0.001,195.88894886000003,-111.483154296875
12.32236385345459,868,306879,39,306980,296.95,7855,0.001,203.20700752000002,-108.48089599609375
12.578971862792969,872,308189,39,308290,303.01,7892,0.001,208.80529655,-109.35519409179688
9.978123664855957,876,309752,39,309853,307.06,7936,0.001,210.88624676,-108.80985260009766
12.832374572753906,880,311192,39,311293,311.14,7977,0.001,212.94613084,-106.52230834960938
6.044578552246094,884,313251,38,313352,319.99,8035,0.001,207.21287184000002,-109.74221801757812
26.633939743041992,888,314447,38,314548,323.25,8069,0.001,201.89288004999997,-107.02701568603516
12.976278305053711,892,315691,38,315792,326.95,8104,0.001,204.33791406000003,-105.71988677978516
10.757250785827637,896,317000,38,317101,334.01,8141,0.001,206.74683052,-108.97674560546875
12.379453659057617,900,317896,38,317997,318.53,8166,0.001,212.14984687000003,-107.54570770263672
15.934170722961426,904,318836,38,318937,310.09,8193,0.001,212.88991172000001,-106.57278442382812
21.64260482788086,908,319694,38,319795,305.11,8217,0.001,217.14960451,-105.0877456665039
17.86473274230957,912,320355,38,320456,303.49,8236,0.001,219.05873213000004,-108.80818176269531
22.782732009887695,916,321553,38,321654,298.15,8269,0.001,217.54412545999995,-109.269775390625
11.126659393310547,920,322271,38,322372,295.77,8290,0.001,221.53709803,-108.92034912109375
108.4925308227539,924,323462,38,323563,299.38,8324,0.001,220.70402911000002,-111.52883911132812
9.704994201660156,928,324221,38,324322,296.93,8345,0.001,222.27364696999996,-108.16779327392578
5.245155334472656,932,324977,38,325078,287.35,8366,0.001,229.02623121,-110.70771026611328
9.54123306274414,936,325700,38,325801,285.26,8387,0.001,229.55685115,-110.335693359375
6.568719863891602,940,326535,38,326636,285.32,8411,0.001,234.81425914999997,-108.24298095703125
12.170942306518555,944,327539,38,327640,286.33,8439,0.001,235.19792139999998,-109.59965515136719
14.27540397644043,948,328414,38,328515,279.73,8464,0.001,237.96104487,-106.14035034179688
10.597323417663574,952,329970,38,330071,286.28,8508,0.001,236.26491310999998,-110.14649200439453
22.460432052612305,956,330682,38,330783,276.05,8528,0.001,238.73303290000007,-103.26730346679688
13.159525871276855,960,331409,38,331510,274.06,8549,0.001,234.56144900000004,-106.8766860961914
8.391862869262695,964,332171,38,332272,263.72,8571,0.001,232.42839178000003,-110.0819320678711
62.64693832397461,968,332827,38,332928,259.48,8590,0.001,233.88817962999997,-108.08353424072266
278.62237548828125,972,333694,38,333795,255.05,8614,0.001,237.68668908999996,-108.3985595703125
10.277825355529785,976,334361,38,334462,246.09,8633,0.001,237.21600836000002,-110.20806884765625
6.873952865600586,980,335370,38,335471,241.78,8662,0.001,238.32442085,-112.08740234375
20.948854446411133,984,336464,38,336565,232.13,8693,0.001,244.4613292,-110.118896484375
27.2239933013916,988,337198,38,337299,227.51,8714,0.001,250.12178754,-106.4941635131836
13.875295639038086,992,338247,38,338348,225.56,8744,0.001,251.22466262999998,-109.83869171142578
13.878745079040527,996,339370,38,339471,223.7,8776,0.001,246.39448939,-111.78369903564453
11.620369911193848,1000,340216,38,340317,223.2,8800,0.001,246.36038147000002,-107.86872863769531
24.772531509399414,1004,341490,38,341591,226.54,8837,0.001,240.40518705,-109.98030090332031
9.290088653564453,1008,342981,38,343082,232.87,8879,0.001,237.75056301999996,-113.14688110351562
5.920732021331787,1012,344172,38,344273,238.17,8912,0.001,237.39288596999998,-109.0356216430664
20.201736450195312,1016,344843,38,344944,232.9,8931,0.001,238.32874480999996,-112.6358871459961
14.976802825927734,1020,345621,38,345722,233.5,8954,0.001,238.21583406,-112.73776245117188
11.243326187133789,1024,346647,38,346748,231.85,8982,0.001,236.38923351999995,-108.1644287109375
128.71807861328125,1028,347559,38,347660,233.38,9008,0.001,233.20569601999995,-112.18327331542969
79.86184692382812,1032,348423,38,348524,234.46,9033,0.001,228.69756465999998,-111.70842742919922
19.935583114624023,1036,349489,38,349590,237.89,9063,0.001,222.68660603,-115.20783996582031
15.241791725158691,1040,350383,38,350484,238.48,9088,0.001,222.50857556000003,-111.01900482177734
25.38552474975586,1044,351068,38,351169,235.29,9108,0.001,221.35109345,-111.50724029541016
45.691192626953125,1048,352326,38,352427,239.12,9143,0.001,220.26162291,-109.58389282226562
45.11266326904297,1052,353780,38,353881,238.1,9185,0.001,222.04859147000002,-110.19192504882812
18.079191207885742,1056,354689,38,354790,240.07,9211,0.001,220.61599410000002,-112.96026611328125
10.661072731018066,1060,355715,38,355816,243.06,9240,0.001,224.14210199000001,-112.6071548461914
50.10070037841797,1064,356464,38,356565,242.93,9261,0.001,228.30484162000002,-113.50027465820312
3.9934818744659424,1068,357194,38,357295,243.67,9282,0.001,227.48572629999998,-110.2854232788086
13.662776947021484,1072,358718,38,358819,250.24,9325,0.001,224.28811743000003,-113.54957580566406
106.95408630371094,1076,360342,38,360443,259.81,9371,0.001,219.61146202,-110.66136169433594
13.39659309387207,1080,361379,38,361480,260.09,9400,0.001,219.50812766999996,-110.35336303710938
137.35888671875,1084,362181,38,362282,257.17,9423,0.001,220.44563373000005,-114.51434326171875
21.663284301757812,1088,363177,38,363278,259.79,9451,0.001,218.83612331000003,-112.30790710449219
8.445570945739746,1092,363747,38,363848,255.0,9467,0.001,212.68232716000006,-111.2796630859375
22.606582641601562,1096,364540,38,364641,251.7,9490,0.001,217.07169962999996,-109.82777404785156
8.066631317138672,1100,365106,38,365207,248.9,9506,0.001,214.92518448999996,-115.41695404052734
16.24669075012207,1104,365683,38,365784,241.93,9522,0.001,223.58924990999995,-108.56784057617188
6.772007465362549,1108,366355,38,366456,233.74,9541,0.001,223.74739078,-113.61528778076172
106.12107849121094,1112,367131,38,367232,229.59,9563,0.001,223.29041465999998,-114.97309875488281
9.333182334899902,1116,367898,38,367999,230.55,9585,0.001,227.38426573,-110.33442687988281
11.4699125289917,1120,368817,38,368918,231.96,9611,0.001,226.78162956999998,-113.45967102050781
17.660367965698242,1124,369607,38,369708,229.6,9633,0.001,225.85598011000002,-113.2477035522461
5.603306770324707,1128,370377,38,370478,228.18,9655,0.001,228.02780005000005,-114.12374877929688
20.66950225830078,1132,371092,38,371193,226.69,9675,0.001,231.62955763000002,-110.7216796875
6.829013347625732,1136,372127,38,372228,226.38,9704,0.001,237.28712671000002,-112.91558837890625
6.607911586761475,1140,373038,38,373139,226.55,9730,0.001,237.77171038000003,-112.55623626708984
8.646000862121582,1144,374513,38,374614,234.45,9772,0.001,237.09476405,-113.95001220703125
73.75865173339844,1148,375358,38,375459,230.32,9796,0.001,237.87739209000003,-110.66120910644531
8.01259994506836,1152,376302,38,376403,225.22,9823,0.001,238.04059468,-111.25850677490234
5.792065143585205,1156,377318,38,377419,226.29,9851,0.001,237.48406775,-110.98273468017578
5.178775310516357,1160,378662,38,378763,229.47,9889,0.001,237.00262483999998,-112.67724609375
12.759501457214355,1164,379345,38,379446,228.81,9909,0.001,236.09894754,-112.02289581298828
21.57018280029297,1168,379991,38,380092,227.97,9927,0.001,233.68854262000002,-115.5835952758789
8.895790100097656,1172,380795,38,380896,220.77,9950,0.001,235.9279471,-110.43125915527344
19.29450225830078,1176,381722,38,381823,213.8,9976,0.001,240.94936949000004,-111.05703735351562
8.413861274719238,1180,382499,38,382600,211.2,9998,0.001,239.24833406,-111.1137924194336
7.990158557891846,1184,383589,38,383690,214.08,10030,0.001,238.40888704999998,-115.58442687988281
9.28228759765625,1188,384487,38,384588,213.1,10055,0.001,239.50321720999997,-106.86780548095703
8.317630767822266,1192,385423,38,385524,216.76,10082,0.001,242.67827106999994,-114.05673217773438
8.680727005004883,1196,386198,38,386299,216.58,10104,0.001,243.08642136999998,-110.16755676269531
14.683233261108398,1200,387072,38,387173,219.66,10129,0.001,245.07536308000002,-112.68734741210938
21.31170082092285,1204,387957,38,388058,222.74,10154,0.001,244.44035026999995,-113.98328399658203
