2200, -1149.75
4400, -1252.76
6600, -1183.15
8800, -1180.25
11000, -1216.59
13200, -1176.83
15400, -1200.61
17600, -1276.24
19800, -1137.57
22000, -1180.03
24200, -1219.97
26400, -1172.85
28600, -1219.86
30800, -1189.98
33000, -1110.66
35200, -1178.49
37400, -1232.75
39600, -1130.84
41800, -1217.85
44000, -1198.5
46200, -1234.06
48400, -1123.64
50600, -1109.13
52800, -1306.98
55000, -1223.32
57200, -1175.79
59400, -1210.47
61600, -1277.54
63800, -1217.17
66000, -1215.46
68200, -1176.77
70400, -1172.0
72600, -1130.52
74800, -1224.65
77000, -1178.2
79200, -1190.88
81400, -1240.74
83600, -1223.77
85800, -1116.09
88000, -1227.17
90200, -1185.63
92400, -1248.6
94600, -1238.85
96800, -1164.29
99000, -1312.82
101200, -1219.65
103400, -1227.17
105600, -1300.78
107800, -1183.56
110000, -1182.26
112200, -1193.72
114400, -1233.57
116600, -1179.75
118800, -1176.29
121000, -1208.47
123200, -1241.24
125400, -1199.79
127600, -1205.44
129800, -1195.25
132000, -1119.52
134200, -1179.63
136400, -1161.97
138600, -1264.18
140800, -1162.46
143000, -1173.72
145200, -1207.19
147400, -1084.93
149600, -1156.43
151800, -1128.53
154000, -1215.18
156200, -1229.73
158400, -1131.44
160600, -1192.86
162800, -1163.86
165000, -1174.55
167200, -1112.42
169400, -1191.24
171600, -1120.94
173800, -1197.2
176000, -1180.62
178200, -1129.88
180400, -1145.98
182600, -1192.21
184800, -1203.74
187000, -1159.75
189200, -1150.6
191400, -1293.48
193600, -1211.2
195800, -1193.58
198000, -1213.18
200200, -1098.16
202400, -1153.31
204600, -1125.95
206800, -1169.51
209000, -1185.28
211200, -1202.45
213400, -1145.01
215600, -1118.06
217800, -1122.08
220000, -1089.6
222200, -1077.99
224400, -1193.73
226600, -1082.64
228800, -1116.81
231000, -1062.83
233200, -1087.54
235400, -1034.26
237600, -1045.56
239800, -1074.86
242000, -1170.76
244200, -1121.02
246400, -967.58
248600, -1071.88
250800, -1120.03
253000, -1117.43
255200, -1207.37
257400, -1115.44
259600, -1066.83
261800, -1222.34
264000, -1092.71
266200, -1081.59
268400, -1008.49
270600, -1049.42
272800, -1085.42
275000, -1120.62
277200, -1055.23
279400, -1023.4
281600, -1022.1
283800, -963.87
286000, -1001.08
288200, -1050.02
290400, -1049.04
292600, -1025.11
294800, -938.79
297000, -1014.27
299200, -962.32
301400, -1136.51
303600, -1000.59
305800, -1177.99
308000, -1061.84
310200, -924.16
312400, -1015.97
314600, -970.34
316800, -935.8
319000, -1041.44
321200, -1011.7
323400, -1033.05
325600, -1010.27
327800, -958.73
330000, -1038.51
332200, -1028.34
334400, -946.45
336600, -974.74
338800, -1058.78
341000, -1017.45
343200, -952.55
345400, -997.76
347600, -1029.54
349800, -984.4
352000, -925.42
354200, -899.82
356400, -960.21
358600, -925.77
360800, -878.52
363000, -934.69
365200, -944.11
367400, -890.35
369600, -938.65
371800, -1026.4
374000, -946.34
376200, -849.01
378400, -937.95
380600, -944.54
382800, -964.99
385000, -996.0
387200, -901.24
389400, -942.46
391600, -907.67
393800, -921.77
396000, -986.24
398200, -929.48
400400, -849.8
402600, -981.03
404800, -981.96
407000, -1027.56
409200, -954.46
411400, -889.18
413600, -929.8
415800, -885.43
418000, -879.6
420200, -935.15
422400, -940.56
424600, -913.52
426800, -994.26
429000, -870.4
431200, -908.67
433400, -923.93
435600, -912.88
437800, -927.61
440000, -951.31
442200, -973.39
444400, -967.15
446600, -894.13
448800, -917.53
451000, -885.25
453200, -947.92
455400, -902.98
457600, -925.99
459800, -877.11
462000, -928.67
464200, -937.57
466400, -951.93
468600, -904.87
470800, -874.93
473000, -887.81
475200, -863.39
477400, -903.41
479600, -865.21
481800, -892.13
484000, -878.56
486200, -972.68
488400, -900.0
490600, -880.51
492800, -914.57
495000, -930.32
497200, -814.35
499400, -863.88
501600, -914.66
503800, -891.35
506000, -880.17
508200, -891.86
510400, -894.33
512600, -851.72
514800, -882.79
517000, -877.33
519200, -861.31
521400, -857.11
523600, -908.04
525800, -903.5
528000, -923.18
530200, -916.07
532400, -886.98
534600, -890.19
536800, -840.3
539000, -944.26
541200, -868.49
543400, -845.07
545600, -857.2
547800, -862.25
550000, -854.41
552200, -867.14
554400, -859.52
556600, -944.08
558800, -834.37
561000, -890.57
563200, -859.1
565400, -883.1
567600, -910.18
569800, -810.44
572000, -889.31
574200, -934.49
576400, -905.19
578600, -914.69
580800, -825.33
583000, -828.37
585200, -958.68
587400, -913.33
589600, -825.67
591800, -864.57
594000, -816.74
596200, -815.14
598400, -834.61
600600, -819.07
602800, -846.2
605000, -881.77
607200, -964.63
609400, -809.13
611600, -850.3
613800, -840.23
616000, -836.39
618200, -808.73
620400, -872.17
622600, -829.39
624800, -863.55
627000, -810.14
629200, -837.31
631400, -800.71
633600, -836.25
635800, -935.37
638000, -793.63
640200, -813.35
642400, -845.84
644600, -820.92
646800, -871.97
649000, -809.8
651200, -833.0
653400, -817.09
655600, -761.15
657800, -822.48
660000, -821.35
662200, -819.14
664400, -807.09
666600, -873.83
668800, -773.37
671000, -858.81
673200, -832.45
675400, -718.89
677600, -854.56
679800, -807.54
682000, -792.01
684200, -830.22
686400, -739.16
688600, -842.09
690800, -782.4
693000, -709.04
695200, -745.69
697400, -795.87
699600, -785.07
701800, -789.38
704000, -744.42
706200, -828.06
708400, -757.08
710600, -753.59
712800, -781.31
715000, -839.43
717200, -816.58
719400, -816.66
721600, -817.62
723800, -835.71
726000, -753.4
728200, -776.9
730400, -774.73
732600, -732.73
734800, -788.65
737000, -766.37
739200, -725.94
741400, -766.57
743600, -766.9
745800, -772.99
748000, -807.43
750200, -766.64
752400, -691.85
754600, -826.51
756800, -775.86
759000, -752.3
761200, -762.5
763400, -775.87
765600, -748.49
767800, -717.7
770000, -744.3
772200, -792.12
774400, -772.37
776600, -831.62
778800, -788.84
781000, -792.86
783200, -821.68
785400, -725.42
787600, -736.13
789800, -790.56
792000, -782.67
794200, -782.39
