2102, -173.47
4151, -231.96
6241, -163.46
8385, -143.38
10465, -157.39
12524, -120.48
14667, -102.2
16788, -135.62
18958, -137.7
21085, -118.34
23191, -136.84
25339, -127.93
27464, -146.52
29653, -119.37
31777, -109.93
33903, -99.22
35962, -89.03
38038, -103.03
40150, -77.62
42286, -111.5
44407, -83.72
46528, -91.8
48583, -59.07
50702, -100.89
52773, -63.56
54821, -70.9
56952, -34.17
59067, -38.57
61288, -23.84
63362, 5.88
65458, -18.25
67702, -34.8
69902, 8.78
72031, 5.95
74111, 31.05
76187, 54.22
78365, 14.31
80541, 29.41
82716, 50.16
84916, 63.95
87116, 60.74
89281, 70.82
91416, 70.34
93624, 61.21
95724, 59.9
97915, 69.3
100064, 70.21
102242, 75.45
104319, 78.7
106519, 97.28
108719, 91.2
110816, 80.11
112921, 102.18
115121, 98.91
117321, 91.32
119521, 82.53
121721, 105.44
123921, 101.55
126121, 97.95
128321, 93.04
130521, 110.76
132721, 100.97
134921, 104.59
137121, 106.02
139352, 100.64
141583, 99.93
143713, 89.32
145871, 113.02
148001, 108.29
150141, 86.33
152256, 89.39
154425, 113.87
156625, 107.18
158784, 115.94
160984, 109.87
163184, 119.22
165304, 120.84
167504, 111.81
169612, 94.42
171812, 104.33
174012, 117.9
176212, 113.19
178412, 117.18
180612, 115.41
182807, 102.03
185007, 112.86
187207, 113.24
189407, 116.41
191607, 136.18
193807, 113.5
196007, 131.5
198207, 114.68
200390, 107.97
202590, 133.14
204790, 115.38
206990, 125.59
209190, 113.71
211300, 114.15
213500, 100.95
215552, 113.39
217658, 121.79
219745, 73.17
221945, 128.24
224016, 107.8
226136, 136.19
228266, 94.83
230410, 125.21
232571, 95.15
234771, 112.94
236971, 121.1
239171, 135.24
241292, 121.3
243384, 112.71
245526, 133.76
247726, 128.35
249877, 119.81
251983, 121.89
254183, 130.1
256383, 115.59
258583, 121.59
260783, 112.42
262983, 118.56
265183, 117.88
267383, 123.91
269583, 112.52
271783, 112.23
273983, 116.36
276183, 135.72
278383, 141.51
280583, 131.47
282783, 132.54
284983, 113.97
287183, 125.55
289383, 148.22
291539, 134.44
293739, 124.89
295899, 117.75
298099, 135.68
300299, 123.99
302499, 128.84
304699, 129.33
306899, 140.08
309099, 141.27
311227, 128.47
313427, 148.23
315627, 152.84
317784, 144.01
319984, 150.12
322127, 107.89
324327, 144.95
326527, 168.41
328677, 148.15
330877, 155.39
333077, 159.9
335277, 153.84
337337, 141.44
339564, 102.74
341764, 157.44
343964, 162.99
346164, 163.1
348317, 166.36
350517, 173.91
352691, 160.67
354856, 150.2
357056, 177.54
359168, 142.2
361368, 164.18
363568, 153.58
365768, 147.32
367910, 146.75
370089, 154.27
372221, 149.54
374381, 138.59
376581, 156.14
378781, 169.13
380981, 155.13
383141, 149.26
385341, 173.0
387438, 153.59
389638, 156.88
391838, 171.25
394011, 148.58
396211, 166.54
398411, 161.8
400505, 156.03
402705, 156.25
404905, 179.11
407105, 173.52
409305, 172.95
411544, 139.31
413744, 174.21
415887, 155.46
418087, 175.4
420219, 156.56
422279, 132.78
424523, 137.57
426658, 165.22
428858, 161.89
431058, 169.96
433258, 158.71
435458, 174.21
437607, 149.84
439785, 161.9
441985, 158.95
444185, 163.72
446385, 163.79
448585, 159.52
450735, 159.48
452935, 175.19
455081, 149.75
457281, 160.77
459481, 162.58
461681, 164.9
463881, 164.06
466047, 162.7
468247, 166.95
470447, 167.33
472647, 162.84
474847, 155.75
477047, 170.71
479188, 145.31
481388, 157.42
483588, 158.92
