train/n_updates,time/fps,time/time_elapsed,train/learning_rate,time/episodes,time/total_timesteps,train/loss,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean
4953,929,21,0.0001,180,19916,0.4159158170223236,0.6846633333333336,-152.66737044,124.43
5094,928,22,0.0001,184,20479,1.0071254968643188,0.6757491666666666,-154.52946315,125.91
5220,928,22,0.0001,188,20984,0.7114829421043396,0.6677533333333336,-154.66559160999998,117.91
5355,927,23,0.0001,192,21522,0.5113179683685303,0.6592350000000005,-152.97064226000003,118.73
5527,927,23,0.0001,196,22211,0.832127571105957,0.6483258333333329,-151.97570312,120.73
5654,927,24,0.0001,200,22719,3.8422555923461914,0.6402824999999996,-147.91538566,121.75
5824,926,25,0.0001,204,23400,1.038100004196167,0.6294999999999997,-145.75424941,123.48
5926,925,25,0.0001,208,23807,0.8475822806358337,0.6230558333333329,-144.24408583,122.16
6080,925,26,0.0001,212,24421,1.3457005023956299,0.613334166666667,-149.85781662,124.54
6218,924,27,0.0001,216,24974,1.7463048696517944,0.6045783333333332,-144.68860586,125.64
6419,923,27,0.0001,220,25780,0.8299853205680847,0.5918166666666662,-144.50045341,130.14
6600,922,28,0.0001,224,26501,0.5752147436141968,0.580400833333333,-142.53200092,133.39
6769,922,29,0.0001,228,27177,3.6302971839904785,0.5696975000000003,-136.21828563,135.21
6928,918,30,0.0001,232,27814,0.9862910509109497,0.5596116666666663,-137.54563974,136.67
7102,918,31,0.0001,236,28511,0.703612744808197,0.5485758333333335,-138.14832446,138.24
7535,915,33,0.0001,240,30242,1.0994681119918823,0.5211683333333332,-132.32958293,151.4
7720,915,33,0.0001,244,30981,0.6564080119132996,0.5094675000000002,-130.95832357,153.43
7891,915,34,0.0001,248,31667,4.175339698791504,0.4986058333333331,-128.02734395000002,155.89
8093,914,35,0.0001,252,32476,0.7261492013931274,0.4857966666666669,-124.67502166000003,159.26
8276,914,36,0.0001,256,33208,0.9725998044013977,0.4742066666666669,-125.41922988000005,162.1
8493,913,37,0.0001,260,34074,3.8654003143310547,0.460495,-125.48957455000001,166.06
8783,912,38,0.0001,264,35234,0.9317039251327515,0.44212833333333323,-121.43233194,171.93
9269,911,40,0.0001,268,37179,1.427964687347412,0.41133249999999955,-122.62736136000001,186.76
9824,906,43,0.0001,272,39398,3.7176499366760254,0.37619833333333375,-116.06761533000001,203.9
10085,905,44,0.0001,276,40444,0.7414481043815613,0.35963666666666727,-111.51702931,210.03
10744,902,47,0.0001,280,43077,0.583130955696106,0.3179474999999995,-111.0379402,231.61
11090,901,49,0.0001,284,44464,0.7915557026863098,0.29598666666666684,-109.15953092,239.85
11725,898,52,0.0001,288,47004,0.6943838000297546,0.2557700000000004,-109.40577032000002,260.2
12441,894,55,0.0001,292,49868,0.7284344434738159,0.21042333333333296,-107.16283779,283.46
13348,891,60,0.0001,296,53495,1.233068823814392,0.15299583333333333,-105.66804343999998,312.84
14348,886,64,0.0001,300,57495,0.5789472460746765,0.08966249999999965,-103.76092684999999,347.76
15348,880,69,0.0001,304,61495,0.5878496170043945,0.05,-102.22719053,380.95
16348,876,74,0.0001,308,65495,0.4138782024383545,0.05,-101.98361115,416.88
17348,872,79,0.0001,312,69495,0.3994992971420288,0.05,-97.38161184999998,450.74
18348,868,84,0.0001,316,73495,0.7494059205055237,0.05,-97.07906126999998,485.21
19348,865,89,0.0001,320,77495,0.32814016938209534,0.05,-98.43617833999998,517.15
20348,863,94,0.0001,324,81495,0.684590220451355,0.05,-99.43785383000001,549.94
21348,860,99,0.0001,328,85495,2.224893808364868,0.05,-98.49015524,583.18
22348,857,104,0.0001,332,89495,7.569350242614746,0.05,-96.69960151000001,616.81
23348,855,109,0.0001,336,93495,0.5999801158905029,0.05,-95.21621879,649.84
24348,853,114,0.0001,340,97495,0.5727546215057373,0.05,-97.56188487000001,672.53
25348,852,119,0.0001,344,101495,0.5101834535598755,0.05,-97.77398132000002,705.14
26348,850,123,0.0001,348,105495,0.39990562200546265,0.05,-98.5701095,738.28
27348,849,128,0.0001,352,109495,0.47167980670928955,0.05,-99.67522472999997,770.19
28348,848,133,0.0001,356,113495,4.337090015411377,0.05,-98.44294913999998,802.87
29348,847,138,0.0001,360,117495,1.1381739377975464,0.05,-95.20158826000001,834.21
30348,846,143,0.0001,364,121495,0.6719130873680115,0.05,-94.84475029,862.61
31348,845,148,0.0001,368,125495,0.6127637028694153,0.05,-94.56761135,883.16
32348,845,153,0.0001,372,129495,0.5931420922279358,0.05,-95.46878182,900.97
33348,844,158,0.0001,376,133495,1.0605396032333374,0.05,-96.61309381999999,930.51
34348,844,162,0.0001,380,137495,0.32133322954177856,0.05,-96.60908861,944.18
35348,843,167,0.0001,384,141495,0.9379267692565918,0.05,-96.193335,970.31
36348,842,172,0.0001,388,145495,0.41699138283729553,0.05,-94.35116092999999,984.91
37348,841,177,0.0001,392,149495,4.586524963378906,0.05,-95.70860700999998,996.27
38348,841,182,0.0001,396,153495,0.36084747314453125,0.05,-95.10509413,1000.0
39348,841,187,0.0001,400,157495,0.23913654685020447,0.05,-95.54174081000001,1000.0
40348,840,192,0.0001,404,161495,0.4159122109413147,0.05,-96.30535960000002,1000.0
41348,840,196,0.0001,408,165495,0.3666151762008667,0.05,-96.22633977000001,1000.0
42348,839,201,0.0001,412,169495,0.32400983572006226,0.05,-95.31700142999998,1000.0
43348,838,206,0.0001,416,173495,1.5064098834991455,0.05,-94.76870356,1000.0
44348,838,211,0.0001,420,177495,0.35686659812927246,0.05,-94.74206273000001,1000.0
45348,837,216,0.0001,424,181495,0.300130695104599,0.05,-94.31130035,1000.0
46348,836,221,0.0001,428,185495,0.34137576818466187,0.05,-95.30539139999999,1000.0
47348,836,226,0.0001,432,189495,0.33681631088256836,0.05,-94.64601269999999,1000.0
48348,835,231,0.0001,436,193495,0.48435351252555847,0.05,-94.86916793000002,1000.0
49348,835,236,0.0001,440,197495,0.9869664311408997,0.05,-93.57808965,1000.0
50348,835,241,0.0001,444,201495,3.7504425048828125,0.05,-92.81178024000002,1000.0
51169,834,245,0.0001,448,204780,0.7743775248527527,0.05,-94.76657558,992.85
52169,834,250,0.0001,452,208780,0.5600947141647339,0.05,-92.89935,992.85
53045,833,254,0.0001,456,212282,0.26129645109176636,0.05,-88.99902385000001,987.87
53999,833,259,0.0001,460,216100,0.3632276654243469,0.05,-87.85647509,986.05
54796,833,263,0.0001,464,219286,0.6721886396408081,0.05,-83.55720564999997,977.91
55756,832,267,0.0001,468,223127,0.20899347960948944,0.05,-82.15118787,976.32
56651,832,272,0.0001,472,226705,0.4699912369251251,0.05,-81.98488974,972.1
57610,832,277,0.0001,476,230542,0.4591171443462372,0.05,-77.96457383,970.47
58610,831,281,0.0001,480,234542,0.35341838002204895,0.05,-75.85313542,970.47
59578,831,286,0.0001,484,238414,0.5709308385848999,0.05,-76.60550434,969.19
60578,831,291,0.0001,488,242414,0.3458765745162964,0.05,-75.28647498000001,969.19
61437,831,295,0.0001,492,245849,0.9253572225570679,0.05,-71.13635717999999,963.54
62408,830,300,0.0001,496,249733,0.3476339876651764,0.05,-68.5285628,962.38
63264,830,304,0.0001,500,253159,0.32341793179512024,0.05,-63.731253159999994,956.64
64018,830,308,0.0001,504,256176,0.3125625550746918,0.05,-58.927944929999995,946.81
64721,829,312,0.0001,508,258986,0.3324025869369507,0.05,-58.055363549999996,934.91
65478,829,315,0.0001,512,262013,0.3277033269405365,0.05,-55.96403146000001,925.18
66329,829,319,0.0001,516,265419,0.544865608215332,0.05,-54.85721076000001,919.24
67121,829,323,0.0001,520,268585,0.9333434700965881,0.05,-48.50248079000001,910.9
68094,827,329,0.0001,524,272480,0.4635222852230072,0.05,-44.07443130000001,909.85
68959,824,334,0.0001,528,275939,0.31777623295783997,0.05,-38.21478074999999,904.44
69486,823,337,0.0001,532,278046,0.4190532863140106,0.05,-32.94807426,885.51
70306,822,341,0.0001,536,281325,0.5514048933982849,0.05,-23.29562062,878.3
70799,822,344,0.0001,540,283297,0.3573911190032959,0.05,-16.140436209999997,858.02
71380,822,347,0.0001,544,285623,0.2807236313819885,0.05,-8.006281459999999,841.28
71868,822,349,0.0001,548,287576,0.26664668321609497,0.05,0.31624900999999966,827.96
72635,822,353,0.0001,552,290642,0.3407546579837799,0.05,5.927676269999997,818.62
73332,822,356,0.0001,556,293432,0.2448500543832779,0.05,3.665584289999997,811.5
73882,821,359,0.0001,560,295632,0.2722083032131195,0.05,7.632467949999998,795.32
74253,821,361,0.0001,564,297113,0.17619074881076813,0.05,7.664276909999999,778.27
74901,821,364,0.0001,568,299708,0.2772734761238098,0.05,13.987158949999998,765.81
75496,821,367,0.0001,572,302088,0.2997420132160187,0.05,22.872151249999998,753.83
76188,821,371,0.0001,576,304856,7.933459758758545,0.05,27.349593240000004,743.14
76696,821,373,0.0001,580,306886,0.3349037766456604,0.05,28.754782730000002,723.44
77049,820,375,0.0001,584,308297,0.8748628497123718,0.05,35.3792989,698.83
77861,820,379,0.0001,588,311547,0.6273459196090698,0.05,41.17458219,691.33
78440,820,382,0.0001,592,313861,0.30017897486686707,0.05,42.99997088999999,680.12
78949,820,384,0.0001,596,315898,0.2360314130783081,0.05,48.59971996,661.65
79725,820,388,0.0001,600,319001,0.50588458776474,0.05,46.669661049999995,658.42
80279,820,391,0.0001,604,321217,0.36730843782424927,0.05,50.51013002999999,650.41
80786,820,394,0.0001,608,323245,0.2722216844558716,0.05,55.19876239,642.59
81184,819,396,0.0001,612,324840,0.3803527355194092,0.05,57.598733749999994,628.27
81652,819,398,0.0001,616,326711,0.25284406542778015,0.05,62.60494381999999,612.92
82166,819,401,0.0001,620,328767,2.6464016437530518,0.05,69.05942569,601.82
82467,819,402,0.0001,624,329970,0.3934731185436249,0.05,66.89721791999999,574.9
82869,819,404,0.0001,628,331579,0.8576487302780151,0.05,68.50377271999999,556.4
83199,819,406,0.0001,632,332900,0.46861958503723145,0.05,67.24697774,548.54
83492,819,407,0.0001,636,334069,0.3584870994091034,0.05,61.546936690000024,527.44
84249,819,411,0.0001,640,337098,0.4883608818054199,0.05,65.12903285,538.01
84620,819,413,0.0001,644,338584,0.2868301272392273,0.05,65.97288754,529.61
84991,819,415,0.0001,648,340068,0.38674449920654297,0.05,69.02982209,524.92
85416,819,417,0.0001,652,341765,0.2232285737991333,0.05,70.46828536999999,511.23
85820,819,419,0.0001,656,343384,0.4946059584617615,0.05,78.19434141,499.52
86145,818,420,0.0001,660,344681,0.38091254234313965,0.05,79.55400728999999,490.49
86744,818,423,0.0001,664,347078,0.3705708086490631,0.05,79.50283256,499.65
87112,818,425,0.0001,668,348552,0.2900525629520416,0.05,79.43747102000002,488.44
87611,818,428,0.0001,672,350546,0.5571473240852356,0.05,79.74192548,484.58
88186,818,431,0.0001,676,352848,0.24928754568099976,0.05,84.13630949999998,479.92
88474,818,432,0.0001,680,353999,0.9850860834121704,0.05,83.25770010999999,471.13
88839,818,434,0.0001,684,355459,0.9591130614280701,0.05,80.78485247999998,471.62
89242,818,436,0.0001,688,357071,0.34765496850013733,0.05,78.29435259,455.24
89681,818,438,0.0001,692,358825,0.32156893610954285,0.05,75.10649834,449.64
89978,818,440,0.0001,696,360013,0.3675379455089569,0.05,69.66713609,441.15
90430,818,442,0.0001,700,361822,0.3010399341583252,0.05,73.19276857000001,428.21
90836,817,444,0.0001,704,363447,0.2667853832244873,0.05,67.80337513,422.3
91485,817,447,0.0001,708,366044,0.49361371994018555,0.05,67.19910802,427.99
91953,817,449,0.0001,712,367914,0.20765119791030884,0.05,71.93016770999999,430.74
92256,817,451,0.0001,716,369127,0.2608596086502075,0.05,72.86526325,424.16
92860,817,454,0.0001,720,371543,0.24207496643066406,0.05,72.53043081000001,427.76
93123,817,455,0.0001,724,372594,0.20233270525932312,0.05,75.16573759,426.24
93416,817,457,0.0001,728,373768,0.23112189769744873,0.05,71.98447978,421.89
93647,817,458,0.0001,732,374690,0.293581485748291,0.05,72.04034522000002,417.9
93938,817,459,0.0001,736,375855,0.34046560525894165,0.05,68.81869716,417.86
94345,817,461,0.0001,740,377481,14.39066219329834,0.05,64.18501746999999,403.83
94670,817,463,0.0001,744,378782,2.8098645210266113,0.05,55.74803568999999,401.98
95107,817,465,0.0001,748,380531,0.30559268593788147,0.05,52.003663730000014,404.63
95630,817,468,0.0001,752,382622,0.3947294354438782,0.05,48.63243436,408.57
96227,817,471,0.0001,756,385012,0.28863322734832764,0.05,43.531883539999995,416.28
96605,817,473,0.0001,760,386524,0.24370235204696655,0.05,43.62415564999999,418.43
96880,817,474,0.0001,764,387623,0.28381532430648804,0.05,44.203266619999994,405.45
97281,817,476,0.0001,768,389225,0.7872939109802246,0.05,44.54770237999999,406.73
97618,816,478,0.0001,772,390573,0.44804584980010986,0.05,40.0661521,400.27
97947,816,479,0.0001,776,391891,0.24144139885902405,0.05,32.27139592,390.43
98336,816,481,0.0001,780,393446,0.2629373073577881,0.05,42.4762012,394.47
98820,816,484,0.0001,784,395381,0.35153719782829285,0.05,50.04810025,399.22
99235,816,486,0.0001,788,397042,0.2875605523586273,0.05,51.83540395,399.71
99643,816,488,0.0001,792,398673,0.4160081744194031,0.05,56.90987499999999,398.48
99933,816,489,0.0001,796,399833,0.2669447958469391,0.05,59.138259479999995,398.2
100420,816,492,0.0001,800,401783,0.3349015712738037,0.05,60.00520707999999,399.61
100700,816,493,0.0001,804,402903,0.4191809296607971,0.05,60.512420809999995,394.56
100936,816,494,0.0001,808,403848,0.7105354070663452,0.05,62.465431269999996,378.04
101206,816,495,0.0001,812,404927,0.714884340763092,0.05,57.579383,370.13
101506,816,497,0.0001,816,406127,0.19517987966537476,0.05,58.42153886999999,370.0
102027,816,500,0.0001,820,408211,0.19303546845912933,0.05,56.64462312999999,366.68
102427,816,502,0.0001,824,409812,0.3705717623233795,0.05,58.01696825,372.18
102769,816,503,0.0001,828,411177,0.31930530071258545,0.05,64.30561709,374.09
103100,816,505,0.0001,832,412501,1.522945761680603,0.05,66.84578499,378.11
103343,816,506,0.0001,836,413476,0.2781476676464081,0.05,73.1366199,376.21
103602,816,507,0.0001,840,414512,0.2808579206466675,0.05,75.0318271,370.31
104043,816,510,0.0001,844,416273,0.19368502497673035,0.05,79.74843832000002,374.91
104615,816,512,0.0001,848,418562,0.5411897897720337,0.05,81.14631890000001,380.31
104893,816,514,0.0001,852,419673,1.2547779083251953,0.05,80.71509157999999,370.51
105160,815,515,0.0001,856,420744,0.18555700778961182,0.05,84.87954276,357.32
105478,815,517,0.0001,860,422013,0.22627434134483337,0.05,82.44675774000001,354.89
105732,815,518,0.0001,864,423029,0.17680051922798157,0.05,82.60999017,354.06
106090,815,520,0.0001,868,424461,0.26868078112602234,0.05,82.62102998999998,352.36
106410,815,521,0.0001,872,425744,0.1703048050403595,0.05,81.41495453000002,351.71
106739,815,523,0.0001,876,427059,0.7607905864715576,0.05,87.80555405000001,351.68
107136,815,525,0.0001,880,428648,0.548099935054779,0.05,81.40661029,352.02
107407,815,526,0.0001,884,429732,0.26339709758758545,0.05,79.43504286000001,343.51
107773,815,528,0.0001,888,431196,0.620219349861145,0.05,77.75393338,341.54
108123,815,530,0.0001,892,432595,0.28983646631240845,0.05,80.17312379,339.22
108483,815,532,0.0001,896,434036,0.30057665705680847,0.05,75.88062105,342.03
108741,815,533,0.0001,900,435068,0.20174077153205872,0.05,70.07068394,332.85
109046,815,535,0.0001,904,436285,0.14872679114341736,0.05,69.41207619,333.82
109525,815,537,0.0001,908,438202,0.9644293189048767,0.05,72.38934686,343.54
109915,815,539,0.0001,912,439763,0.4068385064601898,0.05,75.71181897,348.36
110243,815,540,0.0001,916,441073,1.313099980354309,0.05,72.64267744,349.46
110574,815,542,0.0001,920,442397,0.26938343048095703,0.05,66.61887893,341.86
110887,815,544,0.0001,924,443652,0.5558754801750183,0.05,61.79477914,338.4
111193,815,545,0.0001,928,444876,0.8247868418693542,0.05,59.06080738000001,336.99
111436,815,546,0.0001,932,445846,0.4697253406047821,0.05,52.94258607,333.45
111637,815,547,0.0001,936,446649,0.18436500430107117,0.05,47.09184428,331.73
112126,815,550,0.0001,940,448608,0.1838381588459015,0.05,41.85295189000002,340.96
112472,815,552,0.0001,944,449991,0.4229186773300171,0.05,43.743185319999995,337.18
112796,815,553,0.0001,948,451285,0.44152501225471497,0.05,43.723009229999995,327.23
113107,815,555,0.0001,952,452529,0.3940196633338928,0.05,41.32249973000001,328.56
113403,815,556,0.0001,956,453713,0.3139949440956116,0.05,44.213547289999994,329.69
113688,814,558,0.0001,960,454853,0.22913913428783417,0.05,43.04556135,328.4
113964,815,559,0.0001,964,455958,0.3140634298324585,0.05,39.90422230000001,329.29
114250,814,560,0.0001,968,457102,0.8482813835144043,0.05,36.516563659999996,326.41
114611,814,562,0.0001,972,458548,0.33664098381996155,0.05,44.51789185999999,328.04
114980,814,564,0.0001,976,460023,0.4373028874397278,0.05,39.145266559999996,329.64
115285,814,566,0.0001,980,461244,0.19483718276023865,0.05,36.750315539999995,325.96
115754,814,568,0.0001,984,463119,0.3659578263759613,0.05,41.77217777,333.87
116148,814,570,0.0001,988,464693,1.744271159172058,0.05,41.782260369999996,334.97
116415,814,571,0.0001,992,465764,0.2210908830165863,0.05,33.20792701,331.69
116848,814,573,0.0001,996,467496,0.7858358025550842,0.05,39.92989461,334.6
117241,814,575,0.0001,1000,469068,0.2759835720062256,0.05,45.894269140000006,340.0
117757,814,578,0.0001,1004,471130,0.3614419102668762,0.05,52.649757050000005,348.45
118253,814,581,0.0001,1008,473115,0.5999452471733093,0.05,55.98140486000001,349.13
118617,814,582,0.0001,1012,474571,0.4366201162338257,0.05,52.04448870999999,348.08
118929,814,584,0.0001,1016,475817,0.33434218168258667,0.05,48.47533946999999,347.44
119323,814,586,0.0001,1020,477395,0.22985664010047913,0.05,54.89320606999999,349.98
119648,814,587,0.0001,1024,478693,1.6640480756759644,0.05,63.88060778,350.41
120011,814,589,0.0001,1028,480146,1.4382109642028809,0.05,66.13765731,352.7
120375,814,591,0.0001,1032,481602,0.2161940634250641,0.05,75.25849373000001,357.56
120900,814,594,0.0001,1036,483701,0.9980975985527039,0.05,86.04729906,370.52
121194,814,595,0.0001,1040,484879,0.5703890323638916,0.05,88.57006623,362.71
121684,814,598,0.0001,1044,486837,0.2633121907711029,0.05,93.19993756999999,368.46
122036,814,599,0.0001,1048,488245,0.2809714376926422,0.05,99.58791053,369.6
122407,814,601,0.0001,1052,489730,0.3048021197319031,0.05,104.41825387,372.01
122889,814,603,0.0001,1056,491657,0.3486434519290924,0.05,106.04669409999998,379.44
123452,813,606,0.0001,1060,493911,0.3212795853614807,0.05,110.28816341000001,390.58
123875,813,608,0.0001,1064,495603,0.21035775542259216,0.05,115.94721820000001,396.45
124209,813,610,0.0001,1068,496939,0.4706982970237732,0.05,116.24794942,398.37
124714,813,613,0.0001,1072,498957,0.1881176233291626,0.05,117.01041846000003,404.09
125007,813,614,0.0001,1076,500130,0.3426109552383423,0.05,116.25179971,401.07
125316,813,616,0.0001,1080,501365,0.30873361229896545,0.05,116.41548086,401.21
125751,813,618,0.0001,1084,503108,0.4454326033592224,0.05,110.84504327,399.89
126122,813,620,0.0001,1088,504592,0.08703051507472992,0.05,117.12419647999997,398.99
126481,813,621,0.0001,1092,506028,0.3921233117580414,0.05,125.64388296999999,402.64
126778,813,623,0.0001,1096,507214,0.2538827359676361,0.05,125.68358365,397.18
127104,813,624,0.0001,1100,508519,0.27686116099357605,0.05,126.14643886999998,394.51
127478,813,626,0.0001,1104,510016,0.49223852157592773,0.05,126.54679277,388.86
127952,813,629,0.0001,1108,511911,1.082708716392517,0.05,124.1796478,387.96
128338,813,631,0.0001,1112,513455,0.31825724244117737,0.05,127.0598603,388.84
128746,813,633,0.0001,1116,515088,0.2671789526939392,0.05,130.53005002,392.71
129163,813,635,0.0001,1120,516754,0.29536035656929016,0.05,128.63951065,393.59
129581,813,637,0.0001,1124,518425,0.29000788927078247,0.05,128.41713419,397.32
129915,813,638,0.0001,1128,519763,1.7767030000686646,0.05,126.33661117000001,396.17
130343,813,641,0.0001,1132,521474,0.36617302894592285,0.05,126.32343938,398.72
130669,813,642,0.0001,1136,522780,0.25378522276878357,0.05,118.63783125,390.79
131051,813,644,0.0001,1140,524305,3.1841344833374023,0.05,124.34225414999999,394.26
131460,813,646,0.0001,1144,525943,0.2589227259159088,0.05,122.71323626999998,391.06
131882,813,648,0.0001,1148,527629,0.23053503036499023,0.05,117.12854754000001,393.84
132259,813,650,0.0001,1152,529138,0.27789437770843506,0.05,119.39630516000001,394.08
132814,813,653,0.0001,1156,531359,0.857549786567688,0.05,120.15024582999999,397.02
133186,813,655,0.0001,1160,532848,0.36104947328567505,0.05,115.81517211999999,389.37
133570,813,657,0.0001,1164,534384,0.2986088693141937,0.05,119.62670761000001,387.81
133999,813,659,0.0001,1168,536097,0.5974161028862,0.05,122.05711815,391.58
134349,813,661,0.0001,1172,537497,0.2620908319950104,0.05,119.90121619,385.4
134880,812,663,0.0001,1176,539622,0.3601536452770233,0.05,121.28838919,394.92
135464,812,666,0.0001,1180,541960,0.2784223258495331,0.05,126.73855445999999,405.95
135887,812,668,0.0001,1184,543651,0.5880518555641174,0.05,126.98881653000001,405.43
136272,812,670,0.0001,1188,545192,0.2881942391395569,0.05,129.27260105000002,406.0
136684,812,672,0.0001,1192,546838,0.3015296161174774,0.05,128.80401851000002,408.1
137107,812,674,0.0001,1196,548529,2.178678035736084,0.05,127.75675062,413.15
137493,812,676,0.0001,1200,550075,0.25371596217155457,0.05,130.0807279,415.56
138102,812,680,0.0001,1204,552509,0.4894106090068817,0.05,132.37492549,424.93
138527,812,682,0.0001,1208,554210,0.7707494497299194,0.05,135.22666621,422.99
139030,812,684,0.0001,1212,556221,1.58731210231781,0.05,140.79237176999996,427.66
139464,812,686,0.0001,1216,557958,0.7142874002456665,0.05,149.57224651,428.7
139854,812,688,0.0001,1220,559518,3.394009590148926,0.05,154.64842378,427.64
140288,812,691,0.0001,1224,561253,0.2887756824493408,0.05,157.26499599000002,428.28
140738,812,693,0.0001,1228,563053,3.056035041809082,0.05,162.41792104000004,432.9
141162,812,695,0.0001,1232,564749,0.2649032771587372,0.05,165.93985551000003,432.75
141572,812,697,0.0001,1236,566389,0.40936020016670227,0.05,171.77911751,436.09
142009,811,699,0.0001,1240,568139,0.2578250467777252,0.05,174.18899117,438.34
142405,811,701,0.0001,1244,569722,0.2859673500061035,0.05,174.79414018,437.79
142940,811,704,0.0001,1248,571864,0.3467656373977661,0.05,176.67131869000002,442.35
143373,811,706,0.0001,1252,573593,0.3282838761806488,0.05,178.27495411,444.55
143765,811,708,0.0001,1256,575162,0.7177057266235352,0.05,178.75547299000002,438.03
144159,811,710,0.0001,1260,576737,0.49301815032958984,0.05,184.9252992,438.89
144586,811,712,0.0001,1264,578446,0.3429885804653168,0.05,186.41658031999998,440.62
145054,811,714,0.0001,1268,580318,0.3103049695491791,0.05,187.88446760000002,442.21
145576,811,717,0.0001,1272,582407,0.4743158221244812,0.05,191.4381202,449.1
146029,811,719,0.0001,1276,584217,0.3393572270870209,0.05,198.56448383999998,445.95
146472,811,721,0.0001,1280,585991,0.32618963718414307,0.05,201.91487500999992,440.31
146973,811,724,0.0001,1284,587995,0.332302987575531,0.05,207.37762116,443.44
147365,811,726,0.0001,1288,589562,0.6951186656951904,0.05,208.26425294999999,443.7
