time/episodes,train/n_updates,rollout/exploration_rate,train/loss,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/learning_rate,rollout/ep_len_mean,time/total_timesteps
264,24116,0.9397074999999998,1.9899874329566956,71,-134.58632692999998,337,0.00063,93.46,24117
268,24500,0.9387474999999997,2.111224204301834,72,-131.80992444,337,0.00063,93.69,24501
272,24896,0.9377574999999996,1.3009894043207169,73,-131.21078832,337,0.00063,93.59,24897
276,25280,0.9367924999999996,2.7345222532749176,74,-132.5865428,337,0.00063,94.09,25283
280,25660,0.9358474999999999,3.3758525252342224,76,-133.38267383000002,337,0.00063,94.28,25661
284,26012,0.9349675000000002,1.3089740872383118,77,-131.87301734000002,337,0.00063,93.44,26013
288,26436,0.9339049999999998,3.600117474794388,78,-132.35892972999997,337,0.00063,94.2,26438
292,26824,0.9329375000000003,3.4940010011196136,79,-129.72530909,337,0.00063,94.57,26825
296,27112,0.932215,3.649400144815445,80,-128.48303668999998,337,0.00063,94.5,27114
300,27496,0.9312575000000003,4.710970938205719,81,-131.81246078,337,0.00063,94.24,27497
304,27892,0.9302649999999998,2.1831276416778564,82,-133.39077261,337,0.00063,94.53,27894
308,28248,0.9293774999999997,3.0315517485141754,83,-134.47159146,337,0.00063,94.59,28249
312,28608,0.9284724999999998,2.6158850640058517,84,-137.78091996,337,0.00063,94.85,28611
316,28996,0.9275074999999999,2.2071021795272827,85,-138.55751555,337,0.00063,94.46,28997
320,29396,0.9264999999999998,1.4598105996847153,87,-138.45990762,337,0.00063,94.98,29400
324,29860,0.9253475000000002,4.317879468202591,88,-138.89227512000002,337,0.00063,96.02,29861
328,30312,0.9242174999999997,2.1567154973745346,89,-142.38811611,337,0.00063,98.05,30313
332,30640,0.9233925000000001,3.2149949073791504,90,-139.14452582,337,0.00063,97.52,30643
336,30936,0.9226574999999997,1.977859541773796,91,-136.80208327,337,0.00063,96.64,30937
340,31312,0.9217150000000004,1.8560512065887451,92,-138.77967299,337,0.00063,96.12,31314
344,31672,0.9208125,2.1922560334205627,93,-138.67485736999998,337,0.00063,95.78,31675
348,32004,0.9199800000000002,1.4759873449802399,94,-137.11515173,337,0.00063,95.04,32008
352,32316,0.9192000000000002,2.34006530046463,95,-133.26923999,337,0.00063,94.52,32320
356,32680,0.9182899999999996,1.7680321633815765,96,-136.4649614,337,0.00063,93.97,32684
360,33068,0.9173225,3.86479789018631,98,-135.46590479000002,337,0.00063,93.71,33071
364,33444,0.9163825000000003,4.521298587322235,99,-134.65375457000002,337,0.00063,93.3,33447
368,33800,0.9154974999999999,3.821003407239914,100,-135.25800079,337,0.00063,93.0,33801
372,34092,0.91476,1.7350992262363434,101,-134.28511321999997,337,0.00063,91.99,34096
376,34524,0.9136799999999997,2.5614887475967407,102,-132.8326769,337,0.00063,92.45,34528
380,34864,0.9128349999999998,4.676683396100998,103,-133.35807743,337,0.00063,92.05,34866
384,35248,0.9118775000000001,2.1808163225650787,104,-135.07393393,337,0.00063,92.36,35249
388,35636,0.9109025000000003,4.806629419326782,105,-133.76050834,337,0.00063,92.01,35639
392,36076,0.9098074999999997,2.5321167707443237,106,-136.59107772000002,337,0.00063,92.52,36077
396,36452,0.9088674999999998,3.0343315601348877,108,-136.504269,337,0.00063,93.39,36453
400,36828,0.9079249999999996,1.3296314924955368,109,-137.0387902,337,0.00063,93.33,36830
404,37224,0.9069374999999998,4.469634056091309,110,-138.54143635999998,337,0.00063,93.31,37225
408,37556,0.9061024999999997,2.9672995805740356,111,-138.92069979,337,0.00063,93.1,37559
412,37960,0.9050925000000001,4.6408092230558395,112,-137.18300123,337,0.00063,93.52,37963
416,38320,0.9041899999999996,2.4629611670970917,113,-139.80210125,337,0.00063,93.27,38324
420,38644,0.9033825,3.965431123971939,114,-142.36966877,337,0.00063,92.47,38647
424,38988,0.9025224999999997,1.979555904865265,115,-143.14464255000001,337,0.00063,91.3,38991
428,39332,0.9016625000000003,3.4119207859039307,116,-141.97108014000003,337,0.00063,90.22,39335
432,39712,0.9007100000000003,0.7609855681657791,117,-143.34432195,337,0.00063,90.73,39716
436,40076,0.8998050000000004,3.7289255261421204,118,-146.38196595,337,0.00063,91.41,40078
440,40456,0.898855,2.539557605981827,120,-144.80399953,337,0.00063,91.44,40458
444,40780,0.8980424999999996,2.4799378514289856,120,-144.09957659,337,0.00063,91.08,40783
448,41120,0.8971899999999996,2.231236696243286,121,-146.64846740000002,337,0.00063,91.16,41124
452,41524,0.8961825000000003,2.9799541532993317,123,-147.18956318,337,0.00063,92.07,41527
456,41876,0.895305,3.2661942839622498,124,-144.53447591999998,336,0.00063,91.94,41878
460,42312,0.8942124999999997,1.3502546399831772,125,-140.65800274,337,0.00063,92.44,42315
464,42692,0.8932675,2.787689045071602,126,-140.04959388,336,0.00063,92.46,42693
468,43100,0.8922474999999999,2.0090386271476746,127,-139.32445603,336,0.00063,93.0,43101
472,43444,0.8913824999999996,1.8442540764808655,128,-141.45249083000002,336,0.00063,93.51,43447
476,43872,0.8903099999999996,1.145846500992775,130,-143.50049601999999,336,0.00063,93.48,43876
480,44288,0.8892775000000002,2.199443966150284,131,-144.19742269,336,0.00063,94.23,44289
484,44612,0.8884675000000002,3.113029569387436,132,-142.82406591,336,0.00063,93.64,44613
488,45016,0.8874574999999998,1.69438436627388,133,-141.51679155,336,0.00063,93.78,45017
492,45324,0.8866800000000001,4.017037570476532,134,-138.93494143,336,0.00063,92.51,45328
496,45732,0.8856625000000004,4.667767256498337,135,-137.73730444,336,0.00063,92.82,45735
500,46132,0.884665,2.027024671435356,136,-131.75238131000003,336,0.00063,93.04,46134
504,46496,0.8837574999999996,1.8845069706439972,138,-130.10760551,336,0.00063,92.72,46497
508,46796,0.8830000000000003,2.653360068798065,138,-127.92135191000001,336,0.00063,92.41,46800
512,47180,0.8820474999999997,1.6380971670150757,140,-127.58685516999999,336,0.00063,92.18,47181
516,47504,0.8812300000000003,2.419528007507324,141,-123.25769179,336,0.00063,91.84,47508
520,47848,0.8803749999999998,4.126017600297928,142,-122.52993763,336,0.00063,92.03,47850
524,48252,0.8793650000000002,2.157476484775543,143,-122.98844132999999,336,0.00063,92.63,48254
528,48688,0.8782750000000002,2.8384479880332947,144,-119.68281291000001,336,0.00063,93.55,48690
532,49056,0.87735,3.067623645067215,145,-117.27520922000004,336,0.00063,93.44,49060
536,49396,0.8765024999999997,1.0796602070331573,146,-115.60356972000001,336,0.00063,93.21,49399
540,49756,0.8756024999999997,1.2908324599266052,147,-115.65389326999998,336,0.00063,93.01,49759
544,50128,0.8746724999999996,2.225433051586151,148,-114.80999274000001,336,0.00063,93.48,50131
548,50592,0.8735150000000003,1.3885877281427383,150,-111.24200528999998,336,0.00063,94.7,50594
552,50984,0.8725299999999999,1.5247995853424072,151,-110.39269523000002,336,0.00063,94.61,50988
556,51372,0.8715649999999999,1.7363990247249603,152,-108.63131376000001,336,0.00063,94.96,51374
560,51736,0.8706574999999996,2.6978017687797546,153,-110.73597532999999,336,0.00063,94.22,51737
564,52092,0.8697599999999999,2.2545407712459564,154,-110.94306638000002,336,0.00063,94.03,52096
568,52468,0.868825,1.34117491543293,156,-109.14097260000003,336,0.00063,93.69,52470
572,52856,0.8678574999999996,2.9930944442749023,157,-109.47889916,336,0.00063,94.1,52857
576,53240,0.86689,1.4912830144166946,158,-106.75123708000001,336,0.00063,93.68,53244
580,53576,0.8660575000000004,1.4759639501571655,159,-104.55461785,336,0.00063,92.88,53577
584,53940,0.8651424999999998,1.8176388442516327,160,-101.67212252000002,336,0.00063,93.3,53943
588,54296,0.8642525000000003,2.0249601751565933,161,-103.36970782,336,0.00063,92.82,54299
592,54728,0.8631774999999999,1.896775096654892,162,-102.78448706,336,0.00063,94.01,54729
596,55088,0.8622725,2.82427442073822,163,-105.55188925,336,0.00063,93.56,55091
600,55452,0.8613649999999997,3.24883571267128,164,-106.46025000999998,336,0.00063,93.2,55454
604,55796,0.8605050000000003,3.0278273820877075,165,-105.45360048999999,336,0.00063,93.01,55798
608,56252,0.8593675000000003,2.3094249069690704,167,-106.18746332999999,336,0.00063,94.53,56253
612,56664,0.8583375000000004,1.6455012261867523,168,-105.35565601,336,0.00063,94.84,56665
616,57036,0.857405,1.5195174813270569,169,-105.00616861,336,0.00063,95.3,57038
620,57324,0.8566824999999997,2.9509141743183136,170,-102.68486860000002,336,0.00063,94.77,57327
624,57712,0.8557150000000001,2.26944899559021,171,-99.75013102000001,336,0.00063,94.6,57714
628,58136,0.8546524999999998,2.3338312208652496,172,-99.50307910000001,336,0.00063,94.49,58139
632,58584,0.8535324999999998,1.9202710390090942,174,-103.55165235,336,0.00063,95.27,58587
636,58976,0.8525549999999997,1.3362810611724854,175,-103.78526299,336,0.00063,95.79,58978
640,59348,0.8516225000000002,1.608075588941574,176,-104.57689935,336,0.00063,95.92,59351
644,59792,0.8505150000000002,2.890182763338089,177,-104.63990675999999,336,0.00063,96.63,59794
648,60120,0.8496899999999998,1.531803458929062,178,-106.15277572000001,336,0.00063,95.3,60124
652,60460,0.8488475000000003,2.7719441652297974,179,-105.90627196999999,336,0.00063,94.73,60461
656,60844,0.8478825000000003,2.7825547754764557,181,-105.02541216,336,0.00063,94.73,60847
660,61244,0.8468800000000001,2.5489073246717453,182,-104.15331051,336,0.00063,95.11,61248
664,61596,0.8460000000000003,2.8163667023181915,183,-104.70429194999998,336,0.00063,95.04,61600
668,61916,0.8452000000000001,1.9897195547819138,184,-104.15739248,336,0.00063,94.5,61920
672,62316,0.8442075000000004,1.951482504606247,185,-103.01204317,335,0.00063,94.6,62317
676,62708,0.8432225000000001,3.017341837286949,186,-103.53777015,335,0.00063,94.67,62711
680,63104,0.8422374999999998,3.0217432975769043,187,-105.13584212000002,335,0.00063,95.28,63105
684,63568,0.8410775,0.997794970870018,189,-106.00047445999999,335,0.00063,96.26,63569
688,63984,0.8400350000000001,3.9835686683654785,190,-105.37998921,335,0.00063,96.87,63986
692,64336,0.8391500000000004,2.761631429195404,191,-106.53175620000002,335,0.00063,96.11,64340
696,64720,0.8381950000000001,1.3336072862148285,192,-103.64138576,335,0.00063,96.31,64722
700,65128,0.8371700000000001,3.2607719898223877,193,-103.42586579,335,0.00063,96.78,65132
704,65464,0.8363324999999996,1.8618697077035904,194,-102.62396105999998,335,0.00063,96.69,65467
708,65892,0.8352600000000003,3.5892112851142883,196,-103.91823803000001,335,0.00063,96.43,65896
712,66308,0.8342249999999998,2.590582549571991,197,-103.89958667000002,335,0.00063,96.45,66310
716,66668,0.8333249999999996,1.9836113899946213,198,-104.9931631,335,0.00063,96.32,66670
720,66984,0.8325300000000001,3.485855758190155,199,-104.34384906000001,335,0.00063,96.61,66988
724,67400,0.8314974999999999,1.331820011138916,200,-106.61386566999998,335,0.00063,96.87,67401
728,67744,0.8306300000000002,2.38699734210968,201,-107.66483929999998,335,0.00063,96.09,67748
732,68184,0.8295374999999998,1.3859105706214905,203,-108.38727855,335,0.00063,95.98,68185
736,68592,0.8285174999999997,3.624243587255478,204,-107.98829982,335,0.00063,96.15,68593
740,69000,0.8274900000000001,2.8232175409793854,205,-105.90588131,335,0.00063,96.53,69004
744,69448,0.826375,1.4043278098106384,207,-106.51814253,335,0.00063,96.56,69450
748,69800,0.8254974999999998,2.4195486307144165,208,-105.76714802000001,335,0.00063,96.77,69801
752,70204,0.8244825000000002,1.6305347383022308,209,-105.20744201,335,0.00063,97.46,70207
756,70576,0.8235549999999996,2.0802877098321915,210,-106.51380886999999,335,0.00063,97.31,70578
760,70996,0.8225024999999999,1.781578689813614,211,-104.71366709,335,0.00063,97.51,70999
764,71412,0.8214599999999999,1.801180437207222,212,-103.47873196999998,335,0.00063,98.16,71416
768,71780,0.8205425,1.8698446154594421,214,-107.41565358999998,335,0.00063,98.63,71783
772,72144,0.8196374999999999,1.723973274230957,215,-107.69535576000003,335,0.00063,98.28,72145
776,72504,0.8187350000000003,2.197806239128113,216,-106.88256019000002,335,0.00063,97.95,72506
780,72920,0.81769,1.5036938786506653,217,-105.67731537000002,335,0.00063,98.19,72924
784,73316,0.8166999999999999,2.0949053317308426,218,-106.38373811999998,335,0.00063,97.51,73320
788,73664,0.8158325000000002,1.6822806298732758,219,-104.75563941999997,335,0.00063,96.81,73667
792,73984,0.8150324999999999,2.362202376127243,220,-102.39743549999999,335,0.00063,96.47,73987
796,74328,0.814175,1.2291767597198486,221,-103.2095854,335,0.00063,96.08,74330
800,74728,0.8131700000000002,3.7670556902885437,223,-104.05032912,335,0.00063,96.0,74732
804,75136,0.8121575000000003,1.6082419157028198,224,-104.32402110999999,335,0.00063,96.7,75137
808,75572,0.8110624999999996,2.462764024734497,225,-102.661241,335,0.00063,96.79,75575
812,75996,0.8100075000000003,2.807328075170517,226,-103.48267304999999,334,0.00063,96.87,75997
816,76412,0.8089650000000004,2.228247582912445,228,-101.91401572,334,0.00063,97.44,76414
820,76784,0.8080350000000002,2.232339709997177,229,-100.81555353,334,0.00063,97.98,76786
824,77156,0.8071050000000002,1.8559736609458923,230,-98.71006597999997,334,0.00063,97.57,77158
828,77556,0.8061074999999998,2.184806779026985,231,-97.91848720999997,334,0.00063,98.09,77557
832,77932,0.8051599999999997,1.851400762796402,232,-93.37834384,334,0.00063,97.51,77936
836,78328,0.8041725,2.6798720359802246,234,-92.37738882,334,0.00063,97.38,78331
840,78772,0.8030624999999996,1.2362267971038818,235,-92.86374134999998,334,0.00063,97.71,78775
844,79200,0.8019950000000002,1.9726555347442627,236,-92.29346207999998,334,0.00063,97.52,79202
848,79672,0.8008174999999997,2.29888316988945,238,-93.29820706999999,334,0.00063,98.72,79673
852,80048,0.7998750000000003,1.4267283976078033,239,-93.76720596,334,0.00063,98.43,80050
856,80640,0.798395,3.919193923473358,241,-91.08241480000001,334,0.00063,100.64,80642
860,81092,0.7972624999999999,1.7369126230478287,242,-93.05900795999997,334,0.00063,100.96,81095
864,81456,0.7963499999999998,2.528995707631111,243,-91.75120882000002,334,0.00063,100.44,81460
868,81912,0.7952100000000003,1.361153021454811,244,-87.88941669000002,334,0.00063,101.33,81916
872,82300,0.7942474999999998,1.8399815559387207,246,-87.590055,334,0.00063,101.56,82301
876,82712,0.7932125,1.35954549908638,247,-88.42488671000001,334,0.00063,102.09,82715
880,83152,0.7921149999999999,2.0681064128875732,248,-87.21867634999997,334,0.00063,102.3,83154
884,83552,0.7911175000000004,2.766864597797394,250,-86.88756287999999,334,0.00063,102.33,83553
888,83888,0.79027,2.310984283685684,251,-85.92137105,334,0.00063,102.25,83892
892,84204,0.7894824999999999,1.9007355272769928,252,-85.15094574000001,334,0.00063,102.2,84207
896,84552,0.7886124999999999,0.9939722567796707,253,-84.92242226,334,0.00063,102.25,84555
900,84912,0.7877174999999996,2.1504044830799103,254,-83.69020712999998,334,0.00063,101.81,84913
904,85300,0.7867424999999999,2.286357343196869,255,-84.70206981999999,334,0.00063,101.66,85303
908,85812,0.7854674999999999,2.98544579744339,256,-86.03675706999998,333,0.00063,102.38,85813
912,86136,0.7846549999999995,2.9133036136627197,257,-86.11435313,333,0.00063,101.41,86138
916,86476,0.7838049999999999,1.8323234617710114,259,-86.29091956,333,0.00063,100.64,86478
920,86788,0.7830249999999999,2.2329790145158768,259,-86.50027032,333,0.00063,100.04,86790
924,87224,0.7819349999999999,2.883466809988022,261,-85.95894036,333,0.00063,100.68,87226
928,87604,0.7809850000000004,3.912907600402832,262,-85.48822143,333,0.00063,100.49,87606
932,87996,0.78,2.2272316813468933,263,-86.03402895999997,333,0.00063,100.64,88000
936,88376,0.7790525,2.7636585533618927,264,-85.97368272,333,0.00063,100.48,88379
940,88724,0.7781799999999996,1.5582614541053772,265,-86.64171359,333,0.00063,99.53,88728
944,89128,0.7771775000000002,3.330022096633911,267,-87.9138777,333,0.00063,99.27,89129
948,89420,0.7764399999999996,3.0316771864891052,268,-85.90048567000002,333,0.00063,97.51,89424
952,89824,0.7754325000000003,1.3967252373695374,269,-85.47731431999999,333,0.00063,97.77,89827
956,90240,0.7743950000000002,1.5472301244735718,270,-87.14245207999998,333,0.00063,96.0,90242
960,90568,0.7735749999999996,1.3809312880039215,271,-85.27637237,333,0.00063,94.75,90570
964,90904,0.7727299999999997,2.584163248538971,272,-86.3012807,333,0.00063,94.48,90908
968,91384,0.7715374999999995,4.3835044503211975,274,-86.78730016,333,0.00063,94.69,91385
972,91768,0.7705749999999999,1.2899996638298035,275,-86.17730483000001,333,0.00063,94.69,91770
976,92148,0.7696199999999996,2.9280229806900024,276,-85.49523048,333,0.00063,94.37,92152
980,92576,0.7685575000000002,1.8239203840494156,277,-84.10301621,333,0.00063,94.23,92577
984,93028,0.7674274999999996,2.97725373506546,279,-82.88268194,333,0.00063,94.76,93029
988,93356,0.7666025000000001,1.4920556843280792,280,-82.40239895,333,0.00063,94.67,93359
992,93740,0.7656450000000002,2.5273367166519165,281,-82.04510592999999,333,0.00063,95.35,93742
996,94076,0.7647999999999996,2.2096614837646484,282,-82.09672042000003,333,0.00063,95.25,94080
1000,94404,0.7639849999999997,2.9499104022979736,283,-81.88444937999999,333,0.00063,94.93,94406
1004,95160,0.7620950000000003,1.608341932296753,285,-79.73237064,332,0.00063,98.59,95162
1008,95584,0.7610325,2.6241108179092407,287,-78.12582212,332,0.00063,97.74,95587
1012,95916,0.7602074999999996,1.9750834554433823,288,-75.61218199,332,0.00063,97.79,95917
1016,96292,0.7592674999999998,1.4465921372175217,289,-75.7216673,332,0.00063,98.15,96293
1020,96688,0.7582724999999998,1.9574792385101318,290,-75.25627341,332,0.00063,99.01,96691
1024,97068,0.7573249999999997,2.090381920337677,291,-75.23780905,332,0.00063,98.44,97070
1028,97496,0.7562550000000001,2.4286757111549377,293,-74.62542378999999,332,0.00063,98.92,97498
1032,97892,0.7552649999999999,1.9326432794332504,294,-73.13068234,332,0.00063,98.94,97894
1036,98208,0.7544750000000002,2.476460486650467,295,-72.20935736000001,332,0.00063,98.31,98210
1040,98688,0.7532749999999998,2.771938920021057,296,-72.95946511999999,332,0.00063,99.62,98690
1044,99148,0.7521249999999998,1.9034830033779144,298,-70.29188638,332,0.00063,100.21,99150
1048,99516,0.7512024999999999,1.7922219038009644,299,-71.49087114,332,0.00063,100.95,99519
1052,100012,0.7499650000000002,2.266306519508362,300,-71.16367351999999,332,0.00063,101.87,100014
1056,100388,0.7490250000000003,1.6967010498046875,301,-70.7122424,332,0.00063,101.48,100390
1060,100776,0.7480549999999997,2.57648965716362,303,-70.96610767000001,332,0.00063,102.08,100778
1064,101124,0.7471874999999999,1.769405573606491,304,-70.77397935,332,0.00063,102.17,101125
1068,101540,0.7461424999999996,2.562574788928032,305,-70.30288734,332,0.00063,101.58,101543
1072,101916,0.7452000000000003,2.234369993209839,306,-70.18769858,332,0.00063,101.5,101920
1076,102276,0.7443000000000002,2.515353113412857,307,-70.54662037,332,0.00063,101.28,102280
1080,102640,0.7433950000000003,1.787901908159256,308,-72.41064,332,0.00063,100.65,102642
1084,103108,0.7422224999999996,3.0164639353752136,310,-72.00459746,332,0.00063,100.82,103111
1088,103512,0.7412099999999996,3.061172276735306,311,-72.57780517,332,0.00063,101.57,103516
1092,103904,0.7402375000000002,1.4018964618444443,312,-72.41392857000001,332,0.00063,101.63,103905
1096,104304,0.7392375000000002,1.673402339220047,314,-72.12663628,332,0.00063,102.25,104305
1100,104748,0.7381275,1.9607253968715668,315,-72.88747538000001,332,0.00063,103.43,104749
1104,105184,0.7370299999999999,2.259303957223892,316,-73.37598543,332,0.00063,100.26,105188
1108,105612,0.7359624999999996,2.7669462859630585,318,-73.18653764,332,0.00063,100.28,105615
1112,106044,0.7348875000000001,2.038696199655533,319,-74.23243113,332,0.00063,101.28,106045
1116,106420,0.73394,1.4364850968122482,320,-74.61339742,331,0.00063,101.31,106424
1120,106808,0.7329774999999996,1.4553953558206558,321,-75.68847246000001,331,0.00063,101.18,106809
1124,107156,0.7321024999999997,2.6865910291671753,322,-75.12982277,331,0.00063,100.89,107159
1128,107576,0.73105,1.284179225564003,324,-76.58541353000001,331,0.00063,100.82,107580
1132,108016,0.7299500000000003,2.8299441039562225,325,-76.66198655,331,0.00063,101.26,108020
1136,108436,0.7289,2.014075070619583,326,-78.12863563,331,0.00063,102.3,108440
1140,108856,0.7278525000000002,1.9258058071136475,328,-76.76338006,331,0.00063,101.69,108859
1144,109348,0.7266274999999996,1.905148297548294,329,-78.26522849,331,0.00063,101.99,109349
1148,109776,0.7255574999999999,2.025120288133621,330,-77.71952833,331,0.00063,102.58,109777
1152,110276,0.7243025000000003,2.883238732814789,332,-78.29825736,331,0.00063,102.65,110279
1156,110700,0.7232475,1.6958784759044647,333,-79.50581833,331,0.00063,103.11,110701
1160,111084,0.7222825000000002,1.3258209824562073,334,-79.86096445,331,0.00063,103.09,111087
1164,111492,0.7212674999999997,1.4879693984985352,336,-79.32810855999999,331,0.00063,103.68,111493
1168,111880,0.7202949999999996,1.417140394449234,337,-79.57465726000001,331,0.00063,103.39,111882
1172,112244,0.7193799999999999,1.8703725636005402,338,-80.18083835000002,331,0.00063,103.28,112248
1176,112668,0.7183275000000002,1.5514656156301498,339,-80.29126905,331,0.00063,103.89,112669
1180,113120,0.7171900000000002,2.244892805814743,341,-78.70022594000001,331,0.00063,104.82,113124
1184,113552,0.71611,2.475856840610504,342,-79.04804016000001,331,0.00063,104.45,113556
