time/episodes,train/loss,time/time_elapsed,rollout/ep_rew_mean,rollout/exploration_rate,train/learning_rate,time/fps,time/total_timesteps,rollout/ep_len_mean,train/n_updates
260,0.5701470971107483,37,-115.44743480999999,0.4268491666666667,0.0001,963,36199,192.47,9024
264,1.4462405443191528,39,-117.38967247,0.40591750000000004,0.0001,960,37521,191.86,9355
268,4.1588134765625,40,-109.77614144,0.37953916666666687,0.0001,956,39187,203.38,9771
272,0.7436032891273499,42,-106.47806612999999,0.36318333333333397,0.0001,954,40220,208.87,10029
276,0.8297513723373413,43,-104.39300284999999,0.34980416666666725,0.0001,953,41065,211.73,10241
280,0.4714156985282898,44,-99.04008338,0.3235366666666669,0.0001,949,42724,223.19,10655
284,0.8445651531219482,47,-94.13656949,0.2925191666666662,0.0001,946,44683,237.58,11145
288,0.5393035411834717,49,-92.56272838,0.2607891666666673,0.0001,941,46687,252.88,11646
292,3.2357308864593506,52,-92.34122951,0.21471416666666698,0.0001,936,49597,276.8,12374
296,2.929699182510376,57,-90.89095982,0.1513808333333333,0.0001,930,53597,311.56,13374
300,0.7335529923439026,61,-92.25026851000003,0.098038333333333,0.0001,924,56966,340.16,14216
304,4.008541584014893,66,-93.50516982999997,0.05,0.0001,917,60966,366.7,15216
308,0.8464793562889099,71,-92.28971014000003,0.05,0.0001,911,64966,401.45,16216
312,0.731199324131012,76,-91.12729158999998,0.05,0.0001,905,68966,436.58,17216
316,0.8689201474189758,80,-91.73363966000001,0.05,0.0001,901,72966,471.67,18216
320,0.43563807010650635,85,-90.86229709000001,0.05,0.0001,897,76368,499.81,19066
324,1.1612305641174316,89,-91.67704427999999,0.05,0.0001,893,80368,529.85,20066
328,0.4895707964897156,94,-93.86849741000002,0.05,0.0001,888,84368,563.34,21066
332,0.525278627872467,99,-92.07996252000001,0.05,0.0001,885,88368,596.65,22066
336,0.6736398935317993,104,-94.54366051,0.05,0.0001,882,92368,630.43,23066
340,1.3301318883895874,109,-93.92347688,0.05,0.0001,880,96368,661.58,24066
344,0.9085600972175598,114,-91.49141588999998,0.05,0.0001,877,100368,694.86,25066
348,0.6869609355926514,119,-93.67176942,0.05,0.0001,876,104368,718.04,26066
352,1.5714694261550903,123,-97.12529148,0.05,0.0001,874,108368,739.3,27066
356,1.035588264465332,128,-100.10386382,0.05,0.0001,872,112368,770.86,28066
360,0.5622355341911316,133,-97.45720327999999,0.05,0.0001,870,116368,801.69,29066
364,0.6077489256858826,138,-98.98535205,0.05,0.0001,868,120368,828.47,30066
368,1.4738738536834717,143,-104.03081561999997,0.05,0.0001,867,124368,851.81,31066
372,0.49526447057724,148,-106.73073246000001,0.05,0.0001,866,128368,881.48,32066
376,0.30859777331352234,152,-107.89732044,0.05,0.0001,865,132368,913.03,33066
380,1.021079659461975,157,-110.73133241000001,0.05,0.0001,864,136368,936.44,34066
384,0.5173535943031311,162,-115.76566924,0.05,0.0001,862,140368,956.85,35066
388,1.5548202991485596,167,-118.12768168000001,0.05,0.0001,861,144368,976.81,36066
392,0.38123250007629395,172,-117.37576396,0.05,0.0001,860,148368,987.71,37066
396,0.2547522187232971,177,-117.99245675999998,0.05,0.0001,859,152368,987.71,38066
400,0.2730437219142914,182,-117.52756019000002,0.05,0.0001,858,156368,994.02,39066
404,5.866187572479248,186,-117.90068731000002,0.05,0.0001,858,160368,994.02,40066
408,0.42059609293937683,191,-116.98270314000001,0.05,0.0001,857,164368,994.02,41066
412,0.37513434886932373,196,-117.57176125,0.05,0.0001,856,168368,994.02,42066
416,0.8534443378448486,201,-116.2265227,0.05,0.0001,855,172368,994.02,43066
420,0.3518790304660797,206,-118.16263840000002,0.05,0.0001,854,176368,1000.0,44066
424,1.0047938823699951,211,-118.4594594,0.05,0.0001,854,180368,1000.0,45066
428,0.3706875741481781,215,-117.82885476999999,0.05,0.0001,853,184368,1000.0,46066
432,0.9943799376487732,220,-117.22570856,0.05,0.0001,852,188368,1000.0,47066
436,0.5618478059768677,225,-117.34124711,0.05,0.0001,852,192368,1000.0,48066
440,0.3563031256198883,230,-115.92714617,0.05,0.0001,851,196368,1000.0,49066
444,0.501215934753418,235,-116.98613552,0.05,0.0001,851,200368,1000.0,50066
448,0.5001378059387207,240,-115.54399985,0.05,0.0001,850,204368,1000.0,51066
452,0.9590772390365601,244,-113.81612866000002,0.05,0.0001,850,208368,1000.0,52066
456,0.4025844633579254,249,-112.64454839000001,0.05,0.0001,850,212368,1000.0,53066
460,0.5159919261932373,254,-113.42107313999999,0.05,0.0001,850,216368,1000.0,54066
464,0.4332019090652466,259,-112.53896866000001,0.05,0.0001,849,220368,1000.0,55066
468,0.6699327230453491,264,-111.39418832999999,0.05,0.0001,849,224368,1000.0,56066
472,0.38591527938842773,268,-109.72806398999997,0.05,0.0001,849,228368,1000.0,57066
476,0.4078105092048645,273,-108.58692962,0.05,0.0001,848,232368,1000.0,58066
480,0.4549277424812317,278,-109.90458123999998,0.05,0.0001,848,235918,995.5,58954
484,0.5836923122406006,282,-107.73908524999997,0.05,0.0001,848,239918,995.5,59954
488,0.30352869629859924,287,-105.15730663999999,0.05,0.0001,847,243827,994.59,60931
492,0.5221173763275146,292,-104.66429690000001,0.05,0.0001,847,247827,994.59,61931
496,0.23467320203781128,297,-102.28946398,0.05,0.0001,847,251827,994.59,62931
500,0.43291863799095154,301,-97.74204863000003,0.05,0.0001,846,255754,993.86,63913
504,0.6313239932060242,306,-88.10270708,0.05,0.0001,846,259184,988.16,64770
508,0.39482080936431885,310,-87.90891728999999,0.05,0.0001,846,262870,985.02,65692
512,0.43463265895843506,315,-86.04442274000002,0.05,0.0001,845,266741,983.73,66660
516,0.42700397968292236,320,-86.47569223,0.05,0.0001,845,270741,983.73,67660
520,3.5837740898132324,323,-81.86717082999999,0.05,0.0001,845,273724,973.56,68405
524,0.3042508065700531,328,-77.90049918999999,0.05,0.0001,845,277724,973.56,69405
528,0.29145631194114685,333,-74.62231787,0.05,0.0001,844,281724,973.56,70405
532,1.2073777914047241,338,-72.40068921,0.05,0.0001,844,285724,973.56,71405
536,1.1912873983383179,343,-65.45704176,0.05,0.0001,844,289680,973.12,72394
540,0.2755524516105652,348,-64.84534802,0.05,0.0001,843,293680,973.12,73394
544,0.4186784327030182,352,-62.04661729,0.05,0.0001,843,297680,973.12,74394
548,0.3912357985973358,356,-51.48165620999999,0.05,0.0001,843,300259,958.91,75039
552,0.5147371888160706,359,-44.39391113,0.05,0.0001,842,302765,943.97,75666
556,0.2462785392999649,363,-40.34785141999999,0.05,0.0001,842,306362,939.94,76565
560,0.39801788330078125,366,-34.42329924999999,0.05,0.0001,842,309028,926.6,77231
564,0.3605758845806122,370,-28.744221730000003,0.05,0.0001,842,312004,916.36,77975
568,0.3001474142074585,373,-19.375429790000002,0.05,0.0001,841,314320,899.52,78554
572,0.4874727725982666,377,-10.359193490000003,0.05,0.0001,841,317326,889.58,79306
576,0.3396022915840149,381,-5.236782789999999,0.05,0.0001,841,320719,883.51,80154
580,0.31969332695007324,385,-0.11422245999999646,0.05,0.0001,841,324350,884.32,81062
584,0.27058762311935425,389,3.814087330000001,0.05,0.0001,840,327758,878.4,81914
588,0.26146388053894043,393,4.373548340000002,0.05,0.0001,840,331056,872.29,82738
592,0.691757082939148,397,5.486405880000002,0.05,0.0001,840,334209,863.82,83527
596,0.24411898851394653,401,5.40874076,0.05,0.0001,840,337401,855.74,84325
600,0.44888216257095337,405,7.15554882,0.05,0.0001,840,340290,845.36,85047
604,0.35901501774787903,408,1.8154801300000003,0.05,0.0001,839,342994,838.1,85723
608,0.4739310145378113,412,6.241030230000002,0.05,0.0001,839,346025,831.55,86481
612,0.4685556888580322,414,12.526703290000002,0.05,0.0001,839,348431,816.9,87082
616,0.38467657566070557,419,16.634773070000005,0.05,0.0001,839,352077,813.36,87994
620,0.27455639839172363,423,13.679206460000005,0.05,0.0001,839,355830,821.06,88932
624,0.4754866361618042,426,13.338507500000002,0.05,0.0001,839,358253,805.29,89538
628,0.25307995080947876,430,15.3594647,0.05,0.0001,838,360974,792.5,90218
632,0.5244601368904114,433,15.731365640000002,0.05,0.0001,838,363242,775.18,90785
636,0.4454053044319153,436,16.50717447,0.05,0.0001,838,366305,766.25,91551
640,0.26276662945747375,441,18.77284049,0.05,0.0001,838,369978,762.98,92469
644,0.2519453167915344,445,21.462543070000002,0.05,0.0001,838,373344,756.64,93310
648,0.43236491084098816,450,12.572148610000001,0.05,0.0001,838,377344,770.85,94310
652,0.450669527053833,454,10.956467189999998,0.05,0.0001,837,380789,780.24,95172
656,0.6841052770614624,457,11.773007119999999,0.05,0.0001,837,383484,771.22,95845
660,0.5730395317077637,461,7.915928100000001,0.05,0.0001,837,386672,776.44,96642
664,0.2251303791999817,466,4.78429237,0.05,0.0001,837,390672,786.68,97642
668,0.312999963760376,471,-1.8848399299999963,0.05,0.0001,836,394672,803.52,98642
672,0.24463647603988647,475,-4.899150899999997,0.05,0.0001,835,397320,799.94,99304
676,0.39944222569465637,476,-3.7185863199999996,0.05,0.0001,835,398402,776.83,99575
680,0.4178750514984131,478,-4.955946859999999,0.05,0.0001,835,399486,751.36,99846
684,0.41962993144989014,483,-5.745389479999997,0.05,0.0001,834,403486,757.28,100846
688,0.47184616327285767,487,-5.910982349999999,0.05,0.0001,834,406680,756.24,101644
692,0.2123330682516098,489,-4.88505998,0.05,0.0001,833,408293,740.84,102048
696,0.3280060291290283,495,-4.5090596,0.05,0.0001,832,412293,748.92,103048
700,0.5012059807777405,497,-3.0126419700000007,0.05,0.0001,832,414476,741.86,103593
704,0.5490952730178833,502,-2.7493382799999977,0.05,0.0001,831,418131,751.37,104507
708,0.4627668857574463,506,-5.89754969,0.05,0.0001,831,421332,753.07,105307
712,0.3476558029651642,510,-9.50513083,0.05,0.0001,830,424003,755.72,105975
716,0.32126739621162415,513,-6.45498425,0.05,0.0001,829,425791,737.14,106422
720,0.3893502354621887,517,-1.3669931700000015,0.05,0.0001,828,428650,728.2,107137
724,0.4242303967475891,521,-1.8923872500000016,0.05,0.0001,828,431861,736.08,107940
728,0.30350634455680847,524,0.3239324199999969,0.05,0.0001,827,434328,733.54,108556
732,0.8351108431816101,527,2.434136749999999,0.05,0.0001,827,436531,732.89,109107
736,0.2616867125034332,531,1.7949884699999996,0.05,0.0001,827,439217,729.12,109779
740,0.29743507504463196,535,2.0145015699999997,0.05,0.0001,826,442795,728.17,110673
744,0.3355408012866974,538,-0.027669740000000616,0.05,0.0001,826,445203,718.59,111275
748,1.6107832193374634,541,1.9571473399999997,0.05,0.0001,825,447645,703.01,111886
752,0.46066156029701233,545,3.22603676,0.05,0.0001,825,450644,698.55,112635
756,0.28392311930656433,550,1.426098080000001,0.05,0.0001,825,454495,710.11,113598
760,0.30354785919189453,554,4.438348880000001,0.05,0.0001,825,457500,708.28,114349
764,0.46114304661750793,557,14.132155910000002,0.05,0.0001,825,459966,692.94,114966
768,0.2667689323425293,560,14.157584569999997,0.05,0.0001,824,462353,676.81,115563
772,2.2570247650146484,563,17.36796502,0.05,0.0001,824,464916,675.96,116203
776,0.22930817306041718,567,14.448818119999999,0.05,0.0001,824,467405,690.03,116826
780,0.35938504338264465,570,14.610214820000001,0.05,0.0001,824,469793,703.07,117423
784,0.3645752966403961,575,12.1731321,0.05,0.0001,823,473793,703.07,118423
788,1.754317283630371,579,14.954374760000002,0.05,0.0001,823,477310,706.3,119302
792,0.5455844402313232,582,18.622983689999998,0.05,0.0001,823,479578,712.85,119869
796,0.22238776087760925,585,21.857054709999996,0.05,0.0001,822,481526,692.33,120356
800,0.3075270652770996,586,19.75789196,0.05,0.0001,822,482947,684.71,120711
804,0.3958663046360016,590,22.482006319999993,0.05,0.0001,822,485446,673.15,121336
808,0.3435310125350952,594,24.427912940000002,0.05,0.0001,822,488633,673.01,122133
812,1.3092052936553955,597,29.636797450000003,0.05,0.0001,821,491070,670.67,122742
816,0.4197283685207367,599,27.246960379999997,0.05,0.0001,821,492547,667.56,123111
820,0.25986289978027344,603,25.033688499999997,0.05,0.0001,820,495106,664.56,123751
824,0.4844481647014618,606,30.560734200000006,0.05,0.0001,820,497148,652.87,124261
828,0.29258397221565247,609,29.219609389999995,0.05,0.0001,819,499282,649.54,124795
832,0.308135449886322,613,28.819911879999996,0.05,0.0001,818,502587,660.56,125621
836,0.3555816411972046,618,27.014754189999994,0.05,0.0001,818,506117,669.0,126504
840,0.3024328649044037,621,27.422313950000003,0.05,0.0001,818,508767,659.72,127166
844,0.3722212016582489,626,27.12407033,0.05,0.0001,818,512767,675.64,128166
848,0.2374321073293686,629,29.425824110000004,0.05,0.0001,818,515370,677.25,128817
852,0.2760097086429596,634,25.743593480000005,0.05,0.0001,818,519370,687.26,129817
856,0.28034892678260803,637,31.062197970000003,0.05,0.0001,818,521279,667.84,130294
860,0.29428744316101074,640,33.88612508,0.05,0.0001,818,524317,668.17,131054
864,0.27310824394226074,643,28.264863680000005,0.05,0.0001,818,526435,664.69,131583
868,0.27673137187957764,648,31.327701199999996,0.05,0.0001,818,530158,678.05,132514
872,0.5405325889587402,652,29.56992793,0.05,0.0001,818,533684,687.68,133395
876,0.24852107465267181,654,33.16598706,0.05,0.0001,817,535532,681.27,133857
880,0.28311675786972046,657,38.360006989999995,0.05,0.0001,818,538106,683.13,134501
884,0.19533704221248627,661,39.29490503,0.05,0.0001,818,541336,675.43,135308
888,0.3628588914871216,665,38.47606105,0.05,0.0001,818,544365,670.55,136066
892,0.6968871355056763,667,39.404068339999995,0.05,0.0001,818,546501,669.23,136600
896,0.16581441462039948,671,39.95129556,0.05,0.0001,818,549374,678.48,137318
900,3.0055148601531982,674,42.46784153000001,0.05,0.0001,818,551842,688.95,137935
904,0.30866798758506775,678,41.48505191,0.05,0.0001,818,555197,697.51,138774
908,0.3668195307254791,683,40.555974350000014,0.05,0.0001,818,558945,703.12,139711
912,3.1703948974609375,686,40.20283394000001,0.05,0.0001,818,561780,707.1,140419
916,0.23688223958015442,688,49.46929185,0.05,0.0001,818,563585,710.38,140871
920,0.32034215331077576,692,50.16732718999999,0.05,0.0001,818,566728,716.22,141656
924,0.42297008633613586,696,50.147067509999985,0.05,0.0001,818,569827,726.79,142431
928,0.3944798409938812,699,51.84826579,0.05,0.0001,818,572663,733.81,143140
932,1.1088157892227173,703,57.39934632000001,0.05,0.0001,818,575726,731.39,143906
936,0.2209983468055725,708,59.81388466000001,0.05,0.0001,818,579509,733.92,144852
940,0.2547142505645752,711,64.45966543,0.05,0.0001,818,582429,736.62,145582
944,0.23609550297260284,716,66.69263895,0.05,0.0001,818,586366,735.99,146566
948,0.44553354382514954,720,65.28133439999999,0.05,0.0001,818,589596,742.26,147373
952,0.3911372721195221,724,69.57408707,0.05,0.0001,818,593231,738.61,148282
956,0.9200104475021362,728,66.86270105000001,0.05,0.0001,818,596267,749.88,149041
960,0.20912401378154755,731,69.70986937,0.05,0.0001,818,598907,745.9,149701
